#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.108     0.04343        2.15    0.007798   0.0007798
      0.5563      -1.872     0.04343         3.6     0.01343    0.001343
      0.6532      -1.884     0.04343         4.5     0.01307    0.001307
      0.7634      -2.036     0.04343         5.8    0.009196   0.0009196
      0.8976      -1.911     0.04343         7.9     0.01228    0.001228
       1.204     -0.9772     0.04343          16      0.1054     0.01054
        1.38     -0.9948     0.04343          24      0.1012     0.01012
           2      0.4684     0.05609         100        2.94      0.3797
       2.204      0.5824     0.08934         160       3.823      0.7864
       5.301      -1.996      0.1184       2e+05     0.01009    0.002751
