#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.88     0.04343        2.15     0.01318    0.001318
      0.5563      -1.624     0.04343         3.6     0.02375    0.002375
      0.6532      -1.578     0.04343         4.5     0.02643    0.002643
      0.7634      -1.647     0.04343         5.8     0.02253    0.002253
      0.8976      -1.805     0.04343         7.9     0.01566    0.001566
       1.204      -1.326     0.05231          16     0.04718    0.005683
        1.38      -1.011     0.04343          24     0.09745    0.009745
       2.204      0.3406      0.1405         160       2.191      0.7086
       2.398      0.7281     0.09202         250       5.347       1.133
       2.544      0.5907      0.2069         350       3.897       1.857
