#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.384     0.04343        2.15      0.0413     0.00413
      0.5563      -1.298     0.04343         3.6      0.0504     0.00504
      0.6532      -1.392     0.04343         4.5     0.04057    0.004057
      0.7634      -1.533     0.04343         5.8     0.02931    0.002931
      0.8976      -1.532     0.04343         7.9     0.02939    0.002939
        1.38     -0.6874     0.04343          24      0.2054     0.02054
           2      0.3051      0.1394         100       2.019      0.6479
       2.204      0.7318      0.1401         160       5.393        1.74
       2.398       1.023      0.1775         250       10.54       4.308
       5.301      -2.087      0.1377       2e+05    0.008186    0.002595
