#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.472     0.04343        2.15     0.03373    0.003373
      0.5563      -1.664     0.04343         3.6     0.02169    0.002169
      0.6532       -1.65     0.04343         4.5     0.02241    0.002241
      0.7634       -1.79     0.04343         5.8     0.01622    0.001622
      0.8976      -1.275     0.04343         7.9     0.05303    0.005303
       1.204     -0.9055     0.04343          16      0.1243     0.01243
        1.38     -0.8897     0.04343          24      0.1289     0.01289
           2      0.5953     0.04343         100       3.938      0.3938
       2.204      0.9128     0.06472         160       8.181       1.219
       5.301       -1.52     0.08772       2e+05      0.0302      0.0061
