#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.088     0.04343        2.15     0.08166    0.008166
      0.5563      -1.256     0.04343         3.6     0.05546    0.005546
      0.6532      -1.258     0.04343         4.5     0.05517    0.005517
      0.7634      -1.391     0.04343         5.8     0.04069    0.004069
      0.8976     -0.9825     0.04343         7.9      0.1041     0.01041
       1.204     -0.5555     0.04343          16      0.2783     0.02783
        1.38     -0.4345     0.04343          24      0.3677     0.03677
           2      0.9682     0.04343         100       9.295      0.9295
       2.204       1.146     0.04343         160       13.99       1.399
       2.398       1.115     0.05011         250       13.03       1.503
       2.544      0.9555      0.1106         350       9.026       2.299
       5.301      -1.438      0.1011       2e+05      0.0365      0.0085
