#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.944     0.04343        2.15    0.001138   0.0001138
      0.5563      -2.586     0.04343         3.6    0.002594   0.0002594
      0.6532      -2.458     0.04343         4.5    0.003481   0.0003481
      0.7634      -2.308     0.04343         5.8    0.004915   0.0004915
      0.8976      -2.358     0.05102         7.9    0.004384    0.000515
        1.38      -1.232     0.04343          24     0.05858    0.005858
           2     -0.1528      0.2072         100      0.7034      0.3356
       2.204      0.3796      0.1039         160       2.396      0.5731
       2.398      0.4031       0.196         250        2.53       1.141
       3.064      0.1717      0.1673        1160       1.485      0.5719
