#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.06     0.04343        2.15     0.00871    0.000871
      0.5563      -1.666     0.04343         3.6     0.02159    0.002159
      0.6532      -1.613     0.04343         4.5     0.02437    0.002437
      0.7634      -1.748     0.04343         5.8     0.01788    0.001788
      0.8976      -1.678     0.04343         7.9     0.02099    0.002099
        1.38     -0.9154     0.04343          24      0.1215     0.01215
           2      0.5547     0.05439         100       3.586      0.4492
       2.204       1.053     0.04343         160        11.3        1.13
       2.398       1.028      0.1049         250       10.67       2.575
       2.544      0.7969       0.195         350       6.265       2.813
       5.301      -1.558      0.0439       2e+05      0.0277      0.0028
