#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.544     0.04343        2.15    0.002858   0.0002858
      0.5563      -2.154     0.04343         3.6    0.007015   0.0007015
      0.6532      -2.124     0.04343         4.5    0.007524   0.0007524
      0.7634      -2.086     0.04343         5.8    0.008209   0.0008209
      0.8976      -1.976     0.04343         7.9     0.01057    0.001057
        1.38      -1.547     0.07066          24     0.02836    0.004614
           2    -0.02298      0.1898         100      0.9485      0.4145
       2.204      0.2019      0.2165         160       1.592      0.7934
       2.398      0.5874       0.139         250       3.868       1.238
       2.544      0.7368      0.1144         350       5.455       1.436
       2.699      0.7859      0.1453         500       6.107       2.044
       5.301      -2.278       0.215       2e+05    0.005272     0.00261
