#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.004     0.04343        2.15     0.09908    0.009908
      0.5563     -0.9739     0.04343         3.6      0.1062     0.01062
      0.6532      -1.139     0.04343         4.5     0.07257    0.007257
      0.7634      -1.164     0.04343         5.8      0.0685     0.00685
      0.8976      -1.308     0.04343         7.9     0.04923    0.004923
       1.204     -0.4634     0.04343          16       0.344      0.0344
        1.38      -0.363     0.04343          24      0.4335     0.04335
           2      0.7628     0.04343         100       5.792      0.5792
       2.204       1.165     0.04343         160       14.64       1.464
       2.398       1.235     0.04343         250       17.17       1.717
       2.544        1.02     0.04343         350       10.48       1.048
       5.301      -1.777     0.07282       2e+05      0.0167      0.0028
