#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.598      -2.598         5.8    0.000749    0.000888
      0.8976      -2.546      -2.546         7.9     0.00121    0.000816
       1.204       7.301       7.301          16         -99       1e+07
           2     0.04201     0.04201         100   1.792e-05      0.5508
       2.204      0.3454      0.3454         160   1.745e-05       1.107
       2.398        10.3        10.3         250         -99       1e+10
       2.544      0.9987      0.9987         350   2.905e-07       4.985
       2.699      0.9736      0.9736         500   3.106e-07       4.705
       3.064      0.1457      0.1457        1160    2.13e-10      0.6993
       5.301      -2.178      -2.178       2e+05    0.001129    0.002753
