# ID    RA            DEC         
  1035  189.3410339   62.3554649  
  1036  189.4195862   62.3555298  
  1037  189.2053833   62.3553391  
  1042  189.3338013   62.3553963  
  1053  189.2781067   62.3548889  
  1058  189.3066101   62.3549767  
  1064  189.1933899   62.3545952  
  1075  189.2803345   62.3543167  
  1076  189.3115997   62.3543472  
  1077  189.3101196   62.3533936  
  1081  189.4641571   62.3542709  
  1084  189.3170776   62.3541145  
  1089  189.4220581   62.3539734  
  1091  189.3377838   62.3535805  
  1094  189.3489838   62.3535538  
  1101  189.444809    62.3533287  
  1102  189.2233887   62.3532143  
  1103  189.2759247   62.3532333  
  1104  189.2815094   62.3533249  
  1105  189.2887268   62.3530083  
  1109  189.1812439   62.353302   
  1113  189.3676147   62.3530884  
  1118  189.1958466   62.3527641  
  1121  189.2545471   62.3526649  
  1123  189.3214417   62.3526955  
  1125  189.4287415   62.352562   
  1129  189.2332153   62.3526688  
  1133  189.388855    62.3525162  
  1135  189.2706604   62.3524666  
  1140  189.4312134   62.3525734  
  1141  189.4544067   62.3523369  
  1143  189.3634644   62.3521118  
  1144  189.3701477   62.3521194  
  1146  189.4463348   62.3524399  
  1147  189.2106171   62.3520393  
  1148  189.2302856   62.3521156  
  1150  189.2776794   62.3521805  
  1159  189.2011871   62.3519135  
  1160  189.3256378   62.3518677  
  1167  189.2561798   62.3520966  
  1168  189.2552338   62.3516808  
  1172  189.425293    62.351738   
  1181  189.2866669   62.3514214  
  1186  189.1871185   62.3515167  
  1202  189.3518982   62.3503265  
  1208  189.3287811   62.3499756  
  1221  189.3605499   62.3504486  
  1222  189.3667145   62.3504715  
  1225  189.4537506   62.3502693  
  1235  189.1815948   62.3501129  
  1239  189.4135437   62.3498726  
  1248  189.4335785   62.3496819  
  1252  189.2584076   62.3496742  
  1253  189.2932281   62.3496437  
  1262  189.1798553   62.3496361  
  1269  189.1877136   62.3494072  
  1270  189.3570709   62.3491821  
  1273  189.2141571   62.3482475  
  1278  189.3201599   62.3490601  
  1284  189.298172    62.3483315  
  1285  189.3126831   62.3489571  
  1293  189.2520142   62.3486023  
  1303  189.289444    62.3484001  
  1306  189.3352203   62.3483696  
  1313  189.4487762   62.3480988  
  1315  189.2279968   62.3480988  
  1320  189.3660431   62.3474159  
  1334  189.3443146   62.3475952  
  1335  189.3721771   62.3474998  
  1337  189.4335632   62.3474998  
  1338  189.2553558   62.3474998  
  1341  189.3008118   62.3472824  
  1342  189.33255     62.3474159  
  1348  189.3166809   62.3472748  
  1350  189.1792603   62.347187   
  1355  189.438736    62.3470001  
  1357  189.2360229   62.34692    
  1367  189.2252655   62.3467674  
  1368  189.2393341   62.3468246  
  1369  189.2883453   62.3466949  
  1371  189.3259888   62.3466072  
  1384  189.4362793   62.3465004  
  1387  189.4691467   62.3467293  
  1391  189.2823639   62.3463707  
  1393  189.4270782   62.3464012  
  1394  189.4681396   62.3462029  
  1396  189.2452698   62.3463135  
  1401  189.3599243   62.3463898  
  1402  189.3966675   62.3462334  
  1416  189.2953033   62.3457298  
  1419  189.3684387   62.3457222  
  1420  189.4457855   62.3456192  
  1434  189.3603058   62.3453979  
  1437  189.4282379   62.3454056  
  1445  189.3995972   62.3452644  
  1449  189.237915    62.3450661  
  1452  189.4421844   62.3450241  
  1458  189.2688293   62.3446274  
  1469  189.1646271   62.3446312  
  1475  189.3695068   62.3441086  
  1476  189.390274    62.3445091  
  1477  189.4130554   62.3446426  
  1479  189.4687042   62.3444061  
  1480  189.171936    62.3445778  
  1490  189.3427124   62.3442001  
  1491  189.3444214   62.343811   
  1495  189.4785156   62.344429   
  1497  189.2808685   62.344162   
  1501  189.331665    62.344101   
  1502  189.3385468   62.3440475  
  1513  189.1672668   62.3437576  
  1515  189.3151245   62.3437462  
  1520  189.3083038   62.3435173  
  1524  189.4081726   62.343502   
  1525  189.4115906   62.3435402  
  1532  189.1720886   62.3433228  
  1533  189.2101135   62.3431511  
  1543  189.3660736   62.3429794  
  1544  189.401474    62.3429146  
  1545  189.4420471   62.3430634  
  1548  189.1973572   62.3429947  
  1551  189.2336884   62.3429451  
  1556  189.4217682   62.3429565  
  1558  189.4372711   62.3423309  
  1563  189.1660004   62.3427734  
  1567  189.3759308   62.34235    
  1569  189.44487     62.3423729  
  1579  189.3846283   62.3422318  
  1592  189.3932037   62.3418694  
  1593  189.3981018   62.3417892  
  1602  189.2438049   62.3415985  
  1604  189.471283    62.3415222  
  1606  189.1903839   62.3414688  
  1616  189.4429779   62.3411865  
  1618  189.1705475   62.3409958  
  1622  189.3273926   62.3410263  
  1626  189.2294159   62.3407097  
  1629  189.3170013   62.3409958  
  1631  189.3630371   62.3408356  
  1633  189.4148407   62.3407784  
  1634  189.4233398   62.3409157  
  1638  189.1749573   62.3407669  
  1644  189.2966614   62.3402939  
  1648  189.3603973   62.3407288  
  1650  189.4679718   62.3407135  
  1651  189.2563782   62.340229   
  1662  189.3305817   62.3396454  
  1673  189.4387207   62.3399162  
  1693  189.1852875   62.3395195  
  1702  189.2527618   62.3397217  
  1709  189.1875      62.3394661  
  1710  189.1932983   62.3393936  
  1711  189.2325897   62.3393707  
  1712  189.2605896   62.3392334  
  1717  189.2213898   62.3390427  
  1724  189.3922424   62.3389015  
  1734  189.1467438   62.3388824  
  1735  189.1885529   62.3387527  
  1737  189.398056    62.3384171  
  1740  189.1666412   62.3382645  
  1741  189.223114    62.3384666  
  1747  189.1551056   62.3382416  
  1753  189.4359436   62.3381729  
  1762  189.2111664   62.3380165  
  1764  189.2294006   62.337986   
  1775  189.3449097   62.3376999  
  1779  189.1832581   62.3376999  
  1813  189.4754639   62.3367386  
  1814  189.4947968   62.3367424  
  1818  189.2424316   62.3367157  
  1822  189.4238586   62.336586   
  1824  189.4858093   62.3367424  
  1836  189.3173828   62.336338   
  1843  189.3048401   62.3361664  
  1847  189.1878967   62.3360825  
  1850  189.2561798   62.3362236  
  1855  189.2385254   62.336132   
  1859  189.4038696   62.3359375  
  1865  189.3817596   62.3356972  
  1866  189.3969727   62.3355675  
  1870  189.166748    62.3355827  
  1880  189.2526855   62.3353882  
  1886  189.2080078   62.3354988  
  1894  189.2885437   62.3351517  
  1899  189.1849213   62.3348694  
  1907  189.3991394   62.3348007  
  1908  189.4024658   62.3349113  
  1918  189.3544006   62.3347206  
  1919  189.4440613   62.3348694  
  1921  189.1569672   62.334671   
  1930  189.3247223   62.3345337  
  1937  189.306778    62.3342743  
  1938  189.3708801   62.3343964  
  1944  189.2333221   62.3343048  
  1945  189.3174133   62.3344574  
  1951  189.2031097   62.3340569  
  1960  189.1506042   62.3339806  
  1961  189.1776581   62.3339653  
  1968  189.2276001   62.3338394  
  1973  189.3895416   62.3336525  
  1990  189.1918182   62.3334312  
  1999  189.165329    62.3334236  
  2007  189.1705627   62.3330536  
  2022  189.3835449   62.3328705  
  2025  189.438736    62.3326759  
  2032  189.4475403   62.3327065  
  2046  189.3154755   62.3324318  
  2052  189.1588593   62.3322296  
  2054  189.2816162   62.332222   
  2056  189.3371429   62.3322334  
  2059  189.4506836   62.3321228  
  2061  189.1655121   62.3320007  
  2089  189.4423065   62.3316345  
  2094  189.3053589   62.3315735  
  2099  189.3667145   62.3308868  
  2101  189.4536133   62.3314667  
  2106  189.4078674   62.3313141  
  2115  189.2043457   62.3311119  
  2124  189.1492767   62.330822   
  2129  189.1396179   62.3307838  
  2135  189.271759    62.3307953  
  2137  189.3754883   62.3307533  
  2140  189.430542    62.3306351  
  2141  189.4485931   62.3305168  
  2144  189.4754333   62.330471   
  2147  189.2371216   62.330555   
  2150  189.2099457   62.3305321  
  2152  189.3548279   62.330368   
  2160  189.1883392   62.3301506  
  2163  189.2837982   62.3299141  
  2175  189.2303619   62.3299332  
  2181  189.4922791   62.3297768  
  2185  189.2207947   62.32967    
  2189  189.3818817   62.3297424  
  2192  189.2241364   62.3299026  
  2195  189.3708496   62.3296432  
  2196  189.3952026   62.329567   
  2197  189.3973999   62.329525   
  2202  189.2106781   62.329464   
  2229  189.3600159   62.3290977  
  2231  189.3781891   62.3288231  
  2234  189.1991425   62.3287544  
  2239  189.3322754   62.3286934  
  2252  189.1933746   62.3280525  
  2256  189.3564606   62.3281708  
  2262  189.16716     62.3281593  
  2266  189.3895721   62.328064   
  2268  189.1443787   62.3278275  
  2272  189.3024139   62.3279266  
  2290  189.1755524   62.3270988  
  2295  189.1900482   62.3275719  
  2296  189.2118378   62.3276672  
  2297  189.3504181   62.3275185  
  2314  189.3525543   62.3276405  
  2318  189.5099335   62.3272057  
  2320  189.1834564   62.327343   
  2323  189.2227783   62.3272171  
  2324  189.2352753   62.3271065  
  2327  189.3916779   62.327034   
  2328  189.4688721   62.3268738  
  2330  189.2498474   62.3270378  
  2331  189.2492523   62.3261528  
  2336  189.1225128   62.3267822  
  2337  189.1522675   62.3268738  
  2342  189.3452454   62.3267746  
  2347  189.463562    62.3265533  
  2357  189.2784424   62.3265114  
  2359  189.3738708   62.3262215  
  2360  189.4466553   62.3262367  
  2365  189.3591156   62.3264847  
  2369  189.319519    62.3261147  
  2374  189.1152039   62.3259544  
  2376  189.1547241   62.3259087  
  2378  189.3607788   62.3257828  
  2387  189.3780518   62.3252411  
  2395  189.1308136   62.3256111  
  2399  189.2770081   62.3256378  
  2408  189.2328644   62.3254395  
  2412  189.3352814   62.3252983  
  2417  189.2190247   62.3253174  
  2418  189.2676239   62.3253479  
  2432  189.4783325   62.324894   
  2433  189.1283417   62.3250465  
  2440  189.4981079   62.3246193  
  2449  189.1414337   62.3245087  
  2455  189.2958221   62.3245544  
  2463  189.3398285   62.324295   
  2488  189.1442413   62.3238831  
  2489  189.145401    62.3231239  
  2500  189.2586975   62.3233299  
  2509  189.1477966   62.323616   
  2510  189.1793671   62.3235664  
  2513  189.2673492   62.3234062  
  2518  189.3957825   62.3235626  
  2524  189.1831207   62.3234787  
  2525  189.1893616   62.32341    
  2540  189.3334656   62.323101   
  2543  189.3873291   62.3231964  
  2544  189.4588013   62.3231659  
  2552  189.1573334   62.3231659  
  2561  189.4711456   62.322834   
  2569  189.500946    62.3225212  
  2574  189.5046997   62.3224182  
  2577  189.2055969   62.3225136  
  2578  189.3150787   62.3224373  
  2587  189.240448    62.3223534  
  2588  189.2453461   62.3223457  
  2591  189.3180389   62.3223419  
  2592  189.3670044   62.3222733  
  2594  189.4189301   62.3213234  
  2596  189.4526978   62.3221245  
  2605  189.4139709   62.3220024  
  2608  189.4633942   62.3219566  
  2615  189.2810669   62.3219948  
  2619  189.4067841   62.3218727  
  2622  189.4286346   62.3190842  
  2625  189.3971558   62.3216324  
  2643  189.3103485   62.3213272  
  2648  189.1555939   62.3213272  
  2652  189.3155365   62.3212318  
  2655  189.4661407   62.3211403  
  2660  189.2458038   62.3210983  
  2667  189.1730957   62.3209267  
  2668  189.1734009   62.3202171  
  2670  189.1781158   62.3209076  
  2671  189.3385468   62.3209801  
  2674  189.4325867   62.3209686  
  2677  189.4550781   62.3207359  
  2681  189.215744    62.3208618  
  2682  189.280777    62.3208733  
  2683  189.3574829   62.3205948  
  2687  189.4621429   62.3202248  
  2697  189.1904602   62.3205147  
  2705  189.3118439   62.3202515  
  2715  189.1661224   62.3198547  
  2716  189.1850128   62.3198662  
  2720  189.3094482   62.3200684  
  2722  189.3471985   62.3199005  
  2725  189.4727173   62.319664   
  2728  189.1041412   62.3197784  
  2738  189.3859711   62.3196411  
  2739  189.4654694   62.3194656  
  2740  189.4864655   62.3195534  
  2741  189.4847717   62.319294   
  2746  189.1634674   62.3196487  
  2758  189.1568909   62.3192825  
  2767  189.3901672   62.3191948  
  2769  189.45755     62.3190727  
  2776  189.3559875   62.3189011  
  2778  189.4197693   62.3190422  
  2785  189.4502258   62.3188248  
  2794  189.430954    62.3187027  
  2805  189.437973    62.3184204  
  2806  189.1208191   62.3184166  
  2813  189.4477997   62.3182869  
  2818  189.4276886   62.3181458  
  2822  189.5064697   62.3179398  
  2825  189.1503448   62.3181114  
  2831  189.3504944   62.3180542  
  2841  189.4226379   62.3177338  
  2856  189.1324005   62.3175354  
  2870  189.0948334   62.3174629  
  2874  189.3348389   62.3173943  
  2877  189.1113739   62.317215   
  2878  189.1639557   62.3171883  
  2880  189.3049927   62.3171768  
  2884  189.4786072   62.3171349  
  2888  189.3371429   62.3170357  
  2890  189.4292297   62.3168831  
  2893  189.1891327   62.3169327  
  2895  189.3170013   62.3169136  
  2896  189.3426666   62.3168945  
  2901  189.2198639   62.3168144  
  2920  189.4757385   62.3163986  
  2925  189.0864563   62.3167152  
  2947  189.3101807   62.3161659  
  2957  189.1782837   62.3156967  
  2973  189.3587494   62.3157539  
  2979  189.2627716   62.31567    
  2992  189.2134857   62.3154755  
  2994  189.3244781   62.3154221  
  3001  189.5335388   62.3150635  
  3012  189.3679962   62.3152504  
  3022  189.418396    62.314888   
  3028  189.1212158   62.3149376  
  3029  189.1499939   62.3149605  
  3037  189.1104126   62.3146629  
  3039  189.2345581   62.3147469  
  3063  189.1754608   62.3143311  
  3066  189.2191467   62.3143501  
  3069  189.2731018   62.3142242  
  3071  189.2822571   62.3142624  
  3074  189.4619141   62.3140488  
  3075  189.4666901   62.313942   
  3078  189.1970673   62.3141785  
  3081  189.4221649   62.3140678  
  3083  189.1415558   62.3138771  
  3084  189.2968597   62.3139153  
  3085  189.3236389   62.3139915  
  3087  189.3562317   62.3138924  
  3089  189.4555817   62.3138199  
  3093  189.1894836   62.3137016  
  3099  189.5117798   62.3135033  
  3101  189.0984039   62.3135185  
  3103  189.1452484   62.3135948  
  3112  189.2052002   62.3134384  
  3114  189.254776    62.3137054  
  3119  189.5370789   62.3132324  
  3121  189.2569427   62.3136406  
  3125  189.532608    62.3130493  
  3140  189.1337891   62.31287    
  3143  189.3908539   62.3128967  
  3145  189.5278168   62.312664   
  3165  189.4868622   62.3124161  
  3171  189.1572113   62.3124619  
  3188  189.4201508   62.3123245  
  3196  189.2563171   62.3118629  
  3207  189.2007141   62.3119354  
  3220  189.4764099   62.3115959  
  3229  189.243576    62.3116417  
  3236  189.3816986   62.3115425  
  3247  189.3389587   62.3114166  
  3263  189.1470337   62.3111649  
  3265  189.4135895   62.311039   
  3267  189.0781097   62.3110046  
  3276  189.3112183   62.3109398  
  3280  189.3697968   62.3109016  
  3281  189.4212189   62.3108292  
  3288  189.2592926   62.3110809  
  3289  189.3438416   62.3105965  
  3296  189.1867828   62.3105125  
  3304  189.0984802   62.3102722  
  3306  189.3320465   62.3103409  
  3307  189.407547    62.3103027  
  3310  189.108078    62.3101845  
  3316  189.2252655   62.3104515  
  3326  189.3038025   62.3103104  
  3332  189.4965973   62.3098984  
  3337  189.1703033   62.3100319  
  3347  189.5167389   62.3096352  
  3349  189.1902008   62.3097801  
  3355  189.3914795   62.3096771  
  3358  189.5048828   62.3095627  
  3367  189.4043884   62.3094978  
  3376  189.3501587   62.3092918  
  3380  189.5022583   62.309082   
  3393  189.444809    62.3092117  
  3401  189.1567993   62.3083763  
  3403  189.1689758   62.3091431  
  3413  189.0685425   62.3091927  
  3417  189.2471466   62.3089905  
  3429  189.2853394   62.3089066  
  3441  189.4971466   62.3083191  
  3442  189.5058441   62.3083382  
  3444  189.1030273   62.3084335  
  3452  189.4034729   62.3084259  
  3455  189.4333191   62.3083382  
  3460  189.0900269   62.3081779  
  3463  189.1620941   62.3082199  
  3484  189.1718597   62.3079376  
  3487  189.2567749   62.3082199  
  3492  189.3713531   62.3078651  
  3500  189.2000427   62.3077774  
  3526  189.3605804   62.3073006  
  3527  189.390976    62.3072357  
  3532  189.3077393   62.3073006  
  3535  189.3401794   62.3076057  
  3560  189.2727509   62.3069458  
  3568  189.170105    62.3067474  
  3570  189.2293854   62.3068275  
  3572  189.3201294   62.3067284  
  3584  189.2552338   62.3064194  
  3587  189.3642883   62.3064613  
  3588  189.4333649   62.3063469  
  3595  189.0953979   62.3063164  
  3620  189.4546051   62.3056755  
  3626  189.132431    62.3057442  
  3627  189.1776886   62.305748   
  3638  189.2602539   62.3056335  
  3648  189.1277161   62.3054733  
  3651  189.1697083   62.3054848  
  3652  189.2193298   62.305439   
  3654  189.3214874   62.3054771  
  3658  189.5130463   62.3050613  
  3661  189.1664734   62.3054962  
  3668  189.546402    62.3050995  
  3676  189.3351593   62.3051682  
  3677  189.3519592   62.305088   
  3679  189.1249237   62.3049355  
  3680  189.1351624   62.3048859  
  3686  189.0863953   62.3047714  
  3696  189.4408417   62.3046379  
  3699  189.5227661   62.3045769  
  3703  189.4311371   62.3044968  
  3704  189.4634094   62.3044891  
  3709  189.1039124   62.3045349  
  3712  189.1882019   62.3044624  
  3718  189.52034     62.3041801  
  3721  189.1421661   62.3043442  
  3739  189.2014313   62.3040924  
  3742  189.256958    62.3039932  
  3758  189.2045746   62.3039017  
  3760  189.2930298   62.3034325  
  3763  189.5015259   62.3036995  
  3769  189.4472198   62.3036308  
  3775  189.2109375   62.3036537  
  3780  189.4138489   62.3035851  
  3781  189.4819794   62.3033829  
  3792  189.3934021   62.3033295  
  3793  189.4272003   62.3032837  
  3806  189.2179871   62.3032875  
  3807  189.2223511   62.3033218  
  3811  189.3623962   62.3030853  
  3812  189.3990479   62.3029366  
  3813  189.4191284   62.3028641  
  3817  189.4495392   62.3029175  
  3821  189.0778503   62.3029137  
  3823  189.1666718   62.3029022  
  3827  189.5537872   62.3028259  
  3836  189.3529205   62.3027306  
  3849  189.3419495   62.3025665  
  3870  189.2200928   62.302124   
  3880  189.382782    62.3020706  
  3882  189.4771881   62.3018951  
  3883  189.5144196   62.3017426  
  3887  189.0851593   62.3018074  
  3888  189.1279449   62.3019485  
  3894  189.3587952   62.3019867  
  3901  189.3111267   62.3013268  
  3902  189.3152008   62.3018341  
  3913  189.3411865   62.3016739  
  3914  189.3979797   62.3014412  
  3917  189.4875641   62.3013649  
  3920  189.1770325   62.3012276  
  3928  189.4621735   62.3013077  
  3935  189.3215637   62.3012733  
  3940  189.4043121   62.3011627  
  3941  189.4567719   62.3011703  
  3952  189.1933746   62.3010864  
  3954  189.2352142   62.3011513  
  3955  189.4377136   62.3009453  
  3966  189.301178    62.3008652  
  3969  189.4656677   62.3007774  
  3978  189.4916382   62.3005981  
  3981  189.0904999   62.300518   
  3991  189.4268341   62.3003883  
  3996  189.2208099   62.3008194  
  4004  189.1095581   62.3002663  
  4012  189.1357117   62.3001556  
  4022  189.1333771   62.2997475  
  4032  189.4579468   62.2998238  
  4043  189.4458008   62.2996178  
  4046  189.1547852   62.2998924  
  4048  189.2204742   62.2996864  
  4050  189.2480621   62.2995377  
  4056  189.1268005   62.2994003  
  4057  189.2639618   62.2994995  
  4068  189.2447052   62.2992249  
  4077  189.4988098   62.2990532  
  4079  189.2969666   62.2991562  
  4083  189.3815765   62.2982826  
  4108  189.0949554   62.2986832  
  4110  189.1625824   62.2987862  
  4111  189.1721802   62.29879    
  4116  189.4947815   62.2986259  
  4145  189.3006744   62.2983513  
  4149  189.352829    62.2981186  
  4189  189.5063019   62.2974434  
  4203  189.4450073   62.2974777  
  4211  189.1433716   62.2973366  
  4214  189.2138519   62.2974701  
  4215  189.2185669   62.2974739  
  4222  189.4385376   62.2973671  
  4226  189.1197662   62.2971344  
  4235  189.0894012   62.2970238  
  4239  189.3187408   62.2968712  
  4247  189.15065     62.297039   
  4254  189.4121552   62.2968864  
  4255  189.4404144   62.2967911  
  4260  189.3093567   62.296772   
  4266  189.1531219   62.2965622  
  4267  189.1586761   62.2965698  
  4268  189.156723    62.2962074  
  4270  189.3615875   62.2965126  
  4290  189.1049805   62.2963181  
  4297  189.4904785   62.2960587  
  4308  189.5333252   62.295826   
  4309  189.5364685   62.2958374  
  4312  189.1033325   62.2953453  
  4314  189.1327515   62.2958107  
  4320  189.4204254   62.2957344  
  4321  189.4468384   62.2957764  
  4322  189.4451599   62.2954025  
  4325  189.056366    62.2959557  
  4344  189.5276184   62.2953873  
  4362  189.3084106   62.2952576  
  4363  189.3240967   62.2948341  
  4367  189.3872833   62.2952652  
  4371  189.4796143   62.2950211  
  4379  189.1647797   62.2950974  
  4389  189.4654694   62.2944641  
  4404  189.4150696   62.2944412  
  4419  189.0546112   62.2946053  
  4432  189.1298523   62.2943878  
  4442  189.2040863   62.294323   
  4449  189.4443359   62.2940598  
  4451  189.518219    62.2939644  
  4456  189.3573456   62.2939415  
  4469  189.2778168   62.2938461  
  4474  189.3604889   62.2929611  
  4480  189.1055756   62.293705   
  4486  189.2254639   62.2938271  
  4499  189.1846466   62.2935448  
  4500  189.4094086   62.2934532  
  4503  189.4715576   62.2933998  
  4504  189.4736176   62.2934761  
  4520  189.5251617   62.2930984  
  4528  189.249527    62.293251   
