#i_Bootstrap        CSFRD_Vmax_Bootstrap         CSFRD_Vbin_Bootstrap
#
         1                   0.0120803                  0.00985773
         2                   0.0158272                   0.0139006
         3                   0.0168747                   0.0152171
         4                   0.0154758                   0.0138606
         5                   0.0144889                    0.013473
         6                   0.0125379                   0.0105873
         7                    0.013784                   0.0123417
         8                   0.0164613                   0.0148767
         9                    0.011518                  0.00990964
        10                   0.0145059                   0.0133791
        11                   0.0130481                   0.0112205
        12                   0.0140324                   0.0126384
        13                   0.0146223                   0.0126969
        14                   0.0162294                   0.0145463
        15                   0.0141035                   0.0119168
        16                   0.0176541                    0.014858
        17                   0.0154248                    0.014218
        18                   0.0150821                   0.0130485
        19                   0.0143047                   0.0131139
        20                   0.0145968                   0.0124309
        21                   0.0151021                   0.0137849
        22                   0.0144332                   0.0123876
        23                   0.0139683                   0.0123279
        24                   0.0163405                   0.0153223
        25                   0.0140824                    0.012144
        26                   0.0147308                   0.0133436
        27                   0.0145661                   0.0131263
        28                   0.0187626                     0.01754
        29                   0.0191777                   0.0174417
        30                   0.0144393                   0.0125819
        31                   0.0138736                    0.012504
        32                   0.0168644                   0.0148157
        33                   0.0174746                   0.0153651
        34                   0.0171395                   0.0146486
        35                   0.0165162                   0.0148403
        36                   0.0180179                   0.0161542
        37                   0.0171806                   0.0157732
        38                   0.0118274                  0.00921742
        39                   0.0141066                   0.0121122
        40                   0.0159603                   0.0147014
        41                   0.0150157                   0.0130041
        42                   0.0145125                   0.0121095
        43                    0.015736                   0.0138722
        44                   0.0136717                   0.0121471
        45                    0.013316                   0.0110693
        46                   0.0155343                    0.014418
        47                    0.012983                   0.0116743
        48                   0.0164951                   0.0151631
        49                   0.0131758                   0.0116989
        50                   0.0158968                   0.0129206
        51                   0.0137157                   0.0120792
        52                   0.0143572                   0.0130074
        53                   0.0149446                   0.0132619
        54                   0.0134806                   0.0115619
        55                   0.0157317                   0.0136482
        56                   0.0164801                   0.0141868
        57                   0.0146256                   0.0120898
        58                   0.0158635                   0.0139503
        59                   0.0159997                   0.0139581
        60                   0.0168018                   0.0152478
        61                   0.0147457                   0.0125331
        62                   0.0142736                   0.0127164
        63                   0.0144377                   0.0121106
        64                    0.017135                   0.0149485
        65                   0.0178238                   0.0160299
        66                   0.0112759                  0.00818294
        67                    0.015977                   0.0135388
        68                    0.012329                  0.00994148
        69                   0.0139313                   0.0132365
        70                   0.0175904                   0.0167065
        71                   0.0173134                   0.0163668
        72                   0.0151259                   0.0135107
        73                   0.0143205                   0.0132258
        74                   0.0148653                   0.0139689
        75                   0.0158675                    0.012931
        76                   0.0139014                   0.0114348
        77                   0.0134422                   0.0115271
        78                     0.01292                   0.0114381
        79                   0.0143215                   0.0121158
        80                   0.0161425                   0.0147795
        81                   0.0137885                   0.0116685
        82                   0.0177662                   0.0168406
        83                   0.0167633                   0.0151005
        84                   0.0177239                    0.015999
        85                   0.0131306                   0.0104943
        86                   0.0169919                   0.0153415
        87                   0.0164938                   0.0142495
        88                   0.0162036                   0.0140691
        89                   0.0147915                   0.0127738
        90                   0.0129276                   0.0110445
        91                   0.0146479                   0.0128902
        92                   0.0153357                   0.0135944
        93                    0.014961                   0.0121595
        94                   0.0159853                   0.0153151
        95                   0.0174209                   0.0163244
        96                    0.015292                   0.0130517
        97                    0.015832                   0.0137338
        98                   0.0143959                   0.0113415
        99                   0.0163748                    0.014803
       100                   0.0162856                   0.0147652
       101                   0.0162951                   0.0146219
       102                   0.0141665                   0.0121541
       103                   0.0141857                   0.0128265
       104                   0.0131408                   0.0118639
       105                   0.0177979                   0.0158558
       106                   0.0130588                   0.0121238
       107                   0.0147217                    0.013796
       108                   0.0170029                   0.0151372
       109                   0.0152429                   0.0138769
       110                   0.0166128                   0.0153847
       111                   0.0175029                   0.0162649
       112                   0.0157947                   0.0139673
       113                   0.0125421                   0.0113778
       114                   0.0138409                   0.0121924
       115                   0.0125439                   0.0111284
       116                   0.0144815                   0.0122793
       117                   0.0148269                   0.0135349
       118                   0.0202259                   0.0181426
       119                   0.0144089                   0.0112599
       120                   0.0146919                   0.0128358
       121                   0.0143873                   0.0126547
       122                   0.0141265                   0.0112781
       123                   0.0124662                   0.0101654
       124                   0.0153384                   0.0124735
       125                   0.0173689                   0.0155833
       126                   0.0119518                  0.00967841
       127                   0.0148271                   0.0135507
       128                   0.0152014                   0.0132695
       129                   0.0164983                   0.0144319
       130                   0.0159703                   0.0138594
       131                   0.0126793                   0.0117947
       132                   0.0139126                   0.0125137
       133                   0.0173992                   0.0151483
       134                   0.0136615                   0.0122384
       135                    0.014514                    0.011683
       136                   0.0185917                   0.0150551
       137                   0.0134409                   0.0112505
