#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
        2.04           2         2.5        2.25         0.5   2.394e+05
       2.302           2         2.5        2.25         0.5   2.394e+05
        2.11           2        2.17       2.085        0.17   8.065e+04
       2.002           2         2.5        2.25         0.5   2.394e+05
       2.149           2       2.369       2.184       0.369   1.762e+05
       2.215           2         2.5        2.25         0.5   2.394e+05
       2.149           2       2.369       2.184       0.369   1.762e+05
       2.403           2         2.5        2.25         0.5   2.394e+05
       2.046           2         2.5        2.25         0.5   2.394e+05
       2.198           2         2.5        2.25         0.5   2.394e+05
       2.198           2         2.5        2.25         0.5   2.394e+05
       2.122           2         2.5        2.25         0.5   2.394e+05
       2.046           2       2.286       2.143       0.286   1.362e+05
       2.002           2         2.5        2.25         0.5   2.394e+05
       2.036           2         2.5        2.25         0.5   2.394e+05
       2.487           2         2.5        2.25         0.5   2.394e+05
        2.31           2        2.33       2.165        0.33   1.574e+05
       2.215           2         2.5        2.25         0.5   2.394e+05
       2.275           2       2.335       2.167       0.335   1.598e+05
       2.122           2         2.5        2.25         0.5   2.394e+05
       2.101           2         2.5        2.25         0.5   2.394e+05
       2.435           2         2.5        2.25         0.5   2.394e+05
        2.03           2         2.5        2.25         0.5   2.394e+05
       2.336           2         2.5        2.25         0.5   2.394e+05
       2.365           2         2.5        2.25         0.5   2.394e+05
       2.032           2         2.5        2.25         0.5   2.394e+05
       2.149           2       2.369       2.184       0.369   1.762e+05
        2.31           2        2.33       2.165        0.33   1.574e+05
       2.295           2         2.5        2.25         0.5   2.394e+05
       2.365           2         2.5        2.25         0.5   2.394e+05
        2.31           2        2.33       2.165        0.33   1.574e+05
       2.365           2         2.5        2.25         0.5   2.394e+05
        2.34           2         2.5        2.25         0.5   2.394e+05
       2.198           2         2.5        2.25         0.5   2.394e+05
       2.171           2         2.5        2.25         0.5   2.394e+05
        2.41           2         2.5        2.25         0.5   2.394e+05
       2.036           2         2.5        2.25         0.5   2.394e+05
        2.03           2         2.5        2.25         0.5   2.394e+05
       2.088           2       2.388       2.194       0.388   1.853e+05
       2.198           2         2.5        2.25         0.5   2.394e+05
       2.302           2         2.5        2.25         0.5   2.394e+05
       2.499           2         2.5        2.25         0.5   2.394e+05
       2.321           2         2.5        2.25         0.5   2.394e+05
       2.403           2         2.5        2.25         0.5   2.394e+05
        2.33           2         2.5        2.25         0.5   2.394e+05
        2.32           2         2.5        2.25         0.5   2.394e+05
       2.046           2         2.5        2.25         0.5   2.394e+05
       2.219           2         2.5        2.25         0.5   2.394e+05
        2.09           2         2.5        2.25         0.5   2.394e+05
       2.068           2         2.5        2.25         0.5   2.394e+05
       2.088           2       2.388       2.194       0.388   1.853e+05
       2.487           2         2.5        2.25         0.5   2.394e+05
       2.453           2         2.5        2.25         0.5   2.394e+05
       2.149           2       2.369       2.184       0.369   1.762e+05
       2.316           2         2.5        2.25         0.5   2.394e+05
       2.481           2         2.5        2.25         0.5   2.394e+05
       2.403           2         2.5        2.25         0.5   2.394e+05
        2.17           2         2.5        2.25         0.5   2.394e+05
       2.101           2         2.5        2.25         0.5   2.394e+05
        2.33           2         2.5        2.25         0.5   2.394e+05
       2.416           2         2.5        2.25         0.5   2.394e+05
       2.017           2       2.357       2.178       0.357   1.704e+05
       2.002           2         2.5        2.25         0.5   2.394e+05
        2.09           2         2.5        2.25         0.5   2.394e+05
       2.215           2         2.5        2.25         0.5   2.394e+05
        2.02           2         2.5        2.25         0.5   2.394e+05
       2.122           2         2.5        2.25         0.5   2.394e+05
       2.325           2         2.5        2.25         0.5   2.394e+05
        2.05           2         2.5        2.25         0.5   2.394e+05
       2.002           2         2.5        2.25         0.5   2.394e+05
       2.302           2         2.5        2.25         0.5   2.394e+05
        2.09           2         2.5        2.25         0.5   2.394e+05
       2.322           2         2.5        2.25         0.5   2.394e+05
        2.29           2         2.5        2.25         0.5   2.394e+05
       2.088           2       2.388       2.194       0.388   1.853e+05
       2.084           2         2.5        2.25         0.5   2.394e+05
       2.481           2         2.5        2.25         0.5   2.394e+05
       2.036           2         2.5        2.25         0.5   2.394e+05
       2.205           2         2.5        2.25         0.5   2.394e+05
