#i_Bootstrap        CSFRD_Vmax_Bootstrap         CSFRD_Vbin_Bootstrap
#
         1                   0.0322956                   0.0170549
         2                   0.0277995                   0.0152302
         3                   0.0200508                   0.0150806
         4                   0.0220273                   0.0134759
         5                   0.0257686                   0.0141078
         6                   0.0216872                   0.0171911
         7                   0.0201485                   0.0165661
         8                   0.0249912                   0.0119465
         9                   0.0279926                   0.0162958
        10                   0.0181092                   0.0176338
        11                   0.0229189                   0.0157515
        12                   0.0188443                   0.0188443
        13                   0.0237649                   0.0130177
        14                    0.021141                   0.0139762
        15                   0.0186785                   0.0141453
        16                   0.0258287                   0.0186626
        17                   0.0180753                    0.012631
        18                    0.017005                   0.0156185
        19                   0.0186445                   0.0136769
        20                   0.0219011                   0.0178446
        21                   0.0224207                   0.0183641
        22                   0.0180697                   0.0135762
        23                   0.0281376                   0.0138067
        24                   0.0250286                   0.0178625
        25                   0.0152064                   0.0142953
        26                   0.0208666                   0.0137018
        27                    0.018625                   0.0141302
        28                   0.0164087                   0.0164061
        29                    0.022182                   0.0167402
        30                   0.0225196                    0.014878
        31                    0.024669                   0.0129722
        32                   0.0169813                   0.0115382
        33                   0.0228915                   0.0147772
        34                   0.0265037                   0.0152824
        35                   0.0211738                   0.0135323
        36                   0.0201084                   0.0141913
        37                   0.0137063                   0.0132295
        38                   0.0140258                   0.0131109
        39                   0.0164762                   0.0160007
        40                   0.0255845                   0.0148334
        41                   0.0161188                   0.0161188
        42                   0.0223119                   0.0151471
        43                   0.0141205                   0.0136437
        44                   0.0149804                   0.0149791
        45                   0.0184294                    0.017954
        46                   0.0196816                   0.0160953
        47                   0.0207098                   0.0161778
        48                   0.0191047                   0.0155171
        49                   0.0236575                   0.0155419
        50                   0.0174653                   0.0174653
        51                   0.0262062                   0.0154577
        52                   0.0228247                   0.0147103
        53                   0.0208445                   0.0154015
        54                   0.0178497                   0.0124067
        55                   0.0156282                   0.0142417
        56                   0.0179448                   0.0160855
        57                   0.0220224                   0.0170163
        58                   0.0153174                    0.014842
        59                   0.0160296                   0.0150788
