#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
      0.1965           0         0.2         0.1         0.2        2111
        0.09           0        0.13       0.065        0.13       609.5
      0.1965           0         0.2         0.1         0.2        2111
      0.1049           0      0.1449     0.07245      0.1449       835.1
      0.1895           0      0.1895     0.09475      0.1895        1810
      0.1895           0      0.1895     0.09475      0.1895        1810
      0.1137           0      0.1937     0.09685      0.1937        1927
      0.0699           0      0.1099     0.05495      0.1099       373.5
       0.121           0       0.181      0.0905       0.181        1587
      0.1056           0      0.1656      0.0828      0.1656        1229
      0.1137           0      0.1937     0.09685      0.1937        1927
       0.121           0       0.181      0.0905       0.181        1587
        0.09           0        0.13       0.065        0.13       609.5
       0.121           0       0.181      0.0905       0.181        1587
       0.136           0         0.2         0.1         0.2        2111
      0.1389           0         0.2         0.1         0.2        2111
       0.051           0       0.071      0.0355       0.071       103.5
      0.1137           0      0.1937     0.09685      0.1937        1927
      0.0786           0      0.1386      0.0693      0.1386       734.2
      0.1947           0      0.1947     0.09735      0.1947        1956
       0.112           0       0.112       0.056       0.112       394.4
