#i_Bootstrap        CSFRD_Vmax_Bootstrap         CSFRD_Vbin_Bootstrap
#
         1                   0.0350561                   0.0297553
         2                   0.0370269                   0.0315151
         3                   0.0344327                   0.0285149
         4                   0.0385921                   0.0338562
         5                   0.0373013                    0.031221
         6                   0.0397498                   0.0320731
         7                   0.0343915                   0.0282108
         8                   0.0351558                   0.0317139
         9                   0.0343939                   0.0307902
        10                   0.0340456                   0.0285091
        11                   0.0409889                   0.0301202
        12                   0.0465313                   0.0408429
        13                   0.0339658                   0.0304055
        14                   0.0341548                   0.0271734
        15                   0.0368885                   0.0296262
        16                   0.0379171                   0.0315243
        17                   0.0307827                   0.0242494
        18                   0.0395591                   0.0317192
        19                   0.0413113                   0.0378543
        20                   0.0371399                   0.0329463
        21                    0.035884                   0.0285349
        22                   0.0365655                    0.028973
        23                   0.0404273                   0.0335822
        24                   0.0360237                   0.0294671
        25                   0.0350211                   0.0292156
        26                   0.0347444                   0.0284049
        27                    0.041056                   0.0359701
        28                   0.0391792                   0.0338315
        29                   0.0369284                   0.0317935
        30                   0.0370178                   0.0313656
        31                   0.0417064                   0.0337204
        32                   0.0357599                   0.0302901
        33                   0.0398504                   0.0321049
        34                   0.0382266                   0.0345519
        35                   0.0333605                   0.0313743
        36                   0.0348514                   0.0306693
        37                   0.0447347                   0.0338343
        38                   0.0344792                   0.0302308
        39                   0.0368063                    0.032259
        40                   0.0412601                   0.0332838
        41                   0.0369872                   0.0328172
        42                   0.0408553                   0.0370684
        43                   0.0368298                   0.0320628
        44                    0.039235                   0.0325348
        45                   0.0342409                   0.0280363
        46                   0.0386517                   0.0329337
        47                   0.0378643                   0.0321153
        48                   0.0339196                   0.0269366
        49                   0.0421406                   0.0341456
        50                   0.0376128                   0.0290047
        51                   0.0364572                   0.0298389
        52                   0.0390857                   0.0340503
        53                   0.0433735                   0.0339748
        54                    0.034686                   0.0298559
        55                   0.0367611                    0.032002
        56                   0.0337153                   0.0290615
        57                   0.0399272                   0.0320825
        58                   0.0384135                   0.0329737
        59                   0.0359027                    0.028068
        60                   0.0409983                   0.0370278
        61                   0.0360378                   0.0292319
        62                   0.0382197                   0.0301153
        63                   0.0368838                   0.0316761
        64                   0.0459968                   0.0330303
        65                   0.0459046                   0.0346116
        66                   0.0362478                   0.0326855
        67                   0.0413127                   0.0334852
        68                   0.0401109                   0.0333121
        69                   0.0401284                   0.0340293
        70                   0.0406825                   0.0336606
        71                   0.0394559                   0.0338728
        72                   0.0374345                   0.0294715
        73                   0.0357802                   0.0304621
        74                   0.0385594                    0.033584
        75                   0.0393827                   0.0358132
        76                   0.0339931                   0.0293453
        77                   0.0400109                   0.0312534
        78                   0.0370702                   0.0306785
        79                   0.0384655                   0.0328291
        80                   0.0360834                   0.0289583
        81                   0.0394184                   0.0320535
        82                   0.0348857                   0.0308817
        83                   0.0401569                   0.0352422
        84                   0.0383928                   0.0335769
        85                   0.0339849                   0.0294142
        86                   0.0366244                   0.0321434
        87                   0.0364025                   0.0327069
        88                   0.0368965                    0.028387
        89                   0.0365948                   0.0330822
        90                   0.0342954                   0.0295723
        91                    0.041205                    0.033406
        92                   0.0396223                   0.0348381
        93                   0.0399472                   0.0354533
        94                   0.0370043                   0.0286212
        95                   0.0345918                   0.0285828
        96                    0.040122                   0.0326489
        97                   0.0352154                   0.0314577
        98                   0.0369271                   0.0296974
        99                   0.0398159                   0.0306116
       100                   0.0354451                   0.0287844
       101                   0.0361238                   0.0295824
       102                    0.036736                     0.03113
       103                   0.0388925                   0.0318312
       104                   0.0371489                    0.032629
       105                   0.0369034                   0.0281274
       106                   0.0372994                   0.0310794
       107                   0.0376346                   0.0326511
       108                   0.0336075                   0.0287645
       109                   0.0344488                   0.0274147
       110                   0.0344008                   0.0304783
       111                   0.0391631                   0.0326098
       112                   0.0357822                   0.0284317
       113                   0.0363073                   0.0327097
       114                   0.0439181                   0.0356044
       115                   0.0414086                   0.0309125
       116                   0.0376057                   0.0325176
       117                   0.0439042                   0.0345993
       118                   0.0356246                   0.0270547
       119                   0.0416215                   0.0339368
       120                   0.0399208                   0.0343548
       121                   0.0377621                   0.0315182
       122                   0.0383631                    0.034258
       123                   0.0338011                   0.0297857
       124                   0.0402345                   0.0327002
       125                   0.0411482                   0.0338709
       126                   0.0397003                   0.0341937
       127                   0.0410181                    0.033191
       128                   0.0372487                   0.0315912
       129                   0.0352881                   0.0296023
       130                   0.0368062                   0.0286445
       131                   0.0375253                   0.0316054
       132                   0.0351578                   0.0311834
       133                   0.0370063                   0.0345183
       134                   0.0385363                   0.0344601
       135                   0.0364217                    0.030886
       136                   0.0398487                   0.0347968
       137                   0.0362367                   0.0279698
       138                   0.0353747                   0.0265839
       139                   0.0378922                   0.0320979
       140                   0.0367159                   0.0301051
       141                   0.0420252                   0.0298714
       142                   0.0373804                   0.0298101
