#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vbin
#
       2.983         2.5           3        2.75         0.5   2.404e+05
       2.724         2.5           3        2.75         0.5   2.404e+05
       2.892         2.5           3        2.75         0.5   2.404e+05
       2.608         2.5           3        2.75         0.5   2.404e+05
       2.964         2.5           3        2.75         0.5   2.404e+05
        2.72         2.5           3        2.75         0.5   2.404e+05
       2.907         2.5           3        2.75         0.5   2.404e+05
       2.892         2.5           3        2.75         0.5   2.404e+05
       2.608         2.5           3        2.75         0.5   2.404e+05
        2.76         2.5           3        2.75         0.5   2.404e+05
       2.907         2.5           3        2.75         0.5   2.404e+05
       2.608         2.5           3        2.75         0.5   2.404e+05
       2.921         2.5           3        2.75         0.5   2.404e+05
        2.69         2.5           3        2.75         0.5   2.404e+05
       2.587         2.5           3        2.75         0.5   2.404e+05
        2.65         2.5           3        2.75         0.5   2.404e+05
       2.724         2.5           3        2.75         0.5   2.404e+05
        2.69         2.5           3        2.75         0.5   2.404e+05
       2.724         2.5           3        2.75         0.5   2.404e+05
       2.716         2.5           3        2.75         0.5   2.404e+05
       2.635         2.5           3        2.75         0.5   2.404e+05
       2.575         2.5           3        2.75         0.5   2.404e+05
