#i_Bootstrap        CSFRD_Vmax_Bootstrap         CSFRD_Vbin_Bootstrap
#
         1                   0.0355605                   0.0343474
         2                    0.032469                   0.0294372
         3                   0.0261239                   0.0232097
         4                    0.030405                   0.0277982
         5                   0.0378684                   0.0345409
         6                    0.027458                   0.0252672
         7                   0.0262331                    0.024093
         8                   0.0321912                   0.0307921
         9                   0.0307342                   0.0283736
        10                   0.0293858                   0.0262853
        11                    0.027744                   0.0256054
        12                   0.0255057                   0.0211422
        13                   0.0300538                   0.0279915
        14                   0.0341429                   0.0321352
        15                   0.0315656                   0.0291661
        16                   0.0249825                    0.022836
        17                   0.0312148                   0.0291203
        18                   0.0266711                   0.0245898
        19                   0.0255001                   0.0230868
        20                   0.0311191                   0.0291312
        21                   0.0393729                   0.0350108
        22                   0.0301363                   0.0289623
        23                   0.0259498                   0.0238994
        24                   0.0255013                   0.0230776
        25                   0.0345722                   0.0332465
        26                   0.0252543                   0.0229532
        27                    0.028903                   0.0269532
        28                   0.0274657                   0.0244642
        29                   0.0272447                   0.0246001
        30                   0.0340677                    0.031007
        31                   0.0286144                   0.0276141
        32                   0.0353817                   0.0325885
        33                   0.0268867                   0.0250533
        34                   0.0336353                   0.0310437
        35                   0.0308787                    0.029613
        36                   0.0311708                   0.0294037
        37                   0.0271024                   0.0253438
        38                   0.0283395                   0.0265216
        39                   0.0243123                   0.0228971
        40                   0.0266442                   0.0234723
        41                   0.0330955                   0.0300839
        42                   0.0286908                   0.0260336
        43                   0.0349928                     0.03331
        44                   0.0281973                   0.0251046
        45                   0.0364452                   0.0345122
        46                   0.0274918                   0.0258656
        47                   0.0284395                   0.0255539
        48                    0.027856                   0.0251055
        49                   0.0350267                   0.0330528
        50                   0.0311231                   0.0285609
        51                   0.0328067                   0.0297465
        52                    0.029364                   0.0269023
        53                   0.0267146                   0.0243487
        54                   0.0338725                   0.0316994
        55                   0.0289396                   0.0267585
        56                   0.0268544                   0.0259972
        57                   0.0284406                   0.0255054
        58                   0.0276356                   0.0255318
        59                   0.0258459                   0.0227899
        60                   0.0282734                    0.026458
        61                   0.0261104                   0.0245168
        62                   0.0320493                      0.0295
        63                   0.0307045                   0.0280133
        64                   0.0295634                   0.0278803
        65                    0.029254                   0.0273569
        66                   0.0281985                     0.02482
        67                   0.0338141                   0.0327972
        68                   0.0333708                   0.0318192
        69                   0.0325123                   0.0302649
        70                   0.0317819                    0.029501
        71                   0.0268869                   0.0251956
        72                   0.0309201                   0.0289448
        73                    0.027222                   0.0257261
        74                   0.0348342                   0.0324259
        75                   0.0246211                   0.0223308
        76                   0.0315146                   0.0291097
        77                   0.0283499                   0.0259587
        78                   0.0279856                   0.0254327
        79                   0.0278614                   0.0259922
        80                   0.0344752                   0.0327859
        81                    0.023905                   0.0195362
        82                   0.0309579                   0.0285731
        83                   0.0256143                   0.0236868
        84                   0.0313132                   0.0291158
        85                   0.0258423                   0.0235239
        86                   0.0301912                   0.0275995
        87                   0.0274491                   0.0250397
        88                   0.0315782                   0.0288777
        89                   0.0260958                   0.0240341
        90                   0.0314355                   0.0294154
        91                   0.0269868                   0.0240315
        92                   0.0298191                   0.0276391
        93                   0.0296996                   0.0274079
        94                   0.0331608                   0.0298761
        95                   0.0348885                   0.0327742
        96                   0.0281319                   0.0264727
        97                   0.0351177                    0.032966
        98                   0.0294326                   0.0269222
        99                   0.0321184                   0.0298319
       100                   0.0313517                   0.0290082
       101                   0.0281652                   0.0259253
       102                   0.0268722                   0.0252611
       103                   0.0292507                   0.0267799
       104                   0.0251549                    0.022581
       105                   0.0273108                   0.0262994
       106                   0.0287103                   0.0268629
       107                    0.031868                   0.0293571
       108                   0.0367149                   0.0346911
       109                   0.0342928                   0.0315604
       110                   0.0327066                   0.0306972
       111                   0.0289895                   0.0266312
       112                   0.0289316                   0.0267108
       113                   0.0265841                   0.0227807
       114                   0.0269259                    0.025988
       115                   0.0288786                   0.0256985
       116                   0.0289266                   0.0264655
       117                   0.0269116                   0.0254577
       118                   0.0304778                   0.0291295
       119                    0.025653                   0.0234847
       120                   0.0304548                   0.0283555
       121                   0.0254388                   0.0240687
       122                    0.028848                   0.0268093
       123                   0.0265298                    0.024464
       124                   0.0325191                    0.029929
       125                   0.0287425                   0.0264008
       126                    0.025502                   0.0237366
       127                   0.0281158                   0.0263535
       128                    0.029564                   0.0275387
       129                     0.03286                   0.0309931
       130                   0.0336533                   0.0311263
       131                   0.0303849                   0.0276968
       132                   0.0328084                   0.0302683
       133                   0.0314716                   0.0283959
       134                   0.0255865                   0.0229891
       135                   0.0284411                   0.0266649
       136                   0.0288165                   0.0256972
       137                    0.027961                   0.0250172
       138                   0.0271191                   0.0246792
       139                   0.0317451                   0.0295407
       140                   0.0289702                   0.0261277
       141                    0.031934                   0.0302134
       142                   0.0296726                   0.0275822
       143                   0.0247787                   0.0225796
       144                    0.026359                   0.0243729
       145                   0.0278463                   0.0255901
       146                   0.0248967                   0.0219289
       147                   0.0316814                   0.0293768
       148                   0.0320647                   0.0290777
       149                   0.0318011                   0.0301011
       150                   0.0297382                   0.0269368
       151                   0.0325659                   0.0292079
       152                   0.0273911                   0.0248822
       153                   0.0340651                   0.0309258
       154                    0.027727                   0.0260065
       155                   0.0301235                   0.0263953
       156                   0.0270698                   0.0247692
       157                   0.0276671                   0.0245916
       158                   0.0294051                   0.0276125
       159                   0.0319837                   0.0305154
