#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
      0.8391         0.8           1         0.9         0.2   5.641e+04
      0.9481         0.8      0.9681      0.8841      0.1681   4.656e+04
      0.8494         0.8           1         0.9         0.2   5.641e+04
        0.94         0.8           1         0.9         0.2   5.641e+04
        0.89         0.8           1         0.9         0.2   5.641e+04
       0.969         0.8           1         0.9         0.2   5.641e+04
      0.9628         0.8      0.9628      0.8814      0.1628   4.496e+04
         0.8         0.8           1         0.9         0.2   5.641e+04
      0.8498         0.8           1         0.9         0.2   5.641e+04
      0.8988         0.8      0.9388      0.8694      0.1388   3.779e+04
      0.8448         0.8      0.9448      0.8724      0.1448   3.957e+04
       0.851         0.8       0.991      0.8955       0.191    5.36e+04
      0.8579         0.8           1         0.9         0.2   5.641e+04
        0.84         0.8           1         0.9         0.2   5.641e+04
       0.846         0.8       0.946       0.873       0.146   3.992e+04
      0.8408         0.8           1         0.9         0.2   5.641e+04
      0.8494         0.8           1         0.9         0.2   5.641e+04
       0.909         0.8           1         0.9         0.2   5.641e+04
      0.8498         0.8           1         0.9         0.2   5.641e+04
       0.947         0.8       0.987      0.8935       0.187   5.236e+04
      0.8408         0.8           1         0.9         0.2   5.641e+04
       0.851         0.8       0.991      0.8955       0.191    5.36e+04
       0.841         0.8           1         0.9         0.2   5.641e+04
      0.8408         0.8           1         0.9         0.2   5.641e+04
      0.9585         0.8           1         0.9         0.2   5.641e+04
      0.8494         0.8           1         0.9         0.2   5.641e+04
        0.94         0.8           1         0.9         0.2   5.641e+04
      0.8484         0.8           1         0.9         0.2   5.641e+04
       0.846         0.8       0.946       0.873       0.146   3.992e+04
       0.874         0.8           1         0.9         0.2   5.641e+04
      0.9093         0.8           1         0.9         0.2   5.641e+04
      0.9365         0.8      0.9965      0.8982      0.1965   5.531e+04
      0.9369         0.8      0.9369      0.8685      0.1369   3.723e+04
      0.9377         0.8           1         0.9         0.2   5.641e+04
      0.8495         0.8      0.9295      0.8648      0.1295   3.506e+04
       0.917         0.8           1         0.9         0.2   5.641e+04
      0.9438         0.8           1         0.9         0.2   5.641e+04
      0.8392         0.8           1         0.9         0.2   5.641e+04
       0.948         0.8       0.968       0.884       0.168   4.653e+04
      0.9048         0.8           1         0.9         0.2   5.641e+04
       0.937         0.8           1         0.9         0.2   5.641e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
      0.9448         0.8      0.9648      0.8824      0.1648   4.556e+04
      0.9438         0.8           1         0.9         0.2   5.641e+04
      0.8408         0.8           1         0.9         0.2   5.641e+04
       0.877         0.8           1         0.9         0.2   5.641e+04
        0.85         0.8        0.99       0.895        0.19   5.329e+04
      0.9585         0.8           1         0.9         0.2   5.641e+04
      0.8541         0.8      0.9141      0.8571      0.1141    3.06e+04
       0.948         0.8       0.968       0.884       0.168   4.653e+04
       0.938         0.8       0.978       0.889       0.178   4.959e+04
      0.9438         0.8           1         0.9         0.2   5.641e+04
       0.851         0.8       0.991      0.8955       0.191    5.36e+04
       0.917         0.8           1         0.9         0.2   5.641e+04
       0.841         0.8           1         0.9         0.2   5.641e+04
       0.948         0.8       0.968       0.884       0.168   4.653e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
      0.8433         0.8           1         0.9         0.2   5.641e+04
       0.913         0.8           1         0.9         0.2   5.641e+04
        0.97         0.8           1         0.9         0.2   5.641e+04
      0.8352         0.8           1         0.9         0.2   5.641e+04
       0.848         0.8           1         0.9         0.2   5.641e+04
      0.9712         0.8           1         0.9         0.2   5.641e+04
       0.975         0.8           1         0.9         0.2   5.641e+04
       0.842         0.8       0.942       0.871       0.142   3.874e+04
      0.9712         0.8           1         0.9         0.2   5.641e+04
      0.9542         0.8           1         0.9         0.2   5.641e+04
      0.8487         0.8           1         0.9         0.2   5.641e+04
      0.9378         0.8      0.9978      0.8989      0.1978   5.572e+04
       0.969         0.8           1         0.9         0.2   5.641e+04
         0.8         0.8        0.84        0.82        0.04   1.023e+04
      0.9438         0.8           1         0.9         0.2   5.641e+04
      0.8453         0.8      0.9053      0.8527      0.1053   2.809e+04
        0.96         0.8           1         0.9         0.2   5.641e+04
      0.9628         0.8      0.9628      0.8814      0.1628   4.496e+04
      0.9032         0.8           1         0.9         0.2   5.641e+04
      0.9369         0.8      0.9369      0.8685      0.1369   3.723e+04
       0.948         0.8       0.968       0.884       0.168   4.653e+04
      0.9456         0.8           1         0.9         0.2   5.641e+04
       0.846         0.8       0.946       0.873       0.146   3.992e+04
      0.8785         0.8           1         0.9         0.2   5.641e+04
      0.8453         0.8      0.9053      0.8527      0.1053   2.809e+04
      0.9436         0.8      0.9636      0.8818      0.1636    4.52e+04
       0.972         0.8           1         0.9         0.2   5.641e+04
      0.9346         0.8           1         0.9         0.2   5.641e+04
      0.8352         0.8           1         0.9         0.2   5.641e+04
      0.9585         0.8           1         0.9         0.2   5.641e+04
      0.9362         0.8           1         0.9         0.2   5.641e+04
      0.9378         0.8      0.9978      0.8989      0.1978   5.572e+04
       0.947         0.8           1         0.9         0.2   5.641e+04
      0.9346         0.8           1         0.9         0.2   5.641e+04
      0.8494         0.8           1         0.9         0.2   5.641e+04
      0.8418         0.8      0.9418      0.8709      0.1418   3.868e+04
       0.955         0.8           1         0.9         0.2   5.641e+04
       0.947         0.8       0.987      0.8935       0.187   5.236e+04
      0.8471         0.8      0.8671      0.8336      0.0671   1.747e+04
      0.9365         0.8      0.9965      0.8982      0.1965   5.531e+04
      0.9032         0.8           1         0.9         0.2   5.641e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
      0.9369         0.8      0.9369      0.8685      0.1369   3.723e+04
        0.96         0.8           1         0.9         0.2   5.641e+04
      0.9032         0.8           1         0.9         0.2   5.641e+04
       0.928         0.8           1         0.9         0.2   5.641e+04
      0.8487         0.8           1         0.9         0.2   5.641e+04
      0.9044         0.8           1         0.9         0.2   5.641e+04
        0.85         0.8        0.99       0.895        0.19   5.329e+04
      0.8495         0.8      0.9295      0.8648      0.1295   3.506e+04
      0.9809         0.8           1         0.9         0.2   5.641e+04
       0.937         0.8           1         0.9         0.2   5.641e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
      0.9057         0.8      0.9457      0.8729      0.1457   3.983e+04
      0.8477         0.8           1         0.9         0.2   5.641e+04
       0.849         0.8       0.909      0.8545       0.109   2.914e+04
      0.8498         0.8           1         0.9         0.2   5.641e+04
       0.858         0.8           1         0.9         0.2   5.641e+04
      0.9712         0.8           1         0.9         0.2   5.641e+04
        0.94         0.8           1         0.9         0.2   5.641e+04
       0.948         0.8       0.968       0.884       0.168   4.653e+04
      0.8398         0.8      0.9198      0.8599      0.1198   3.224e+04
       0.842         0.8       0.942       0.871       0.142   3.874e+04
      0.8418         0.8      0.9418      0.8709      0.1418   3.868e+04
       0.846         0.8       0.946       0.873       0.146   3.992e+04
      0.9379         0.8           1         0.9         0.2   5.641e+04
       0.906         0.8           1         0.9         0.2   5.641e+04
       0.821         0.8           1         0.9         0.2   5.641e+04
      0.9588         0.8           1         0.9         0.2   5.641e+04
      0.9436         0.8      0.9636      0.8818      0.1636    4.52e+04
         0.8         0.8        0.88        0.84        0.08     2.1e+04
       0.821         0.8           1         0.9         0.2   5.641e+04
      0.8494         0.8      0.9494      0.8747      0.1494   4.093e+04
      0.8418         0.8      0.9418      0.8709      0.1418   3.868e+04
      0.9628         0.8      0.9628      0.8814      0.1628   4.496e+04
      0.9628         0.8      0.9628      0.8814      0.1628   4.496e+04
      0.9044         0.8           1         0.9         0.2   5.641e+04
      0.9369         0.8      0.9369      0.8685      0.1369   3.723e+04
        0.89         0.8           1         0.9         0.2   5.641e+04
      0.8405         0.8           1         0.9         0.2   5.641e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
        0.97         0.8           1         0.9         0.2   5.641e+04
       0.913         0.8           1         0.9         0.2   5.641e+04
       0.934         0.8           1         0.9         0.2   5.641e+04
      0.8785         0.8           1         0.9         0.2   5.641e+04
       0.821         0.8       0.961      0.8805       0.161   4.441e+04
        0.85         0.8        0.89       0.845        0.09   2.378e+04
       0.955         0.8           1         0.9         0.2   5.641e+04
      0.8391         0.8           1         0.9         0.2   5.641e+04
       0.841         0.8           1         0.9         0.2   5.641e+04
      0.9057         0.8      0.9457      0.8729      0.1457   3.983e+04
      0.9346         0.8           1         0.9         0.2   5.641e+04
