#      Type_SED        SAVEDid          lgSFR          msSFR          xfSFR          xeSFR           MassX
#
              0           1181        1.27623        1.53478          18.89          16.46          10.42
              0           1186        1.34459        1.60883          22.11          22.11           10.6
              0           1202        1.04454        1.23709          11.08          11.08          9.948
              0           1208        1.13545         1.2726          13.66          13.66          10.14
              0           1221        1.24551         1.2434           17.6           9.22          10.33
              0           1222       0.693199       0.645949          4.934          3.608          9.718
              0           1225        0.73496       0.905123          5.432          3.992          10.45
              0           1235        1.43233        1.22754          27.06          3.035          10.51
             -1           1239        1.71684        2.24971           52.1           3.06          11.85
              0           1248        1.97095        1.50921          93.53          38.75          10.61
              0           1252        1.23528        1.29045          17.19          17.19          9.858
              0           1253        1.47553        1.49004          29.89          11.29          10.27
             -1           1262        2.82302        3.79119          665.3          126.9          12.74
              0           1269        1.62263        1.81079          41.94          41.94          10.52
              0           1270        1.04454         0.9647          11.08           6.98          10.03
              0           1273       0.634981       0.765441          4.315          2.007          10.05
              0           1278        1.12189        1.34675          13.24          13.24          10.23
              0           1284         2.5012        2.18949          317.1          87.93          10.73
              1           1285      -0.511449       -1.18241          0.308         0.0116          8.138
             -1           1293       0.882183        1.05235          7.624          1.043          10.37
              0           1303       0.131298       0.108336          1.353          1.334          9.318
              0           1306       -2.24215       -2.73991       0.005726       0.005726          6.328
              1           1313       0.566084      -0.403921          3.682          1.218           8.86
              0           1315        1.46967        1.62952          29.49          22.78          10.47
              0           1320        1.20085        1.21651          15.88          7.227          10.31
             -1           1334        1.18013        2.10776          15.14          4.733          11.17
              0           1335        1.07372        1.07863          11.85          5.245           10.2
              0           1337        1.15776         1.0937          14.38          12.17          10.27
             -1           1338        1.42878        1.63987          26.84          8.036           10.7
             -1           1341        1.19618        1.26024          15.71          3.863          10.46
              0           1342       -3.02434       -1.95781      0.0009455      0.0009455          7.318
              0           1348     -0.0437355       0.333759         0.9042         0.9042          9.708
              0           1350        1.37749        1.17175          23.85          16.01          10.24
              0           1355        1.11428        1.25459          13.01          13.01          10.32
              0           1357       0.943593        1.29566          8.782          6.968          10.26
              0           1367        1.51055        1.33131           32.4          15.62          10.08
              0           1368        2.53567        2.43266          343.3          136.7          11.21
              0           1369        1.52699        1.98081          33.65          33.65          10.76
             -1           1371       0.727948        0.77826          5.345          1.349          9.828
              0           1384        1.53757        1.62117          34.48          24.55           10.7
              0           1387        3.33766       -84.4742           2176           2176            -99
              0           1391       0.679428       0.810452           4.78          3.079          9.868
              0           1393        1.32449       0.987746          21.11          15.64           9.97
              0           1394        0.11694       0.661152          1.309         0.4524          10.35
              0           1396       0.405688       0.966452          2.545          2.545          10.33
              0           1401        1.63979        1.46286          43.63          28.32          10.18
              0           1402        1.74695        1.91898          55.84          34.72           10.8
              0           1416        1.54183        1.64195          34.82          34.82          10.28
             -1           1419       0.926291        1.56233          8.439          2.362          10.74
              0           1420        1.49402        1.72324          31.19          23.41           10.7
              0           1434       0.435685       0.740322          2.727         0.9544          10.26
              0           1437       0.910144       0.416431          8.131          8.131           9.16
              0           1445        2.48855        2.76598            308          106.8           11.7
              0           1449     -0.0519295       0.848805         0.8873         0.8606          10.37
              0           1452        1.82406        1.50467          66.69          35.61          10.54
              0           1458        1.63205        1.66642          42.86          16.21          10.52
              0           1469       0.524266        1.70238          3.344          3.344          10.95
             -1           1475        2.07262          2.071          118.2          19.06          11.02
             -1           1476       0.840859        1.40778          6.932          1.785          10.78
              0           1477       -1.72193       -2.16163        0.01897        0.01897           7.06
              0           1479       0.914184        1.10716          8.207          8.207          10.33
              0           1480        1.65639         2.4781          45.33          45.33          11.23
              0           1490        2.04258        1.94864          110.3          38.43          10.79
             -1           1491        1.10037        1.10487           12.6          4.097           10.4
              0           1495        2.48657       -84.4742          306.6          306.6            -99
              0           1497        2.12287         2.1949          132.7          59.95          10.97
              0           1501         1.5895        2.10994          38.86          14.84          11.25
              0           1502        1.18526        1.50692          15.32          15.32           10.2
              0           1513         1.0086        1.89404           10.2           10.2          11.26
             -1           1515        1.28981        1.30361          19.49          2.537          10.38
              0           1520     -0.0162835         1.2272         0.9632          0.784          10.83
              0           1524       0.627673       0.984967          4.243          2.006          10.23
              0           1525     -0.0491972        2.57557         0.8929         0.8929          12.47
              0           1532        0.65273          1.544          4.495          4.495          10.84
              0           1533        1.33224        1.00376          21.49          1.694          10.35
              0           1543       0.595165        1.89413          3.937          3.937          11.16
              0           1544        1.12516        1.44937          13.34          13.34          10.21
              0           1545       0.847079        1.17175          7.032          7.032          10.24
              0           1548       0.291369       0.544956          1.956          1.956          9.648
              0           1551        0.80291       0.832486          6.352          6.352          9.678
              0           1556        2.78958       -84.4662            616          615.7            -99
              0           1558       0.728435       0.992551          5.351          5.351          10.26
              0           1563       0.485437        1.12811          3.058          3.058          10.43
              0           1567       0.501196        1.08184          3.171          1.501          10.55
              0           1569       0.882297        1.17973          7.626          5.144          10.46
              0           1579        1.38328        1.67586          24.17          12.21          10.78
              0           1592       0.542576        1.87272          3.488          3.488          11.29
             -1           1593       0.493458       0.737001          3.115          1.022          10.07
              0           1602        1.39568        1.01981          24.87          18.66          9.688
              0           1604        1.11694        1.35469          13.09          13.09          10.25
