#            id              z           maxz            snr         maxzsnr
#
           2947         0.4971            -99           2.93            -99
           2957           2.37            -99          0.044            -99
           2973            1.6            -99          2.958            -99
           2979          0.875            -99          2.617            -99
           2992          1.411            -99          1.573            -99
           2994          2.234          2.354          5.809        5.08755
           3001           1.37           1.67          8.489        5.10627
           3012          1.459          1.579          6.224         5.1258
           3022          0.955          1.175          8.724        5.06221
           3028          1.873            -99          2.321            -99
           3029          1.165            -99          2.189            -99
           3037          0.454          0.534          7.899        5.32738
           3039         0.2535            -99          2.919            -99
           3063         0.2544            -99          4.094            -99
           3066            2.4            -99          2.687            -99
           3069          1.056          1.816          24.02        5.10904
           3071         0.2009            -99              0            -99
           3074           2.31            -99           1.77            -99
           3075         0.5706         0.8106          12.07        5.27354
           3078          1.174            -99           1.96            -99
           3081            0.8           0.84           5.54        5.02973
           3083           1.42            1.8          8.872        5.07981
           3084         0.4728            -99          3.338            -99
           3085         0.8354            -99           1.64            -99
           3087         0.8409         5.8409          29.65        5.77141
           3089          0.061            -99          0.833            -99
           3093          2.009          2.429          7.769         5.0977
           3099          1.107            -99          1.032            -99
           3101          1.174          1.214           5.28        5.13423
           3103           1.31            -99          3.977            -99
           3112         0.5951            -99          4.401            -99
           3114          0.801            -99          1.556            -99
           3119          0.972            -99          4.041            -99
           3121         0.2314            -99          0.824            -99
           3125            1.3           1.64          9.806        5.12615
           3140          1.309            -99          3.343            -99
           3143          2.005            -99          3.159            -99
           3145            0.3           0.46          20.78        5.42936
           3165          2.446            -99          2.593            -99
           3171         0.6817            -99          2.218            -99
           3188           2.01            -99          2.381            -99
           3196          0.233          0.413          30.24        5.07275
           3207          1.837            -99          0.669            -99
           3220           2.31           2.33          5.184        5.07348
           3229          1.011            -99          4.284            -99
           3236          1.518          1.698          6.794        5.03803
           3247           1.69            -99          2.411            -99
           3263           2.28            -99          1.323            -99
           3265          1.306          1.446          6.581        5.08848
           3267          1.511            -99           0.52            -99
           3276          3.636          3.636          5.341              0
           3280          0.519            -99          1.221            -99
           3281         0.5712            -99          0.766            -99
           3288          0.651            -99          2.596            -99
           3289          1.712          2.932          19.26         5.0382
           3296          1.684          2.004          8.267        5.02092
           3304          1.013            -99          2.525            -99
           3306           1.52            -99          3.696            -99
           3307           2.23            -99          2.216            -99
           3310           1.83            -99          3.511            -99
           3316         0.4405            -99          0.904            -99
           3326         0.3868            -99          1.275            -99
           3332          1.256            -99          3.595            -99
           3337          0.945            -99          3.728            -99
           3347          0.895            -99          4.127            -99
           3349         0.5873            -99           2.32            -99
           3355          1.787            -99          1.538            -99
           3358           2.44            -99          0.274            -99
           3367           2.14            -99          3.984            -99
           3376         0.5487            -99          4.823            -99
           3380          0.394            -99          0.051            -99
           3393           2.34            2.6          6.116        5.01934
           3401          0.947            -99          3.726            -99
           3403          1.146          1.466          9.401         5.0732
           3413           2.23            -99          1.298            -99
           3417          2.199          3.539           13.6        5.00824
           3429          1.081            -99          1.053            -99
           3441          1.124            -99          0.906            -99
           3442           1.51            -99          2.928            -99
           3444         0.8662            -99          2.015            -99
           3452          3.058            -99          0.964            -99
           3455          2.546          3.326          9.729        5.03034
           3460          1.201            -99          2.177            -99
           3463           2.18            -99          2.769            -99
           3484         0.8471         0.8671          5.397         5.2903
           3487          1.167            -99          1.612            -99
           3492         0.9109            -99          1.945            -99
           3500         0.9304            -99          0.345            -99
           3526         0.4381         0.5381          8.587        5.07175
           3527         0.5637            -99          2.143            -99
           3532          3.988          8.988          14.81        5.02926
           3535           3.08            -99          1.769            -99
           3560          1.018          1.078          6.078         5.2316
           3568          0.495            -99          1.966            -99
           3570          0.516            -99          2.074            -99
           3572         0.8391         1.3391          26.11        5.04611
           3584         0.9418            -99          1.517            -99
           3587           1.71            -99              0            -99
           3588          0.553            -99          2.001            -99
           3595           1.06            -99          1.033            -99
           3620         0.9131            -99          1.404            -99
           3626         0.9434            -99           4.09            -99
           3627           1.14            1.6          12.15        5.00481
           3638         0.7669            -99          4.142            -99
           3648          0.641            -99          2.626            -99
           3651          1.746            -99          0.859            -99
           3652           2.34            -99          2.927            -99
           3654          3.192            -99          1.554            -99
           3658            0.8            1.1          11.92        5.14036
           3661          5.189            -99          0.538            -99
           3668          0.855          1.395          25.67        5.10792
           3676           2.32            -99          1.608            -99
           3677           2.37            -99          0.563            -99
           3679         0.5032         0.7032          12.24        5.22957
           3680          1.823            -99          1.307            -99
           3686          0.639            -99          3.147            -99
           3696          1.364            -99          0.901            -99
           3699          2.593            -99          1.856            -99
           3703            2.2            -99          2.891            -99
           3704         0.9229            -99          2.644            -99
           3709          2.289            -99          2.168            -99
           3712           1.45           1.45          5.249        5.17962
           3718          1.109          1.609           12.7        5.09088
           3721          1.014            -99          0.845            -99
           3739         0.6333            -99          0.464            -99
           3742         0.4375         0.6575           18.6        5.31917
           3758           2.32           3.22          10.25        5.02938
           3760         0.6967            -99           0.54            -99
           3763         0.2603            -99           2.32            -99
           3769          1.855            -99          0.056            -99
           3775         0.6341            -99          4.244            -99
           3780          4.159            -99           0.68            -99
           3781          1.989            -99          2.182            -99
           3792          2.243            -99           4.94            -99
           3793          2.309            -99          3.655            -99
           3806          1.009            -99          0.331            -99
           3807         0.7111            -99          2.582            -99
           3811          2.017            -99          1.947            -99
           3812          0.299            -99          2.231            -99
           3813          1.031          1.491          14.06        5.13098
           3817          1.965            -99          4.335            -99
           3821           2.12              3          11.43        5.05409
           3823          0.746            -99          2.395            -99
           3827          3.901          5.361          10.82        5.01819
           3836           2.33           2.39          5.414        5.01708
           3849          1.949            -99          2.639            -99
           3870          0.253          0.473           64.2        5.29594
           3880           1.43            -99          1.677            -99
           3882         0.6807            -99          0.384            -99
           3883           0.74           0.92          9.208        5.22474
           3887          0.785          0.925          7.482        5.07823
           3888          1.023          1.043          5.406        5.27207
           3894           2.12            -99          2.339            -99
           3901           1.79            -99          1.087            -99
           3902           2.36            -99          0.532            -99
           3913         0.1166            -99          1.124            -99
           3914           0.84           1.64          25.84        5.08374
           3917         0.1891            -99          0.726            -99
           3920         0.9538            -99          0.019            -99
           3928          1.605            -99          0.385            -99
           3935         0.9713            -99          3.611            -99
           3940          1.466            -99          1.474            -99
           3941          1.645            -99          0.631            -99
           3952          0.673            -99          2.106            -99
           3954         0.4973            -99          0.398            -99
           3955          1.855            -99           2.64            -99
           3966           2.35            -99          2.153            -99
           3969          1.249            -99          4.529            -99
           3978          1.045            -99          4.711            -99
           3981          0.271          0.331          9.264        5.74375
           3991         0.2778         0.3178          7.188        5.22429
           3996          0.855            -99          1.492            -99
           4004          4.685            -99          3.549            -99
           4012          2.781            -99              0            -99
           4022          0.783          0.963          8.328        5.01928
           4032          1.396            -99          3.033            -99
           4043         0.1748            -99          2.555            -99
           4046         0.4414            -99          0.886            -99
           4048         0.9296            -99          3.849            -99
           4050         0.9048         1.1848           9.32        5.11421
           4056          1.192            -99          1.771            -99
           4057          1.017            -99          1.677            -99
           4068         0.9418            -99          3.145            -99
           4077          2.919            -99          0.103            -99
           4079          1.774            -99          2.206            -99
           4083          2.098          2.398          6.656        5.07433
           4108          0.794          1.214          25.24        5.18587
           4110         0.8481            -99          1.356            -99
           4111           2.46            -99          1.016            -99
           4116           2.39            -99          3.436            -99
           4145          1.251          1.691          11.27        5.10134
           4149          1.882            -99          2.046            -99
           4189         0.9715            -99          4.181            -99
           4203            1.3           1.42           6.77        5.16076
           4211          0.683          1.183          25.12         5.0476
           4214           1.85            -99          2.077            -99
           4215          3.905            -99          1.947            -99
           4222           1.96            -99          3.403            -99
           4226         0.9437         1.0837          6.866        5.00651
           4235          0.641          1.001          17.72        5.05743
           4239         0.8709            -99          2.744            -99
           4247         0.6415            -99          2.377            -99
           4254          1.198            -99           1.71            -99
           4255         0.5739         0.7339           9.58        5.08593
           4260          0.942            -99           1.63            -99
           4266          1.993            -99          4.851            -99
           4267         0.4547         0.5747          9.573        5.27375
           4268         0.5556         0.7156          10.94        5.38396
           4270          2.122          2.622          8.057        5.01298
           4290          1.783            -99           0.43            -99
           4297          1.153            -99          1.099            -99
           4308          1.155          1.335          7.216        5.10115
           4309          1.147            -99          0.549            -99
           4312          1.627          2.587          17.27        5.04966
           4314          0.679          1.139          21.98         5.0177
           4320          1.867          2.307          8.432        5.06007
           4321          1.247            -99          3.331            -99
           4322          1.152            -99          1.213            -99
           4325          0.401            -99          2.198            -99
           4344          1.949            -99           3.26            -99
           4362           1.53            -99          0.021            -99
           4363           2.23            -99          2.849            -99
           4367         0.7718            -99          1.159            -99
           4371              1            -99          3.374            -99
           4379           2.19            -99          4.226            -99
           4389           1.58            -99          0.802            -99
           4404          0.445            -99          2.385            -99
           4419           0.94            -99          2.508            -99
           4432          1.783            -99          1.116            -99
           4442          2.483            -99          1.125            -99
           4449          2.198          3.478          12.56        5.00945
           4451          1.147            -99          1.888            -99
           4456           2.04            2.6          9.575        5.04672
           4469          1.144            -99          3.769            -99
           4474           1.45            -99              0            -99
           4480          1.847            -99          1.794            -99
           4486         0.3767         0.6567          33.27        5.05397
           4499         0.4547         0.5147          6.683        5.14268
           4500           3.19           5.45          14.12        5.02174
           4503          1.085            -99          1.107            -99
           4504         0.9037            -99          0.877            -99
           4520          1.795            -99              0            -99
           4528         0.6605            -99          3.262            -99
           4531          1.949            -99          3.924            -99
           4537          0.748            -99          2.365            -99
           4542         0.3187            -99          1.809            -99
           4546          1.011            -99          2.087            -99
           4550          2.529            -99          0.693            -99
           4558          1.798            -99          0.634            -99
           4563         0.8862            -99          2.034            -99
           4564          1.484            -99          2.425            -99
           4575          1.777            -99          2.016            -99
           4580          1.084          1.484          11.61        5.11024
           4589         0.7435         0.8835          8.107        5.26159
           4592         0.6943         1.0143          13.03        5.14675
           4598         0.7071            -99          2.871            -99
           4601          3.434            -99          3.305            -99
           4603         0.8445            -99              0            -99
           4612          1.838            -99          1.889            -99
           4625         0.4866         0.7866          24.98        5.18234
           4627         0.7717            -99          2.837            -99
           4633          1.128          1.288          5.386        5.14135
           4654          1.256          1.556          8.698        5.09146
           4656          0.848          1.408          21.08        5.08609
           4663         0.2995         0.4795           25.4        5.44214
           4676         0.4862            -99          2.136            -99
           4681           2.37            -99          1.893            -99
           4694          2.237            -99          3.018            -99
           4701         0.5078            -99          1.834            -99
           4703          1.112            -99          2.206            -99
           4707            1.2            -99          3.474            -99
           4722         0.6807         0.7207          5.936         5.1358
           4738           0.93           0.97          5.922        5.18145
           4744           2.31            -99          0.002            -99
           4751         0.6817            -99           4.68            -99
           4759         0.2714            -99          0.185            -99
           4760          2.149            -99          1.738            -99
           4762          2.538            -99          3.659            -99
           4774          2.198          2.818          9.666        5.04769
           4777         0.4381         0.5381          8.697        5.30226
           4779          2.169            -99           3.85            -99
           4787          2.186            -99          3.086            -99
           4789          2.225            -99          3.703            -99
           4793         0.4177            -99          1.924            -99
           4799         0.6407         1.4007          75.55        5.10072
           4804         0.2775            -99          3.122            -99
           4806          1.137            -99          2.445            -99
           4815            1.5            -99              0            -99
           4826           1.95           2.67          12.73        5.05956
           4828         0.5291            -99          1.434            -99
           4832          0.061          0.081          11.81        6.04793
           4839          1.414            -99          2.779            -99
           4846          0.575          0.595          6.023        5.25517
           4847          0.438            -99          0.722            -99
           4849          3.039            -99          2.112            -99
           4858          1.113            -99          3.376            -99
           4860          1.239            -99          2.281            -99
           4865          0.851          1.311          16.84        5.09423
           4868          2.259            -99          4.431            -99
           4874          2.218            -99          1.561            -99
           4887          1.889            -99           1.77            -99
           4888           1.37           1.57          7.187        5.14752
           4891         0.5206            -99              0            -99
           4901           1.97            -99          3.209            -99
           4905          1.306          1.646          9.722        5.16626
           4912         0.5705            -99          4.277            -99
           4916         0.5128            -99          0.255            -99
           4917         0.9414         1.0214          6.664         5.1996
           4919           1.25            -99          2.216            -99
           4924          1.535          1.595          5.342        5.11816
           4937          0.542          0.742          11.41        5.29661
           4945          1.847            -99          4.681            -99
           4954          2.032          2.672          7.436        5.10607
           4955         0.3551         0.5751          18.06        5.34335
           4974          1.013          1.353          11.18        5.02062
           4986           1.42           1.64          7.403        5.09728
           4990          4.161          9.161          13.81        7.62326
           4991         0.3948            -99          1.932            -99
           4993          3.127            -99          0.098            -99
           4995          3.568          4.128          5.751        5.03835
           4996          0.915            -99          4.834            -99
           4997           2.42            -99          3.334            -99
           4999          1.588            -99          3.236            -99
           5000          1.768            -99          1.088            -99
           5007         0.7783         1.0783          12.64         5.0914
           5010          1.812            -99          2.191            -99
           5012           1.47           1.77          7.486        5.03513
           5016         0.5643            -99          2.013            -99
           5023          0.278          0.498          93.54        5.27847
           5026          2.936            -99          1.587            -99
           5028         0.2537         0.4337          47.17        5.47877
           5029         0.3215            -99          4.709            -99
           5033           1.24            -99          1.553            -99
           5034           1.97            -99          0.474            -99
           5042          2.133            -99              0            -99
           5050         0.8309            -99              0            -99
           5055          0.639          1.019          17.58        5.19226
           5057           2.19            -99          0.968            -99
           5064         0.4067            -99          2.263            -99
           5067          2.046          2.286          6.095        5.01914
           5070          0.061            -99           0.72            -99
           5080          1.249            -99          4.182            -99
           5089          1.988          2.208          7.357        5.12707
           5090          2.325          2.625          6.689        5.06473
           5095          1.808            -99          0.995            -99
           5097         0.4844         0.6444           11.6        5.26031
           5101          0.945            -99          3.855            -99
           5114          1.787            -99          2.975            -99
           5122          1.697            -99          1.299            -99
           5125          1.333            -99          2.838            -99
           5129          0.879            -99          0.866            -99
           5133          1.145          1.485           10.2        5.03772
           5138         0.7041         0.8041          7.207        5.00681
           5146          1.829            -99              0            -99
           5147          0.563          0.883          14.73        5.05714
           5148           2.09            -99          4.838            -99
           5155          1.713            -99           1.27            -99
           5156           3.32            -99          2.197            -99
           5162         0.7779            -99          3.785            -99
           5168          0.514          0.754          16.78        5.28128
           5170         0.6821         0.8421          8.934         5.2123
           5171          2.466            -99          2.168            -99
           5177           1.87           2.19          7.706         5.1268
           5185           0.68            -99          0.323            -99
           5187         0.5024         0.7624          28.36        5.31613
           5205          0.173            -99           4.06            -99
           5206         0.9081            -99          1.355            -99
           5211          2.416          3.316          9.604        5.04044
           5215          2.368          3.988          20.08        5.01433
           5218          1.037            -99          1.074            -99
           5225          1.917            -99          2.368            -99
           5238          0.909          1.229          11.75        5.14213
           5242         0.4543            -99          1.248            -99
           5245          0.656            -99              0            -99
           5255         0.8508            -99          2.664            -99
           5256          2.319          2.319          5.165        5.06325
           5258          3.409            -99          1.101            -99
           5265           2.36           2.62          6.404        5.00102
           5270           1.02            1.6          20.38        5.02411
           5273         0.4579            -99          2.903            -99
           5293          1.261            -99          2.418            -99
           5296          0.956          0.976          5.136         5.0785
           5309         0.8709            -99          1.531            -99
           5321         0.6806         1.1206          18.17         5.1995
           5325         0.4372         0.8172          63.97        5.07125
           5329          2.135            -99          2.402            -99
           5337           1.74            2.1           9.08         5.0676
           5342         0.3375            -99          0.883            -99
           5346         0.4574         0.8374             38        5.17522
           5347          1.142          1.402          8.502        5.10936
           5348          0.975          1.815          22.28        5.09452
           5350          1.871            -99          1.883            -99
           5358          0.503          0.663          10.78        5.13835
           5359          1.147            -99          4.112            -99
           5363          2.078            -99           0.34            -99
           5366          1.713            -99          1.182            -99
           5371         0.5128            -99           1.88            -99
           5372          1.675            -99          2.834            -99
           5374         0.8489            -99          2.029            -99
           5375         0.4879         0.6079          9.411        5.24358
           5382          2.267            -99          0.023            -99
           5395          1.481          1.901          9.111        5.08343
           5402          0.682            -99          1.556            -99
           5411          1.965            -99          1.113            -99
           5424          1.488            -99           2.62            -99
           5426          1.038            -99          3.508            -99
           5427          1.019            -99          1.318            -99
           5435          1.414            -99          2.881            -99
           5438           0.85           0.89          5.901        5.23064
           5446          1.413            -99            3.5            -99
           5450          1.073            -99          2.343            -99
           5459          0.021            -99          2.421            -99
           5464          2.292            -99           0.28            -99
           5484           1.53            -99          1.682            -99
           5509         0.5946            -99          3.634            -99
           5512         0.9438         1.4038          14.46         5.0579
           5515          1.246          1.526          9.167        5.03907
           5518           1.46            -99          1.807            -99
           5520          1.804            -99              0            -99
           5523          3.229            -99              0            -99
           5526         0.3766         0.5366          12.82        5.17584
           5529           2.81            -99          1.517            -99
           5530         0.4842         0.7642          22.36        5.10288
           5531         0.2365            -99          1.752            -99
           5537          0.941            -99          1.406            -99
           5543          3.701            -99          2.294            -99
           5545         0.8412            -99          4.952            -99
           5552         0.4923            -99          4.394            -99
           5588         0.5032         0.5832          7.553        5.41119
           5590          1.842            -99          0.609            -99
           5604         0.8498         1.0698          9.211        5.08476
           5612         0.3906            -99          2.985            -99
           5620          1.825            -99          2.076            -99
           5627          1.153          1.333          7.372        5.10389
           5634           2.24            -99          2.525            -99
           5647          1.526            -99              0            -99
           5650          0.744            -99          4.341            -99
           5655           1.46            -99           0.74            -99
           5664         0.8955            -99          0.123            -99
           5668          1.288            -99          1.298            -99
           5671          1.118            -99          4.155            -99
           5672           2.27            -99          1.055            -99
           5675          1.817            -99          0.727            -99
           5682         0.8607            -99           1.04            -99
           5685         0.3063            -99          4.756            -99
           5686         0.8194            -99          1.002            -99
           5691         0.8873            -99          1.057            -99
           5692         0.8356            -99          2.773            -99
           5705          1.924            -99           3.42            -99
           5710           3.91            -99          1.808            -99
           5712           1.29            -99          1.952            -99
           5726          2.221            -99          4.179            -99
           5730           2.17           6.59          33.85        5.00195
           5735          0.484          0.664          11.97        5.24081
           5744          1.918            -99          1.357            -99
           5747           0.89           1.07          8.242        5.12277
           5766          0.607          0.707          7.735        5.12277
           5770          0.851            -99          1.769            -99
           5779          1.693            -99              0            -99
           5789           2.59            -99          0.792            -99
           5797          1.792          1.872          5.603        5.08273
           5799         0.8709            -99          0.164            -99
           5801           3.47            -99          1.799            -99
           5802           2.01            -99          4.792            -99
           5805          1.247            -99          2.602            -99
           5809          1.412            -99          1.922            -99
           5814         0.4587         0.5387          7.669        5.33367
           5816            1.3            -99          1.567            -99
           5822         0.2777         0.4777          24.61        5.02953
           5829          1.222            -99          1.873            -99
           5830           2.58            -99          1.351            -99
           5835         0.8505            -99           1.49            -99
           5836           2.13           2.33          5.782        5.05312
           5837          1.086            -99          3.938            -99
           5841          1.017            -99          0.747            -99
           5847          2.896            -99          1.733            -99
           5849           1.39           1.61          7.642        5.14454
           5853         0.2986         0.4986          22.41        5.17664
           5862         0.6879            -99          0.482            -99
           5869          1.362            -99          3.037            -99
           5879         0.6801         1.0401          14.28        5.01644
           5880          1.518            -99          2.537            -99
           5882         0.5035         0.5435          6.361        5.22071
           5898           0.85           0.89          5.414        5.01643
           5907          1.301            -99          2.334            -99
           5916          2.441          2.581          5.508        5.02925
           5917          1.671            -99          4.131            -99
           5921            2.2            -99          0.511            -99
           5922          2.247            -99          3.045            -99
           5925          1.269            -99          2.616            -99
           5941           1.76            -99          0.966            -99
           5966         0.8172            -99          1.024            -99
           5969         0.4835            -99          1.086            -99
           5974          1.517          1.637          6.379        5.07554
           5976         0.7452         0.7852          7.023        5.28921
           5977          2.888            -99           4.25            -99
           5982          5.711            -99          1.217            -99
           5997         0.8699            -99          1.722            -99
           6000         0.8518            -99          0.968            -99
           6003          1.337            -99           1.55            -99
           6005         0.4396         0.8596          40.37        5.05884
           6006          2.907          4.227          10.39         5.0124
           6011         0.4379            -99          1.648            -99
           6012         0.8517         1.3117          13.46        5.14268
           6015         0.4439         0.5639          9.089         5.1708
           6025          0.011            -99          1.645            -99
           6037          0.743            -99          3.759            -99
           6061          2.122          4.422          28.08        5.00756
           6065         0.8402         1.0002          7.586        5.20259
           6072          1.571            -99          1.134            -99
           6073         0.8541         0.9141          6.251        5.15656
           6075         0.5032            -99              0            -99
           6078          1.891            -99          2.949            -99
           6081           1.02            -99          1.471            -99
           6084         0.3059         0.5059          42.55        5.06772
           6085          1.005          1.085          6.307        5.07516
           6090          0.848          1.288          26.71        5.12302
           6091          2.482            -99          3.651            -99
           6092         0.9448         0.9648          5.515        5.19775
           6094           1.71           2.09          8.394        5.10275
           6096          1.828          2.128          7.272        5.03806
           6102           1.28            -99          2.836            -99
           6107          1.734            -99          2.645            -99
           6110          0.781            -99          2.941            -99
           6114          1.012            -99          3.182            -99
           6121         0.1556         0.1556          6.293        6.28823
           6127         0.8839            -99          0.785            -99
           6141          0.351            -99          3.426            -99
           6147         0.5869         0.6269          6.165        5.38338
           6151         0.4721            -99          1.451            -99
           6152           2.48            -99          1.537            -99
           6155           2.58            -99          1.281            -99
           6156          0.852            -99          1.278            -99
           6158         0.8509            -99          3.251            -99
           6166           2.26            -99              0            -99
           6186         0.4742         0.6342          10.43        5.05243
           6197         0.4859            -99           2.18            -99
           6216         0.8493            -99          0.996            -99
           6221          0.443          0.463          5.685        5.10196
           6233          1.522            -99          0.983            -99
           6242          1.996            -99          2.147            -99
           6245         0.8541            -99          2.329            -99
           6249            2.2            -99          4.086            -99
           6251          1.155          1.835          15.63        5.00183
           6256         0.6801            -99          0.625            -99
           6262          0.041            -99          2.112            -99
           6265          2.964          3.984          10.79        5.04564
           6287          2.136          3.336          12.46         5.0462
           6289           2.32            -99           4.79            -99
           6290          0.501          0.601          8.076         5.1018
           6292          2.061            -99          4.451            -99
           6296          0.975          1.975          38.57        5.07072
           6308           2.86           7.86          24.05        24.4543
           6311          0.502          0.542          6.704        5.37584
           6315         0.5042            -99          1.437            -99
           6319          1.949            -99          0.953            -99
           6324           2.53            -99          1.399            -99
           6329          1.579            -99          1.648            -99
           6330          1.986            -99          3.275            -99
           6332         0.3876            -99              0            -99
           6333         0.4241         0.6041          14.11        5.23455
           6350         0.8502            -99           3.77            -99
           6352         0.6813         0.8413          9.017        5.25271
           6363         0.5285            -99          2.163            -99
           6368          2.482            -99          0.301            -99
           6381         0.7468            -99          2.367            -99
           6383          0.913          1.713          32.36         5.0404
           6385           1.97            -99          2.517            -99
           6386          1.522          2.242          13.48        5.07589
           6394         0.8526            -99          1.246            -99
           6395           1.95            -99          0.024            -99
           6398          1.042            -99          1.412            -99
           6401          0.549            -99          1.307            -99
           6403          1.305            -99          1.216            -99
           6406          5.237         10.237          8.432        5.10845
           6409         0.9403         1.1403          9.151        5.14764
           6412          0.451            -99          1.192            -99
           6429         0.4111            -99            2.7            -99
           6438          0.504          0.524          5.943        5.37391
           6445          1.971            -99          1.441            -99
           6448         0.6334            -99              0            -99
           6460          3.085            -99          0.344            -99
           6464         0.8484         1.0884          9.169        5.07322
           6466         0.8618            -99              0            -99
           6486           2.31            -99          3.014            -99
           6489          2.118          2.618          9.339        5.08023
           6509          2.499          3.479          12.14        5.01015
           6517          1.689          1.949          7.578        5.09425
           6519          1.361            -99          1.971            -99
           6522          1.249            -99          3.225            -99
           6537          1.559          2.519          17.75         5.0023
           6547           0.85           1.21          15.09        5.04497
           6548         0.8612            -99          3.049            -99
