#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       0.136           0         0.2         0.1         0.2        2111
       0.173           0       0.173      0.0865       0.173        1393
      0.1892           0         0.2         0.1         0.2        2111
      0.1556           0      0.1956      0.0978      0.1956        1981
       0.101           0       0.101      0.0505       0.101       291.6
      0.1137           0         0.2         0.1         0.2        2111
      0.0699           0      0.1299     0.06495      0.1299       608.2
       0.173           0       0.173      0.0865       0.173        1393
      0.1556           0      0.1956      0.0978      0.1956        1981
       0.136           0         0.2         0.1         0.2        2111
      0.1133           0         0.2         0.1         0.2        2111
       0.051           0       0.071      0.0355       0.071       103.5
      0.0786           0      0.1586      0.0793      0.1586        1085
       0.136           0         0.2         0.1         0.2        2111
       0.051           0       0.071      0.0355       0.071       103.5
      0.1632           0      0.1632      0.0816      0.1632        1178
      0.1947           0         0.2         0.1         0.2        2111
       0.112           0       0.152       0.076       0.152       958.8
      0.0872           0      0.1672      0.0836      0.1672        1263
       0.112           0       0.152       0.076       0.152       958.8
      0.1567           0      0.1567     0.07835      0.1567        1047
      0.1556           0      0.1956      0.0978      0.1956        1981
       0.101           0       0.101      0.0505       0.101       291.6
      0.0872           0      0.1672      0.0836      0.1672        1263
      0.1049           0      0.1849     0.09245      0.1849        1687
