#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
        5.47           4           6           5           2   7.945e+05
        4.82           4           6           5           2   7.945e+05
        5.47           4           6           5           2   7.945e+05
        5.11           4        5.11       4.555        1.11   4.619e+05
        4.82           4           6           5           2   7.945e+05
        5.47           4           6           5           2   7.945e+05
       4.229           4           6           5           2   7.945e+05
        4.82           4           6           5           2   7.945e+05
       4.014           4       5.134       4.567       1.134   4.713e+05
       4.758           4           6           5           2   7.945e+05
        5.11           4        5.11       4.555        1.11   4.619e+05
        5.47           4           6           5           2   7.945e+05
       4.744           4           6           5           2   7.945e+05
       4.058           4           6           5           2   7.945e+05
       4.014           4       5.134       4.567       1.134   4.713e+05
        4.08           4        4.24        4.12        0.24   1.044e+05
       4.496           4           6           5           2   7.945e+05
