#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       1.525         1.5           2        1.75         0.5    2.25e+05
        1.76         1.5           2        1.75         0.5    2.25e+05
       1.525         1.5           2        1.75         0.5    2.25e+05
       1.792         1.5       1.792       1.646       0.292   1.286e+05
        1.76         1.5           2        1.75         0.5    2.25e+05
       1.561         1.5           2        1.75         0.5    2.25e+05
       1.872         1.5           2        1.75         0.5    2.25e+05
        1.93         1.5           2        1.75         0.5    2.25e+05
        1.92         1.5           2        1.75         0.5    2.25e+05
       1.619         1.5       1.939        1.72       0.439   1.964e+05
        1.99         1.5           2        1.75         0.5    2.25e+05
        1.78         1.5           2        1.75         0.5    2.25e+05
         1.6         1.5           2        1.75         0.5    2.25e+05
       1.997         1.5           2        1.75         0.5    2.25e+05
       1.521         1.5       1.781       1.641       0.281   1.236e+05
       1.968         1.5           2        1.75         0.5    2.25e+05
        1.78         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5       1.996       1.748       0.496   2.231e+05
       1.977         1.5           2        1.75         0.5    2.25e+05
        1.61         1.5        1.61       1.555        0.11    4.73e+04
       1.673         1.5       1.993       1.746       0.493   2.217e+05
       1.605         1.5           2        1.75         0.5    2.25e+05
       1.743         1.5       1.983       1.741       0.483    2.17e+05
        1.55         1.5           2        1.75         0.5    2.25e+05
       1.993         1.5           2        1.75         0.5    2.25e+05
        1.96         1.5           2        1.75         0.5    2.25e+05
       1.906         1.5       1.906       1.703       0.406   1.811e+05
       1.526         1.5           2        1.75         0.5    2.25e+05
       1.833         1.5           2        1.75         0.5    2.25e+05
        1.58         1.5        1.72        1.61        0.22   9.606e+04
        1.93         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
       1.675         1.5       1.835       1.667       0.335   1.483e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
       1.973         1.5           2        1.75         0.5    2.25e+05
        1.75         1.5        1.85       1.675        0.35   1.552e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
        1.55         1.5           2        1.75         0.5    2.25e+05
       1.518         1.5       1.918       1.709       0.418   1.867e+05
        1.76         1.5           2        1.75         0.5    2.25e+05
       1.737         1.5           2        1.75         0.5    2.25e+05
        1.59         1.5           2        1.75         0.5    2.25e+05
        1.59         1.5           2        1.75         0.5    2.25e+05
        1.76         1.5           2        1.75         0.5    2.25e+05
       1.765         1.5       1.945       1.722       0.445   1.992e+05
       1.988         1.5           2        1.75         0.5    2.25e+05
       1.671         1.5       1.691       1.595       0.191   8.308e+04
        1.75         1.5        1.85       1.675        0.35   1.552e+05
       1.548         1.5           2        1.75         0.5    2.25e+05
        1.58         1.5        1.72        1.61        0.22   9.606e+04
       1.792         1.5       1.792       1.646       0.292   1.286e+05
         1.6         1.5           2        1.75         0.5    2.25e+05
         1.6         1.5           2        1.75         0.5    2.25e+05
        1.82         1.5           2        1.75         0.5    2.25e+05
        1.67         1.5           2        1.75         0.5    2.25e+05
        1.99         1.5           2        1.75         0.5    2.25e+05
       1.998         1.5           2        1.75         0.5    2.25e+05
         1.6         1.5        1.84        1.67        0.34   1.506e+05
       1.609         1.5           2        1.75         0.5    2.25e+05
       1.873         1.5           2        1.75         0.5    2.25e+05
       1.524         1.5           2        1.75         0.5    2.25e+05
       1.605         1.5           2        1.75         0.5    2.25e+05
        1.76         1.5           2        1.75         0.5    2.25e+05
        1.96         1.5           2        1.75         0.5    2.25e+05
       1.997         1.5           2        1.75         0.5    2.25e+05
       1.948         1.5           2        1.75         0.5    2.25e+05
        1.93         1.5           2        1.75         0.5    2.25e+05
       1.873         1.5       1.933       1.716       0.433   1.936e+05
       1.938         1.5           2        1.75         0.5    2.25e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
        1.99         1.5           2        1.75         0.5    2.25e+05
       1.971         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
        1.75         1.5        1.85       1.675        0.35   1.552e+05
       1.998         1.5           2        1.75         0.5    2.25e+05
       1.872         1.5           2        1.75         0.5    2.25e+05
       1.873         1.5           2        1.75         0.5    2.25e+05
        1.58         1.5        1.72        1.61        0.22   9.606e+04
       1.518         1.5       1.918       1.709       0.418   1.867e+05
       1.675         1.5       1.835       1.667       0.335   1.483e+05
       1.833         1.5           2        1.75         0.5    2.25e+05
       1.605         1.5           2        1.75         0.5    2.25e+05
        1.77         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
        1.96         1.5           2        1.75         0.5    2.25e+05
       1.526         1.5       1.866       1.683       0.366   1.626e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
       1.878         1.5       1.878       1.689       0.378   1.681e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
       1.675         1.5       1.835       1.667       0.335   1.483e+05
       1.737         1.5           2        1.75         0.5    2.25e+05
       1.684         1.5           2        1.75         0.5    2.25e+05
        1.82         1.5           2        1.75         0.5    2.25e+05
       1.609         1.5           2        1.75         0.5    2.25e+05
