#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
      0.2775         0.2         0.4         0.3         0.2   1.206e+04
      0.3766         0.2         0.4         0.3         0.2   1.206e+04
      0.2533         0.2         0.4         0.3         0.2   1.206e+04
      0.2537         0.2         0.4         0.3         0.2   1.206e+04
       0.321         0.2       0.321      0.2605       0.121        5675
         0.3         0.2         0.4         0.3         0.2   1.206e+04
       0.202         0.2       0.242       0.221       0.042        1460
      0.2755         0.2      0.2955      0.2478      0.0955        4089
        0.32         0.2         0.4         0.3         0.2   1.206e+04
      0.3215         0.2      0.3215      0.2608      0.1215        5708
      0.2857         0.2      0.3257      0.2629      0.1257        5992
      0.3766         0.2         0.4         0.3         0.2   1.206e+04
      0.3767         0.2         0.4         0.3         0.2   1.206e+04
      0.2537         0.2         0.4         0.3         0.2   1.206e+04
      0.3771         0.2         0.4         0.3         0.2   1.206e+04
      0.3985         0.2         0.4         0.3         0.2   1.206e+04
      0.3771         0.2         0.4         0.3         0.2   1.206e+04
      0.3215         0.2      0.3215      0.2608      0.1215        5708
       0.286         0.2         0.4         0.3         0.2   1.206e+04
      0.2537         0.2         0.4         0.3         0.2   1.206e+04
      0.3059         0.2         0.4         0.3         0.2   1.206e+04
      0.3767         0.2         0.4         0.3         0.2   1.206e+04
      0.2542         0.2         0.4         0.3         0.2   1.206e+04
       0.321         0.2       0.321      0.2605       0.121        5675
       0.278         0.2         0.4         0.3         0.2   1.206e+04
      0.3196         0.2      0.3196      0.2598      0.1196        5582
      0.2754         0.2         0.4         0.3         0.2   1.206e+04
      0.2988         0.2         0.4         0.3         0.2   1.206e+04
       0.202         0.2       0.242       0.221       0.042        1460
      0.2017         0.2         0.4         0.3         0.2   1.206e+04
      0.2008         0.2      0.3008      0.2504      0.1008        4401
      0.2712         0.2         0.4         0.3         0.2   1.206e+04
      0.2986         0.2         0.4         0.3         0.2   1.206e+04
      0.3985         0.2         0.4         0.3         0.2   1.206e+04
       0.243         0.2       0.243      0.2215       0.043        1501
       0.321         0.2       0.321      0.2605       0.121        5675
      0.2542         0.2         0.4         0.3         0.2   1.206e+04
      0.3063         0.2         0.4         0.3         0.2   1.206e+04
      0.2544         0.2      0.2544      0.2272      0.0544        1989
      0.2712         0.2         0.4         0.3         0.2   1.206e+04
       0.286         0.2         0.4         0.3         0.2   1.206e+04
      0.2995         0.2         0.4         0.3         0.2   1.206e+04
      0.2761         0.2         0.4         0.3         0.2   1.206e+04
      0.2777         0.2         0.4         0.3         0.2   1.206e+04
       0.281         0.2         0.4         0.3         0.2   1.206e+04
      0.2995         0.2         0.4         0.3         0.2   1.206e+04
      0.2533         0.2         0.4         0.3         0.2   1.206e+04
       0.278         0.2         0.4         0.3         0.2   1.206e+04
      0.2024         0.2      0.3424      0.2712      0.1424        7181
       0.202         0.2       0.242       0.221       0.042        1460
       0.321         0.2       0.321      0.2605       0.121        5675
      0.3063         0.2         0.4         0.3         0.2   1.206e+04
      0.2804         0.2         0.4         0.3         0.2   1.206e+04
       0.286         0.2         0.4         0.3         0.2   1.206e+04
