#   coo_zmin    coo_zmax    coo_zcen    coo_zdis         coo_zvol
#
      2.0000      2.0000      2.0000      0.0000               0
      2.0000      2.0100      2.0050      0.0100       4708.0979
      2.0000      2.0200      2.0100      0.0200       9421.4183
      2.0000      2.0300      2.0150      0.0300       14139.789
      2.0000      2.0400      2.0200      0.0400       18863.119
      2.0000      2.0500      2.0250      0.0500       23591.195
      2.0000      2.0600      2.0300      0.0600       28323.935
      2.0000      2.0700      2.0350      0.0700       33061.213
      2.0000      2.0800      2.0400      0.0800       37802.821
      2.0000      2.0900      2.0450      0.0900       42548.739
      2.0000      2.1000      2.0500      0.1000       47298.753
      2.0000      2.1100      2.0550      0.1100       52052.779
      2.0000      2.1200      2.0600      0.1200       56810.565
      2.0000      2.1300      2.0650      0.1300       61571.956
      2.0000      2.1400      2.0700      0.1400       66337.223
      2.0000      2.1500      2.0750      0.1500       71105.842
      2.0000      2.1600      2.0800      0.1600       75877.982
      2.0000      2.1700      2.0850      0.1700       80653.199
      2.0000      2.1800      2.0900      0.1800       85431.615
      2.0000      2.1900      2.0950      0.1900       90212.827
      2.0000      2.2000      2.1000      0.2000       94997.086
      2.0000      2.2100      2.1050      0.2100       99784.299
      2.0000      2.2200      2.1100      0.2200       104574.03
      2.0000      2.2300      2.1150      0.2300       109366.14
      2.0000      2.2400      2.1200      0.2400       114160.99
      2.0000      2.2500      2.1250      0.2500       118957.97
      2.0000      2.2600      2.1300      0.2600       123757.09
      2.0000      2.2700      2.1350      0.2700       128558.76
      2.0000      2.2800      2.1400      0.2800       133361.93
      2.0000      2.2900      2.1450      0.2900       138167.31
      2.0000      2.3000      2.1500      0.3000       142974.53
      2.0000      2.3100      2.1550      0.3100       147783.46
      2.0000      2.3200      2.1600      0.3200          152594
      2.0000      2.3300      2.1650      0.3300       157406.21
      2.0000      2.3400      2.1700      0.3400       162219.49
      2.0000      2.3500      2.1750      0.3500       167034.04
      2.0000      2.3600      2.1800      0.3600       171850.31
      2.0000      2.3700      2.1850      0.3700       176667.49
      2.0000      2.3800      2.1900      0.3800       181485.44
      2.0000      2.3900      2.1950      0.3900       186304.65
      2.0000      2.4000      2.2000      0.4000       191124.84
      2.0000      2.4100      2.2050      0.4100       195946.14
      2.0000      2.4200      2.2100      0.4200        200767.8
      2.0000      2.4300      2.2150      0.4300        205589.7
      2.0000      2.4400      2.2200      0.4400       210412.88
      2.0000      2.4500      2.2250      0.4500       215235.88
      2.0000      2.4600      2.2300      0.4600       220059.77
      2.0000      2.4700      2.2350      0.4700       224882.99
      2.0000      2.4800      2.2400      0.4800       229707.69
      2.0000      2.4900      2.2450      0.4900       234531.77
      2.0000      2.5000      2.2500      0.5000       239356.43
