#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vbin
#
       3.403           3           4         3.5           1   4.597e+05
       3.446           3           4         3.5           1   4.597e+05
       3.656           3           4         3.5           1   4.597e+05
       3.712           3           4         3.5           1   4.597e+05
        3.18           3           4         3.5           1   4.597e+05
       3.663           3           4         3.5           1   4.597e+05
       3.262           3           4         3.5           1   4.597e+05
        3.18           3           4         3.5           1   4.597e+05
       3.213           3           4         3.5           1   4.597e+05
       3.834           3           4         3.5           1   4.597e+05
        3.18           3           4         3.5           1   4.597e+05
       3.796           3           4         3.5           1   4.597e+05
       3.134           3           4         3.5           1   4.597e+05
       3.403           3           4         3.5           1   4.597e+05
       3.904           3           4         3.5           1   4.597e+05
       3.728           3           4         3.5           1   4.597e+05
       3.277           3           4         3.5           1   4.597e+05
       3.796           3           4         3.5           1   4.597e+05
       3.837           3           4         3.5           1   4.597e+05
       3.663           3           4         3.5           1   4.597e+05
        3.19           3           4         3.5           1   4.597e+05
       3.501           3           4         3.5           1   4.597e+05
       3.074           3           4         3.5           1   4.597e+05
        3.53           3           4         3.5           1   4.597e+05
        3.53           3           4         3.5           1   4.597e+05
        3.53           3           4         3.5           1   4.597e+05
        3.03           3           4         3.5           1   4.597e+05
       3.403           3           4         3.5           1   4.597e+05
       3.262           3           4         3.5           1   4.597e+05
       3.501           3           4         3.5           1   4.597e+05
       3.403           3           4         3.5           1   4.597e+05
       3.591           3           4         3.5           1   4.597e+05
       3.663           3           4         3.5           1   4.597e+05
        3.39           3           4         3.5           1   4.597e+05
       3.712           3           4         3.5           1   4.597e+05
        3.12           3           4         3.5           1   4.597e+05
       3.403           3           4         3.5           1   4.597e+05
       3.796           3           4         3.5           1   4.597e+05
        3.13           3           4         3.5           1   4.597e+05
       3.213           3           4         3.5           1   4.597e+05
       3.262           3           4         3.5           1   4.597e+05
       3.601           3           4         3.5           1   4.597e+05
       3.213           3           4         3.5           1   4.597e+05
        3.53           3           4         3.5           1   4.597e+05
