#      id           ra           de         z        ez      z_sp        z_op          fK         dfK        fch1       dfch1        fch2       dfch2        fch3       dfch3        fch4       dfch4         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500        f850       df850       f1160      df1160       f20cm      df20cm         SNR       Mstar         SFR        eSFR        sSFR    goodArea    Type_AGN    Type_SED    Type_FIR
#
12195      189.3951721   62.2099266     1.281     0.097        -1       1.4     0.007516   0.0007516     0.01247       4e-05     0.01108     7.4e-05    0.007362    0.000405    0.006195    0.000531     0.02522    0.004612     0.03629    0.007441      0.6352      0.3035     0.09837        1.01         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001496    0.002575       2.096   1.419e+10       8.082       3.856      0.5696           1           0           0           0
12199      189.0967712   62.2098160     4.338        -1     4.338         4    0.0002938   2.938e-05    0.000621     3.6e-05     0.00031       6e-05    0.000599    0.000409    0.000349    0.000476     0.02923    0.003028     0.01614    0.006878      0.4181      0.3369       1.039      0.6764         -99       1e+10   2.905e-07       2.137         -99       1e+10   2.068e-10       1.084    2.13e-10      0.7856  -0.0002726    0.002505       1.975   1.288e+09       186.3       94.33       144.6           1           0           1           0
12200      189.1056061   62.2098007     0.533        -1     0.533       0.5      0.01343    0.001343     0.01138     3.9e-05    0.009277     6.1e-05    0.006201    0.000404     0.01122    0.000468     0.03381    0.003413     0.02384    0.006381      0.4946      0.3442       1.817       0.742         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10   0.0005804     0.00248        2.84   3.162e+09      0.8723      0.3235      0.2759           1           0           0           0
12206      189.4181976   62.2097549     0.975        -1     0.975      0.98      0.04487    0.004487     0.05495     5.4e-05     0.04921     9.1e-05     0.04619    0.000468     0.06851    0.000608      0.4752     0.01712      0.2053     0.01246       4.771      0.6717        12.6       1.975        12.2       3.875       10.35       8.665         -99       1e+10         -99       1e+10         -99       1e+10      0.0293      0.0078       10.12   4.487e+10       42.11        4.16      0.9385           1           0          -1           1
12241      188.9049988   62.2088013      1.61     0.235        -1      1.61      0.02188    0.002188      0.0328     5.8e-05     0.03654     8.8e-05     0.02935    0.000613     0.01797    0.000667     0.01563    0.004774         -99       1e+10      0.3877      0.6096    -0.07274      0.8289         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -8.966e-05     0.00281       0.636   1.208e+11       7.997       12.57     0.06622           0           0           0           0
12244      189.0263977   62.2091064     2.487        -1     2.487       2.6     0.005297   0.0005297     0.01485     4.2e-05     0.01859     6.7e-05     0.02292    0.000434     0.02066    0.000517      0.1061    0.005577     0.01017    0.006737       1.754      0.5126       3.092       2.116       4.258       1.227       4.751       1.753         -99       1e+10       2.081       1.178         -99       1e+10      0.0143      0.0027        6.03   8.953e+10       136.5       40.95       1.525           1           0          -1           1
12250      189.1650543   62.2084160     3.479        -1     3.479      3.54     0.002559   0.0002559    0.005402     3.6e-05    0.007116       6e-05     0.01032    0.000385     0.01994     0.00045     0.06755    0.004304     0.03818    0.005994      0.5946      0.3317     0.07896      0.7524         -99       1e+10         -99       1e+10         -99       1e+10   2.068e-10      0.8974    2.13e-10      0.6927     0.00409    0.002443       1.796   5.128e+08       159.9       89.03       311.8           1           0           1           0
12256      189.2896271   62.2091980     0.041      0.04        -1      0.01        3.404      0.3404       3.331    0.000271       2.054     0.00022       1.415    0.000496      0.8267    0.000397     0.08521    0.005321      0.1808     0.00724   1.687e-05      0.3712   1.642e-05      0.9566         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0002729    0.002437           0       467.7    0.008885    0.008885     1.9e+04           1           0           0           0
12257      189.4152374   62.2091370     1.792    0.1075        -1      1.66      0.01445    0.001445     0.01507     4.5e-05     0.01517     8.5e-05     0.01486     0.00046     0.01629    0.000598      0.1448    0.006247     0.03028      0.0154       1.317      0.5152       5.234       1.681       8.304       3.579       10.67       7.952         -99       1e+10   2.068e-10       1.112         -99       1e+10     0.00867    0.002655       4.838   2.198e+10        48.3       12.12       2.198           1           0          -1           0
12259      188.8937378   62.2087059      2.34     0.301        -1      2.34     0.003133   0.0003133    0.001613     6.2e-05     0.00101      0.0001    0.000604    0.000736    0.000931    0.000797     0.03503     0.00701         -99       1e+10      0.2631      0.7348   1.745e-05       1.097         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003319    0.002825       0.358    7.62e+09       36.22       101.2       4.753           0           0           0           0
12262      188.9730225   62.2089081    0.8418        -1    0.8418      0.91      0.03076    0.003076     0.02728     4.5e-05      0.0187     6.6e-05     0.01799    0.000437     0.01193    0.000516      0.1329    0.005377      0.1241    0.008055       1.662       0.361       3.889      0.8008       2.324       1.315         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003958    0.002653       6.922   1.629e+10       8.833       1.766      0.5422           1           0          -1           1
12265      189.0885468   62.2090340      2.21     0.289        -1      2.21     0.003499   0.0003499    0.007129     3.9e-05    0.008122     6.3e-05     0.01029    0.000418    0.008851    0.000495      0.1039    0.006077     0.00642    0.007462      0.8464      0.4277       2.958       1.331       10.47       3.985       4.682       1.734         -99       1e+10      0.4601       1.451         -99       1e+10    0.006181    0.002525       4.812   2.523e+10       68.56       28.34       2.717           1           0           0           0
12267      189.1991882   62.2091370      0.96        -1      0.96      0.94     0.005754   0.0005754    0.007539     3.3e-05    0.005212     5.3e-05    0.003952    0.000337    0.003234      0.0004     0.02269    0.003755     0.01858     0.00481      0.4621      0.3708         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.006391    0.002495       1.246   5.754e+09       2.488       1.997      0.4324           1           0          -1           0
12275      189.0025635   62.2087173    0.4576        -1    0.4576      0.51      0.01528    0.001528     0.01167     4.2e-05     0.01007     6.5e-05    0.007461    0.000437     0.01445    0.000516     0.03775    0.002525     0.04585    0.006155      0.9528      0.3521   1.745e-05       1.021         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.00759    0.002616       2.706   4.168e+09      0.9658      0.3569      0.2317           1           0          -1           0
12276      189.0707092   62.2089386     1.461     0.165        -1      1.45     0.002831   0.0002831    0.003648     3.9e-05    0.003399     6.2e-05    0.005386    0.000428    0.004856    0.000504     0.03465    0.004306     0.00671    0.007692        0.83      0.3516      0.7393      0.9538         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.01072    0.002522       2.485   2.897e+10       15.45       10.52      0.5333           1           0          -1           0
12282      189.1542511   62.2085648     1.156    0.1902        -1      1.16     0.006607   0.0006607     0.01174     3.9e-05     0.01104       6e-05     0.01313     0.00039     0.03627    0.000448      0.2265    0.009263      0.1506    0.005593       1.496      0.4868   1.642e-05       1.453         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.00487    0.002499       3.073   1.914e+10       15.95       6.026      0.8333           1           0           0           0
12301      189.4201965   62.2086716     0.114        -1     0.114      0.04       0.2249     0.02249      0.1171     6.6e-05     0.08443     9.8e-05     0.08663    0.000491       0.606    0.000652      0.6078     0.02139      0.4788     0.01603       16.16        0.58       16.45       3.517       12.63       3.072       6.025       9.043         -99       1e+10         -99       1e+10         -99       1e+10      0.0504      0.0072       28.56   1.318e+08      0.7558     0.04463       5.734           1           0           1           1
12313      189.4719238   62.2083206      1.33      0.21        -1      1.33      0.01096    0.001096     0.01498     9.3e-05         -99       1e+10     0.01187    0.001039     0.01518     0.00207     0.07797    0.007867         -99       1e+10       2.052      0.7428       1.168   1.402e+06       5.082       2.026         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.00463    0.002721       3.732   1.706e+10       22.77       14.51       1.335           0           0           0           0
12317      188.8746796   62.2080803     1.786     0.059        -1      1.61      0.00673    0.000673     0.01057    0.000121     0.01143    0.000186     0.01967    0.001699    0.009061    0.001407         -99       1e+10         -99       1e+10       3.179        1.23       1.893       2.061   3.209e-07        5.84       3.115       8.436         -99       1e+10   5.194e-42       1e+10       1.143       1.936     0.01191    0.002807        2.83    1.87e+10       69.95       24.72        3.74           0           0          -1           0
12349      189.0266418   62.2080383     2.081        -1     2.081      2.03     0.005058   0.0005058    0.008679     4.1e-05    0.009207     6.5e-05    0.009796    0.000432    0.007848    0.000516     0.05384     0.00614     0.01163    0.007728   1.792e-05      0.9919       3.276       4.701         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003034    0.002574       0.697    2.41e+10       25.45       36.51       1.056           1           0           0           0
12350      189.0268097   62.2072525     1.241        -1     1.241       1.2     0.005297   0.0005297    0.009126     4.1e-05    0.007886     6.5e-05    0.005417    0.000433     0.00537    0.000514     0.02808    0.005148     0.03493     0.00696      0.5275       0.811   1.745e-05       4.137         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001801    0.002542        0.65   7.111e+09       7.412        11.4       1.042           1           0          -1           0
12365      188.9929657   62.2077713    0.8865        -1    0.8865      0.94      0.02291    0.002291     0.02581     4.7e-05     0.01781     6.6e-05     0.01605    0.000436     0.01188    0.000515      0.1178    0.005327      0.0845    0.006281      0.3846       0.352       2.431       0.771       1.241       1.197         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001468    0.002581       3.495    1.52e+10        5.42       1.551      0.3565           1           0          -1           0
12368      189.1513977   62.2078590    0.4842        -1    0.4842      0.42      0.02911    0.002911     0.01932     4.1e-05     0.01562     6.1e-05     0.01226    0.000391     0.01733     0.00045     0.05725    0.005485     0.03267    0.005659      0.1777      0.4388        4.55       1.206      0.7687       2.168         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.004743    0.002507       3.812   4.466e+09       1.023      0.3953       0.229           1           0           0           0
12377      189.4888306   62.2079887     0.041      0.04        -1      0.09     0.008166   0.0008166         -99       1e+10         -99       1e+10         -99       1e+10     0.03283    0.003693      0.2126     0.01437         -99       1e+10       2.904   3.508e+05       22.88   2.544e+06         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10   -0.000332    0.002784           0   1.452e+07     0.01829     0.01829        1.26           0           0           0           0
12387      189.4091492   62.2076683     2.082        -1     2.082      2.03     0.004786   0.0004786    0.003132     4.1e-05     0.00305     8.2e-05    0.003458    0.000443    0.001665    0.000595     0.01213    0.005182    0.003458     0.01411     0.02556      0.4194         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001265    0.002569       0.061   4.466e+09       8.488       139.1         1.9           1           0          -1           0
12388      189.4126740   62.2076454     3.242    0.0535        -1      2.94     0.003565   0.0003565    0.003006     4.2e-05    0.003667     8.5e-05    0.003978    0.000462     0.00505    0.000614     0.01702    0.005681    0.001826     0.01567      0.9822      0.4787     0.01051       1.808       2.359       4.243      0.2461       8.926       1.467       14.78   2.068e-10       1.611    2.13e-10       1.497     0.01233    0.002559       2.128   3.404e+10       125.7       59.07       3.693           1           0          -1           0
12391      188.9001160   62.2074280    0.9791    0.0499        -1      1.12     0.000302    3.02e-05    0.000591     5.5e-05    0.000308     9.2e-05   -0.000447    0.000644   -0.000308    0.000724    0.007086    0.004657         -99       1e+10      0.3854      0.6302         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0003657    0.002802       0.612    1.18e+08       1.141       1.864       9.668           0           0           0           0
12392      188.9710846   62.2074165      2.44      0.31        -1      2.44     0.002188   0.0002188     0.00253     3.9e-05    0.002574     6.5e-05    0.002641    0.000434    0.002377    0.000517     0.01983    0.003455    0.008623    0.008296      0.4925      0.3807   1.745e-05       1.113         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001912    0.002621       1.294   7.277e+09       28.72       24.03       3.947           1           0           0           0
12396      189.0897980   62.2074547    0.3985        -1    0.3985       0.4      0.08091    0.008091     0.04829     4.9e-05     0.04467     6.9e-05     0.03335     0.00042     0.07687    0.000494      0.2239    0.007685      0.1877    0.009817       3.687      0.4321       4.592      0.8485        3.61       3.103         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.0145      0.0026       10.17   2.466e+10       2.466      0.2425         0.1           1           0          -1           1
12400      189.1860809   62.2076073     1.734        -1     1.734      1.73     0.004656   0.0004656    0.006696     3.5e-05    0.007276     5.6e-05    0.006497     0.00036    0.005056    0.000428     0.03865    0.004173    0.001536    0.005476      0.4951      0.3421       1.635      0.8331         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.00493    0.002451       2.439   1.101e+10       17.88       7.331       1.623           1           0          -1           0
12403      189.4279022   62.2074432    0.8544      0.14        -1      0.84      0.01225    0.001225      0.0139       5e-05    0.009949    0.000103    0.009417    0.000529    0.007146    0.000719     0.06338    0.003212     0.05127     0.01393         0.6      0.3844   1.642e-05       1.302         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.006028    0.002649       1.561   6.053e+09       4.619       2.959      0.7631           1           0           0           0
12419      189.4203339   62.2075577    0.8782      0.04        -1      1.02      0.01259    0.001259     0.01441     4.7e-05     0.01098     9.2e-05     0.01147    0.000493     0.06052    0.000653     0.05675    0.006474   1.903e-10     0.01227       1.616      0.9938      0.1227       4.139         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003726    0.002637       1.627   6.637e+09       5.505       4.034      0.8295           1           0           0           0
12420      188.8733826   62.2069397     3.418    0.1705        -1      3.21    0.0009638   9.638e-05    0.003087    0.000122    0.004958    0.000208     0.01417    0.001816     0.01323    0.001452         -99       1e+10         -99       1e+10   1.792e-05       1.274       3.664       1.618       15.57       5.313       17.87       7.287       17.31       3.257   5.194e-42       1e+10    2.13e-10       1.963      0.0318      0.0059       6.927   1.592e+12         757       109.3      0.4755           0           0          -1           1
12421      188.8786774   62.2071266    0.9037      0.02        -1      1.07    0.0005445   5.445e-05    0.000764      0.0001    0.000541     0.00017    0.004446    0.001382    0.000126    0.001265     0.04473    0.009668         -99       1e+10   1.792e-05      0.8272       1.145       1.205         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10   0.0004938    0.002862        0.95   2.965e+08       4.038       4.251       13.62           0           0           0           0
12423      188.9663239   62.2069626     1.485    0.0835        -1      1.64     0.009376   0.0009376     0.01407     4.2e-05     0.01651     6.7e-05     0.01439    0.000437     0.01178    0.000515     0.05842    0.004097     0.02525    0.005524       4.139      0.3864       5.967      0.8032       3.278       1.326         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.0267      0.0029       13.27   3.177e+10       54.61       7.622       1.719           1           0          -1           1
12428      189.2082062   62.2071762     1.204        -1     1.204      1.18     0.002729   0.0002729    0.006154     3.2e-05    0.005741     5.3e-05    0.004869    0.000333     0.00398    0.000397     0.03502     0.00488    0.004887    0.004514      0.9099       0.263       0.644      0.9952         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001492    0.002467       3.519   4.466e+09       10.53       2.992       2.358           1           0           0           0
12429      189.2169952   62.2072945     1.224        -1     1.224      1.25      0.01086    0.001086     0.01952     3.5e-05     0.01772     5.4e-05     0.01348    0.000325     0.01651    0.000382     0.03638    0.006166     0.02117    0.005484      0.2883      0.3793      0.3117       1.186         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.01162    0.002488       0.804   3.647e+10        6.34       7.886      0.1738           1           1          -1           0
12434      188.9173584   62.2067299    0.9538    0.1702        -1      0.96      0.01941    0.001941     0.02716       5e-05     0.01956     7.8e-05     0.01832    0.000512     0.01325    0.000612      0.1105     0.00654         -99       1e+10       1.826      0.3887        2.34       1.172       2.309        2.57         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.004397    0.002743       5.183   2.148e+10        11.2       6.387      0.5215           0           0           0           1
12450      189.3407288   62.2070274    0.4797        -1    0.4797      0.44      0.02466    0.002466     0.01773     3.4e-05     0.01522     5.3e-05     0.01239    0.000315     0.02287    0.000373     0.06948    0.002785       0.087    0.007751       1.403      0.2905       1.142        1.05         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.008502    0.002484       4.949   5.011e+09       1.982      0.4005      0.3955           1           0          -1           0
12451      189.3670502   62.2071075     2.055    0.1165        -1      2.23     0.001459   0.0001459    0.001184     3.1e-05    0.001311     5.7e-05    0.001046    0.000339    0.001937    0.000419     0.02221    0.005521    0.007893    0.006686      0.1254       0.336   1.745e-05      0.7742         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.005094    0.002579       0.373   3.467e+09       12.59       33.75       3.631           1           0           0           0
12457      188.9238586   62.2065544      1.49     0.224        -1      1.49     0.003873   0.0003873    0.007296     4.7e-05    0.008734     7.3e-05    0.008103    0.000485     0.00572    0.000575      0.0654    0.007069     0.06449     0.01252      0.4013      0.4245       2.149       1.112        1.98       2.119         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003721    0.002781       2.346   2.004e+10       21.38       12.69       1.067           0           0           0           0
12465      189.1457214   62.2067223    0.5625        -1    0.5625      0.66       0.2489     0.02489      0.1777     7.1e-05      0.1276     7.9e-05      0.1214     0.00041     0.08898    0.000457      0.3396     0.01019      0.3111      0.0105       7.337      0.3862       21.57       1.019       15.82       1.834       8.913        2.99         -99       1e+10         -99       1e+10         -99       1e+10      0.0381      0.0056       29.87    2.41e+11       16.97      0.5681     0.07043           1           0          -1           1
12478      189.0543365   62.2066612     2.646    0.2235        -1      2.55     0.002014   0.0002014    0.005468       4e-05    0.007207     6.4e-05    0.009811     0.00043    0.009734    0.000508     0.05668    0.003761   1.903e-10    0.007321      0.8447      0.3293   1.745e-05       1.229        3.16       3.162         -99       1e+10         -99       1e+10      0.8506      0.9747    2.13e-10      0.7852    0.004984    0.002538       2.888   6.791e+10          71       40.56       1.045           1           0           0           0
12485      189.3100128   62.2058716     1.084        -1     1.084      1.06         0.01       0.001     0.01475     3.2e-05     0.01163     4.9e-05     0.00848    0.000304    0.007857     0.00035     0.06903    0.003647     0.06071    0.005816      0.6806      0.3438       1.824      0.7491       2.908       2.987         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.007635    0.002474       3.285   1.076e+10       10.01       3.047        0.93           1           0          -1           0
12492      189.4003754   62.2066727      2.46     0.311        -1      2.46      0.00673    0.000673    0.008669     4.1e-05     0.01101     7.9e-05     0.01345    0.000424     0.01458    0.000573     0.04882    0.003998     0.01595     0.00842      0.1598      0.3658      0.6469      0.8201         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10   0.0009233    0.002553       0.902   8.749e+10       35.19       39.01      0.4022           1           0           0           0
12493      189.4146271   62.2067146     3.591    0.2815        -1      3.47     0.003133   0.0003133    0.002618     4.3e-05    0.003277     8.8e-05    0.003295     0.00048    0.005597    0.000633     0.01754    0.004769   1.903e-10    0.008428   1.792e-05       0.528      0.6517       1.575      0.9725       4.664       4.315       9.016       6.062       15.14        2.08       1.221       1.341       1.633    0.008342    0.002635       2.045   1.005e+11       216.2       105.7       2.152           1           0           0           0
12496      188.9295502   62.2062225    0.7525      0.14        -1      0.75      0.01169    0.001169     0.01335     4.7e-05    0.008816       7e-05    0.008035    0.000471    0.005081    0.000555     0.03512    0.005034     0.01001     0.01054      0.2977      0.3724   1.745e-05      0.8123         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001082    0.002802       0.799   9.816e+09       1.873       2.344      0.1908           0           0           0           0
12500      189.0567780   62.2058716     2.441        -1     2.441      0.19     0.003499   0.0003499    0.006109     3.9e-05    0.006136     6.2e-05    0.007563    0.000424    0.005766    0.000498     0.02424    0.006471       0.019    0.007011      0.6896      0.3675       3.026      0.8536       5.329       2.511         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.004129     0.00255       4.538   9.593e+09       88.08       19.41       9.182           1           0           0           0
12508      189.4235992   62.2065697     3.168    0.3345        -1      3.13     0.002965   0.0002965    0.006062     4.7e-05    0.007872     9.7e-05     0.01123    0.000519      0.0167    0.000693       0.112    0.006867     0.02295     0.01317       2.495      0.6016       10.77       1.874       8.484       3.093       8.409         8.7       14.46       10.11       3.533       1.709    2.13e-10       1.612      0.0183       0.003       8.061   5.395e+10       531.8       116.4       9.858           1           0           1           1
12509      189.4483948   62.2065392     2.333    0.1435        -1      2.19     0.004285   0.0004285    0.005678       6e-05    0.007276    0.000184    0.008782    0.000673    0.007085    0.001163      0.1147    0.008398         -99       1e+10       1.178   9.388e+04   1.642e-05   1.263e+06         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001352    0.002675           0   4.092e+10       39.06       39.06      0.9545           0           0           0           0
12520      189.3336182   62.2063484     2.458        -1     2.458      2.43     0.006668   0.0006668     0.01077     3.1e-05       0.013     5.1e-05     0.01722    0.000313     0.01806    0.000363      0.1222    0.005701     0.02707    0.008028   1.687e-05      0.6682      0.7519        1.52       6.446       5.365         -99       1e+10         -99       1e+10   2.068e-10       1.862         -99       1e+10    0.004806     0.00252       1.299   6.053e+10       60.38       46.48      0.9976           1           0           0           0
12523      188.9383240   62.2060585    0.4734        -1    0.4734      0.41      0.02582    0.002582      0.0161     4.4e-05     0.01311     6.9e-05     0.01038    0.000456     0.01459    0.000541     0.04855    0.004557     0.02965    0.008665      0.5391       0.344       1.526      0.7185         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003362    0.002709        2.64   8.953e+09      0.9453      0.3581      0.1056           0           0          -1           0
12524      188.9837189   62.2054367    0.9585        -1    0.9585      1.03      0.04093    0.004093     0.06921     5.5e-05     0.05398     7.2e-05     0.05152    0.000439     0.08644    0.000519       0.415     0.01205      0.2682    0.007771        3.08      0.3609       3.976      0.8311       5.201       1.027        2.89       2.081         -99       1e+10         -99       1e+10         -99       1e+10    0.009019    0.002601        11.1   1.028e+11       16.64       2.697      0.1619           1           0          -1           1
12526      189.0499878   62.2061348     2.434        -1     2.434      2.34     0.003698   0.0003698    0.006111       4e-05     0.00735     6.4e-05      0.0106    0.000432    0.007643    0.000514     0.08159    0.003904     0.01125    0.007977      0.5206      0.3577       2.765       1.128       3.767       2.029         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.006248    0.002518       3.402   3.034e+10       60.46        22.1       1.993           1           0           0           0
12532      189.4416046   62.2060661    0.8387        -1    0.8387      0.84      0.02399    0.002399     0.02716     6.2e-05     0.01975    0.000149     0.02043    0.000631     0.01691    0.001011      0.2047    0.007084         -99       1e+10       3.724   8.777e+04       2.046       1.329       7.767       1.864       11.54       4.408         -99       1e+10         -99       1e+10         -99       1e+10      0.0188       0.003       5.157   2.704e+10       15.14       2.936        0.56           0           0          -1           1
12552      189.0279999   62.2058105    0.7471        -1    0.7471      0.67      0.01213    0.001213     0.01544     4.3e-05    0.009772     6.5e-05    0.008344    0.000433    0.006799    0.000511     0.01594    0.003126    0.001594    0.005267   1.792e-05      0.4353   1.745e-05       1.445         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003814    0.002486           0   1.265e+10       1.643       1.643      0.1299           1           0           0           0
12556      189.2044525   62.2058907     0.954        -1     0.954      0.94     0.009036   0.0009036     0.01145     3.4e-05    0.008334     5.5e-05    0.008065    0.000342    0.005734    0.000407     0.06919    0.006661     0.05075    0.004898      0.9569      0.3479      0.9715      0.9498         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10   0.0003452    0.002542       2.935   5.248e+09       4.664       1.642      0.8888           1           0           0           0
12560      189.4215088   62.2058182     3.192     0.343        -1      3.23    0.0009727   9.727e-05    0.006749     4.7e-05      0.0104     9.8e-05     0.01457     0.00052     0.02356    0.000699      0.1302    0.006571    0.003013     0.01301       3.187      0.5073       8.055       3.556       15.39       3.309       17.87       8.742       11.82       11.25       5.312       1.936       3.116       1.833      0.0288      0.0031       9.051   1.387e+11       838.2       265.7       6.045           0           0           0           1
12572      189.2155304   62.2056694       0.3        -1       0.3      0.31      0.02858    0.002858     0.02108     3.6e-05     0.02119     5.5e-05     0.01778     0.00033     0.04863    0.000391      0.1285    0.006319     0.09021     0.00588        2.45      0.4086       5.087      0.9507       7.097       1.459        6.44       1.805       8.982       1.684         -99       1e+10       3.231      0.8093       0.056      0.0045       12.06   1.862e+09       1.138     0.09439      0.6112           1           1          -1           1
12580      189.3289490   62.2048378     2.574     0.045        -1      2.32     0.000929    9.29e-05    0.002998     2.8e-05    0.004363     4.9e-05    0.007066    0.000309    0.008673    0.000357     0.04061    0.004837     0.00147     0.00843       0.231      0.4674       1.632       0.856       7.385       3.671       2.867       5.042         -99       1e+10        3.38       1.565       1.129      0.9246      0.0146      0.0026       3.795   6.637e+09       143.9       37.92       21.68           1           0           1           0
12581      189.3317413   62.2058220     3.026     0.247        -1      2.92     0.005248   0.0005248     0.01183     3.2e-05     0.01563     5.1e-05     0.02039    0.000312     0.02285     0.00036     0.05751    0.005959     0.01691     0.01003       1.345       0.618       1.999       1.744        5.46       6.157       12.97       5.381       10.28        1.84       2.187       1.549       1.154      0.9716     0.01114    0.002564       6.876   1.629e+11       476.9       89.35       2.927           1           0          -1           1
12582      188.9195709   62.2052689     1.875    0.0235        -1      1.66     0.005346   0.0005346     0.01283     4.7e-05     0.01665     7.6e-05     0.01842    0.000499     0.01761    0.000602      0.1433    0.006798         -99       1e+10       2.467      0.5282       3.494       2.291       15.64       3.002       16.73       3.865       10.35       1.995       2.868       1.852      0.4675        1.02      0.0627      0.0047       9.976   3.564e+10       171.3       17.17       4.806           0           0           1           1
12586      189.0473785   62.2055740     1.385     0.165        -1      1.44    0.0001107   1.107e-05    0.000195     3.9e-05    0.000235     6.2e-05   -0.000277     0.00043     0.00085     0.00051   0.0001954    0.005424     0.01429    0.006021   1.792e-05      0.4279   1.745e-05      0.9626         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.008061    0.002575           0   1.698e+08       8.218       8.218        48.4           1           0           0           0
12600      188.9323730   62.2052383     2.192    0.2065        -1      2.28     0.002858   0.0002858    0.004329     4.2e-05    0.004422     6.9e-05    0.005098    0.000465    0.002184    0.000554     0.02661    0.005902    0.005041    0.008566      0.1159      0.3928         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003584    0.002778       0.295    1.18e+10       18.86       63.93       1.598           0           0           0           0
12610      189.4359741   62.2052231      0.23        -1      0.23      0.19      0.03467    0.003467     0.03402       6e-05     0.04164    0.000138     0.05017    0.000615     0.08036    0.000942      0.4383     0.01169         -99       1e+10       8.299   8.238e+04       19.92       1.157       27.05       1.893       16.85       4.748       18.17       2.453         -99       1e+10       2.314      0.5698      0.0537      0.0054       24.18    5.52e+08       6.278      0.2596       11.37           0           0           1           1
12611      189.4750366   62.2052841     1.275      0.08        -1      1.17      0.01318    0.001318     0.01915    0.000175         -99       1e+10         -99       1e+10     0.01223    0.002564     0.04487     0.01047         -99       1e+10      0.7895   1.474e+05       1.777   1.533e+06       5.467       2.269         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       0.027      0.0066       2.409   3.326e+10       17.55       7.285      0.5276           0           0          -1           0
12613      188.9224548   62.2048416    0.4586        -1    0.4586      0.46       0.1445     0.01445     0.09119     6.5e-05     0.08218     8.5e-05     0.06913    0.000498      0.1271    0.000597      0.3952     0.01348         -99       1e+10       8.951      0.4342       17.65       1.828       12.46       2.805        4.26       4.132         -99       1e+10         -99       1e+10         -99       1e+10      0.0623      0.0073       23.21   4.698e+10       9.941      0.8829      0.2116           0           0          -1           1
