#      id           ra           de         z        ez      z_sp        z_op          fK         dfK        fch1       dfch1        fch2       dfch2        fch3       dfch3        fch4       dfch4         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500        f850       df850       f1160      df1160       f20cm      df20cm         SNR       Mstar         SFR        eSFR        sSFR    goodArea    Type_AGN    Type_SED    Type_FIR
#
4656       189.0845795   62.2915268     0.848        -1     0.848      0.86      0.02249    0.002249      0.0282     4.5e-05     0.01953     6.7e-05     0.02023    0.000433     0.01705    0.000486      0.2342     0.00982      0.1633    0.005767       6.894      0.3873       8.562      0.9683       7.314       1.052       2.821        2.77         -99       1e+10         -99       1e+10         -99       1e+10      0.0194      0.0028       21.08    1.52e+10       23.47       3.625       1.544           0           0           0           1
4663       189.2769470   62.2914085    0.2995        -1    0.2995       0.3        0.182      0.0182     0.07955     5.5e-05     0.07345     7.5e-05      0.0519     0.00041       0.136     0.00046      0.2981     0.00949      0.2661     0.00972       6.377      0.3348       12.15      0.8012        8.49       1.293        4.35       1.431         -99       1e+10         -99       1e+10         -99       1e+10      0.0283      0.0075        25.4   2.249e+10        2.58      0.1016      0.1147           1           0          -1           1
4676       189.1736908   62.2914696    0.4862        -1    0.4862      0.45      0.01213    0.001213      0.0083     3.1e-05    0.006546     4.9e-05    0.004661    0.000312     0.00716    0.000355     0.02741    0.003788     0.01345    0.008127      0.4454      0.3293       1.494      0.9031         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0002891    0.002531       2.136    1.82e+09      0.6885      0.3223      0.3784           1           0           0           0
4681       189.2866669   62.2914429      2.37     0.303        -1      2.37    0.0008872   8.872e-05    0.000913     3.6e-05    0.000951     6.4e-05    0.001143    0.000396    0.000857    0.000452     0.01146    0.003322    0.002326    0.004913      0.6357      0.3359      0.0161      0.7439         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0003061    0.002525       1.893    3.09e+09       15.11       10.76        4.89           1           0           0           0
4694       189.1975555   62.2912941     2.237        -1     2.237      2.38     0.005058   0.0005058    0.005869     3.2e-05     0.00606       5e-05    0.006522    0.000328    0.005672     0.00037     0.04582    0.004123    0.003817     0.01005      0.7796      0.3316       1.419      0.7499         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003494    0.002531       3.018   1.706e+10       25.34       15.18       1.485           1           0           0           0
4701       189.5129395   62.2908669    0.5078        -1    0.5078      0.46     0.006982   0.0006982    0.004256     4.5e-05     0.00309     7.7e-05    0.002023    0.000523    0.002005    0.000556     0.01439    0.004029   1.903e-10     0.01188      0.6635      0.3617         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10   0.0007339    0.003014       1.834   1.738e+09      0.6519      0.3555      0.3752           1           0           0           0
4703       189.0660248   62.2911301     1.112    0.1501        -1      1.09     0.005105   0.0005105    0.007767     5.6e-05    0.008014     8.7e-05    0.006155    0.000575    0.004838    0.000647     0.03075    0.005378     0.00465     0.01117     0.01031      0.5448       2.396       1.086         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.006362    0.002662       2.206   2.754e+09       11.27       5.527       4.092           0           0           0           0
4707       189.3300476   62.2911148       1.2        -1       1.2      1.13     0.004529   0.0004529    0.006976     3.7e-05    0.006094     6.6e-05    0.005113    0.000399     0.00486    0.000463     0.03227    0.003596     0.02805    0.004929      0.8169      0.3469       1.504      0.6546       1.248       1.118         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.002693    0.002576       3.474   3.715e+09       6.533       1.881       1.759           1           0          -1           0
4722       189.3000641   62.2908401    0.6807        -1    0.6807      0.65      0.01644    0.001644      0.0147     3.9e-05     0.01029     6.6e-05     0.01039     0.00039     0.00798    0.000457     0.05675     0.00321     0.04936    0.005214       1.413      0.3272       2.601        0.86       2.932       1.074         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.01031    0.002541       5.936   4.365e+09        4.27      0.7193      0.9783           1           0          -1           1
4738       189.2708893   62.2907867      0.93        -1      0.93      2.24     0.003532   0.0003532    0.005787     3.7e-05    0.006538     6.6e-05     0.00777    0.000402    0.006524    0.000464     0.07474    0.004822     0.01042    0.005311       1.288      0.3209       3.437      0.8949       5.883       2.863         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003283    0.002589       5.922   1.592e+10       9.672       1.633      0.6075           1           0          -1           1
4744       189.2670898   62.2907143      2.31     0.298        -1      2.31     0.003105   0.0003105    0.005833     3.7e-05    0.005456     6.6e-05    0.004908    0.000405    0.004174    0.000464     0.01865    0.003664   1.903e-10    0.008796   1.792e-05      0.3654   1.745e-05       1.138    0.004682       3.058         -99       1e+10         -99       1e+10   2.068e-10       1.482         -99       1e+10    0.008737    0.002585       0.002   1.127e+10       51.63   2.582e+04       4.581           1           0           0           0
4751       189.4836426   62.2902908    0.6817        -1    0.6817      0.67      0.03981    0.003981     0.04063     4.8e-05     0.02506     7.6e-05     0.02153    0.000444      0.0125    0.000496     0.02968    0.002641    0.004705     0.01051       1.216      0.3411       2.514      0.8383       0.947       2.135         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0001163    0.002877        4.68   4.808e+10       1.948      0.4162     0.04052           1           0          -1           0
4759       189.3597260   62.2905045    0.2714        -1    0.2714      0.25     0.009638   0.0009638    0.005461     3.8e-05    0.004241     6.5e-05    0.002864    0.000393    0.005194    0.000455     0.01727    0.004416   1.903e-10    0.008959      0.1106      0.5971         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.008098     0.00262       0.185   3.388e+08     0.06691      0.3617      0.1975           1           0           0           0
4760       189.3614197   62.2901726     2.149     0.046        -1      2.41     0.002704   0.0002704    0.003209     3.7e-05    0.003381     6.5e-05    0.003939    0.000396    0.004431    0.000458     0.05862    0.004787    0.001731     0.01015      0.7958       0.464      0.2318      0.8284         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0003135    0.002612       1.738   1.028e+10       17.77       10.22       1.729           1           0           0           0
4762       189.5202179   62.2900963     2.538    0.2445        -1      2.62    0.0008395   8.395e-05    0.003738     4.7e-05    0.005113       8e-05    0.006554    0.000551    0.007526    0.000573     0.08393    0.005243         -99       1e+10      0.3175      0.3443       2.834      0.9467       1.212       2.194        2.42       3.055     -0.2229       3.478   5.194e-42       1e+10       1.266      0.7782     0.01572    0.003279       3.659   3.251e+10       126.5       44.28       3.892           1           0           0           0
4774       189.3771515   62.2902565     2.198        -1     2.198      2.11     0.007112   0.0007112     0.01606       4e-05     0.01916     7.6e-05     0.02146    0.000411     0.01685    0.000464      0.1497    0.005802     0.04391    0.008651       1.642      0.3533       4.512        0.71       6.126       1.139       3.751        2.36         -99       1e+10   2.068e-10       1.239         -99       1e+10    0.007985    0.002621       9.666   9.816e+10       126.5       16.64       1.289           1           0          -1           1
4777       189.4528503   62.2900200    0.4381        -1    0.4381      0.41      0.05152    0.005152     0.03789     4.9e-05     0.03181     7.2e-05     0.02538     0.00043     0.04567    0.000489      0.1179    0.005291      0.1218    0.007429       2.395      0.3463       3.838      0.7842       2.406       1.228         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.009206    0.004416       8.697   1.486e+10       2.164      0.2984      0.1456           1           0          -1           1
4779       189.4750519   62.2900047     2.169    0.2545        -1      2.14     0.002831   0.0002831    0.006584     4.2e-05    0.008125     6.9e-05      0.0101    0.000434      0.0102    0.000491      0.1444    0.005509    0.001864     0.01122       1.395      0.4261       2.267       1.159       1.468       2.812         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003785    0.002858        3.85    5.78e+10       51.01       17.42      0.8825           1           0           0           0
4787       189.2235260   62.2900429     2.186        -1     2.186      2.18     0.006368   0.0006368    0.007882     3.5e-05    0.008391     5.5e-05    0.007551    0.000359    0.006808    0.000403     0.07782    0.002637     0.01274    0.006645      0.8545      0.3186       1.016      0.6653         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.002958    0.002591       3.086   2.767e+10       28.19       12.46       1.019           1           0           0           0
4789       189.3465729   62.2900505     2.225        -1     2.225      2.24     0.006607   0.0006607    0.007798     3.8e-05    0.008236     6.6e-05    0.008301    0.000399    0.007076     0.00046     0.05975    0.003254   1.903e-10    0.005818       1.245      0.4127       2.591       1.206         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.008794    0.002683       3.703   2.004e+10       43.15       11.65       2.153           1           0          -1           0
4793       189.0671997   62.2899208    0.4177      0.08        -1      0.47     0.005495   0.0005495     0.00305     5.1e-05    0.002622     8.1e-05    0.002635    0.000546    0.003838    0.000614     0.03142    0.005733      0.0199    0.009992      0.9132      0.4745   1.745e-05       1.312         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0002872    0.002639       1.924   3.801e+08       0.619      0.3876       1.628           0           0           0           0
4799       189.3938141   62.2898026    0.6407        -1    0.6407      0.87       0.1585     0.01585      0.1724     7.1e-05      0.1198     8.5e-05      0.1314    0.000427      0.1121    0.000478       0.733      0.0184      0.5157     0.01532       16.73       0.407        34.5      0.6282       35.22       1.304       22.42       1.426       7.615       1.643      0.9832       1.498       1.472       0.714      0.0988      0.0067       75.55   1.387e+11       50.18      0.6642      0.3619           1           0          -1           1
4804       189.5093384   62.2889252    0.2775        -1    0.2775      0.18      0.02704    0.002704     0.01384     4.7e-05     0.01214     7.6e-05    0.007588      0.0005     0.01956    0.000534     0.05383     0.00416      0.0337    0.009451       1.023       0.369       1.783       1.241         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.009621    0.002999       3.122   3.801e+08      0.3365      0.1078      0.8852           1           0          -1           0
4806       189.0265503   62.2897987     1.137    0.1898        -1      1.14     0.004966   0.0004966         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.07136    0.006551         -99       1e+10       2.265   5.413e+05       2.285       1.186       2.378        1.58         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.01152    0.002774       2.445   1.387e+10       19.71       11.15       1.421           0           0           0           0
4815       189.2621613   62.2898560       1.5        -1       1.5      1.31     0.004446   0.0004446    0.006587     3.9e-05    0.006547     6.5e-05    0.004697    0.000401    0.005564    0.000469     0.02565    0.003918     0.02539     0.01055   1.792e-05      0.4916   1.745e-05       1.384         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0002609    0.002609           0   1.324e+10       10.02       10.02      0.7567           1           0           0           0
4826       189.1757965   62.2895584      1.95     0.167        -1      1.86      0.01923    0.001923     0.03443     3.9e-05     0.04042     5.6e-05     0.03606    0.000315     0.02606    0.000356      0.1189    0.004163     0.02616     0.01031       1.269      0.3402       5.122      0.7651        13.4       1.577       13.71       3.334       2.409       1.738       1.685      0.9226       2.048      0.6888       0.024      0.0027       12.73   1.828e+11         147       33.97      0.8042           1           0          -1           1
4828       189.2407227   62.2896919    0.5291        -1    0.5291      1.07      0.01977    0.001977     0.01388     3.9e-05     0.01082     6.1e-05    0.008688    0.000384     0.00784    0.000438     0.03429    0.006221     0.01987    0.008429      0.4937      0.3662      0.4366      0.8913         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.002261    0.002561       1.434   5.272e+09       1.186      0.8271       0.225           1           0          -1           0
4832       189.5562897   62.2891655     0.061      0.06        -1      0.03      0.06026    0.006026     0.02768     9.6e-05     0.02596    0.000139     0.02242    0.001945     0.04508    0.000964      0.1362    0.006412         -99       1e+10       4.942      0.4435       3.221       1.091       5.641       2.219         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.01957    0.003089       11.81   5.495e+06      0.1287      0.1286       23.42           0           0           0           1
4839       189.4102936   62.2894096     1.414        -1     1.414      1.35     0.004571   0.0004571     0.00987     4.1e-05    0.008601     6.9e-05     0.00673    0.000415     0.00477    0.000478     0.02597    0.002928    0.005104    0.008084      0.4855       0.338       1.409      0.5923         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003565     0.00274       2.779   7.111e+09       12.51        5.24       1.759           1           0           0           0
4846       189.1036377   62.2891464     0.575        -1     0.575      0.64      0.02965    0.002965     0.02553     3.8e-05     0.01833     5.6e-05     0.01834    0.000347     0.01659    0.000393     0.09595    0.005154     0.06925     0.00821      0.9282      0.3508       3.668      0.9068       3.787       1.054   2.905e-07       2.767         -99       1e+10         -99       1e+10         -99       1e+10    0.004258    0.002596       6.023   1.828e+10       2.949      0.4896      0.1613           1           0          -1           1
4847       189.1425171   62.2891159     0.438        -1     0.438      0.43      0.01644    0.001644     0.01009     3.1e-05    0.008347     4.9e-05    0.005893    0.000309     0.00904    0.000353      0.0291    0.003431     0.01608    0.007244      0.2379      0.3296   1.745e-05      0.9163         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001662     0.00261       0.722   3.388e+09      0.4451      0.6165      0.1314           1           0           0           0
4849       189.2821960   62.2894821     3.039    0.2085        -1      3.21    0.0002421   2.421e-05    0.000504     3.5e-05    0.000151     6.3e-05    0.000135      0.0004    0.000809     0.00045     0.01782    0.002891   1.903e-10    0.004944   1.792e-05      0.3437        1.61      0.7627         -99       1e+10         -99       1e+10         -99       1e+10    0.002471       1.025    2.13e-10      0.7494    0.001669    0.002533       2.112   1.585e+09          49       32.38       30.92           1           0           0           0
4858       189.2285614   62.2891083     1.113    0.1201        -1      1.19      0.01148    0.001148     0.02149       4e-05     0.01945     5.8e-05     0.01281    0.000361     0.01178    0.000409     0.03698    0.003293     0.03208    0.007535      0.7482      0.4797       2.583      0.9163       2.344        2.32         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003352    0.002589       3.376   4.591e+10       7.317        3.24      0.1594           1           0           0           0
4860       189.4195404   62.2890053     1.239    0.1315        -1      1.25     0.006026   0.0006026     0.01081       4e-05     0.01065       7e-05      0.0076    0.000418    0.008344    0.000485     0.03949    0.003752     0.05392    0.007695   1.792e-05      0.3387       1.695      0.7428         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003973    0.002758       2.281   2.582e+10       10.44       4.577      0.4043           1           0           0           0
4865       189.4732513   62.2888260     0.851        -1     0.851      0.78      0.03281    0.003281     0.05152     5.2e-05     0.03556     7.3e-05      0.0315    0.000439     0.02297    0.000491      0.1881    0.008287      0.1289     0.01002       4.573      0.3935       8.784      0.8575       11.73       2.315       7.156       2.303       6.273        2.16         -99       1e+10    2.13e-10      0.7849     0.01535    0.002838       16.84   6.606e+06       21.27       1.263        3220           1           0           1           1
4868       189.1231384   62.2888718     2.259     0.055        -1      2.04     0.004699   0.0004699    0.006188       3e-05    0.007129       5e-05     0.00783    0.000318    0.005546    0.000362     0.05536     0.00401    0.007591    0.005299       1.307      0.3328       1.665      0.8103         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.008296    0.002646       4.431   2.831e+10       70.09       15.82       2.476           1           0           0           0
4874       189.3477478   62.2889404     2.218        -1     2.218      2.32      0.00912    0.000912    0.009585       4e-05      0.0102     6.6e-05      0.0112    0.000397    0.007936    0.000462     0.08125    0.004214    0.004519    0.007432      0.2857      0.5955        2.59       1.743         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.00957    0.002658       1.561   2.704e+10       55.63       35.64       2.058           1           0          -1           0
4887       189.2535248   62.2884750     1.889    0.2185        -1      1.85     0.001294   0.0001294    0.002668     3.7e-05    0.002624     6.3e-05    0.002648    0.000407    0.002818    0.000462     0.02908    0.005486     0.01314    0.006664      0.5782      0.3453      0.5615       0.979         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.002289     0.00259        1.77    1.18e+10        15.4       8.701       1.305           1           0           0           0
4888       189.2634125   62.2888336      1.37     0.213        -1      1.37      0.01393    0.001393     0.02527     4.4e-05     0.02604     6.9e-05     0.02037    0.000406     0.01645    0.000471     0.05974    0.003887     0.07448     0.00598       1.082      0.4051       4.457       1.109        6.22       1.416       4.303        1.43         -99       1e+10         -99       1e+10         -99       1e+10      0.0171      0.0027       7.187   7.111e+10       38.96       15.94      0.5479           1           0           0           1
4891       189.3187256   62.2887306    0.5206      0.01        -1      0.66        1.159      0.1159      0.6423    0.000123      0.4341    0.000117      0.2896    0.000426      0.1698    0.000456     0.02019    0.003559     0.04562    0.005403   1.792e-05       0.335         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0002861    0.002593           0    5.37e+08      0.1281      0.1281      0.2386           1           0           0           0
4901       189.3332062   62.2885704      1.97    0.0855        -1      2.17      0.00263    0.000263    0.002997     3.5e-05    0.003008     6.5e-05    0.002478    0.000389    0.001462    0.000453      0.0218    0.003299   1.903e-10    0.006576      0.8935      0.3319        1.25      0.7159         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.003252    0.002612       3.209   1.028e+10       12.95       4.036        1.26           1           0          -1           0
4905       189.4795990   62.2882996     1.306        -1     1.306      1.32        0.015      0.0015     0.02088     4.6e-05     0.01955     7.3e-05     0.01422    0.000435     0.01519    0.000493     0.08711    0.003899      0.1175    0.009536       2.495      0.3521       4.725      0.8749       5.824       1.925       5.353       2.186         -99       1e+10         -99       1e+10         -99       1e+10      0.0137    0.002776       9.722   2.897e+10       40.32       4.147       1.392           1           0          -1           1
4912       189.4428101   62.2883873    0.5705        -1    0.5705      0.53      0.01722    0.001722      0.0152     4.1e-05     0.01092       7e-05     0.01127    0.000425    0.008257    0.000487     0.03753     0.00414     0.03945    0.007589       1.525      0.3748       1.473       1.117         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.009008    0.004383       4.277    5.37e+09       1.582      0.3699      0.2946           1           0          -1           0
4916       189.2091064   62.2883568    0.5128        -1    0.5128      0.51      0.01294    0.001294    0.009693     3.4e-05    0.006834     5.2e-05    0.005659    0.000335    0.004451    0.000377     0.02237    0.002362    0.006114    0.005662     0.08538      0.3346         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.004191    0.002533       0.255   1.294e+09      0.5778       2.266      0.4465           1           0           0           0
4917       189.2308350   62.2883186    0.9414        -1    0.9414      0.84      0.01247    0.001247     0.02059       4e-05     0.01511     5.8e-05     0.01336    0.000364     0.01118    0.000412      0.1249    0.005018     0.08841    0.006313       2.108      0.4178       2.833      0.8839       6.543       2.218         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.007964    0.002577       6.664   1.076e+10       12.85       1.928       1.194           1           0          -1           1
4919       189.2732697   62.2882767      1.25        -1      1.25      1.21     0.004246   0.0004246    0.005749     3.7e-05    0.005726     6.6e-05    0.004035    0.000404    0.008436     0.00046     0.05803    0.004576      0.0224    0.008971      0.7946      0.3586   1.745e-05       1.473         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001639    0.002595       2.216    3.63e+09       10.21       4.607       2.812           1           0          -1           0
4924       189.5123138   62.2880669     1.535    0.0965        -1      1.68     0.002512   0.0002512    0.003123     4.4e-05    0.004048     7.6e-05    0.002221    0.000505    0.006177    0.000536     0.03587    0.006135     0.03544     0.01134       2.311      0.4346   1.745e-05       2.191       2.275       4.501         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001483    0.002991       5.342   4.265e+09       45.47       14.46       10.66           1           0           1           1
4937       189.0637512   62.2879028     0.542        -1     0.542      0.59       0.0673     0.00673     0.05094     6.2e-05     0.04341     8.7e-05      0.0375    0.000558     0.03454    0.000612      0.1149    0.005307      0.1142    0.008974       2.493      0.4153       7.543      0.9176       5.283       1.031        1.61       2.653         -99       1e+10         -99       1e+10         -99       1e+10    0.007874    0.002671       11.41   2.301e+10       5.479      0.4801      0.2381           0           0          -1           1
4945       189.5048981   62.2877388     1.847    0.1615        -1      1.76     0.003698   0.0003698    0.007072     4.3e-05    0.008702     7.3e-05     0.00893    0.000473    0.008203    0.000516      0.1128    0.005701     0.01579     0.01111      0.8078      0.3627       2.063      0.8124       4.593       1.417         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.009664    0.003039       4.681   2.466e+10       51.94       13.43       2.106           1           0          -1           0
4954       189.1867981   62.2877350     2.032        -1     2.032      2.09     0.007798   0.0007798     0.01236     3.2e-05     0.01402     5.1e-05     0.01554    0.000316      0.0112    0.000356      0.1771    0.006047     0.01447    0.007887      0.4259      0.3446       4.708      0.6703       3.065       2.055       4.547        3.88         -99       1e+10      0.5453       1.003      0.6386      0.8698    0.009304    0.002561       7.436   6.194e+10       116.4       15.65       1.879           1           0          -1           1
4955       189.2498169   62.2876854    0.3551        -1    0.3551       0.3       0.1629     0.01629     0.09078     5.7e-05     0.07734     7.5e-05     0.05678    0.000401     0.09005    0.000453      0.2388    0.006964      0.2254    0.007693       4.668      0.3881        9.07      0.8551       7.906       1.085       4.222        1.06     0.09554       1.808         -99       1e+10         -99       1e+10     0.01101    0.002556       18.06   2.897e+10       2.959      0.1638      0.1021           1           0          -1           1
4974       189.3796234   62.2874336     1.013        -1     1.013      0.97       0.0278     0.00278     0.03289     4.4e-05     0.02448       7e-05     0.01854    0.000412     0.01814    0.000472      0.2079    0.007079      0.1807    0.006986       2.567      0.3608       6.347      0.7613       4.313       1.965         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.01376    0.002628       11.18   2.523e+10       23.72       2.184      0.9401           1           0          -1           1
4986       189.0558929   62.2873230      1.42     0.218        -1      1.42      0.01905    0.001905      0.0278     6.6e-05     0.03304     9.8e-05     0.03023    0.000663     0.02094    0.000709     0.09092     0.00355     0.02889     0.01185       2.303      0.4487       5.182       0.996        2.09       1.774         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.01711     0.00262       7.403    6.95e+10       42.94       21.95      0.6179           0           0           0           1
4990       189.1330261   62.2873993     4.161     0.137        -1      4.07     0.001941   0.0001941    0.006621       3e-05     0.01101     4.9e-05     0.01713    0.000314     0.02539    0.000355     0.04805     0.00426    0.005544    0.006553       1.003      0.4155       1.132       1.456       5.672       1.393       14.56         2.1       12.57       2.327       5.937      0.9344       4.162      0.5881       0.022      0.0028       13.81   2.099e+10       687.5       49.78       32.76           1           0           1           1
4991       189.1334076   62.2863235    0.3948        -1    0.3948      0.38      0.01318    0.001318    0.007395       3e-05    0.006256     4.8e-05    0.005121    0.000309    0.008214    0.000353     0.02989    0.005314     0.02155    0.005771      0.7059      0.5334       2.185       1.552         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10  -0.0002699    0.002621       1.932   1.778e+09      0.4078      0.2111      0.2293           1           0           0           0
4993       189.2453308   62.2872734     3.127        -1     3.127      0.89      0.01294    0.001294     0.02185     4.1e-05     0.01621     6.3e-05     0.01332    0.000383     0.01168    0.000438     0.02279    0.002549   1.903e-10    0.008172   1.792e-05       0.357     0.08702      0.8882         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.002207    0.002545       0.098   1.265e+11       50.68       517.1      0.4008           1           0           0           0
4995       189.3477783   62.2874985     3.568    0.2175        -1      3.39     0.001738   0.0001738    0.004598     3.9e-05    0.006426     6.5e-05    0.008266     0.00039     0.01164    0.000457     0.04673    0.002438   1.903e-10    0.006425      0.6599      0.4062       1.598       1.529       5.568       1.692        5.45       2.062       6.118       3.121       2.841       1.405       1.173      0.6175      0.0262      0.0053       5.751   6.486e+10       418.1       102.2       6.447           1           0           0           1
4996       189.3574219   62.2873497     0.915        -1     0.915      0.88      0.01148    0.001148     0.01504     3.9e-05     0.01063     6.6e-05    0.009664    0.000396    0.009273    0.000457      0.1062    0.004885     0.08466    0.007579       1.972      0.4181       1.683       1.598         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.008094    0.002581       4.834   6.194e+09       10.28       2.127        1.66           1           0          -1           0
4997       189.3756256   62.2873383      2.42     0.308        -1      2.42     0.003698   0.0003698     0.00519     3.7e-05     0.00562     6.7e-05    0.006106    0.000407    0.005315    0.000467     0.06079    0.003952     0.01049    0.007617      0.5766      0.3359     0.07616      0.8331       6.137       2.779       5.701       4.239         -99       1e+10       1.272       1.048    2.13e-10      0.6473    0.007453     0.00262       3.334   1.828e+10        73.5       40.72       4.021           1           0           0           0
4999       189.0705566   62.2872200     1.588        -1     1.588       1.6     0.004246   0.0004246    0.006182     4.5e-05    0.006594     7.1e-05    0.006003    0.000485    0.004575    0.000538     0.04985    0.005854     0.01529    0.006319       1.197      0.3778      0.5522      0.8454         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.008102    0.002657       3.236   8.165e+09       26.42       8.164       3.236           0           0          -1           0
5000       189.0950470   62.2872467     1.768     0.084        -1      1.66     0.001355   0.0001355    0.001942     3.2e-05    0.002095     5.4e-05    0.000996    0.000357    0.000935    0.000404     0.02073    0.004402   1.903e-10      0.0069      0.1932      0.3462      0.9491       1.017         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.00552    0.002662       1.088   5.248e+09       12.11       11.13       2.308           1           0          -1           0
5007       189.3644104   62.2872162    0.7783        -1    0.7783      0.78      0.01977    0.001977     0.02677     4.2e-05     0.01952     6.8e-05     0.02233    0.000406     0.01814     0.00046      0.1887    0.005775      0.1546    0.006099       3.579      0.3472       8.551       1.416       6.333       1.684       4.912       2.839         -99       1e+10         -99       1e+10         -99       1e+10       0.027      0.0045       12.64   1.005e+10       16.51       1.424       1.644           1           0           0           1
5010       189.4331055   62.2871895     1.812        -1     1.812       1.6     0.001995   0.0001995    0.003609     3.9e-05    0.003799     6.8e-05    0.003141    0.000425    0.004341    0.000487     0.02931    0.003885     0.01136     0.00773      0.6894      0.3348      0.4848       0.648         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.00628    0.003355       2.191   7.447e+09       9.063       4.136       1.217           1           0           0           0
5012       189.4423828   62.2872009      1.47     0.222        -1      1.47     0.005598   0.0005598     0.01287     4.4e-05      0.0131       7e-05     0.01224    0.000425    0.009937    0.000487     0.03783    0.004988     0.07105    0.007498      0.8159      0.4844       3.385      0.9111       6.237        1.06       3.756       1.722         -99       1e+10         -99       1e+10         -99       1e+10      0.0285      0.0071       7.486   2.897e+10       45.58        15.6       1.573           1           0           0           1
5016       189.3606567   62.2870674    0.5643        -1    0.5643       0.6       0.0597     0.00597     0.05635     4.9e-05     0.03751       7e-05     0.03104    0.000402     0.01873     0.00046     0.03611    0.004086    0.006508    0.006466      0.8844       0.449       1.221       2.925         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.002225    0.002604       2.013   3.251e+10       1.607      0.7983     0.04944           1           0           0           0
5023       189.5151215   62.2865105     0.278        -1     0.278      0.43       0.4169     0.04169      0.2071       8e-05      0.2216    0.000103      0.1639    0.000524      0.7215    0.000564       1.404      0.0319       1.306     0.05088       42.47      0.5733       64.15       1.141       39.61       4.529       19.89         5.4       11.54       3.316   5.194e-42       1e+10      0.7943        0.81      0.2032      0.0105       93.54   8.749e+10       13.32       1.167      0.1522           1           0          -1           1
