#        cooFIR         snrFIR             id         snr100         snr160         snr250         snr350         snr500         snr1160
#
              0       0.548895           4309       0.548118      0.0291912            -99            -99            -99            -99
              1        17.2568           4312        5.29317        7.26935         13.295        5.15206        2.34948         2.8483
              1        21.9774           4314        16.0052        12.6599        7.73376        2.59911            -99            -99
              1        8.35072           4320        3.28863        3.15037        6.22683        3.19705      0.0106483            -99
              0        3.33098           4321        2.82978        1.75721            -99            -99            -99            -99
              0        1.21272           4322        1.15291       0.376149            -99            -99            -99            -99
              0        2.19265           4325       0.463253        2.14315    2.19209e-07            -99            -99            -99
              0        3.26042           4344        3.25311       0.218151            -99            -99            -99            -99
              0      0.0213547           4362    4.56339e-05      0.0213546            -99            -99            -99            -99
              0          2.849           4363        2.79077       0.573034            -99            -99            -99            -99
              0        1.15891           4367        1.06492       0.457187            -99            -99            -99            -99
              0        3.37422           4371        3.25135       0.902277            -99            -99            -99            -99
              0        4.22627           4379        4.11115       0.979728            -99            -99            -99            -99
              0       0.802399           4389       0.726694       0.340233            -99            -99            -99            -99
              0        2.38509           4404        2.38509            -99            -99            -99            -99            -99
              0        2.50805           4419         2.4801       0.373372            -99            -99            -99            -99
              0        1.11578           4432       0.783306       0.794606            -99            -99            -99            -99
              0        1.12484           4442       0.880018       0.700593            -99            -99            -99            -99
              1         12.481           4449        6.28136        4.11831          4.479        2.50271        7.71888        3.66798
              0        1.88791           4451         1.8438       0.405735            -99            -99            -99            -99
              1        9.30778           4456        5.84547         4.5036        4.95223        2.76737            -99    2.77236e-10
              0        3.76887           4469        3.56791        1.21426            -99            -99            -99            -99
              0    4.18754e-05           4474    4.01482e-05    1.19026e-05            -99            -99            -99            -99
              0        1.79386           4480        1.73763       0.445609            -99            -99            -99            -99
              1         33.265           4486        25.1168        19.1081        10.4433        1.23681            -99            -99
              1        6.68302           4499        6.00674        2.62292        1.30466            -99            -99            -99
              1        13.0747           4500        1.69143        2.74918        7.01405        8.05959        5.72902        3.68155
              0        1.10652           4503    3.23475e-05        1.10652            -99            -99            -99            -99
              0       0.876805           4504       0.876805    1.16512e-05            -99            -99            -99            -99
              0    5.11217e-05           4520    4.85126e-05    1.61232e-05            -99            -99            -99            -99
              0        3.26248           4528        3.03774        1.18993            -99            -99            -99            -99
              0        3.92389           4531        3.92271      0.0965155            -99            -99            -99            -99
              0        2.36465           4537        2.33962       0.343157            -99            -99            -99            -99
              0         1.8088           4542         1.8088            -99            -99            -99            -99            -99
              0        2.08741           4546        1.78588         1.0807            -99            -99            -99            -99
              0       0.517482           4550    3.24545e-05    1.52592e-05            -99            -99            -99       0.517482
              0       0.633528           4558       0.633528              0            -99            -99            -99            -99
              0        2.03374           4563        1.96991       0.505541            -99            -99            -99            -99
              0        2.42492           4564          1.212         2.1003            -99            -99            -99            -99
              0        2.01598           4575        2.01519      0.0564813            -99            -99            -99            -99
              1        11.6046           4580         5.8911        7.33094        6.15983        2.60586        1.21837            -99
              1        8.10699           4589        6.59667        4.45223         1.5443            -99            -99            -99
              1        13.0315           4592        11.0176        6.48331         2.5295            -99            -99            -99
              0        2.87067           4598        2.25786        1.77281            -99            -99            -99            -99
              0        2.81511           4601        0.64468        1.20631        2.32988       0.635162            -99       0.471503
              0    5.44856e-05           4603    5.44856e-05            -99            -99            -99            -99            -99
              0        1.88866           4612        1.00999        1.59592            -99            -99            -99            -99
              1        24.9791           4625        19.8268        14.4846        4.21937         1.8012            -99            -99
              0        2.83699           4627        2.48586        1.36711            -99            -99            -99            -99
              1        5.38593           4633        1.97142        3.71933        3.33047       0.443059            -99            -99
              1         8.6976           4654        3.71461        4.05975        5.99268        2.89143        1.04677            -99
              1        21.0842           4656        17.8036        8.84198         6.9539        1.01851            -99            -99
              1        25.3979           4663        19.0493        15.1608         6.5638        3.04066            -99            -99
              0        2.13644           4676        1.35248        1.65384            -99            -99            -99            -99
              0        1.89276           4681        1.89264      0.0216453            -99            -99            -99            -99
              0        3.01789           4694         2.3511         1.8921            -99            -99            -99            -99
              0        1.83446           4701        1.83446            -99            -99            -99            -99            -99
              0        2.20589           4703      0.0189299         2.2058            -99            -99            -99            -99
              0        3.47396           4707        2.35499         2.2972        1.11592            -99            -99            -99
              1         5.9362           4722        4.31716        3.02421        2.73033            -99            -99            -99
              1        5.92198           4738        4.01223        3.84042          2.055            -99            -99            -99
              0     0.00153159           4744     4.9052e-05     1.5336e-05     0.00153072            -99            -99            -99
              0        4.68012           4751        3.56526        2.99927       0.443642            -99            -99            -99
              0       0.185291           4759       0.185291            -99            -99            -99            -99            -99
              0        1.73774           4760        1.71506       0.279806            -99            -99            -99            -99
              0        3.65903           4762       0.922197        2.99344       0.552321       0.792062              0        1.62633
              1        9.66615           4774        4.64577        6.35549        5.37896        1.58927            -99            -99
              1        8.69662           4777        6.91598         4.8947        1.96018            -99            -99            -99
              0        3.84958           4779        3.27426        1.95604       0.521929            -99            -99            -99
              0        3.08613           4787        2.68199         1.5268            -99            -99            -99            -99
              0        3.70343           4789        3.01635        2.14873            -99            -99            -99            -99
              0        1.92447           4793        1.92447    1.32971e-05            -99            -99            -99            -99
              1         75.552           4799        41.0938        54.9272        27.0112        15.7182        4.63599        2.06203
              0        3.12165           4804         2.7714        1.43667            -99            -99            -99            -99
              0        2.44457           4806    4.18384e-06        1.92591        1.50558            -99            -99            -99
              0    3.85765e-05           4815    3.64588e-05    1.26057e-05            -99            -99            -99            -99
              1        12.5952           4826        3.72833        6.69494        8.49893        4.11375        1.38626         2.9731
              0        1.43435           4828        1.34811       0.489861            -99            -99            -99            -99
              1        11.8047           4832        11.1434        2.95161        2.54234            -99            -99            -99
              0        2.77894           4839        1.43635        2.37896            -99            -99            -99            -99
              1        6.02294           4846        2.64586        4.04509        3.59339    1.05002e-07            -99            -99
              0        0.72162           4847        0.72162    1.90418e-05            -99            -99            -99            -99
              0        2.11152           4849     5.2143e-05        2.11152            -99            -99            -99    2.84215e-10
              0        3.37603           4858         1.5598        2.81849        1.01031            -99            -99            -99
              0        2.28129           4860    5.29124e-05        2.28129            -99            -99            -99            -99
              1        16.8446           4865        11.6206        10.2442        5.06714        3.10663        2.90412    2.71366e-10
              0         4.4313           4868        3.92627        2.05446            -99            -99            -99            -99
              0        1.56119           4874       0.479756        1.48565            -99            -99            -99            -99
              0        1.77008           4887        1.67459        0.57354            -99            -99            -99            -99
              1        7.18719           4888        2.67147        4.01998        4.39317        3.00977            -99            -99
              0     5.3497e-05           4891     5.3497e-05            -99            -99            -99            -99            -99
              0         3.2086           4901        2.69195        1.74599            -99            -99            -99            -99
              1        9.72196           4905         7.0857        5.40024        3.02469        2.44906            -99            -99
              0         4.2765           4912        4.06808        1.31878            -99            -99            -99            -99
              0       0.255127           4916       0.255127            -99            -99            -99            -99            -99
              1        6.66436           4917        5.04387        3.20466        2.95013            -99            -99            -99
              0        2.21562           4919        2.21562    1.18444e-05            -99            -99            -99            -99
              1        5.34234           4924        5.31839    7.96316e-06       0.505372            -99            -99            -99
              1        11.4123           4937        6.00214        8.22083        5.12483       0.606848            -99            -99
              0        4.68122           4945        2.22726         2.5395        3.24099            -99            -99            -99
              1        7.41628           4954        1.23614        7.02404        1.49127        1.17179            -99       0.734165
              1        18.0598           4955        12.0286        10.6066        7.28725        3.98276      0.0528365            -99
              1        11.1776           4974        7.11391        8.33738         2.1951            -99            -99            -99
              1        7.40324           4986        5.13344        5.20269        1.17808            -99            -99            -99
              1        12.2617           4990        2.41481       0.777259        4.07314        6.93393        5.40047        7.07663
              0        1.93232           4991        1.32324        1.40815            -99            -99            -99            -99
              0      0.0979647           4993    5.02043e-05      0.0979647            -99            -99            -99            -99
              1        5.38376           4995        1.62459        1.04541         3.2899        2.64237        1.96006        1.89875
              0        4.83357           4996        4.71734         1.0536            -99            -99            -99            -99
              0        3.10463           4997        1.71645      0.0914188         2.2081        1.34479            -99    3.29068e-10
              0        3.23597           4999        3.16935       0.653227            -99            -99            -99            -99
              0        1.08758           5000       0.558244       0.933373            -99            -99            -99            -99
              1        12.6446           5007        10.3095        6.03883        3.76004        1.73061            -99            -99
              0        2.19102           5010        2.05934       0.748101            -99            -99            -99            -99
              1        7.48626           5012        1.68437        3.71551        5.88605        2.18089            -99            -99
              0        2.01336           5016        1.96961       0.417418            -99            -99            -99            -99
              1        93.5393           5023        74.0781        56.2042        8.74542        3.68362        3.48045       0.980619
              0       0.985355           5026        0.58617       0.792041            -99            -99            -99            -99
              1        47.1715           5028         38.473         25.743        9.04874       0.631163            -99            -99
              0        4.70937           5029         4.5725        1.12713            -99            -99            -99            -99
              0        1.55322           5033       0.437691        1.49027            -99            -99            -99            -99
              0       0.474047           5034       0.474047              0            -99            -99            -99            -99
              0    5.80845e-05           5042    5.80845e-05            -99            -99            -99            -99            -99
              0    6.00793e-05           5050    6.00793e-05            -99            -99            -99            -99            -99
              1        17.5794           5055        11.1163        10.7112        8.29502        1.38815            -99            -99
              0       0.968305           5057       0.477427       0.842424            -99            -99            -99            -99
              0        2.26303           5064        2.26299      0.0127777            -99            -99            -99            -99
              1        6.08807           5067        4.52959        3.97456       0.801758       0.327839            -99    1.67036e-10
              0       0.719998           5070       0.719998            -99            -99            -99            -99            -99
              0        4.18211           5080          1.072        3.99657       0.606871            -99            -99            -99
              1         6.9724           5089         5.2753        2.41463        2.35975        2.90327        0.97861            -99
              1        6.50639           5090       0.734421        4.28264        4.10929       0.325879        1.63335        1.94742
              0       0.995302           5095       0.663322       0.742044            -99            -99            -99            -99
              1        11.6037           5097          10.88        2.29079        3.20018        0.88552            -99            -99
              0        3.85476           5101        3.54239        1.52009            -99            -99            -99            -99
              0        2.97474           5114         2.5684         1.5008            -99            -99            -99            -99
              0        1.29922           5122        1.29646      0.0846762            -99            -99            -99            -99
              0        2.83838           5125         1.9173        2.09293            -99            -99            -99            -99
              0       0.866003           5129       0.324065       0.803084            -99            -99            -99            -99
              1        10.1981           5133        7.15029        7.11195        1.47388       0.348969            -99            -99
              1         7.2065           5138        3.76271        3.37044        4.59341        2.30575            -99            -99
              0    3.73545e-05           5146    3.73545e-05            -99            -99            -99            -99            -99
              1        14.7305           5147        9.45289        8.07929        7.24886        3.13155      0.0657838            -99
              0        4.77651           5148        1.70954        2.74612        2.40367        2.33574            -99        1.05734
              0        1.27004           5155    4.39097e-05        1.27004            -99            -99            -99            -99
              0        2.19667           5156        1.49878    1.33427e-05       0.991214     7.2861e-08            -99        1.26353
              0        3.78485           5162        3.56032        1.28421            -99            -99            -99            -99
              1        16.7831           5168        12.9241        10.6078        1.45365            -99            -99            -99
              1        8.93422           5170        7.30438        5.14455              0            -99            -99            -99
              0        1.87115           5171    3.86098e-05        1.47922        1.02865    4.66733e-08            -99       0.504991
              1        7.68164           5177        4.90005        4.61687          3.329        1.51689       0.530328       0.131166
              0       0.322836           5185    4.77725e-05       0.322836            -99            -99            -99            -99
              1        28.3559           5187        25.5417        12.1568        1.97239            -99            -99            -99
              0        4.06019           5205        4.05596       0.185272            -99            -99            -99            -99
              0        1.35513           5206        1.10878       0.779085            -99            -99            -99            -99
              1        9.59109           5211        3.17922        3.34688        5.82894        4.42169         4.1415    3.23305e-10
              1        20.0832           5215        7.07899        6.66059        7.93492        8.77021         12.658        2.95896
              0         1.0744           5218         0.4468       0.977092            -99            -99            -99            -99
              0        2.36784           5225        2.28909       0.605582            -99            -99            -99            -99
              1        11.7491           5238        11.6503        1.34667       0.706144            -99            -99            -99
              0        1.24757           5242        1.24757    1.57521e-05            -99            -99            -99            -99
              0    4.30887e-05           5245    4.14206e-05     1.1873e-05            -99            -99            -99            -99
              0        2.66444           5255        2.66444    1.14925e-05            -99            -99            -99            -99
              1          5.165           5256        3.55607        2.52798        2.76422            -99            -99            -99
              0        0.92571           5258       0.827348    7.73644e-06            -99            -99            -99       0.415253
              1        6.40352           5265        4.00764        2.42411        3.67945        1.77349          1.544      9.699e-11
              1        20.3854           5270        19.3386        5.11819        3.75477        1.13511            -99            -99
              0        2.90346           5273        2.35871        1.69309            -99            -99            -99            -99
              0        2.41813           5293       0.764959        2.29394            -99            -99            -99            -99
              1        5.13603           5296        3.89422         3.2397       0.847456            -99            -99            -99
              0        1.53088           5309        1.53088    1.33117e-05            -99            -99            -99            -99
              1        18.1689           5321        11.1518        10.0155        10.0521        2.09613            -99            -99
              1        63.9645           5325        39.4002        41.1624        27.9976        6.42896        4.42034    3.62565e-10
              0        2.40172           5329        1.62828         1.7655            -99            -99            -99            -99
              1        9.07962           5337        7.42672        4.52242        1.75845         1.3635       0.982159       0.956687
              0       0.883018           5342    4.22929e-05       0.883018            -99            -99            -99            -99
              1        37.9999           5346        33.9533         14.548         8.9174              0            -99            -99
              1        8.50185           5347        6.49695        4.32416        3.10843        1.30777            -99            -99
              1        22.2793           5348        12.5295        9.93495        13.0445        7.67726        3.40226    3.40022e-10
              0        1.88296           5350       0.754861        1.72503            -99            -99            -99            -99
              1        10.7758           5358        4.91909        4.81289        6.81041        3.80309        2.81265            -99
              0        4.11227           5359        4.09285       0.399242            -99            -99            -99            -99
              0       0.339584           5363       0.339584    1.81548e-05            -99            -99            -99            -99
              0        1.18156           5366        0.82906       0.841874            -99            -99            -99            -99
              0        1.88006           5371       0.963433        1.61444            -99            -99            -99            -99
              0        2.83374           5372       0.373501        2.45455        1.36592            -99            -99            -99
              0          2.029           5374        1.25817        1.59181            -99            -99            -99            -99
              1        9.41141           5375         7.2447        4.83109        3.04218        1.86941            -99            -99
              0      0.0229749           5382        0.01497      0.0174283            -99            -99            -99            -99
              1        9.11085           5395        7.05632        4.14792        3.98305       0.382182            -99            -99
              0        1.55595           5402       0.853281        1.30111            -99            -99            -99            -99
              0        1.11298           5411        1.11298    1.77443e-05            -99            -99            -99            -99
              0           2.62           5424        2.37821        1.09932            -99            -99            -99            -99
              0        3.50835           5426        2.63739         2.3136            -99            -99            -99            -99
              0        1.31759           5427        1.31759    2.39509e-05            -99            -99            -99            -99
              0        2.88141           5435        2.62478        1.18872            -99            -99            -99            -99
              1        5.90128           5438        4.49244        3.22108        2.06585            -99            -99            -99
              0         3.5004           5446         3.5004    8.44661e-06    8.09539e-08            -99            -99            -99
              0        2.34263           5450       0.339301        2.31793            -99            -99            -99            -99
              0        2.42098           5459        2.42098            -99            -99            -99            -99            -99
              0       0.280191           5464       0.280191            -99            -99            -99            -99            -99
              0        1.68192           5484        1.25452        1.12028            -99            -99            -99            -99
              0        3.63424           5509         3.5442       0.803995            -99            -99            -99            -99
              1        14.4554           5512        9.55818        8.98248        4.95579        3.51493    1.59503e-07            -99
              1         9.1671           5515        7.74252        4.86109       0.677379            -99            -99            -99
              0        1.80724           5518        1.80724    9.44811e-06    4.09671e-08            -99            -99            -99
              0    4.22138e-05           5520    4.22138e-05              0            -99            -99            -99            -99
              0    5.22886e-05           5523    4.87519e-05    1.89036e-05            -99            -99            -99            -99
              1        12.8224           5526        9.95071        6.85301        4.12035        1.20683            -99            -99
              0        1.44446           5529         1.0875       0.861552            -99            -99            -99       0.401918
              1        22.3592           5530        19.2336        9.85261        5.27499        2.25861            -99            -99
              0         1.7523           5531         1.7523            -99            -99            -99            -99            -99
              0        1.40556           5537        1.40556     0.00158575            -99            -99            -99            -99
              0        2.25686           5543    5.33163e-05        1.77609         0.5999        1.21029    1.41958e-07       0.337975
              0        4.95234           5545        3.72451        2.58148        1.99742            -99            -99            -99
              0        4.39362           5552        1.72143        2.99353        2.71649            -99            -99            -99
              1         7.5529           5588        4.76768        4.15556        4.06299       0.734168            -99            -99
              0       0.609384           5590       0.548844         0.2648            -99            -99            -99            -99
              1        9.21137           5604        5.87137        6.09412        3.50083       0.991072            -99            -99
              0        2.98506           5612        1.06401         2.5157        1.20403            -99            -99            -99
              0        2.07564           5620        2.07564    2.05193e-05            -99            -99            -99            -99
              1        7.37164           5627        5.67574        3.65269        2.96394            -99            -99            -99
              0        2.52457           5634       0.945425        1.86198        1.30796        0.54946            -99    2.06479e-10
              0    5.09495e-05           5647    4.55925e-05    2.27414e-05            -99            -99            -99            -99
              0        4.34122           5650        4.00377        1.67811            -99            -99            -99            -99
              0       0.740188           5655       0.738141      0.0550124            -99            -99            -99            -99
              0       0.122672           5664    5.04556e-05       0.122672            -99            -99            -99            -99
              0        1.29774           5668       0.689992        0.74455       0.808501            -99            -99            -99
              0        4.15498           5671        3.77913        1.72685            -99            -99            -99            -99
              0          1.055           5672    4.95006e-05          1.055            -99            -99            -99            -99
              0       0.726839           5675       0.726839    1.86149e-05            -99            -99            -99            -99
              0        1.04003           5682       0.279487        1.00177            -99            -99            -99            -99
              0        4.75582           5685        1.43446        2.41233        3.46634        1.65086            -99            -99
              0        1.00214           5686       0.972897       0.240335            -99            -99            -99            -99
              0        1.05736           5691       0.989567       0.372503            -99            -99            -99            -99
              0        2.77318           5692        2.37153        1.43749            -99            -99            -99            -99
              0        3.42031           5705        3.40818       0.287822            -99            -99            -99            -99
              0        1.80231           5710    4.35635e-05        1.69767       0.605173     9.1363e-08    7.58949e-08    3.15923e-10
              0        1.95186           5712        1.64643        1.04834            -99            -99            -99            -99
              0        3.91004           5726       0.972983        3.27477        1.90201            -99            -99            -99
              1        33.8447           5730        15.2332        19.3626        18.1473        10.0404         10.143        2.34322
              1        11.9696           5735        9.55863        3.76008        5.54299        2.65355            -99            -99
              0        1.35745           5744        1.35745    1.97759e-05            -99            -99            -99            -99
              1        8.24178           5747         5.9947        4.77719        2.99373       0.454617            -99            -99
              1        7.73511           5766        5.58353        5.35304      0.0327642            -99            -99            -99
              0        1.76873           5770        1.27169        1.22932            -99            -99            -99            -99
              0    6.64821e-05           5779    6.64821e-05            -99            -99            -99            -99            -99
              0       0.588853           5789       0.579465       0.104729            -99            -99            -99            -99
              1        5.47094           5797         2.7588         3.2152        2.33343        2.55693            -99            -99
              0       0.163742           5799      0.0786197       0.143633            -99            -99            -99            -99
              0        1.15127           5801        1.15127    1.80015e-05            -99            -99            -99    3.41712e-10
              0        4.58123           5802        2.88161        2.44275        2.59172    1.05365e-07            -99            -99
              0        2.60161           5805        1.23818        2.28807            -99            -99            -99            -99
              0        1.92163           5809        1.58151        1.09157            -99            -99            -99            -99
              1         7.6688           5814        6.81498         3.5166    1.68901e-07            -99            -99            -99
              0        1.56738           5816        1.02989        1.18152            -99            -99            -99            -99
              1        24.6144           5822        19.0228        10.8576        10.9018          2.695            -99            -99
              0        1.87273           5829         1.7623       0.633563            -99            -99            -99            -99
              0        1.35071           5830       0.799701        1.08853            -99            -99            -99            -99
              0        1.49005           5835        1.15518       0.941181            -99            -99            -99            -99
              1        5.68775           5836        3.87365        1.69628        1.55558        2.83353         2.0048    1.37238e-10
              0        3.93823           5837         3.4334        1.46949         1.2498            -99            -99            -99
              0       0.747314           5841       0.710844       0.230608            -99            -99            -99            -99
              0         1.6953           5847        1.47826       0.829943            -99            -99            -99     1.5675e-10
              1        7.64176           5849        4.57599        4.42947        3.62622        2.16499            -99            -99
              1        22.4143           5853        16.5437        12.1809           7.54        4.11277        2.56182            -99
              0       0.481683           5862    6.71129e-05       0.481683            -99            -99            -99            -99
              0         3.0366           5869        1.73365        2.49307            -99            -99            -99            -99
              1        14.2818           5879        8.76615        8.17624        7.20743        2.88575            -99            -99
              0        2.53744           5880        2.53744     1.2179e-05            -99            -99            -99            -99
              1        6.36074           5882        5.18532        3.03707         2.0851            -99            -99            -99
              1         5.4137           5898        5.16603        1.61873            -99            -99            -99            -99
              0        2.33443           5907       0.623511        2.24962            -99            -99            -99            -99
              1        5.50757           5916        2.16392        2.84918        3.98973         1.2708            -99            -99
              0        4.13076           5917         3.4106        2.33005      0.0429934            -99            -99            -99
              0       0.511413           5921       0.511413    1.67079e-05            -99            -99            -99            -99
              0        3.04485           5922          2.366        1.91655            -99            -99            -99            -99
              0        2.61596           5925          2.506       0.750476            -99            -99            -99            -99
              0        0.96581           5941       0.914065       0.311888            -99            -99            -99            -99
              0         1.0235           5966         1.0235    2.51013e-05            -99            -99            -99            -99
              0        1.08612           5969        1.06617       0.207222            -99            -99            -99            -99
              1        6.37913           5974        2.12699        3.18127        3.56688        3.62685       0.414763            -99
              1        7.02261           5976        2.91271        2.98158        5.15335        2.32085            -99            -99
              0        4.09144           5977        3.74032        1.42879       0.841685            -99            -99            -99
              0        1.21708           5982            -99            -99            -99            -99            -99        1.21708
              0        1.72237           5997        1.72237    1.60416e-05            -99            -99            -99            -99
              0       0.967737           6000        0.96455      0.0784708            -99            -99            -99            -99
              0        1.55034           6003        1.11032        1.08201            -99            -99            -99            -99
              1        40.3675           6005        33.4944        15.8558        14.0893        7.25273        2.26786            -99
              1        10.0187           6006        2.20584        2.78439        8.19705        1.90572        1.88999        3.65506
              0        1.64771           6011        1.30022        1.01212            -99            -99            -99            -99
              1        13.4636           6012        7.82966        6.16937        7.33089        5.14764        1.29001            -99
              1        9.08894           6015        7.08132        4.53826        3.34996        0.80359            -99            -99
              0        1.64476           6025       0.088868        1.64236            -99            -99            -99            -99
              0        3.75942           6037        3.45215        1.48858            -99            -99            -99            -99
              1        28.0116           6061        12.3676        11.3781        16.2359        14.7489        4.49678       0.934071
              1        7.58581           6065        5.93002        3.07441        3.54854       0.578988            -99            -99
              0        1.13357           6072       0.975838       0.576811            -99            -99            -99            -99
              1        6.25091           6073        3.73281        4.45048        2.30938            -99            -99            -99
              0    5.40893e-05           6075    5.40893e-05            -99            -99            -99            -99            -99
              0          2.949           6078        2.61609        1.36115            -99            -99            -99            -99
              0        1.47112           6081        1.47112    1.81645e-05            -99            -99            -99            -99
              1        42.5495           6084        37.5565        19.2112        5.29636        1.68869            -99            -99
              1        6.30704           6085        4.62439        3.45139        2.54592            -99            -99            -99
              1        26.7092           6090        23.3822        11.7952        5.15004        1.00079            -99            -99
              0        3.65119           6091         2.9097        2.20565            -99            -99            -99            -99
              1        5.51452           6092        2.39443        4.59219        1.89432            -99            -99            -99
              1        8.39395           6094        5.54027        4.34554        3.63839        2.76444            -99            -99
              1        7.27212           6096        4.37482        3.42146        3.11363        3.46903       0.556169            -99
              0        2.83622           6102        2.83622    2.07967e-05            -99            -99            -99            -99
              0        2.64545           6107        1.21671        2.34905            -99            -99            -99            -99
              0        2.94102           6110        2.94102              0            -99            -99            -99            -99
              0        3.18186           6114        1.40352        2.69089       0.955762            -99            -99            -99
              1        6.29326           6121        5.86419        2.28394            -99            -99            -99            -99
              0       0.785144           6127       0.785144    1.57624e-05            -99            -99            -99            -99
              0        3.42578           6141        2.83627        1.92133            -99            -99            -99            -99
              1         6.1647           6147        5.04961        1.79764        2.88538       0.973653            -99            -99
              0        1.45124           6151        1.44898      0.0809756            -99            -99            -99            -99
              0        1.53701           6152        1.45618       0.491886            -99            -99            -99            -99
              0       0.633632           6155       0.633632    8.24888e-06    8.99526e-08            -99            -99    3.08704e-10
              0         1.2777           6156         1.2777    1.10447e-05            -99            -99            -99            -99
              0        3.25113           6158        0.67182        2.54754        1.90486            -99            -99            -99
              0    3.42814e-05           6166    3.15983e-05    1.32953e-05            -99            -99            -99            -99
              1        10.4247           6186        7.86324        6.03927        3.22056            -99            -99            -99
              0        2.18028           6197        2.18028     1.4526e-06            -99            -99            -99            -99
              0       0.996172           6216       0.996172    2.68412e-05            -99            -99            -99            -99
              1        5.68531           6221        5.23673        2.21345            -99            -99            -99            -99
              0       0.983212           6233       0.879884       0.438758            -99            -99            -99            -99
              0         2.1471           6242      0.0680007        2.14602            -99            -99            -99            -99
              0        2.32862           6245        1.87075        1.38663            -99            -99            -99            -99
              0         4.0857           6249        3.14214        2.07969        1.21981        1.00342            -99            -99
