# id    SFR_total   SFR_IR/SFR_total     
  825   7.77647     0.8254387916368223   
  826   4.27288     0.8254385800677764   
  827   133.205     0.9902030704553132   
  837   118.247     0.901502786540039    
  841   449.692     0.9015059196071977   
  849   42.2657     0.6856623692497699   
  860   82.1425     0.9857260248957604   
  866   10.8621     0.9906003443164766   
  867   9.44493     0.7901593765120547   
  870   37.3485     0.9298900892940813   
  872   44.2894     0.9338577628055471   
  877   37.3503     0.9057490836753654   
  878   1.09162     0.44722522489511     
  881   25.346      0.8174859938451826   
  884   532.405     0.9776392032381365   
  885   14.7975     0.9015036323703328   
  886   1.70981     0.7246419192775806   
  892   13.5904     0.8910701671768306   
  893   23.2037     0.9873425358886728   
  899   0.6577      0.9881404895849173   
  902   19.1789     0.8832623351704217   
  915   272.843     0.9712545309940148   
  917   106.861     0.9582541806646017   
  922   12.038      0.9619538129257351   
  923   228.406     0.7683686067791564   
  924   0.864846    0.8174865814260573   
  926   16.7901     0.9547292749894284   
  928   2.46243     0.8174851670910442   
  931   7.09665     0.7321764494515017   
  934   3.47162     0.8174857847345044   
  937   11.0275     0.8671956472455227   
  939   39.6845     0.95024505789414     
  950   126.677     0.9015054035065561   
  951   0.923506    0.9492087761205666   
  960   0.724138    0.9984284763401452   
  965   21.7208     0.8084416780229088   
  966   16.4854     0.620549091923763    
  972   0.456127    0.8885683154033854   
  974   548.647     0.972027551412839    
  994   14.0937     0.706131108225661    
  995   25.8622     0.789182668141148    
  1002  12.1212     0.961950961950962    
  1005  282.382     0.97208745599932     
  1006  49.5722     0.9721174367891681   
  1008  29.5685     0.9357931582596345   
  1023  11.0395     0.9873635581321618   
  1026  24.0799     0.6137899243767624   
  1035  2.016       0.7633928571428571   
  1036  306.976     0.9000703638069426   
  1037  6.31117     0.8671926124632993   
  1042  6.20208     0.40083326883884124  
  1053  124.264     0.6296272452198545   
  1058  5.05521     0.9184583825399933   
  1064  3.63529     0.7061334859117155   
  1075  9.16206     0.9832941500055664   
  1076  64.0402     0.9205155511694217   
  1077  15.39       0.9038336582196231   
  1081  0.634017    0.8174859664646215   
  1084  62.0521     0.9777267812048263   
  1089  10.8458     0.9607405631673089   
  1091  24.2315     0.6132513463879661   
  1094  424.14      0.7457443297024567   
  1101  6.1105      0.8346289174371982   
  1102  3.57477     0.717808418443704    
  1103  69.0497     0.8518501890667157   
  1104  5.06749     0.9880631239528839   
  1105  17.0786     0.9953977492300304   
  1109  226.621     0.9015051561858787   
  1113  18.3856     0.8174875989905143   
  1118  2.36334     0.8174871156921983   
  1121  6.0232      0.9802098552264576   
  1123  79.102      0.6658491567849106   
  1125  4.91023     0.988141085040823    
  1129  100.477     0.8743294485305094   
  1133  0.263001    0.817487385979521    
  1135  0.198142    0.9755629800849895   
  1140  1.32235     0.8174840246530798   
  1141  26.8503     0.8346275460609378   
  1143  1.37044     0.905548582936867    
  1144  4.78746     0.9869534157987742   
  1146  325.345     0.9015045567013478   
  1147  19.8326     0.8879319907626837   
  1148  486.912     0.9794377628811777   
  1150  38.3786     0.6811087428931749   
  1159  452.533     0.9937396830728367   
  1160  27.2946     0.8642735193041847   
  1167  249.385     0.8356557130541131   
  1168  195.229     0.9015054115935645   
  1172  7.5289      0.9482128863446188   
  1181  17.1165     0.5610375953027781   
  1186  22.3579     0.9415016616050702   
  1202  16.952      0.7751297781972628   
  1208  18.3111     0.9305830889460491   
  1221  13.2233     0.9468135790612026   
  1222  3.8752      0.9220169281585466   
  1225  7.53914     0.9084590550115796   
  1235  23.405      0.923306985686819    
  1239  76.9492     0.4543257109885483   
  1248  78.7583     0.943265662158782    
  1252  25.1122     0.487412492732616    
  1253  31.8107     0.897496754236782    
  1262  697.444     0.9999369124976343   
  1269  148.988     0.9255778988911859   
  1270  12.6347     0.5392292654356652   
  1273  4.60735     0.5215579454567159   
  1278  13.3524     0.892723405530092    
  1284  406.79      0.9867499201061972   
  1285  0.298951    0.99916039752334     
  1293  9.26433     0.9727632759195756   
  1303  2.47193     0.7997799290432982   
  1306  0.00606546  0.9954727258938316   
  1313  2.41717     0.8174849100394262   
  1315  42.408      0.8970005659309563   
  1320  13.8849     0.9693984112237035   
  1334  13.3777     0.9740089851020728   
  1335  9.66977     0.9864764105040761   
  1337  20.498      0.8473997463167138   
  1338  36.2053     0.9145069920702217   
  1341  23.8141     0.887289462965218    
  1342  0.00467454  0.9594526948106126   
  1348  1.82939     0.45069668031420307  
  1350  19.3499     0.8346296363288698   
  1355  9.72102     0.8671929488880796   
  1357  17.6255     0.7120365379705541   
  1367  36.0498     0.41137537517545175  
  1368  228.699     0.983388646211833    
  1369  81.7528     0.9308549676586001   
  1371  6.43218     0.7317892223165396   
  1384  48.1121     0.9569318321170766   
  1387  208.762     0.9015050631819966   
  1391  8.62962     0.6711767146177932   
  1393  23.5446     0.6787118914740535   
  1394  4.59053     0.8778942736459625   
  1396  2.03704     0.9872167458665514   
  1401  32.6409     0.7717311716282332   
  1402  32.1159     0.9910978674114689   
  1416  32.0516     0.6233698161714236   
  1419  9.11108     0.9021982026280091   
  1420  64.5918     0.9569326137373474   
  1434  4.37144     0.8351938949179217   
  1437  31.7559     0.8174858845127992   
  1445  296.888     0.9993667645711515   
  1449  2.00553     0.99225641102352     
  1452  55.2538     0.9298907948412599   
  1458  42.4996     0.9277734378676505   
  1469  2.86751     0.9802930068247365   
  1475  141.349     0.9961159965758514   
  1476  6.19939     0.9615462166438956   
  1477  0.00388019  0.8174857416775982   
  1479  6.16643     0.8708442324002705   
  1480  27.1798     0.9919131119434286   
  1490  155.498     0.9440635892423055   
  1491  17.8971     0.9828407954361322   
  1495  517.689     0.9015065029390232   
  1497  57.7274     0.9624545709663003   
  1501  55.7512     0.9015052590796252   
  1502  29.5668     0.8313378519149857   
  1513  6.30934     0.9926553332044239   
  1515  33.6525     0.9526781071242849   
  1520  1.98229     0.6956600699191339   
  1524  7.75724     0.4437145170189397   
  1525  9.83688     0.15838355250851896  
  1532  3.35754     0.9721403170178164   
  1533  17.9845     0.9891851316411353   
  1543  2.21932     0.948488726276517    
  1544  26.8797     0.7935356421388631   
  1545  11.5093     0.8346293866699105   
  1548  3.58005     0.43044091562966996  
  1551  15.3026     0.30151738920183496  
  1556  106.111     0.9015087973914108   
  1558  5.22014     0.8432724026558676   
  1563  3.54272     0.902978502393641    
  1567  7.98216     0.6331619511510669   
  1569  8.831       0.9111085947231344   
  1579  11.2243     0.7909624653653234   
  1592  12.738      0.9169414350761501   
  1593  4.12704     0.6312029929440955   
  1602  19.4259     0.5533849139550806   
  1604  15.9484     0.8389556319129192   
  1606  18.7029     0.9228515363927521   
  1616  21.426      0.9497806403435081   
  1618  24.1697     0.9847039888786374   
  1622  13.8574     0.41703349834745335  
  1626  9.50631     0.6661890891418437   
  1629  37.7416     0.8746317061279861   
  1631  28.608      0.9920302013422818   
  1633  4.3147      0.9377245231418175   
  1634  2.06909     0.663576741466055    
  1638  3.97277     0.8744528376925923   
  1644  2.09258     0.9739173651664452   
  1648  156.072     0.9015069967707211   
  1650  85.6422     0.8744520808666755   
  1651  351.32      0.9851417511100992   
  1662  3.75568     0.6962787031909002   
  1673  0.00842952  0.6255397697615048   
  1693  1.26256     0.901343302496515    
  1702  20.5616     0.9605283635514746   
  1709  11.4631     0.9255785956678384   
  1710  21.3998     0.802343947139693    
  1711  1.4136      0.86092246745897     
  1712  144.611     0.8083755730891842   
  1717  3.04166     0.9580294970509525   
  1724  10.896      0.9966960352422907   
  1734  65.5825     0.7957915602485419   
  1735  852.15      0.9723640204189404   
  1737  19.9047     0.9093329716097205   
  1740  4.75928     0.7435998722495839   
  1741  8.03833     0.9463408444291289   
  1747  20.4429     0.900067994266958    
  1753  23.3462     0.9354841473130531   
  1762  184.029     0.9889745637915763   
  1764  0.0511351   0.7757880594738251   
  1775  21.9995     0.7513807131980272   
  1779  4.79831     0.9032346805437748   
  1813  10.7371     0.9378696296020341   
  1814  14.9026     0.9911022237730329   
  1818  20.1159     0.8913347153246934   
  1822  1.2299      0.6087486787543703   
  1824  59.1788     0.9015052687786842   
  1836  0.253702    0.7449685063578529   
  1843  2.62374     0.8987170984929909   
  1847  5.346       0.9769921436588103   
  1850  62.6368     0.9416189843670174   
  1855  4.74071     0.9369904507974545   
  1859  1.64016     0.676763242610477    
  1865  8.08079     0.44500599570091537  
  1866  32.7528     0.6454410004640825   
  1870  25.6747     0.4728390205143585   
  1880  10.3964     0.9878419452887538   
  1886  68.9176     0.8856953811508237   
  1894  7.91261     0.5876695553047604   
  1899  7.60488     0.4857407348965401   
  1907  4.67369     0.2411370886815343   
  1908  5.13743     0.4085700437767522   
  1918  0.381165    0.4622669972321698   
  1919  1.71639     0.9141279079929386   
  1921  481.654     0.8009899222263285   
  1930  41.5396     0.9807508979383528   
  1937  0.421335    0.39422312411738875  
  1938  0.417682    0.41610603281922615  
  1944  21.0204     0.9015052044680406   
  1945  360.264     0.99232784846668     
  1951  12.1188     0.7526322738224906   
  1960  5.54982     0.7764215776367521   
  1961  1.44019     0.9519577277998041   
  1968  11.5283     0.6516138546012855   
  1973  25.9765     0.9073585740958173   
  1990  96.9353     0.9715758861838774   
  1999  54.5847     0.6919521404349571   
  2007  27.6057     0.331851755253444    
  2022  15.3588     0.9512461911086803   
  2025  19.7552     0.9739207904754191   
  2032  13.5603     0.7161345987920622   
  2046  1.09664     0.7018711701196382   
  2052  10.441      0.7800019155253328   
  2054  16.1763     0.9965195996612328   
  2056  8.67339     0.81905690854441     
  2059  10.226      0.7683356150987678   
  2061  24.5579     0.7097512409448691   
  2089  1.36672     0.94606064153594     
  2094  13.6099     0.8912629776853614   
  2099  355.878     0.826125807158633    
  2101  11.6228     0.9920156932924941   
  2106  57.0418     0.8772514191347397   
  2115  5.9223      0.8395386927376189   
  2124  7.08595     0.6171367283144815   
  2129  11.7493     0.9881439745346531   
  2135  114.844     0.9996168715823204   
  2137  31.6297     0.7575158790630325   
  2140  115.392     0.7376594564614531   
  2141  2.32894     0.8278444270784134   
  2144  2.22374     0.8346299477456898   
  2147  2.12901     0.5335813359260877   
  2150  13.8021     0.8324820136066251   
  2152  37.9494     0.9286049318302794   
  2160  11.1378     0.5791987645675087   
  2163  0.420309    0.6997232988111127   
  2175  177.501     0.9999943662289227   
  2181  2.89676     0.6275977298775184   
  2185  41.2585     0.975798926281857    
  2189  0.430816    0.21468561984698806  
  2192  0.525332    0.8592661402693915   
  2195  5.32673     0.8827179151186562   
  2196  6.05364     0.9252284575891531   
  2197  10.9339     0.9731202955944358   
  2202  15.8978     0.9101888311590284   
  2229  6.37114     0.9554020159657456   
  2231  11.3303     0.9152449626223489   
  2234  2.79379     0.6797218115892748   
  2239  0.216712    0.5140462918527816   
  2252  12.9516     0.867074338305692    
  2256  11.5311     0.6994996140871209   
  2262  105.694     6.397714155959657E-4 
  2266  2.20452     0.9294540308094279   
  2268  16.0523     0.9824137351033808   
  2272  49.7812     0.6978538082649676   
  2290  4.36222     0.8374176451439864   
  2295  0.616787    0.9343582144241044   
  2296  8.07885     0.8912159527655547   
  2297  6.46075     0.6975970282087992   
  2314  6.53328     0.9649058359660079   
  2318  8.64245     0.9842116529456346   
  2320  460.216     0.9943157126218993   
  2323  60.3525     0.9837206412327575   
  2324  120.021     0.9015089026087102   
  2327  0.784184    0.860002244371219    
  2328  11.6832     0.9569296083264859   
  2330  8.27644     0.7208413279139341   
  2331  10.6355     0.948709510601288    
  2336  27.0435     0.9699188344703903   
  2337  350.533     0.9787951491015111   
  2342  5.23097     0.5123332766198239   
  2347  5.71168     0.8009902515547089   
  2357  43.7153     0.5144651872456554   
  2359  0.592938    0.7474643217334697   
  2360  18.2916     0.9015067025301231   
  2365  24.4196     0.8161476846467591   
  2369  65.6158     0.6205822378146727   
  2374  31.8345     0.8346290973629239   
  2376  1.37053     0.8777626173815969   
  2378  0.529358    0.44525632936500437  
  2387  25.643      0.7464025270054205   
  2395  0.560725    0.9159570199295554   
  2399  34.8004     0.7111987218537718   
  2408  3.34453     0.7726048204082487   
  2412  3.85816     0.4541024737180418   
  2417  4.94271     0.6907142033418914   
  2418  16.0133     0.715655111688409    
  2432  46.229      0.9712518116333902   
  2433  4.65285     0.6224142192419699   
  2440  21.8631     0.9449712071938563   
  2449  3.43753     0.8573016090041395   
  2455  62.4155     0.8908043675048666   
  2463  2.47959     0.9477373275420534   
  2488  22.4306     0.9504872807682363   
  2489  438.661     0.994161778685591    
  2500  28.4442     0.8268821060180986   
  2509  5.36734     0.8298337724086791   
  2510  1.34147     0.8229777781090893   
  2513  24.3952     0.6972683150783762   
  2518  4.62201     0.7795309832735109   
  2524  12.8748     0.6901078074999223   
  2525  27.0159     0.9908979526871213   
  2540  117.981     0.9111636619455675   
  2543  3.98307     0.48153811005078995  
  2544  2.41589     0.7740418644888634   
  2552  167.495     0.9230126272426042   
  2561  11.8021     0.9871124630362395   
  2569  1.22055     0.5892425545860472   
  2574  0.791567    0.9769229894626734   
  2577  47.1749     0.9528372079220094   
  2578  34.5963     0.9382506221763599   
  2587  37.9958     0.6782328573158085   
  2588  1.08326     0.9452947584144159   
  2591  34.8764     0.49431707400993224  
  2592  1238.87     0.993647436777063    
  2594  27.2556     0.8548701918137924   
  2596  59.7982     0.2737540594867404   
  2605  13.7873     0.9233134841484555   
  2608  8.73422     0.9497127390883215   
  2615  8.25811     0.9778266455641786   
  2619  28.7313     0.8022609488606502   
  2622  0.90127     0.9015056531339111   
  2625  17.4106     0.9471241657381135   
  2643  29.7504     0.9996504248682371   
  2648  4.18499     0.8740761626670553   
  2652  7.41137     0.5198768918567013   
  2655  62.3062     0.7463141709813791   
  2660  5.62714     0.41193217158272233  
  2667  16.4788     0.8787047600553439   
  2668  83.0259     0.5429630994665521   
  2670  10.6499     0.9088348247401383   
  2671  0.34995     0.271295899414202    
  2674  33.0267     0.9147144583019194   
  2677  33.5855     0.9057480162570156   
  2681  156.219     0.8910567856662761   
  2682  10.8357     0.9542530708675951   
  2683  25.3375     0.8378885051800691   
  2687  1.14587     0.278129281681168    
  2697  229.809     0.9864713740541058   
  2705  2.61507     0.9877364659454624   
  2715  19.4254     0.8926457112852245   
  2716  26.1046     0.9825854447108937   
  2720  7.51299     0.7746582918385356   
  2722  33.9554     0.8758547977641259   
  2725  12.2989     0.5523258177560595   
  2728  89.6993     0.9974436812773344   
  2738  105.03      0.9442064172141293   
  2739  20.8124     0.9249293690300013   
  2740  5.79852     0.8110690314080146   
  2741  6.53853     0.9340019851556849   
  2746  56.3036     0.9502056706853558   
  2758  2.63874     0.6901020941813139   
  2767  15.5418     0.8377408022236806   
  2769  46.0364     0.5608605364450739   
  2776  0.37054     0.16888864899875858  
  2778  37.5261     0.9193601253527545   
  2785  12.3522     0.904292352779262    
  2794  0.391678    0.901505828767508    
  2805  46.5563     0.5417097149043201   
  2806  70.0638     0.9684030840462549   
  2813  41.7351     0.9960440971748      
  2818  0.123183    0.8174829318980703   
  2822  37.4752     0.8389548287934421   
  2825  7.94383     0.9232322443959651   
  2831  57.5816     0.3730358308904233   
  2841  22.8995     0.8174850979279024   
  2856  7.1303      0.7242332019690616   
  2870  22.1171     0.9449701814433176   
  2874  46.882      0.8045731837378951   
  2877  21.7709     0.8763992301650367   
  2878  20.0284     0.8477961294961155   
  2880  23.5274     0.7085355797920723   
  2884  21.1341     0.33736946451469424  
  2888  2.15874     0.9278560641855899   
  2890  193.89      0.009520862344628398 
  2893  7.15446     0.8737207280493566   
  2895  7.66807     0.7275624766075427   
  2896  36.4311     0.5201599732097026   
  2901  103.777     0.9992580244177419   
  2920  3.07919     0.9963659274029858   
  2925  760.725     0.9976009727562521   
  2947  1.07714     0.8481720110663423   
  2957  38.2291     0.8124700816916955   
  2973  23.0518     0.7713063621929741   
  2979  3.75437     0.8581999110370048   
  2992  13.7619     0.7280971377498746   
  2994  200.974     0.4882223571208216   
  3001  93.805      0.9754277490538883   
  3012  34.1409     0.920596703660419    
  3022  15.7526     0.9674593400454529   
  3028  32.7329     0.9739436469118226   
  3029  9.00184     0.9722456742177156   
  3037  4.25252     0.6718369343354059   
  3039  0.168339    0.4973891967993157   
  3063  0.5746      0.5046989209885138   
  3066  31.3492     0.9585571561634747   
  3069  47.9457     0.9965440070746698   
  3071  0.125161    0.4455860851223624   
  3074  40.6109     0.6808516925258982   
  3075  6.27116     0.9583553919848959   
  3078  9.45363     0.8031835390215187   
  3081  8.31601     0.9035583170294408   
  3083  54.542      0.949726816031682    
  3084  1.67114     0.5738597604030781   
  3085  3.51577     0.6229076418537048   
  3087  38.9493     0.9514933516135079   
  3089  0.00758114  0.9058004468984875   
  3093  85.6012     0.9015060536534534   
  3099  9.17917     0.6716293521091777   
  3101  26.7261     0.9260610414538597   
  3103  14.6844     0.8907411947372722   
  3112  4.09435     0.48457020039810955  
  3114  5.12476     0.9015056314832304   
  3119  12.1379     0.9663945163496157   
  3121  0.00240616  0.8174851215214283   
  3125  91.8148     0.9482131421078083   
  3140  20.8607     0.9668898934359825   
  3143  37.2228     0.4056653448961389   
  3145  3.46339     0.9663941975925322   
  3165  49.7702     0.8515135563047768   
  3171  2.7248      0.6723429242513213   
  3188  25.8138     0.6484903423750087   
  3196  3.56289     0.6635063108880712   
  3207  15.1602     0.7044761942454585   
  3220  61.7892     0.9804302369993462   
  3229  13.0839     0.6962755753253999   
  3236  30.4079     0.9711292131321136   
  3247  19.1198     0.9414324417619431   
  3263  18.2182     0.8606777837547068   
  3265  22.0349     0.9897934640048286   
  3267  32.0111     0.8300245852220012   
  3276  306.483     0.9419772059135416   
  3280  0.918574    0.8499043081994482   
  3281  1.24915     0.5676660128887643   
  3288  8.18408     0.9015063391364698   
  3289  141.48      0.9824710206389596   
  3296  66.5311     0.8151075211442469   
  3304  9.41304     0.9062959468991951   
  3306  11.5732     0.9815781287802855   
  3307  20.8087     0.950563946810709    
  3310  47.6312     0.9122172021700062   
  3316  0.64316     0.8193917532184838   
  3326  0.24278     0.9008155531757147   
  3332  19.1413     0.9482114589918134   
  3337  11.4101     0.8696681010683517   
  3347  8.88039     0.9111086337424369   
  3349  1.18936     0.7833624806618685   
  3355  15.9948     0.6244529472078425   
  3358  39.6716     0.9084584438237934   
  3367  35.2362     0.98080950840329     
  3376  2.4662      0.9991079393398751   
  3380  0.61261     0.817485839277844    
  3393  108.702     0.9972217622490848   
  3401  9.19478     0.7161672166163845   
  3403  39.5422     0.9784483412657868   
  3413  30.2142     0.9432650872768433   
  3417  106.455     0.9015076793011132   
  3429  10.0174     0.8836624273763651   
  3441  5.05742     0.8846407852225049   
  3442  30.4333     0.7061343988328574   
  3444  7.05941     0.7846264772835123   
  3452  68.4074     0.8047374991594477   
  3455  177.351     0.9450186353615148   
  3460  14.0414     0.912302192089108    
  3463  80.2089     0.867484780367266    
  3484  10.9664     0.7593193755471257   
  3487  5.4771      0.921838199046941    
  3492  3.92486     0.774295134093955    
  3500  2.09456     0.8269039798334734   
  3526  2.70275     0.7225973545462955   
  3527  1.46023     0.7026290378912912   
  3532  689.133     0.9982107953036641   
  3535  160.595     0.9290451134842305   
  3560  11.8815     0.970416193241594    
  3568  1.19463     0.9894276889078626   
  3570  1.57627     0.5535219220057478   
  3572  37.857      0.9892490160340228   
  3584  7.82501     0.4139291834770818   
  3587  9.2405      0.8199772739570369   
  3588  1.50505     0.5957277166871532   
  3595  5.56497     0.9545424323940651   
  3620  2.49432     0.8306873215946631   
  3626  12.8425     0.6603854389721627   
  3627  34.8004     0.980735853610878    
  3638  4.50616     0.9222930388623571   
  3648  2.69626     0.9179381810359535   
  3651  12.4201     0.8009597346237148   
  3652  43.8108     0.5468971121276033   
  3654  125.463     0.8408853606242478   
  3658  16.8927     0.961953980121591    
  3661  306.69      0.9087352049300597   
  3668  82.3768     0.9902059803245573   
  3676  46.466      0.9464985150432573   
  3677  30.6701     0.6292773743809117   
  3679  5.30187     0.9093018123794057   
  3680  22.9311     0.8285690612312536   
  3686  2.77433     0.8495744918592958   
  3696  8.54649     0.5392857184645392   
  3699  34.7331     0.9210234617698967   
  3703  29.6412     0.8980743019850749   
  3704  4.96806     0.9971699214582753   
  3709  38.2238     0.6119224148305507   
  3712  28.5392     0.9733979929360318   
  3718  52.3177     0.982076811480627    
  3721  4.02761     0.5881900183980078   
  3739  1.32957     0.8145490647352152   
  3742  5.64167     0.8915799754328062   
  3758  162.049     0.9873556763694932   
  3760  3.31539     0.33480224046039836  
  3763  0.258989    0.9842116846661441   
  3769  12.4133     0.9505933152344663   
  3775  4.21994     0.7353185116376062   
  3780  218.151     0.906711406319476    
  3781  68.3194     0.27268974844626853  
  3792  89.6519     0.966627589599328    
  3793  324.872     0.23175281341574527  
  3806  3.05326     0.8174868828727327   
  3807  3.14652     0.8294878151100262   
  3811  11.5905     0.9757991458522065   
  3812  1.31561     0.17102332758188218  
  3813  27.1214     0.8734799825967686   
  3817  65.2206     0.9662591267176321   
  3821  207.017     0.9694855978011467   
  3823  3.32691     0.5413431682852857   
  3827  1083.85     0.901508511325368    
  3836  84.1864     0.84312905647468     
  3849  32.8653     0.9907105670722618   
  3870  9.50612     0.9797898616891014   
  3880  16.2344     0.8494308382200758   
  3882  1.18075     0.9104382807537582   
  3883  11.8961     0.9482099175359991   
  3887  11.3114     0.9097017168520253   
  3888  14.9607     0.8849853282266205   
  3894  17.8107     0.8668946195264644   
  3901  23.1931     0.810154744298951    
  3902  27.2201     0.6465810191733316   
  3913  0.0748043   0.5998318278494685   
