# id    id_3DHST   SNR_IR   goodArea   z_IR     dL        Mstar           SFR_IR     eSFR_IR    SFR_UV      SFR_UV1400   SFR_UV1700   SFR_total            eSFR_total           
  1870  36145      0.601    0          1.712    12621.3   7.9789998E9     12.14      20.2       23.415      23.415       25.9106      35.555               59.16070840197693    
  1880  35852      8.868    1          0.858    5330.35   5.034E10        10.27      3.133      0.2186      0.2186       0.312694     10.4886              3.199686835443038    
  1886  36183      0.283    1          3.134    26498.7   6.1939999E9     61.04      215.7      13.6283     13.6283      17.9706      74.6683              263.85898279816513   
  1894  36111      2.267    1          1.011    6541.08   5.128E9         4.65       2.051      5.64432     5.64432      6.63257      10.294319999999999   4.5405699612903225   
  1899  36047      0.48     1          1.015    6573.42   3.548E9         3.694      7.696      6.76583     6.76583      7.70056      10.45983             21.791784428803464   
  1907  35974      3.522    1          0.5857   3328.7    1.17500006E9    1.127      0.32       6.13578     6.13578      6.79975      7.262779999999999    2.062191304347826    
  1908  36045      1.982    1          0.5857   3328.7    2.512E9         2.099      1.059      5.25648     5.25648      5.68985      7.35548              3.711030643163411    
  1918  36006      2.892    1          0.2768   1362.74   8.7089997E8     0.1762     0.0911     0.354589    0.354589     0.442951     0.530789             0.27443177014755954  
  1919  36159      0.0      1          0.8618   5359.75   3.89E8          1.569      1.569      0.254977    0.254977     0.275222     1.823977             1.823977             
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  1930  35918      27.84    1          0.937    5948.82   8.9529999E9     40.74      1.463      1.38323     1.38323      2.01778      42.12323             1.5126726924398624   
  1937  35952      2.951    1          0.2777   1367.78   4.073E8         0.1661     0.05629    0.441557    0.441557     0.46254      0.607657             0.20593023798916313  
  1938  35993      0.953    1          0.2771   1364.42   2.188E8         0.1738     0.1824     0.421916    0.421916     0.42525      0.595716             0.6251933164556962   
  1944  35936      4.809    1          1.476    10493.8   6.053E10        18.95      6.446      4.12385     4.12385      4.94451      23.07385             7.8487618522427445   
  1945  36123      6.616    1          3.742    32801.3   2.58200003E10   357.5      54.04      4.78251     4.78251      6.21396      362.28251            54.762928224895106   
  1951  35979      4.333    1          1.012    6549.16   9.8160005E9     9.121      2.271      5.18617     5.18617      6.8401       14.30717             3.562282981032781    
  1960  35984      1.76     0          0.8955   5622.06   7.9789998E9     4.309      2.448      2.14662     2.14662      2.4036       6.45562              3.667523267579484    
  1961  36015      0.36     1          0.5574   3133.43   9.5489997E8     1.371      3.808      0.119704    0.119704     0.200887     1.490704             4.140482007293946    
  1968  35942      2.769    1          1.145    7641.8    1.52E10         7.512      2.713      6.94816     6.94816      7.94549      14.460159999999998   5.222366091586794    
  1973  35951      5.232    1          1.491    10626.9   2.30100009E10   23.57      5.082      4.16321     4.16321      5.28282      27.73321             5.979642478574458    
  1990  36024      2.8      1          3.174    26908.0   8.9529999E10    94.18      39.88      4.76672     4.76672      5.45447      98.94672000000001    41.89844121469527    
  1999  36008      1.107    0          2.832    23435.8   2.884E9         37.77      34.12      29.0895     29.0895      31.8075      66.8595              60.39836219221603    
  2007  35900      2.603    0          2.234    17537.0   1.62899999E10   9.161      4.69       31.9093     31.9093      41.1758      41.0703              21.02605687152058    
  2022  35926      0.014    1          1.855    13941.7   6.0530002E9     14.61      1044.0     1.29549     1.29549      2.22446      15.90549             1136.573002053388    
  2025  35768      6.583    1          1.2      8103.32   2.30100009E10   19.24      2.923      0.891336    0.891336     1.6925       20.131335999999997   3.0584145076923077   
  2032  35891      0.045    1          1.642    11983.1   4.3650002E9     9.711      215.8      6.65933     6.65933      8.3861       16.37033             363.78511111111106   
  2046  35419      0.0      1          0.6953   4108.27   2.138E8         0.7697     0.7697     0.565603    0.565603     1.43331      1.3353030000000001   1.3353030000000001   
  2052  35790      0.634    0          1.283    8809.67   1.05200005E10   8.144      12.85      3.97376     3.97376      5.44558      12.11776             19.11999214145383    
  2054  35795      4.791    1          1.165    7809.0    3.9990002E10    16.12      6.76       0.0974594   0.0974594    0.19025      16.217459400000003   6.8008700709677425   
  2056  35730      5.64     1          0.7781   4720.96   4.8969999E9     7.104      1.26       2.71505     2.71505      3.69971      9.81905              1.7415544763513513   
  2059  35758      0.833    0          1.192    8035.86   1.82799995E10   7.857      9.432      4.09838     4.09838      4.47462      11.95538             14.351933837342497   
  2061  35752      12.69    0          0.9015   5669.05   1.23599995E10   17.43      4.459      12.3312     12.3312      14.7353      29.761200000000002   7.613608192771085    
  2089  35647      0.913    1          0.71     4215.58   9.5929999E10    1.293      1.416      0.127539    0.127539     0.175489     1.420539             1.5556714802784224   
  2094  35470      46.32    1          0.4379   2337.64   1.208E10        12.13      0.7566     2.56029     2.56029      2.50016      14.690290000000001   0.9162962418796373   
  2099  35716      2.022    1          4.226    37927.8   1.82799995E10   294.0      145.4      107.05      107.05       131.468      401.05               198.34241496598642   
  2101  35816      0.737    0          1.445    10219.6   3.17699994E10   11.53      15.64      0.160516    0.160516     0.337749     11.690515999999999   15.857733758889852   
  2106  35745      1.976    1          2.29     18078.6   1.55599995E10   50.04      31.82      12.113      12.113       16.5261      62.153               39.52255115907274    
  2115  35699      0.0      1          1.027    6670.65   5.4950001E9     4.972      4.972      1.64401     1.64401      1.89578      6.61601              6.61601              
  2124  35526      3.788    0          0.8454   5233.14   2.05099991E10   4.373      2.215      4.69341     4.69341      5.22199      9.066410000000001    4.592293196890007    
  2129  35710      2.696    0          1.23     8357.3    1.38700001E10   11.61      7.096      0.240944    0.240944     0.323071     11.850944            7.2432643086993975   
  2135  35573      80.73    1          1.006    6500.69   3.9080002E10    114.8      11.85      0.0766057   0.0766057    0.221718     114.8766057          11.85790746990418    
  2137  35696      0.429    1          2.39     19051.8   1.208E10        23.96      55.85      13.2687     13.2687      18.5075      37.2287              86.7789188230384     
  2140  35697      3.327    1          2.962    24748.1   1.592E10        85.12      28.65      52.3707     52.3707      68.315       137.4907             46.2771211818609     
  2141  35401      17.45    1          0.284    1403.22   6.6370002E9     1.928      0.1105     0.693635    0.693635     0.765515     2.621635             0.1502544955912863   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2147  35518      4.2      1          0.4737   2570.85   3.236E9         1.136      0.2705     1.7179      1.7179       1.87234      2.8539               0.6795598151408452   
  2150  35568      4.056    1          1.016    6581.51   1.18000005E10   11.49      2.833      3.99993     3.99993      4.92677      15.489930000000001   3.819231652741515    
  2152  35657      2.902    1          1.971    15028.2   2.75399987E9    35.24      12.14      4.68732     4.68732      5.49482      39.92732             13.754757797956866   
  2160  35539      4.275    1          1.036    6743.76   6.0530002E9     6.451      1.898      8.10817     8.10817      9.46625      14.559169999999998   4.28356916137033     
  2163  35356      3.723    1          0.3196   1608.02   1.096E9         0.2941     0.079      0.218342    0.218342     0.224972     0.512442             0.13765018021081266  
  2175  35596      2.678    1          3.239    27574.8   1.698E7         177.5      66.28      0.00101342  0.00101342   0.00269947   177.50101342         66.28037841959211    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2185  35469      3.262    1          1.906    14417.7   3.7319999E10    40.26      12.34      1.72736     1.72736      2.60879      41.987359999999995   12.869449140586187   
  2189  35464      1.087    1          0.2778   1368.34   4.168E8         0.09249    0.08509    0.585305    0.585305     0.597183     0.6777949999999999   0.6235655373553897   
  2192  35627      0.0      1          0.4842   2640.16   9.549E7         0.4514     0.4514     0.127902    0.127902     0.130722     0.579302             0.579302             
  2195  35592      0.67     1          0.9352   5934.57   5.4950003E8     4.702      7.018      1.08078     1.08078      1.18048      5.78278              8.631125061675883    
  2196  35543      2.097    1          1.055    6898.64   3.388E9         5.601      3.776      0.783062    0.783062     0.834733     6.384062             4.3039132497768255   
  2197  35493      0.957    1          1.147    7658.48   3.9080002E10    10.64      11.12      0.508465    0.508465     0.545118     11.148465            11.65140327067669    
  2202  35090      4.729    1          1.016    6581.51   1.62900001E11   14.47      5.409      2.47007     2.47007      3.65572      16.940070000000002   6.332331626123013    
  2229  35299      4.788    1          1.01     6532.99   1.29399996E11   6.087      1.271      0.491565    0.491565     0.526116     6.578564999999999    1.3736415500246426   
  2231  35405      0.0      1          2.08     16060.6   4.591E10        10.37      10.37      1.66135     1.66135      3.06916      12.03135             12.03135             
  2234  35289      5.214    1          0.5072   2793.28   3.16199987E9    1.899      0.3642     1.54799     1.54799      1.64943      3.44699              0.6610814944707741   
  2239  35455      0.433    1          0.247    1198.79   4.897E7         0.1114     0.2573     0.18219     0.18219      0.203732     0.29359              0.6781032944344704   
  2252  35395      1.669    1          1.792    13357.3   3.02E9          11.23      6.729      2.9784      2.9784       3.76479      14.208400000000001   8.51365303650935     
  2256  34801      73.61    1          0.2775   1366.66   3.8189998E10    8.066      0.4747     5.99458     5.99458      5.87788      14.060580000000002   0.827492849739648    
  2262  33709      0.638    1          0.9436   6001.16   1.29400004E13   0.06762    0.106      182.734     182.734      179.434      182.80162            286.55681336882583   
  2266  34998      24.89    1          0.2712   1331.49   4.8969999E9     2.049      0.1781     0.269056    0.269056     0.249184     2.318056             0.20148646832601272  
  2268  35292      1.257    0          1.66     12146.7   1.26500004E11   15.77      12.55      0.488334    0.488334     0.835488     16.258333999999998   12.93862344324667    
  2272  35347      3.482    1          1.948    14811.7   1.29400003E10   34.74      9.977      26.0213     26.0213      33.4072      60.761300000000006   17.450071678180773   
  2290  35257      1.329    1          0.981    6299.55   5.248E9         3.653      2.749      1.22694     1.22694      1.65281      4.8799399999999995   3.672311814946619    
  2295  34995      8.146    1          0.2767   1362.18   5.6230001E9     0.5763     0.07075    0.070042    0.070042     0.0749608    0.646342             0.07934877060558734  
  2296  35256      4.024    1          1.017    6589.6    6.6370002E9     7.2        1.789      1.5204      1.5204       2.44094      8.7204               2.1667771666666664   
  2297  35252      2.901    1          0.8042   4918.14   2.81799987E9    4.507      1.554      3.37998     3.37998      3.94469      7.886979999999999    2.7194069048147327   
  2314  35319      1.403    1          0.9201   5815.27   1.738E9         6.304      4.493      0.396654    0.396654     0.437059     6.700654             4.775704064403554    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2323  35322      3.551    1          2.23     17498.4   6.6370002E9     59.37      26.71      1.6998      1.6998       2.87419      61.0698              27.474723900960083   
  2324  35241      26.92    1          2.29     18078.6   8.7490003E10    108.2      38.22      3.75661     3.75661      4.96888      111.95661            39.54696519593345    
  2327  34454      5.004    1          0.2733   1343.18   3.8189998E10    0.6744     0.1348     0.189926    0.189926     0.158071     0.864326             0.17276267022538552  
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2330  35207      1.16     1          1.157    7742.03   6.0530002E9     5.966      5.143      3.99707     3.99707      5.04757      9.96307              8.588680692256117    
  2331  34999      0.956    1          1.146    7650.14   3.32599992E10   10.09      10.55      0.943721    0.943721     1.93094      11.033721            11.536744950445987   
  2336  35069      10.67    0          1.013    6557.24   5.3950001E10    26.23      4.453      1.4073      1.4073       1.53713      27.6373              4.691913720930233    
  2337  35296      3.323    0          4.09     36478.6   5.5199998E10    343.1      103.3      12.8596     12.8596      17.8845      355.9596             107.17174782862139   
  2342  35195      2.238    1          0.8392   5185.45   2.29100006E9    2.68       1.197      4.41318     4.41318      4.85047      7.09318              3.1681106194029853   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2357  35204      0.744    1          2.103    16279.9   9.3749996E9     22.49      30.23      36.7197     36.7197      41.843       59.2097              79.58689333036905    
  2359  34503      4.07     1          0.3186   1602.17   5.649E10        0.4432     0.1372     0.259047    0.259047     0.151329     0.7022470000000001   0.2173923474729242   
  2360  35217      7.028    1          1.491    10626.9   2.512E9         16.49      4.693      11.5731     11.5731      12.9087      28.0631              7.98666636143117     
  2365  35225      3.884    1          1.492    10635.8   1.738E9         19.93      12.32      7.76694     7.76694      8.41137      27.696939999999998   17.121239377822377   
  2369  35139      0.629    1          2.784    22953.7   4.8969999E9     40.72      64.74      43.0697     43.0697      49.8275      83.7897              133.21574602161098   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2376  35068      2.297    0          0.4859   2651.41   2.95100006E9    1.203      0.9341     0.289825    0.289825     0.339456     1.492825             1.159142005403159    
  2378  34943      0.814    1          0.2775   1366.66   2.188E9         0.2357     0.2896     0.508028    0.508028     0.549532     0.7437280000000001   0.913804110309716    
  2387  35057      0.627    1          2.099    16241.7   1.15300004E10   19.14      30.53      11.2502     11.2502      13.854       30.3902              48.475068234064786   
  2395  34823      0.0      0          0.4468   2395.15   9.1609997E10    0.5136     0.5136     0.0815271   0.0815271    0.0574167    0.5951270999999999   0.5951270999999999   
  2399  35107      2.517    1          2.29     18078.6   9.5929999E9     24.75      14.59      17.3873     17.3873      21.3851      42.137299999999996   24.839725535353534   
  2408  34867      6.241    1          0.5287   2937.97   3.388E9         2.584      0.414      1.31571     1.31571      2.17206      3.89971              0.6247987383900928   
  2412  34954      1.213    1          0.836    5160.87   5.7539999E9     1.752      1.444      3.64367     3.64367      4.59181      5.39567              4.447116141552511    
  2417  35039      2.485    1          1.067    6996.83   2.29100006E9    3.414      2.019      2.64467     2.64467      2.99062      6.05867              3.5830271616871707   
  2418  34971      4.045    1          1.052    6874.14   1.592E10        11.46      2.833      7.87723     7.87723      9.5235       19.33723             4.780311744328098    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2433  35031      1.352    0          0.8126   4981.99   6.4860001E9     2.896      2.142      3.03936     3.03936      3.23067      5.935359999999999    4.390034917127071    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2449  34484      4.06     0          0.5476   3066.39   5.7799999E10    2.947      0.8012     0.84862     0.84862      1.09715      3.79562              1.031914063115032    
  2455  34739      21.38    1          1.145    7641.8    7.2770003E10    55.6       2.6        11.7907     11.7907      15.5701      67.3907              3.151363669064748    
  2463  34456      50.49    1          0.2113   1009.96   1.02799995E10   2.35       0.1075     0.224185    0.224185     0.271928     2.574185             0.11775527127659573  
  2488  34358      7.96     0          0.875    5462.16   1.38699997E11   21.32      4.439      1.92126     1.92126      1.9375       23.24126             4.839022192307692    
  2489  34757      9.231    0          2.518    20308.1   6.6369999E10    436.1      64.08      4.42977     4.42977      10.0013      440.52977000000004   64.73090497959184    
  2500  34779      2.395    1          1.792    13357.3   1.41900001E10   23.52      9.82       8.51889     8.51889      11.1699      32.03889             13.376781454081636   
  2509  34694      0.679    0          1.082    7119.96   8.7490003E10    4.454      6.56       1.58008     1.58008      1.69333      6.034079999999999    8.887194611585091    
  2510  34800      0.263    1          0.6823   4013.9    1.862E9         1.104      4.198      0.410815    0.410815     0.651652     1.514815             5.76013892210145     
  2513  34708      7.742    1          1.028    6678.76   1.38700001E10   17.01      2.412      12.7763     12.7763      14.6347      29.786300000000004   4.22366582010582     
  2518  34734      5.264    1          0.6342   3669.16   3.98099994E9    3.603      0.6845     1.76289     1.76289      2.65216      5.36589              1.0194148501248959   
  2524  34782      2.148    1          1.423    10025.9   1.23599995E10   8.885      4.2        6.9023      6.9023       9.39177      15.7873              7.462764209341588    
  2525  34747      11.59    1          1.142    7616.78   1.78599997E10   26.77      2.309      0.425484    0.425484     0.583372     27.195484            2.3456993857302955   
  2540  34812      7.662    1          2.295    18127.1   2.14799995E10   107.5      24.36      18.1314     18.1314      25.8219      125.6314             28.46865957209302    
  2543  34769      1.271    1          0.9365   5944.86   2.81799987E9    1.918      1.509      3.57258     3.57258      4.20408      5.49058              4.319752460896767    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2552  34878      0.167    1          4.032    35862.6   5.7539999E9     154.6      925.7      22.3088     22.3088      24.2566      176.90879999999999   1059.2786297542043   
  2561  34844      2.803    1          1.27     8698.29   9.1609999E9     11.65      8.054      0.263183    0.263183     0.494197     11.913183            8.235946427639485    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2577  34633      4.648    1          1.873    14109.4   6.486E10        44.95      13.43      3.8491      3.8491       6.04839      48.7991              14.580020311457174   
  2578  34749      0.981    1          2.14     16633.5   1.91399997E10   32.46      33.09      3.69587     3.69587      4.99121      36.15587             36.85760130314233    
  2587  34736      1.448    1          2.52     20327.8   3.236E9         25.77      21.68      21.1507     21.1507      25.5628      46.9207              39.473836864571204   
  2588  34682      0.983    1          0.5869   3337.04   8.1270003E8     1.024      1.042      0.102516    0.102516     0.169659     1.126516             1.1463180390625      
  2591  34721      1.781    1          2.123    16470.9   7.6199997E9     17.24      9.68       30.5111     30.5111      38.2708      47.751099999999994   26.81152250580046    
  2592  34783      16.33    1          4.744    43504.0   2.35499995E11   1231.0     75.37      13.6086     13.6086      25.0904      1244.6086            76.20320892120228    
  2594  34540      8.285    1          1.152    7700.24   6.3379999E9     23.3       2.812      6.84314     6.84314      7.90455      30.143140000000002   3.6378759519313304   
  2596  34699      2.173    1          2.179    17007.5   1.45200005E10   16.37      10.28      75.1307     75.1307      87.462       91.50070000000001    57.460427367135004   
  2605  34473      2.465    1          1.239    8433.79   2.52300001E10   12.73      5.415      1.82918     1.82918      2.17157      14.559180000000001   6.193084029850747    
  2608  34724      0.0      1          1.255    8570.1    4.9200001E10    8.295      8.295      0.759853    0.759853     0.839395     9.054853             9.054853             
  2615  34592      3.16     1          0.944    6004.33   1.95900006E10   8.075      2.555      0.316781    0.316781     0.635544     8.391781             2.6552322544891647   
  2619  34679      0.0      1          2.227    17469.5   1.70599997E10   23.05      23.05      9.82861     9.82861      11.983       32.87861             32.87861             
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2625  34410      13.86    1          0.8352   5154.73   7.1110001E10    16.49      1.325      1.59262     1.59262      2.51506      18.08262             1.4529697695573074   
  2643  34562      8.647    1          1.229    8348.81   2.24899994E10   29.74      6.15       0.0180233   0.0180233    0.0564602    29.758023299999998   6.153727077841291    
  2648  34560      2.686    1          0.8299   5114.1    5.3699999E9     3.658      2.253      0.911691    0.911691     1.12072      4.569691             2.8145199078731546   
  2652  34557      1.042    1          1.224    8306.38   4.26499994E9    3.853      3.698      6.15598     6.15598      6.82618      10.00898             9.606334814430312    
  2655  34656      0.057    1          3.273    27924.5   2.09899991E10   46.5       815.8      27.3447     27.3447      31.7107      73.8447              1295.537769032258    
  2660  34529      1.394    1          0.8751   5462.94   1.778E9         2.318      1.663      5.72481     5.72481      6.2963       8.04281              5.770143671268334    
  2667  34527      2.981    1          1.26     8612.79   6.3379999E9     14.48      5.967      3.45792     3.45792      4.44815      17.937920000000002   7.391959160220995    
  2668  34398      0.935    1          2.657    21685.0   1.15300004E10   45.08      48.21      65.6463     65.6463      80.3881      110.7263             118.41426182342501   
  2670  34461      5.378    1          0.947    6028.16   1.32400005E10   9.679      1.8        1.67959     1.67959      2.45624      11.35859             2.1123527223886764   
  2671  34368      1.642    1          0.2311   1113.71   2.951E8         0.09494    0.05782    0.441168    0.441168     0.48685      0.536108             0.32649846808510646  
  2674  34581      0.539    1          1.993    15235.7   1.622E9         30.21      56.05      4.87291     4.87291      6.2674       35.08291             65.09093364779874    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2681  34539      0.226    1          3.11     26253.5   1.698E9         139.2      615.9      29.4429     29.4429      33.4076      168.6429             746.1721415948276    
  2682  34479      4.891    1          0.946    6020.21   9.1609999E9     10.34      2.114      0.857572    0.857572     1.42043      11.197572            2.2893295172147      
  2683  34330      2.654    1          1.54     11063.8   9.5929999E10    21.23      14.62      7.10595     7.10595      9.55635      28.33595             19.513499246349504   
  2687  34276      3.478    1          0.3565   1828.02   2.29100006E9    0.3187     0.09163    1.431       1.431        1.39453      1.7497               0.5030593379353625   
  2697  34528      4.317    1          3.672    32067.4   4.9200001E10    226.7      78.46      5.37912     5.37912      8.47616      232.07912            80.32169278870754    
  2705  34419      0.0      1          1.121    7442.12   2.704E10        2.583      2.583      0.0554856   0.0554856    0.264021     2.6384856            2.6384856            
  2715  34283      4.184    1          1.311    9050.5    3.7319999E10    17.34      4.206      3.60768     3.60768      4.44214      20.94768             5.081080858131488    
  2716  34406      0.0      1          1.985    15160.2   2.52300001E10   25.65      25.65      0.786499    0.786499     1.07016      26.436498999999998   26.436498999999998   
  2720  34403      2.145    1          1.224    8306.38   6.1939999E9     5.82       2.713      2.92887     2.92887      3.80459      8.74887              4.0782962731958765   
  2722  34418      1.155    1          2.139    16623.9   2.95100006E9    29.74      25.75      7.29269     7.29269      9.16437      37.03269             32.06428270006725    
  2725  34293      1.903    1          1.147    7658.48   8.9529999E9     6.793      5.148      9.52521     9.52521      12.3982      16.31821             12.366575162667452   
  2728  34304      21.73    0          1.147    7658.48   6.486E10        89.47      31.27      0.396749    0.396749     0.734617     89.866749            31.408664817592488   
  2738  34335      10.68    1          1.987    15179.0   6.3380001E10    99.17      9.285      10.1383     10.1383      14.5648      109.3083             10.234219678330142   
  2739  34254      9.625    1          0.972    6227.47   3.25099991E10   19.25      2.0        2.70303     2.70303      3.44078      21.95303             2.2808342857142856   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2746  34251      13.28    1          1.221    8280.94   2.19800003E10   53.5       5.605      4.8503      4.8503       5.82275      58.3503              6.113148252336448    
  2758  34321      1.237    1          0.8199   5037.64   3.88999987E9    1.821      1.472      1.41469     1.41469      1.7597       3.23569              2.6155605052169135   
  2767  34332      4.85     1          1.346    9353.27   9.8160005E9     13.02      2.685      4.36266     4.36266      5.41076      17.38266             3.5846729723502313   
  2769  34366      1.157    1          2.44     19541.1   5.0109998E9     25.82      22.32      34.9744     34.9744      43.0049      60.7944              52.553485979860575   
  2776  34150      2.254    1          0.2111   1008.93   3.89E8          0.06258    0.02776    0.532771    0.532771     0.586842     0.595351             0.2640930610418664   
  2778  34299      1.061    1          2.11     16346.7   7.7969998E10    34.5       32.52      5.23514     5.23514      7.49892      39.73514             37.45468848695653    
  2785  34320      0.0      1          1.62     11783.8   4.6770002E9     11.17      11.17      2.04515     2.04515      2.79744      13.21515             13.21515             
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2805  34207      0.0      1          2.463    19766.8   5.248E9         25.22      25.22      36.9117     36.9117      44.744       62.1317              62.1317              
  2806  34295      5.047    0          1.94     14736.5   6.1939999E9     67.85      14.99      3.82982     3.82982      4.76713      71.67981999999999    15.836116459837879   
  2813  34241      3.558    1          1.851    13904.4   6.3380001E10    41.57      11.68      0.285674    0.285674     0.559661     41.855674            11.7602663536204     
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2825  34084      8.623    1          0.6809   4003.77   1.00499999E10   7.334      0.8505     1.055       1.055        1.3549       8.389                0.9728449004635943   
  2831  34127      1.831    1          2.094    16194.0   1.48600003E10   21.48      11.73      62.4558     62.4558      75.0487      83.9358              45.83644944134078    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  2856  34110      3.632    0          0.8035   4912.82   3.80099994E9    5.164      2.753      3.4017      3.4017       3.66347      8.5657               4.566493435321457    
  2870  34152      1.935    0          1.61     11693.3   4.2850001E10    20.9       10.8       2.10551     2.10551      2.76402      23.005509999999997   11.888014736842104   
  2874  34002      6.579    1          1.599    11594.0   9.5929999E9     37.72      5.733      15.8502     15.8502      19.0676      53.5702              8.142045509013785    
  2877  33998      3.384    0          1.363    9501.01   2.64200008E10   19.08      6.813      4.65525     4.65525      5.89104      23.735249999999997   8.47527558962264     
  2878  33896      9.204    1          0.9544   6087.01   1.32400005E10   16.98      2.295      5.27373     5.27373      6.26066      22.25373             3.007792128975265    
  2880  34030      0.0      1          2.109    16337.1   1.74600008E10   16.67      16.67      11.8633     11.8633      16.4657      28.533300000000004   28.533300000000004   
  2884  34066      0.0      1          1.37     9561.97   8.9529999E9     7.13       7.13       24.227      24.227       26.2473      31.357               31.357               
  2888  34003      0.732    1          0.748    4495.93   3.388E9         2.003      2.736      0.269423    0.269423     0.326371     2.2724230000000003   3.1040186360459314   
  2890  32373      2.904    1          0.7845   4769.13   2.24900007E13   1.846      0.6648     332.235     332.235      292.082      334.081              120.31259414951245   
  2893  33724      23.47    1          0.4545   2445.16   9.5929999E9     6.251      0.6368     1.56298     1.56298      2.01109      7.813980000000001    0.7960234304911216   
  2895  33991      2.493    1          1.027    6670.65   2.884E9         5.579      2.698      3.61409     3.61409      4.23477      9.19309              4.445771073669117    
  2896  34060      0.988    1          2.478    19914.2   7.9789998E9     18.95      19.18      30.2424     30.2424      39.0427      49.1924              49.7894581530343     
  2901  34028      5.248    1          2.514    20268.6   1.62900001E11   103.7      32.19      0.132658    0.132658     0.437577     103.83265800000001   32.2311789876567     
  2920  34006      3.725    1          0.7889   4802.32   5.9149998E9     3.068      2.194      0.0193624   0.0193624    0.0387899    3.0873624            2.2078465142112123   
  2925  34073      15.66    0          2.908    24201.8   2.70399996E11   758.9      70.69      3.15688     3.15688      3.79091      762.05688            70.98405698669127    
  2947  33772      2.93     1          0.4971   2725.83   6.1939999E9     0.9136     0.3118     0.28292     0.28292      0.304861     1.19652              0.40835697898423823  
  2957  33872      0.044    1          2.37     18856.6   8.7489997E9     31.06      705.9      12.4025     12.4025      15.7871      43.4625              987.7713699291693    
  2973  33893      2.958    1          1.6      11603.0   4.7859999E9     17.78      12.3       9.12025     9.12025      11.1729      26.90025             18.609284308211475   
  2979  33792      2.617    1          0.875    5462.16   1.58499994E9    3.222      1.231      0.921004    0.921004     1.23072      4.143004             1.5828795543140908   
  2992  33707      1.573    1          1.411    9920.47   9.5929999E9     10.02      6.37       6.47352     6.47352      7.50852      16.49352             10.485401437125748   
  2994  33691      5.809    1          2.234    17537.0   3.03399997E10   98.12      16.89      177.938     177.938      200.268      276.058              47.51956400326131    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  3012  33720      6.224    1          1.459    10343.3   4.8079999E10    31.43      5.05       4.68978     4.68978      6.59834      36.11978             5.803528125994273    
  3022  33714      8.724    1          0.955    6091.79   1.95900006E10   15.24      1.747      0.886771    0.886771     1.19949      16.126771            1.8486528173884518   
  3028  33777      2.321    0          1.873    14109.4   3.40400005E10   31.88      13.74      1.47545     1.47545      2.82079      33.35545             14.375905991217063   
  3029  33799      2.189    1          1.165    7809.0    2.81799987E9    8.752      4.798      0.432229    0.432229     0.682779     9.184229             5.034955523537477    
  3037  33645      7.899    0          0.454    2441.91   4.8969999E9     2.857      0.3617     2.41425     2.41425      2.69898      5.27125              0.6673472611130556   
  3039  33511      2.919    1          0.2535   1234.05   4.265E8         0.08373    0.02868    0.146373    0.146373     0.156755     0.230103             0.0788170791830885   
  3063  33397      4.094    1          0.2544   1238.96   2.512E9         0.29       0.07084    0.492359    0.492359     0.585575     0.782359             0.1911114191724138   
  3066  33690      2.687    1          2.4      19149.5   1.41900001E10   30.05      25.55      2.24759     2.24759      3.4209       32.29759             27.461012462562397   
  3069  33577      24.02    1          1.056    6906.81   2.96499999E10   47.78      10.04      0.286714    0.286714     0.563804     48.066714000000005   10.100247144411886   
