# id    id_3DHST   SNR_IR   goodArea   z_IR     dL        Mstar           SFR_IR     eSFR_IR    SFR_UV      SFR_UV1400   SFR_UV1700   SFR_total            eSFR_total           
  7624  23626      2.625    1          1.29     8869.76   6.9500001E9     15.87      6.046      0.21485     0.21485      0.285913     16.08485             6.1278514870825465   
  7630  23121      27.48    1          0.851    5276.29   2.46600008E10   38.54      2.864      1.03708     1.03708      1.97329      39.57708             2.9410679065905554   
  7636  23618      0.851    1          1.756    13025.2   5.4950001E9     7.909      9.294      5.22347     5.22347      6.85525      13.13247             15.432188162852446   
  7640  23614      0.347    0          1.88     14174.7   8.9529999E9     25.5       73.49      34.0335     34.0335      39.5881      59.5335              171.57321235294117   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7643  23539      2.25     0          2.28     17981.7   1.26500004E10   70.78      31.46      29.7546     29.7546      34.518       100.5346             44.68520084769709    
  7645  23639      1.559    0          2.841    23526.4   4.187E10        42.72      38.44      35.8155     35.8155      49.1513      78.5355              70.66724297752808    
  7646  23624      0.2      0          1.137    7575.12   6.1939999E10    3.839      19.19      0.118237    0.118237     0.203995     3.957237             19.781031005470176   
  7678  23570      6.274    1          1.966    14981.1   1.23599995E10   87.26      30.24      5.65603     5.65603      7.98757      92.91603             32.2001002429521     
  7682  23548      4.899    0          1.91     14455.2   1.62900001E11   134.6      66.54      13.38       13.38        15.551       147.98               73.15445170876673    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7686  23506      1.057    1          2.026    15547.8   9.3749996E9     17.65      16.7       0.967059    0.967059     1.21341      18.617058999999998   17.615007665722377   
  7687  23499      12.03    1          2.592    21039.5   2.09899991E10   131.7      29.47      1299.63     1299.63      1473.29      1431.3300000000002   320.2831822323463    
  7698  23186      13.79    1          0.3766   1950.92   1.82799995E10   2.348      0.2023     0.874658    0.874658     0.769754     3.222658             0.2776591624361159   
  7700  23308      2.555    1          0.503    2765.19   3.80099994E9    0.6198     0.2426     1.00538     1.00538      1.07931      1.6251799999999998   0.6361224072281381   
  7711  23543      11.91    1          0.6817   4009.56   1.18000005E10   9.04       0.759      0.103707    0.103707     0.219622     9.143707             0.7677072580752212   
  7716  23511      3.654    0          2.644    21555.6   2.52300001E11   276.0      75.53      3.26378     3.26378      3.69341      279.26378            76.42316414275362    
  7723  23343      1.192    1          0.7431   4459.54   1.23E8          3.438      2.884      2.62376     2.62376      2.83385      6.06176              5.084966794648051    
  7733  23326      0.433    0          1.577    11395.8   2.56999987E9    10.52      24.3       3.92222     3.92222      4.59821      14.442219999999999   33.35988079847909    
  7739  23381      3.266    1          1.27     8698.29   6.4860001E9     7.078      2.167      0.338978    0.338978     0.467111     7.416978             2.2707814814919467   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7762  23104      2.993    1          0.9369   5948.03   6.6369999E10    2.992      0.9997     0.199363    0.199363     0.344082     3.191363             1.0663120291109627   
  7780  23178      2.048    1          2.072    15984.5   7.7970002E9     36.61      20.09      9.21989     9.21989      12.3307      45.82989             25.149480745697897   
  7783  23346      3.052    1          0.3759   1946.6    1.148E9         0.437      0.1432     0.320903    0.320903     0.428644     0.757903             0.24835631487414184  
  7800  23344      5.302    1          2.481    19943.7   3.03399997E10   102.3      23.85      17.7709     17.7709      25.4716      120.0709             27.99306906158358    
  7803  23287      6.214    1          1.93     14642.6   1.95900006E10   60.06      22.11      1.62956     1.62956      2.49685      61.68956             22.709892967032964   
  7810  23242      1.493    1          0.456    2454.93   4.168E9         0.6224     0.4169     0.0288238   0.0288238    0.0301212    0.6512237999999999   0.43620694444087404  
  7818  23302      1.304    1          0.9352   5934.57   1.12699996E10   1.779      1.364      0.405899    0.405899     0.735989     2.1848989999999997   1.6752120494659921   
  7838  23269      3.719    0          1.174    7884.47   1.23599995E10   14.47      7.247      2.38544     2.38544      2.69148      16.85544             8.44169825017277     
  7840  23210      7.967    1          1.807    13496.0   6.3380001E10    59.33      7.447      11.265      11.265       15.5235      70.595               8.86096350918591     
  7847  23304      22.3     1          1.414    9946.8    6.6369999E10    99.62      8.794      1.30636     1.30636      1.87991      100.92636            8.909319512547683    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7867  23216      2.319    1          1.535    11019.1   6.486E10        20.69      9.925      2.03135     2.03135      2.48261      22.72135             10.899439282261962   
  7869  23096      3.187    1          0.6421   3725.3    3.88999987E9    2.169      0.6806     3.11858     3.11858      3.56395      5.28758              1.6591641069617336   
  7878  23097      0.0      0          1.762    13080.5   4.365E8         28.67      28.67      6.1814      6.1814       6.94463      34.8514              34.8514              
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7889  23078      0.0      0          1.485    10573.6   5.0109998E9     12.55      12.55      5.16615     5.16615      6.04975      17.71615             17.71615             
  7895  23200      7.657    1          0.8799   5500.29   1.48600003E10   12.05      2.471      0.179635    0.179635     0.310778     12.229635            2.50783635560166     
  7897  22526      73.82    1          0.0699   321.594   1.23E9          0.225      0.02187    0.215504    0.215504     0.2371       0.440504             0.0428169888         
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7907  23151      11.02    1          0.8785   5489.39   1.00499999E10   12.23      4.615      0.100623    0.100623     0.214426     12.330623000000001   4.652970167211775    
  7908  22874      13.9     1          0.561    3158.13   2.76699996E10   8.449      0.6077     2.57466     2.57466      2.79728      11.02366             0.7928841498402177   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7920  23082      6.478    1          0.8398   5190.06   5.248E9         6.95       1.073      12.3322     12.3322      13.5379      19.2822              2.9769497266187046   
  7924  23037      2.614    1          0.8472   5247.0    3.46700006E9    3.255      1.854      4.21633     4.21633      4.57059      7.47133              4.255559391705069    
  7925  21796      23.15    1          0.3771   1954.0    1.66700007E11   3.987      0.1722     1.18761     1.18761      1.21612      5.17461              0.2234933137697517   
  7926  22912      1.378    1          0.913    5759.36   2.83099996E10   7.473      5.423      0.384265    0.384265     0.66751      7.857265             5.701853083768232    
  7928  22941      0.822    0          2.278    17962.4   4.591E10        104.2      126.8      29.3017     29.3017      37.0138      133.5017             162.45696314779272   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7942  22865      0.0      0          2.06     15870.4   1.82E9          35.74      35.74      4.09935     4.09935      4.45342      39.83935             39.83935             
  7952  22965      2.217    1          1.743    12905.6   1.70599997E10   29.1       13.13      5.30148     5.30148      6.81165      34.40148             15.522042350515465   
  7958  23021      6.245    1          2.69     22013.7   2.00399995E11   404.0      150.3      1.08598     1.08598      1.75309      405.08598            150.7040168168317    
  7959  22904      9.586    1          3.266    27852.5   2.00399995E11   915.8      242.0      20.393      20.393       31.1766      936.193              247.38884690980566   
  7963  22285      11.35    1          0.2988   1487.43   3.63000013E9    1.187      0.1045     2.06765     2.06765      2.00031      3.25465              0.28652984414490307  
  7966  22980      6.268    1          3.242    27605.7   8.9529999E10    342.2      109.4      27.917      27.917       38.2269      370.11699999999996   118.32495558153126   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  7983  22953      2.29     1          0.973    6235.47   4.26499994E9    4.014      2.263      1.21136     1.21136      1.47266      5.22536              2.9459366417538613   
  7991  22881      3.882    1          1.996    15264.0   1.48600003E10   58.58      15.09      19.2433     19.2433      27.8372      77.8233              20.047005752816663   
  7996  22815      13.81    1          0.8392   5185.45   1.05200005E10   14.32      3.681      6.63457     6.63457      8.68873      20.95457             5.386436604050279    
  8004  21700      5.373    1          0.1895   898.311   2.46600008E11   0.2483     0.04621    0.314763    0.314763     1.02447      0.563063             0.10478913101087395  
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8035  22776      6.902    1          0.5196   2876.55   2.45400013E9    3.321      0.4812     0.869666    0.869666     0.870431     4.190666             0.6072112252935863   
  8037  22453      1.496    1          0.5336   2971.16   7.4470001E9     1.219      0.8148     1.55511     1.55511      1.70746      2.7741100000000003   1.8542615488105005   
  8047  22662      16.02    1          0.679    3990.03   2.58200003E10   13.1       0.8179     2.76927     2.76927      3.11287      15.86927             0.9907996895419847   
  8051  22790      6.807    1          0.7834   4760.84   8.5500001E9     7.41       1.089      2.77914     2.77914      3.79898      10.18914             1.4974323157894736   
  8053  22823      8.495    1          3.663    31973.2   2.64200008E10   333.8      71.14      156.898     156.898      215.035      490.698              104.57835745955661   
  8054  22705      6.355    1          0.6827   4016.8    1.52E10         6.422      1.011      0.485342    0.485342     0.658144     6.907342             1.0874062226720647   
  8056  22693      7.729    1          3.15     26662.3   6.9500002E10    238.7      63.8       2.07846     2.07846      3.01729      240.77846            64.3555330875576     
  8065  21683      7.497    1          0.5577   3135.48   1.18000001E11   3.2        0.4268     1.26131     1.26131      1.37337      4.46131              0.59502722125        
  8081  22684      6.484    1          2.149    16719.7   3.8189998E10    131.3      20.25      13.4381     13.4381      16.7818      144.7381             22.322517326732672   
  8092  22613      18.26    1          0.5238   2904.87   9.1609999E9     6.537      0.3581     1.0327      1.0327       1.15831      7.5697               0.4146718020498699   
  8093  22696      0.93     1          0.3359   1704.28   2.238E8         0.3565     0.3833     0.196567    0.196567     0.224694     0.553067             0.5946439862552594   
  8096  22529      0.237    1          2.33     18467.0   1.44499994E9    39.42      166.3      19.3114     19.3114      21.2458      58.7314              247.76843784880774   
  8099  22184      10.37    1          0.6419   3723.88   1.29399996E11   6.152      0.5934     1.5357      1.5357       1.80003      7.6877               0.7415281501950586   
  8102  22633      3.871    1          1.009    6524.92   3.25099991E10   12.47      5.868      0.112857    0.112857     0.188416     12.582857            5.921107046992783    
  8105  22593      5.856    1          0.9378   5955.16   1.10099999E10   10.01      1.709      7.24091     7.24091      9.21981      17.25091             2.945235283716284    
  8111  22643      1.754    1          1.844    13839.3   3.5640001E10    44.82      25.55      16.5244     16.5244      18.5024      61.3444              34.969866577420795   
  8113  20617      77.34    1          0.1892   896.792   6.1939999E10    4.335      0.05605    0.0867523   0.0867523    0.187693     4.4217523            0.05717167622029988  
  8119  22669      3.504    1          2.133    16566.5   1.78599997E10   26.1       8.069      30.7381     30.7381      37.1207      56.8381              17.571901490421457   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8135  22637      4.209    1          1.743    12905.6   2.58200003E10   42.38      10.07      12.5961     12.5961      17.3026      54.9761              13.062985535630014   
  8138  22287      3.297    1          0.4004   2099.02   1.07599995E10   0.8636     0.5287     0.0793119   0.0793119    0.0783269    0.9429119            0.5772551198818897   
  8141  22498      0.543    1          2.31     18272.7   1.18000005E10   24.02      44.24      21.5582     21.5582      27.344       45.578199999999995   83.9458604496253     
  8142  22479      1.462    1          4.2      37650.2   3.46700006E9    262.1      179.3      29.0483     29.0483      33.5589      291.1483             199.17165276611982   
  8143  22246      1.65     1          0.9378   5955.16   6.6369999E10    3.043      2.027      0.252423    0.252423     0.278229     3.295423             2.1951437466316137   
  8144  22548      3.718    1          2.33     18467.0   8.5500002E10    43.2       18.81      8.04509     8.04509      12.775       51.245090000000005   22.312966270833332   
  8155  22614      4.539    0          1.004    6484.55   7.4469999E10    12.59      3.197      0.609799    0.609799     1.12452      13.199799            3.351847291739476    
  8162  22493      3.916    1          2.705    22163.3   1.26500004E10   73.3       25.26      23.4492     23.4492      32.7699      96.7492              33.34085664392906    
  8167  22547      12.09    1          1.224    8306.38   2.00399995E10   43.45      3.593      7.93469     7.93469      10.5878      51.384690000000006   4.249141338780207    
  8175  22500      1.497    1          1.249    8518.94   8.9529999E9     15.26      10.19      2.48285     2.48285      2.96694      17.74285             11.84794505242464    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8191  22487      0.0      1          2.33     18467.0   1.23599995E10   14.86      14.86      8.8147      8.8147       12.3513      23.6747              23.6747              
  8195  22528      4.187    1          1.169    7842.53   1.91399997E10   21.42      5.116      2.36605     2.36605      3.36561      23.786050000000003   5.681112595704948    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8236  22305      0.335    0          2.12     16442.2   1.23599995E10   19.38      57.85      6.00635     6.00635      9.32198      25.38635             75.77917169762642    
  8255  22264      1.079    1          2.527    20396.8   2.57E8          78.88      73.1       5.13556     5.13556      6.30235      84.01556             77.8592474137931     
  8267  22362      10.81    1          0.799    4878.7    3.104E10        12.8       1.184      0.177033    0.177033     0.240096     12.977033            1.2003755525         
  8271  22363      3.551    1          1.009    6524.92   1.95900006E10   7.588      2.347      0.254007    0.254007     0.256532     7.842007             2.425565422904586    
  8274  22299      3.351    1          2.193    17142.0   4.591E10        83.64      24.96      7.93981     7.93981      11.265       91.57981             27.32941245337159    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8303  22275      4.664    1          1.675    12283.3   6.053E10        34.67      7.434      11.7201     11.7201      15.2195      46.390100000000004   9.947043651571965    
  8304  22291      3.445    1          0.8506   5273.21   4.168E9         3.488      1.012      3.22891     3.22891      4.16477      6.71691              1.9488282454128443   
  8319  22193      15.68    0          1.0      6452.3    9.3749996E9     30.06      1.918      9.14792     9.14792      9.97961      39.20792             2.5016896393878914   
  8326  22233      5.11     1          0.6973   4122.83   2.29100006E9    3.842      0.7519     0.736063    0.736063     0.923169     4.578063             0.8959514757157732   
  8331  21916      2.068    1          0.4577   2466.01   2.69100006E9    0.5335     0.2974     1.58031     1.58031      1.68538      2.11381              1.1783450684161199   
  8332  22269      8.048    1          0.821    5046.04   8.5500001E9     8.512      3.01       1.72061     1.72061      2.39992      10.232610000000001   3.6184393914473683   
  8340  22144      3.476    1          3.105    26202.4   9.8160005E9     87.54      43.45      50.9813     50.9813      59.3673      138.5213             68.75428929632167    
  8347  22006      0.792    1          0.974    6243.47   4.073E8         6.301      7.956      2.27284     2.27284      2.46335      8.57384              10.825816702110776   
  8354  22185      9.001    0          1.4      9824.04   2.89700004E10   38.15      17.94      2.23833     2.23833      3.09803      40.388329999999996   18.992572482306684   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8408  21814      2.124    1          0.971    6219.47   2.89700004E10   5.616      2.644      7.17096     7.17096      8.46628      12.78696             6.020071623931625    
  8410  21949      3.61     1          0.7425   4455.09   8.1650002E9     3.294      1.841      0.182184    0.182184     0.147447     3.476184             1.9428217194899817   
  8412  21857      1.546    1          0.8227   5059.02   2.344E9         2.57       1.662      0.388429    0.388429     0.413381     2.9584289999999998   1.9131941626459144   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8427  21840      18.95    1          2.322    18389.2   3.17699994E10   176.3      26.6       1.68601     1.68601      1.97478      177.98601000000002   26.85438381168463    
  8433  21954      11.49    1          1.237    8416.78   9.5929999E10    43.73      7.877      1.30615     1.30615      2.71007      45.03615             8.112274263663389    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8458  21918      1.944    1          1.174    7884.47   3.17699994E10   12.19      6.74       0.469621    0.469621     0.573188     12.659621            6.99965919114028     
  8460  21887      2.796    1          2.39     19051.8   4.4870001E10    52.79      33.9       6.94755     6.94755      8.76466      59.73755             38.36148787649176    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8467  21765      2.873    1          0.3369   1710.23   3.08999987E9    0.4436     0.1544     0.792826    0.792826     0.794865     1.236426             0.4303520613165014   
  8474  21824      23.93    1          0.912    5751.49   8.1650002E9     27.73      1.6        0.361301    0.361301     0.428143     28.091301            1.6208467940858278   
  8476  21831      2.74     0          1.096    7235.27   1.38700001E10   9.627      4.017      6.62475     6.62475      7.98647      16.25175             6.781269320660643    
  8483  21717      6.614    1          0.8495   5264.73   2.00399995E10   8.09       1.223      0.188819    0.188819     0.370011     8.278819             1.2515445781211372   
  8484  21772      6.612    1          2.849    23606.9   5.649E10        192.7      49.1       39.7104     39.7104      52.9377      232.41039999999998   59.218218162947586   
  8489  21863      0.012    1          0.772    4675.14   2.08899994E9    1.495      124.6      0.831195    0.831195     1.00805      2.3261950000000002   193.87551638795986   
  8490  21684      1.302    1          1.947    14802.3   6.053E10        12.7       9.754      0.184344    0.184344     0.278723     12.884343999999999   9.895581998110236    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8504  21845      1.089    1          2.545    20574.5   1.38700001E10   18.47      16.96      33.6252     33.6252      41.9643      52.0952              47.83619880887927    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8512  21570      2.577    0          0.7425   4455.09   1.47900006E9    4.753      2.171      4.62288     4.62288      4.87427      9.37588              4.282565848937513    
  8515  21710      3.359    1          1.023    6638.2    1.32400005E10   9.879      2.941      4.22904     4.22904      4.97172      14.108039999999999   4.199994497418767    
  8535  21801      6.021    1          0.849    5260.87   9.5929999E9     7.745      1.286      0.228143    0.228143     0.481308     7.973143             1.3238814587475791   
  8537  21732      2.711    1          0.845    5230.06   3.31100006E9    3.977      1.467      1.97221     1.97221      2.69448      5.94921              2.19449109127483     
  8539  21593      17.2     1          0.8494   5263.95   2.83099996E10   28.05      1.631      0.544733    0.544733     1.03734      28.594733            1.6626741362923352   
  8544  21669      33.13    1          0.821    5046.04   1.48600003E10   34.69      1.047      5.59897     5.59897      7.67833      40.28897             1.215985920726434    
  8549  20538      0.0      1          0.6387   3701.11   1.153E11        1.198      1.198      0.13428     0.13428      0.244021     1.33228              1.33228              
  8551  21690      6.556    1          0.9365   5944.86   6.0530002E9     8.796      1.342      0.584482    0.584482     1.02453      9.380481999999999    1.4311740386539336   
  8554  21665      0.466    1          2.284    18020.5   9.8160005E9     12.79      27.45      5.37476     5.37476      8.35721      18.16476             38.985352775605946   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8563  21566      0.0      1          0.5952   3394.82   1.122E8         0.7918     0.7918     0.0776205   0.0776205    0.0785137    0.8694204999999999   0.8694204999999999   
  8568  21627      0.792    1          0.899    5649.46   2.29100006E9    2.195      2.771      3.61149     3.61149      4.08695      5.80649              7.330197626423691    
  8585  21543      1.224    1          1.488    10600.2   3.32599992E10   24.18      19.75      8.47692     8.47692      10.2628      32.65692             26.673869727047144   
  8586  21534      8.345    1          1.77     13154.2   5.915E10        123.1      14.75      7.88684     7.88684      10.7862      130.98684            15.695011291632818   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8607  21502      0.0      1          1.792    13357.3   2.09899991E10   10.95      10.95      0.160842    0.160842     0.311394     11.110842            11.110842            
  8612  21414      7.885    1          3.18     26969.5   6.9500002E10    547.3      69.41      21.6911     21.6911      32.8259      568.9911             72.16092134295633    
  8613  21211      6.486    1          1.526    10938.7   3.104E10        92.0       15.92      2.71265     2.71265      3.0184       94.71265             16.389406391304348   
  8614  21516      0.065    1          2.354    18700.6   3.104E10        58.28      896.6      1.56443     1.56443      2.40568      59.84443             920.6677408716541    
  8619  21536      1.205    1          2.231    17508.1   1.38700001E10   33.49      27.79      3.26577     3.26577      6.16178      36.75577             30.499935750970433   
  8635  21156      3.146    1          1.253    8553.04   1.45200005E11   9.726      4.705      1.21504     1.21504      1.73275      10.941040000000001   5.292781534032491    
  8636  21348      1.2      1          0.6879   4054.49   2.138E8         3.313      2.761      0.41832     0.41832      0.427194     3.73132              3.109621044370661    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8662  21124      11.82    1          0.9354   5936.15   7.9789998E10    17.87      1.511      0.423076    0.423076     0.504562     18.293076            1.546773242081701    
  8664  21427      1.929    1          1.558    11225.1   5.3950001E10    7.673      4.196      0.374134    0.374134     0.821832     8.047134             4.400596150658152    
  8666  21380      2.613    1          2.588    20999.9   4.187E10        125.7      48.11      8.9182      8.9182       13.2084      134.6182             51.52332221161495    
  8668  21285      33.17    1          0.761    4592.8    2.05099991E10   33.43      1.008      1.45012     1.45012      2.09034      34.88012             1.0517248268022734   
  8672  21327      0.0      1          0.1811   855.954   1288000.0       0.0132     0.0132     0.00150448  0.00150448   0.00333864   0.01470448           0.01470448           
  8673  21457      3.419    1          1.855    13941.7   6.6369999E10    49.33      14.43      1.12357     1.12357      1.59336      50.45357             14.758666432191365   
  8675  21392      1.238    1          1.383    9675.37   3.9990002E10    10.24      8.271      4.86648     4.86648      5.82543      15.106480000000001   12.201728132812502   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8684  21345      2.102    0          0.5306   2950.83   5.3699999E9     0.9833     0.4678     0.923265    0.923265     1.01985      1.906565             0.9070386524966949   
  8686  20754      4.399    1          0.6802   3998.71   6.6369999E10    3.366      0.7652     0.0819094   0.0819094    0.18067      3.4479094            0.7838206395959595   
  8691  21334      12.16    1          0.7969   4862.8    1.62899999E10   12.78      1.074      2.47743     2.47743      3.35216      15.25743             1.2821971690140845   
  8704  20850      17.09    1          0.2533   1232.96   1.18000005E10   1.14       0.06671    1.05624     1.05624      0.865005     2.19624              0.12851857052631582  
  8716  21430      2.33     1          2.426    19403.9   1.74600008E10   25.32      12.47      29.5788     29.5788      40.2909      54.8988              27.03744218009479    
  8717  21251      2.826    1          0.7814   4745.78   2.64200008E10   3.971      1.405      0.855387    0.855387     1.05226      4.826387             1.7076488881893732   
  8721  21333      2.235    1          2.966    24788.6   6.1939999E10    63.5       43.34      30.0039     30.0039      41.3326      93.5039              63.81825237795276    
  8736  20583      4.298    1          0.582    3303.03   1.23599995E10   1.753      0.4079     0.269179    0.269179     0.261237     2.022179             0.47053440621791215  
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8752  21291      1.822    1          1.266    8664.07   1.91399997E10   10.56      5.796      2.09369     2.09369      2.79823      12.653690000000001   6.945150306818182    
  8753  21047      10.82    1          0.5575   3134.11   2.58200003E10   7.5        0.6934     0.320617    0.320617     0.346791     7.820617             0.7230421103733333   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8764  21179      2.931    1          3.132    26478.2   9.3749996E9     140.2      76.58      7.94266     7.94266      12.1312      148.14265999999998   80.91843725249642    
  8769  21279      1.077    1          2.42     19345.2   2.64200008E10   23.85      22.14      10.9915     10.9915      16.6341      34.8415              32.34343018867925    
  8771  20743      5.473    1          0.5022   2759.85   4.4659999E9     2.01       0.3673     0.911269    0.911269     1.30207      2.9212689999999997   0.5338219421393036   
  8775  21204      3.484    1          0.8955   5622.06   6.1939999E9     6.355      1.824      0.503338    0.503338     0.61945      6.858338000000001    1.9684671143981118   
  8776  21295      5.888    1          0.42     2222.97   5.128E9         1.432      0.2432     0.780651    0.780651     0.912049     2.212651             0.3757798346368716   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8785  21290      15.53    1          2.211    17315.3   3.32599992E10   67.14      7.188      31.0249     31.0249      33.6468      98.1649              10.509521912421805   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8814  21139      5.187    1          1.777    13218.7   3.5640001E10    50.69      10.18      1.64205     1.64205      2.99811      52.332049999999995   10.509770546458867   
  8824  19651      2.555    1          0.3208   1615.06   4.3849998E10    0.232      0.0908     0.275153    0.275153     0.3893       0.507153             0.19848919137931034  
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8838  21028      0.875    0          1.316    9093.64   2.95100006E9    4.166      4.761      3.34933     3.34933      4.11064      7.5153300000000005   8.588690861737877    
  8847  20993      1.614    1          3.606    31377.3   1.82799995E10   207.2      128.4      14.0444     14.0444      21.842       221.24439999999998   137.10318996138997   
  8851  21115      0.788    1          1.971    15028.2   1.15300004E10   12.21      15.49      22.5843     22.5843      27.5086      34.7943              44.14117174447174    
  8866  20958      1.575    1          2.325    18418.4   3.548E8         56.44      35.83      1.89263     1.89263      2.22241      58.332629999999995   37.031504835223245   
  8875  20975      17.2     1          1.91     14455.2   3.9080002E10    182.3      66.5       0.921933    0.921933     1.07851      183.221933           66.83630578442128    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8889  21048      2.594    1          1.478    10511.5   7.9789998E9     14.23      5.486      16.9217     16.9217      19.481       31.1517              12.009713717498244   
  8891  20963      1.666    1          3.127    26427.1   9.5929999E10    93.31      56.01      11.3619     11.3619      20.7238      104.67190000000001   62.830062362019085   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8912  20967      1.676    1          0.761    4592.8    6.3379999E9     3.092      1.845      0.790018    0.790018     1.32399      3.882018             2.3164046604139714   
  8915  20860      2.187    1          2.982    24950.9   1.47900006E9    73.94      33.81      8.88263     8.88263      9.66159      82.82263             37.87169489180417    
  8919  20990      9.376    1          0.643    3731.71   7.2770002E9     7.983      1.22       0.656632    0.656632     1.12215      8.639631999999999    1.3203496229487661   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8932  20802      1.572    1          2.257    17759.2   4.0919998E10    25.47      16.2       0.541785    0.541785     0.600748     26.011785            16.544598233215545   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8941  20883      3.473    1          1.383    9675.37   2.35499991E10   11.65      5.041      2.08698     2.08698      2.56268      13.73698             5.944044307296138    
  8944  20924      0.833    1          2.548    20604.1   3.8189998E10    26.46      31.76      108.8       108.8        127.992      135.26               162.3528949357521    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  8955  20751      6.805    1          1.434    10122.6   4.2850001E10    33.84      4.973      5.7312      5.7312       7.61229      39.571200000000005   5.815235744680851    
  8959  20826      2.506    1          1.433    10113.8   1.35500001E10   11.81      4.713      5.37647     5.37647      6.40179      17.18647             6.858580280270957    
  8963  20775      3.445    1          0.9361   5941.69   1.82E9          4.856      1.726      4.61759     4.61759      5.13563      9.47359              3.3672603665568372   
  8965  20787      12.18    1          0.4103   2161.41   3.388E9         2.416      0.1984     0.43127     0.43127      0.647656     2.84727              0.23381554966887416  
