# z_spec   ref_z_spec  
  -99.0    -99         
  0.899    72          
  1.488    72          
  1.77     45          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    72          
  1.526    85          
  -99.0    -99         
  -99.0    -99         
  1.253    81          
  -99.0    -99         
  -99.0    -99         
  0.9354   21          
  -99.0    -99         
  2.588    106         
  0.761    21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.5306   21          
  0.6802   21          
  0.7969   21          
  0.2533   21          
  2.426    105         
  0.7814   21          
  -99.0    -99         
  0.582    10          
  -99.0    -99         
  -99.0    72          
  0.5575   21          
  -99.0    -99         
  -99.0    -99         
  2.42     104         
  0.5022   21          
  -99.0    -99         
  0.42     72          
  -99.0    -99         
  2.211    104         
  -99.0    -99         
  -99.0    -99         
  0.3208   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.971    34          
  -99.0    -99         
  -99.0    -99         
  0.4393   81          
  -99.0    -99         
  1.478    21          
  3.127    72          
  -99.0    -99         
  -99.0    -99         
  0.761    21          
  -99.0    -99         
  0.643    102         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.383    72          
  2.548    34          
  -99.0    -99         
  -99.0    -99         
  -99.0    82          
  1.434    81          
  1.433    72          
  0.9361   21          
  0.4103   21          
  -99.0    -99         
  1.433    21          
  1.068    81          
  0.5164   21          
  0.94     21          
  1.225    72          
  -99.0    -99         
  -99.0    -99         
  0.4084   21          
  -99.0    -99         
  1.015    72          
  0.6766   21          
  -99.0    72          
  0.2995   81          
  0.5763   25          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.8473   23          
  0.4382   21          
  0.5184   21          
  0.5199   21          
  0.6332   21          
  0.243    10          
  1.144    81          
  0.943    72          
  0.3223   23          
  1.148    81          
  0.4774   21          
  -99.0    -99         
  -99.0    -99         
  0.851    72          
  0.8495   81          
  -99.0    -99         
  1.873    34          
  1.021    21          
  -99.0    -99         
  0.7974   21          
  0.5605   21          
  -99.0    -99         
  1.525    47          
  -99.0    -99         
  3.214    34          
  0.5111   21          
  1.143    72          
  0.1389   21          
  1.14     21          
  -99.0    -99         
  -99.0    102         
  1.062    81          
  -99.0    -99         
  -99.0    -99         
  0.7479   21          
  0.9436   81          
  -99.0    -99         
  -99.0    -99         
  0.4752   25          
  0.948    72          
  2.011    12          
  -99.0    -99         
  0.97     10          
  0.8381   81          
  -99.0    -99         
  0.7803   21          
  -99.0    -99         
  0.4855   81          
  -99.0    72          
  0.5639   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.78     72          
  0.5195   81          
  -99.0    -99         
  0.518    21          
  -99.0    -99         
  1.021    72          
  -99.0    -99         
  -99.0    72          
  1.005    81          
  1.143    81          
  -99.0    -99         
  1.224    21          
  -99.0    -99         
  0.5174   25          
  2.002    34          
  -99.0    -99         
  0.7609   21          
  -99.0    -99         
  -99.0    -99         
  2.028    34          
  0.2069   21          
  0.1567   21          
  -99.0    -99         
  2.092    105         
  1.382    21          
  -99.0    72          
  1.872    34          
  0.5113   21          
  0.9369   81          
  -99.0    -99         
  -99.0    -99         
  0.61     81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    72          
  0.8462   21          
  -99.0    -99         
  -99.0    -99         
  0.8494   21          
  -99.0    -99         
  1.345    21          
  -99.0    -99         
  1.304    102         
  -99.0    -99         
  4.196    72          
  0.1137   21          
  2.487    1002        
  2.487    42          
  0.4589   21          
  1.154    72          
  1.67     45          
  1.46     72          
  -99.0    -99         
  0.513    72          
  -99.0    72          
  0.7517   21          
  -99.0    -99         
  0.4754   21          
  1.289    34          
  1.095    72          
  0.4226   21          
  -99.0    72          
  -99.0    -99         
  1.515    81          
  0.9602   25          
  1.244    81          
  -99.0    -99         
  -99.0    21          
  0.7936   21          
  0.749    72          
  0.9585   25          
  0.511    81          
  -99.0    -99         
  1.142    34          
  0.8166   21          
  0.8159   21          
  -99.0    -99         
  1.246    21          
  -99.0    -99         
  2.231    34          
  0.514    81          
  -99.0    -99         
  1.382    72          
  2.926    34          
  -99.0    81          
  0.5123   21          
  -99.0    -99         
  -99.0    -99         
  2.049    34          
  -99.0    -99         
  2.048    105         
  -99.0    -99         
  0.5116   21          
  -99.0    -99         
  0.4735   21          
  -99.0    -99         
  -99.0    -99         
  1.022    21          
  0.2859   21          
  0.3364   21          
  0.8405   81          
  1.015    21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.8848   81          
  -99.0    -99         
  1.359    21          
  1.906    34          
  -99.0    -99         
  0.851    10          
  -99.0    72          
  0.2861   25          
  0.5561   21          
  0.851    72          
  1.146    4           
  1.015    72          
  -99.0    -99         
  1.359    21          
  1.222    81          
  0.5105   21          
  1.001    81          
  -99.0    -99         
  3.665    72          
  -99.0    -99         
  1.021    21          
  -99.0    -99         
  3.131    106         
  -99.0    -99         
  -99.0    -99         
  0.5344   21          
  0.4742   21          
  -99.0    -99         
  1.245    81          
  1.314    81          
  0.4473   25          
  -99.0    -99         
  -99.0    -99         
  0.4845   21          
  0.9588   21          
  1.021    21          
  -99.0    -99         
  1.137    81          
  -99.0    -99         
  -99.0    -99         
  2.386    72          
  0.9377   21          
  -99.0    -99         
  0.5338   21          
  -99.0    -99         
  -99.0    -99         
  2.819    72          
  0.395    21          
  1.02     21          
  -99.0    -99         
  -99.0    -99         
  0.9471   81          
  1.313    10          
  0.559    10          
  0.7455   21          
  0.4114   21          
  0.5562   25          
  1.016    81          
  0.1049   21          
  -99.0    -99         
  0.849    72          
  0.96     72          
  1.878    34          
  1.02     10          
  1.018    81          
  0.7129   81          
  -99.0    -99         
  0.4784   21          
  0.877    72          
  0.8395   25          
  -99.0    -99         
  -99.0    -99         
  -99.0    42          
  -99.0    -99         
  0.441    72          
  -99.0    -99         
  2.931    72          
  0.8389   21          
  -99.0    -99         
  -99.0    -99         
  0.7784   21          
  -99.0    -99         
  -99.0    -99         
  0.688    21          
  0.846    81          
  1.488    72          
  0.899    21          
  0.4756   25          
  0.3965   81          
  -99.0    -99         
  0.8407   21          
  1.025    72          
  -99.0    -99         
  1.296    21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.7524   21          
  -99.0    -99         
  2.033    34          
  -99.0    -99         
  0.44     72          
  -99.0    -99         
  -99.0    -99         
  0.9605   81          
  0.853    81          
  -99.0    10          
  1.996    42          
  -99.0    -99         
  0.484    10          
  1.244    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.7471   21          
  -99.0    -99         
  0.4362   21          
  1.295    72          
  0.8903   21          
  -99.0    -99         
  -99.0    -99         
  1.223    81          
  -99.0    -99         
  -99.0    -99         
  1.022    21          
  1.004    23          
  0.3208   21          
  -99.0    -99         
  1.996    42          
  0.1045   81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.875    34          
  -99.0    -99         
  1.461    72          
  1.008    81          
  -99.0    81          
  0.41     4           
  0.9737   25          
  2.554    104         
  0.806    81          
  -99.0    81          
  0.4757   25          
  -99.0    -99         
  -99.0    -99         
  0.2008   21          
  -99.0    -99         
  0.845    4           
  -99.0    -99         
  -99.0    -99         
  0.4546   21          
  0.799    72          
  0.5131   21          
  -99.0    -99         
  1.381    81          
  -99.0    -99         
  0.9699   81          
  -99.0    -99         
  1.241    81          
  -99.0    -99         
  2.398    85          
  0.7529   21          
  -99.0    -99         
  1.24     81          
  -99.0    -99         
  1.598    72          
  -99.0    72          
  0.8493   81          
  1.871    34          
  -99.0    -99         
  0.9544   81          
  -99.0    -99         
  1.521    21          
  1.016    21          
  0.911    81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  2.492    105         
  -99.0    -99         
  0.635    21          
  -99.0    -99         
  0.4745   21          
  0.4758   21          
  -99.0    -99         
  0.9334   81          
  -99.0    -99         
  0.845    10          
  -99.0    -99         
  -99.0    -99         
  0.9544   21          
  -99.0    -99         
  -99.0    -99         
  2.929    34          
  -99.0    -99         
  0.8988   21          
  -99.0    -99         
  0.947    72          
  1.241    81          
  0.503    72          
  0.4746   23          
  -99.0    -99         
  -99.0    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.485    10          
  2.72     72          
  0.634    81          
  -99.0    -99         
  2.981    34          
  -99.0    -99         
  -99.0    -99         
  0.847    81          
  2.088    104         
  1.217    81          
  -99.0    -99         
  1.36     72          
  0.4843   21          
  1.594    104         
  -99.0    -99         
  0.936    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.141    21          
  1.239    81          
  -99.0    -99         
  1.243    72          
  0.4744   21          
  -99.0    -99         
  1.33     81          
  -99.0    -99         
  0.6881   21          
  -99.0    -99         
  1.488    21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.4725   21          
  1.004    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.223    21          
  1.646    81          
  -99.0    -99         
  2.268    34          
  -99.0    -99         
  0.7122   21          
  1.127    10          
  0.4748   21          
  -99.0    81          
  -99.0    -99         
  0.8509   21          
  0.9759   21          
  0.9089   21          
  -99.0    -99         
  -99.0    -99         
  2.932    81          
  -99.0    -99         
  -99.0    -99         
  0.6419   21          
  -99.0    -99         
  0.4733   21          
  0.631    10          
  0.5565   21          
  0.4843   25          
  1.24     21          
  1.235    72          
  0.321    10          
  0.838    10          
  1.491    81          
  0.272    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  2.441    34          
  1.6      47          
  -99.0    -99         
  -99.0    -99         
  0.993    72          
  0.848    10          
  0.557    72          
  -99.0    -99         
  -99.0    -99         
  0.1056   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.9093   21          
  -99.0    -99         
  -99.0    -99         
  1.001    21          
  -99.0    -99         
  -99.0    -99         
  0.887    72          
  0.5178   21          
  1.023    81          
  -99.0    -99         
  -99.0    -99         
  0.791    21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.562    10          
  -99.0    -99         
  -99.0    -99         
  2.421    104         
  -99.0    -99         
  0.9113   21          
  -99.0    -99         
  -99.0    -99         
  1.016    72          
  0.5281   21          
  -99.0    -99         
  -99.0    -99         
  1.219    42          
  -99.0    -99         
  0.458    21          
  -99.0    -99         
  0.4587   21          
  1.222    81          
  -99.0    -99         
  0.4742   21          
  0.558    72          
  -99.0    -99         
  1.109    34          
  0.6393   21          
  -99.0    -99         
  -99.0    -99         
  0.286    72          
  1.334    81          
  2.589    34          
  -99.0    -99         
  -99.0    -99         
  0.6319   21          
  0.5179   25          
  0.9617   81          
  0.6394   81          
  0.3209   21          
  -99.0    -99         
  0.4569   21          
  0.4835   21          
  -99.0    -99         
  4.338    72          
  0.533    81          
  0.97     102         
  -99.0    -99         
  2.484    105         
  3.479    10          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.8418   21          
  -99.0    -99         
  0.96     10          
  0.4576   25          
  -99.0    -99         
  -99.0    -99         
  0.114    72          
  -99.0    -99         
  -99.0    -99         
  2.081    34          
  1.241    81          
  0.8865   21          
  0.4842   21          
  -99.0    -99         
  2.082    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.3985   21          
  1.734    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.204    81          
  1.224    81          
  -99.0    -99         
  0.4797   21          
  -99.0    -99         
  -99.0    -99         
  0.5625   21          
  -99.0    -99         
  1.084    4           
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  2.437    105         
  -99.0    -99         
  -99.0    -99         
  2.458    34          
  0.4734   21          
  0.9585   81          
  2.434    105         
  0.8387   81          
  0.7471   21          
  0.954    72          
  -99.0    -99         
  0.3      21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.23     102         
  -99.0    -99         
  0.4586   21          
  -99.0    81          
  1.008    10          
  -99.0    -99         
  -99.0    -99         
  1.818    34          
  -99.0    -99         
  0.793    21          
  0.8343   81          
  1.001    21          
  -99.0    -99         
  -99.0    -99         
  0.9617   21          
  0.9057   81          
  -99.0    -99         
  0.4537   21          
  1.226    81          
  0.963    10          
  0.9109   21          
  1.019    81          
  0.4579   25          
  -99.0    81          
  -99.0    -99         
  -99.0    -99         
  0.594    21          
  -99.0    -99         
  0.3443   25          
  -99.0    -99         
  0.8477   21          
  1.021    81          
  -99.0    -99         
  -99.0    -99         
  1.015    21          
  0.4573   21          
  0.5662   21          
  -99.0    -99         
  -99.0    -99         
  2.914    42          
  2.272    104         
  0.4201   21          
  0.1291   23          
  0.9295   81          
  0.928    4           
  -99.0    -99         
  -99.0    -99         
  0.6645   21          
  -99.0    81          
  -99.0    -99         
  -99.0    -99         
  0.841    10          
  0.4569   21          
  -99.0    -99         
  0.8517   21          
  2.931    107         
  -99.0    81          
  -99.0    -99         
  0.0787   21          
  0.973    72          
  1.801    34          
  -99.0    -99         
  2.276    104         
  -99.0    -99         
  -99.0    81          
  1.576    72          
  -99.0    -99         
  0.3366   81          
  0.41     72          
  -99.0    -99         
  0.7968   81          
  -99.0    10          
  0.432    10          
  -99.0    -99         
  -99.0    -99         
  0.5666   21          
  0.4568   21          
  -99.0    -99         
  -99.0    -99         
  0.4581   81          
  -99.0    -99         
  -99.0    -99         
  0.8346   21          
  0.5035   21          
  2.017    105         
  2.85     34          
  1.168    102         
  -99.0    -99         
  0.779    10          
  0.7836   25          
  0.9365   81          
  -99.0    -99         
  0.112    10          
  1.315    81          
  -99.0    -99         
  1.537    81          
  -99.0    -99         
  0.5944   21          
  -99.0    -99         
  0.959    81          
  3.403    72          
  -99.0    -99         
  -99.0    -99         
  0.7049   81          
  -99.0    -99         
  0.4586   21          
  0.556    25          
  -99.0    -99         
  0.7657   21          
  -99.0    -99         
  0.9682   81          
  -99.0    -99         
  0.297    72          
  1.02     21          
  0.9032   21          
  -99.0    -99         
  2.221    34          
  -99.0    -99         
  -99.0    -99         
  0.6555   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.107    21          
  -99.0    -99         
  -99.0    -99         
  1.529    81          
  1.145    81          
  0.842    10          
  -99.0    -99         
  -99.0    -99         
  1.448    23          
  -99.0    -99         
  1.391    72          
  0.838    10          
  0.961    10          
  -99.0    -99         
  1.485    81          
  1.01     10          
  2.403    72          
  0.2858   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.1192   21          
  0.136    21          
  0.563    72          
  -99.0    45          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  2.414    104         
  1.815    34          
  0.5293   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.336    81          
  -99.0    -99         
  1.014    72          
  1.524    12          
  1.02     72          
  0.788    21          
  1.016    21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.8875   21          
  0.2759   21          
  0.2754   21          
  1.016    21          
  2.39     34          
  -99.0    -99         
  0.4734   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.268    34          
  2.209    34          
  -99.0    -99         
  0.2024   21          
  -99.0    -99         
  -99.0    -99         
  1.083    72          
  0.4967   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.5585   21          
  0.5946   21          
  1.224    72          
  -99.0    -99         
  1.016    81          
  0.0786   21          
  -99.0    -99         
  1.013    21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.0788   21          
  -99.0    -99         
  -99.0    -99         
  0.907    72          
  -99.0    -99         
  0.8429   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    72          
  -99.0    -99         
  -99.0    -99         
  0.0892   21          
  0.09     72          
  -99.0    -99         
  0.556    10          
  1.604    104         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.7732   21          
  -99.0    -99         
  1.22     23          
  -99.0    -99         
  0.779    10          
  -99.0    81          
  0.4765   21          
  0.9072   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.529    81          
  1.671    34          
  -99.0    72          
  0.954    10          
  0.2542   21          
  0.913    21          
  -99.0    -99         
  0.7841   21          
  0.9109   21          
  1.745    34          
  0.519    10          
  5.605    72          
  -99.0    -99         
  -99.0    -99         
  0.136    21          
  -99.0    81          
  -99.0    -99         
  0.5065   21          
  0.911    72          
  -99.0    -99         
  0.7843   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.224    21          
  0.7969   21          
  1.021    81          
  2.438    72          
  1.084    72          
  1.152    102         
  -99.0    -99         
  1.176    10          
  -99.0    -99         
  -99.0    -99         
  0.934    81          
  -99.0    -99         
  -99.0    -99         
  0.9379   23          
  -99.0    -99         
  1.017    72          
  -99.0    -99         
  0.5678   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.021    21          
  -99.0    -99         
  -99.0    -99         
  0.529    21          
  1.015    72          
  1.013    72          
  1.528    104         
  0.9029   21          
  2.457    34          
  0.5065   21          
  -99.0    -99         
  -99.0    -99         
  0.85     21          
  -99.0    81          
  -99.0    -99         
  2.297    34          
  -99.0    -99         
  0.475    4           
  -99.0    -99         
  -99.0    -99         
  0.936    81          
  1.672    104         
  2.983    72          
  -99.0    -99         
  0.7482   21          
  -99.0    -99         
  0.6382   21          
  0.8451   21          
  -99.0    -99         
  -99.0    -99         
  1.016    72          
  0.5594   21          
  -99.0    -99         
  0.7654   21          
  -99.0    -99         
  0.299    10          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.2755   21          
  1.087    81          
  0.5183   25          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    81          
  -99.0    -99         
  0.6378   21          
  -99.0    -99         
  0.6494   21          
  0.5178   21          
  -99.0    -99         
  0.9358   25          
  0.8411   21          
  0.6334   21          
  -99.0    -99         
  0.6831   21          
  1.604    104         
  -99.0    -99         
  -99.0    -99         
  -99.0    81          
  -99.0    81          
  0.295    10          
  0.954    81          
  -99.0    -99         
  -99.0    81          
  1.277    21          
  0.4745   21          
  -99.0    -99         
  1.142    72          
  -99.0    -99         
  0.3      81          
  0.6944   23          
  1.489    34          
  0.638    72          
  0.9784   21          
  1.14     81          
  0.2757   21          
  -99.0    -99         
  -99.0    102         
  -99.0    81          
  0.4225   21          
  1.219    81          
  -99.0    -99         
  -99.0    -99         
  0.8549   81          
  -99.0    -99         
  -99.0    -99         
  1.017    72          
  0.762    10          
  0.8736   21          
  1.526    85          
  0.936    4           
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.9367   21          
  1.226    81          
  -99.0    -99         
  -99.0    -99         
  0.4109   25          
  0.8512   25          
  -99.0    -99         
  1.109    81          
  1.006    10          
  0.8428   81          
  -99.0    -99         
  0.9359   81          
  2.275    34          
  1.006    81          
  0.9399   21          
  -99.0    -99         
  0.6374   21          
  -99.0    42          
  0.7778   21          
  0.1133   21          
  -99.0    -99         
  2.975    34          
  0.202    72          
  0.2019   21          
  -99.0    42          
  1.011    81          
  1.223    81          
  -99.0    -99         
  -99.0    -99         
  1.4      81          
  0.8201   21          
  2.487    104         
  -99.0    81          
  -99.0    -99         
  0.8206   21          
  2.161    34          
  0.969    72          
  -99.0    -99         
  -99.0    -99         
  0.8467   21          
  -99.0    -99         
  0.9481   21          
  -99.0    -99         
  1.014    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.012    21          
  0.97     81          
  2.088    34          
  -99.0    -99         
  0.784    81          
  0.569    72          
  1.371    21          
  1.0      21          
  -99.0    -99         
  1.53     104         
  0.8889   21          
  -99.0    -99         
  -99.0    -99         
  0.214    81          
  0.679    21          
  -99.0    -99         
  -99.0    -99         
  0.6373   21          
  2.081    85          
  -99.0    -99         
  0.9782   25          
  0.642    81          
  -99.0    81          
  -99.0    72          
  0.9725   81          
  -99.0    -99         
  2.246    85          
  0.4745   81          
  3.082    106         
  1.261    72          
  -99.0    -99         
  -99.0    -99         
  0.6337   21          
  1.016    81          
  0.696    81          
  0.4099   21          
  -99.0    -99         
  0.5501   21          
  -99.0    -99         
  0.5619   21          
  1.893    34          
  -99.0    -99         
  -99.0    -99         
  2.307    105         
  0.9346   21          
  0.4102   21          
  -99.0    -99         
  -99.0    72          
  0.8579   23          
  -99.0    -99         
  -99.0    -99         
  0.483    81          
  -99.0    -99         
  -99.0    -99         
  0.7469   21          
  0.7614   81          
  0.9712   21          
  4.134    72          
  -99.0    -99         
  3.075    21          
  0.411    10          
  0.9365   81          
  0.6393   21          
  -99.0    -99         
  -99.0    -99         
  0.707    72          
  2.505    42          
  0.4743   81          
  -99.0    102         
  -99.0    -99         
  -99.0    -99         
  -99.0    72          
  0.4541   25          
  0.937    72          
  0.9726   21          
  0.86     72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.3443   23          
  0.558    81          
  -99.0    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  2.051    72          
  0.851    72          
  -99.0    -99         
  -99.0    -99         
  0.639    72          
  1.015    81          
  -99.0    -99         
  0.4095   81          
  0.8448   23          
  -99.0    -99         
  2.276    105         
  -99.0    -99         
  0.509    4           
  -99.0    -99         
  1.027    21          
  -99.0    -99         
  -99.0    81          
  0.3371   21          
  -99.0    81          
  -99.0    21          
  0.748    81          
  -99.0    -99         
  0.4111   25          
  0.859    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.9364   21          
  1.016    21          
  0.6346   23          
  0.411    102         
  0.569    81          
  -99.0    -99         
  -99.0    -99         
  2.215    106         
  0.2303   21          
  1.141    72          
  0.838    72          
  0.9362   25          
  0.748    72          
  0.6371   81          
  -99.0    -99         
  -99.0    -99         
  0.8414   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.75     10          
  0.411    72          
  -99.0    81          
  0.7504   81          
  -99.0    -99         
  -99.0    -99         
  0.535    21          
  0.4335   21          
  -99.0    -99         
  -99.0    -99         
  0.136    25          
  2.302    105         
  -99.0    -99         
  0.472    102         
  -99.0    -99         
  0.753    81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.4564   21          
  1.149    25          
  0.7779   23          
  2.647    34          
  0.9351   21          
  -99.0    -99         
  0.7474   81          
  0.637    72          
  0.513    21          
  0.905    72          
  0.8403   21          
  0.84     72          
  1.014    81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.4536   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.4099   21          
  0.5183   25          
  -99.0    -99         
  -99.0    -99         
  2.079    34          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.263    81          
  0.7477   21          
  -99.0    -99         
  1.088    21          
  -99.0    -99         
  -99.0    -99         
  2.086    34          
  1.214    72          
  -99.0    -99         
  -99.0    34          
  0.845    4           
  0.254    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.474    72          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.7499   21          
  0.819    72          
  -99.0    -99         
  -99.0    -99         
  1.146    81          
  0.6385   81          
  1.261    81          
  1.394    81          
  0.874    81          
  -99.0    -99         
  1.596    81          
  0.997    72          
  -99.0    -99         
  0.8421   21          
  0.8206   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.5284   23          
  0.7473   21          
  -99.0    -99         
  0.8407   21          
  0.5177   21          
  -99.0    -99         
  1.531    81          
  -99.0    81          
  -99.0    -99         
  0.9487   81          
  0.412    81          
  1.214    81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.028    81          
  0.518    10          
  -99.0    72          
  0.423    72          
  0.9542   81          
  0.972    72          
  -99.0    -99         
  -99.0    -99         
  0.514    4           
  -99.0    -99         
  1.891    34          
  -99.0    -99         
  -99.0    -99         
  1.296    72          
  -99.0    -99         
  0.956    72          
  1.604    72          
  -99.0    -99         
  0.9543   21          
  0.3921   23          
  0.4192   102         
  -99.0    72          
  -99.0    -99         
  -99.0    -99         
  1.261    81          
  -99.0    81          
  -99.0    -99         
  -99.0    81          
  -99.0    -99         
  -99.0    -99         
  0.9538   21          
  -99.0    -99         
  1.152    21          
  0.4097   21          
  -99.0    -99         
  -99.0    -99         
  0.843    81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.8457   25          
  -99.0    -99         
  0.3229   81          
  -99.0    -99         
  0.6372   21          
  0.906    72          
  -99.0    -99         
  -99.0    -99         
  0.9538   81          
  1.152    81          
  -99.0    -99         
  -99.0    -99         
  1.673    85          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.139    21          
  -99.0    -99         
  -99.0    -99         
  0.7929   81          
  1.875    42          
  2.898    34          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  2.299    72          
  0.56     81          
  -99.0    -99         
  1.017    81          
  -99.0    -99         
  4.26     72          
  -99.0    -99         
  0.7895   81          
  -99.0    -99         
  -99.0    -99         
  0.475    23          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.08     81          
  0.7203   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  2.02     45          
  1.016    25          
  0.841    72          
  -99.0    -99         
  1.152    81          
  -99.0    81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.973    34          
  0.512    72          
  -99.0    -99         
  1.883    72          
  0.4335   102         
  0.7913   21          
  -99.0    -99         
  -99.0    -99         
  0.955    72          
  -99.0    -99         
  -99.0    -99         
  0.9144   21          
  0.9433   81          
  1.017    25          
  0.7038   21          
  -99.0    -99         
  -99.0    -99         
  0.5609   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  1.014    81          
  -99.0    -99         
  0.8405   21          
  -99.0    -99         
  -99.0    -99         
  1.005    21          
  0.4846   81          
  0.0872   21          
  0.903    72          
  0.7659   21          
  0.925    81          
  -99.0    -99         
  0.9044   81          
  -99.0    -99         
  0.907    21          
  -99.0    -99         
  0.9537   81          
  -99.0    -99         
  1.02     81          
  -99.0    -99         
  1.014    21          
  1.465    47          
  0.934    21          
  0.519    21          
  -99.0    81          
  -99.0    -99         
  0.97     81          
  -99.0    -99         
  0.9712   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.6362   21          
  0.9713   21          
  -99.0    -99         
  -99.0    -99         
  0.5553   21          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.8453   81          
  1.998    85          
  0.5609   81          
  -99.0    -99         
  -99.0    -99         
  0.5603   21          
  1.024    81          
  -99.0    -99         
  0.4751   21          
  0.735    81          
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  -99.0    -99         
  0.2121   81          
  -99.0    -99         
  0.846    81          
  0.6422   21          
  -99.0    -99         
  -99.0    -99         
  0.9361   21          
  -99.0    -99         
  0.4464   21          
  1.99     72          
  1.029    21          
  0.513    72          
  0.8453   21          
  -99.0    -99         
  0.5124   21          
  -99.0    -99         
  -99.0    -99         
  0.748    72          
  -99.0    -99         
