#   SAVEDid      xmeAGN       xfAGN       xeAGN      xmeSFR       xfSFR       xeSFR       xfTOT       xeTOT       xf_zz       xe_zz
#
255       68.84        62.7       20.26       27.54       27.63       10.09       91.55       18.28       1.304      0.0115
256       44.61       71.09       71.09       279.8       332.6       80.05       389.2       101.9       2.352       0.158
257       400.8       387.4       13.39       188.8       193.8        5.02       581.2       8.367       2.431           0
262       0.112      0.1611      0.1185      0.3788      0.7016      0.4225      0.8158      0.4168      0.3712        0.05
264       16.95       16.85       16.85       59.13        81.7       34.48       100.3       39.38       2.515      0.2995
270           0       2.462       2.462       20.66       15.53       11.72       16.48       10.78         1.4      0.2045
277           0       2.617       2.617       39.94       59.88       47.21       60.46       46.63        2.23       0.291
288     0.01006      0.1519      0.1519      0.7389       1.315      0.8448       1.412      0.8911      0.4013         0.1
289       6.201       101.4       101.4       425.3       426.5       136.5       443.6       135.5       3.075       0.299
309       54.73       226.2       226.2       294.1       370.3       228.3       571.5       420.6       4.851        2.15
314      0.1906      0.1674      0.0782       0.474      0.6532      0.2536      0.8109       0.203       0.401           0
316           0       1.473       1.473       15.84       17.51       6.244       18.69       5.073       1.999       0.114
317     0.03215     0.06202     0.06202       1.019       1.501      0.6874       1.529       0.664      0.3786        0.05
330           0       2.422       2.422       55.94       53.35       43.75       53.39       43.71        2.38       0.304
337       6.161       5.861       5.861       8.027       27.94       19.91       31.62       18.48       2.964       0.324
339       0.492      0.6945      0.6945       1.287       2.572       1.813       2.845       1.688      0.9719      0.1701
340      0.0463       1.445       1.445       9.242        10.1       6.382       10.96       5.522       1.435      0.1785
343       1.129       1.692       1.692       6.358       6.691       3.565        8.19       3.401      0.8728      0.1402
356       24.14       23.43       10.14       26.72       25.32        9.18       48.24        12.1       1.259       0.062
365      0.3941      0.8903      0.8903       2.953       5.534       4.068       5.856       3.831       1.174      0.1901
368      0.3656      0.2508      0.2508       1.409       2.128       1.274       2.196       1.206      0.7607        0.15
371           0     0.01317     0.01317      0.4514      0.3196      0.3196      0.3196      0.3196       0.201         0.2
374      0.5843       4.883       4.883       12.22       10.98       1.332       15.81       4.627      0.8178           0
375           0       1.768       1.768       15.86       19.93       8.011       20.39       7.995       1.199       0.142
376       30.39       154.4       154.4       332.8         450       171.3       526.7       229.2        2.83       0.345
379       55.16       47.57       28.33       276.3       265.6       39.58         317       58.68       4.259       0.363
381        87.5       136.4       68.21       268.4         333       67.26       449.8       99.16       3.999       0.258
385        29.5       63.02       63.02       227.1         244       69.93       282.9       89.35       2.458      0.2085
390       10.15       7.853       3.286      0.1242       2.689       2.689         8.8       3.907       1.961      0.2045
391       2.135       3.445       3.445       7.624       18.56        12.9       20.37       11.84        2.32       0.299
394      0.5607       5.848       5.848       4.708       14.49       14.05        15.9       15.28       1.101         0.7
398       0.514      0.5842      0.5842      0.7571       1.624       1.142       1.887      0.8798      0.9839      0.1002
399           0       5.774       5.774       142.5       119.7       22.82       120.5       22.02       2.901       0.099
401      0.7985      0.6938      0.6938       6.926       8.752       2.722       9.467        2.05       1.251           0
407       100.3       81.31       81.31       190.1       192.8       26.82       277.9       66.25       1.521           0
409           0      0.2925      0.2925        4.02       5.934       3.354       5.969       3.352      0.6897        0.13
413           0      0.1194      0.1194       2.453       2.136       1.254       2.147       1.243      0.6233        0.14
414      0.3248      0.5914      0.5914       7.546       10.26       4.284       10.55       4.011        1.12         0.1
416     0.01185     0.08093     0.08093      0.4377      0.7924      0.5469      0.8197      0.5221      0.4158        0.08
418           0      0.6786      0.6786       8.854       9.416       4.496       9.784       4.129       1.292       0.108
421      0.6259       1.305       1.305       3.523       8.107        5.57       8.722       5.552        1.24       0.202
428      0.1529       1.102       1.102       3.001       5.931       4.388       6.245       4.075       1.269      0.1855
429      0.5733       1.075       1.075       3.577       5.708       4.722       6.757       5.245       1.147      0.1903
430           0      0.1646      0.1646       8.463       7.184        1.32       7.325       1.179       1.253           0
431           0      0.1156      0.1156       2.732       2.576      0.6263       2.677      0.5256       0.676           0
432           0      0.3677      0.3677       1.516       3.176       2.247       3.411        2.33      0.7425        0.15
433    0.001997     0.02285     0.02285      0.4516      0.3303      0.3303      0.3303      0.3303       0.201         0.2
437           0       5.624       5.624       58.43       67.22       32.55       70.77       28.99       2.851       0.129
438           0       23.06       23.06        45.4       56.99       12.32       80.41       35.01       1.229      0.1635
439       26.03       24.92        1.11       30.01       30.17       2.333       55.06         2.3        1.59       0.023
442           0       14.82       14.82       40.99       41.62       20.11       51.44       28.73       1.174      0.1901
449    0.001936      0.3874      0.3874      0.8811      0.7797      0.1019       1.152      0.4593      0.1893        0.01
450       50.02       70.69       45.35       266.8       284.8       45.95       360.1       77.45        4.27       0.474
451      0.2771      0.4172      0.4172        2.34       2.818       1.027       3.137      0.7089       1.019           0
468       72.09       91.61       58.72       351.7       351.5       32.59       446.9       72.04       4.632      0.2425
481     0.02104     0.02249     0.01194      0.1324      0.1128     0.07389      0.1353     0.06194       0.179           0
482           0       9.933       9.933       19.75       29.43       23.35       34.23       18.54        2.27       0.294
490           0      0.5189      0.5189       5.129       7.105       5.108       7.362       4.851       1.119      0.1899
498       208.8       247.7       131.2       348.9         360       63.55       610.2         183        4.36       0.482
501       4.163       4.904       4.904       9.622       27.95       22.59       29.99       20.54        2.41       0.307
502           0       5.935       5.935       19.13       26.43       22.32       30.06        18.7        2.36       0.302
503           0       6.955       6.955       19.42       21.48       16.93       25.63       12.78        2.26       0.293
505        1.63       10.44       10.44       81.48       69.35       37.67        83.7       41.15       2.833         0.2
506     0.01961     0.02962     0.02962      0.4504      0.3754      0.1721      0.4012      0.1463       0.401           0
509     0.09579      0.1613      0.1613       1.289       1.289      0.6817       1.419       0.556       0.452           0
510       3.302       2.869       2.869       19.25       19.12       1.014       21.84       2.534      0.6798           0
512      0.1523      0.9382      0.9382       6.597       10.13       4.547       10.86        4.72       1.137      0.1898
516   0.0006787       8.739       8.739    0.003866       342.1       342.1       349.9       349.9       2.201         2.2
521           0      0.8367      0.8367        11.1       9.473        1.63       10.15      0.9561       1.037           0
530      0.5839      0.5874      0.4274       3.093       3.058       1.326       3.655      0.9081        0.64           0
532       3.412       4.724       4.724       43.27       42.15       1.761       46.74       3.956      0.9746           0
533       0.497      0.3761      0.3761       5.534       4.491       3.292       4.777       3.007        1.03           0
540       6.181       21.32       21.32       38.93       45.38       29.34       61.61       26.25        2.18       0.286
541           0       1.994       1.994       12.08       11.41      0.9436       13.21       2.513       0.801           0
546       75.05       78.03       78.03       584.1       565.3       183.3       655.7       183.1        3.23      0.1635
547       79.67       137.5       137.5       513.8       465.6         171       592.1       191.2       2.757       0.145
548        20.7       27.76       27.76       134.6       118.2       47.97       132.8       54.94        1.78        0.25
550      0.4626      0.3065      0.3065       2.384       3.663       1.289         3.9       1.053      0.9891      0.0599
552      0.7146       1.084       1.084       4.561       4.476      0.2952       5.545      0.8351      0.5045           0
554       0.105      0.4792      0.4792        4.84       4.378      0.4792       4.763      0.7464        0.68           0
559           0       18.56       18.56       77.78       55.87       25.07       69.07       37.18        1.26       0.203
561       3.945       4.322       3.578       5.559       12.85       10.15        14.5       9.555        1.39       0.215
562           0       9.124       9.124       48.91       43.93       31.19       51.62       23.51       2.731      0.0725
564           0       24.46       24.46        1739        1721       18.27        1748       8.419       4.051           0
581      0.9014       1.484       1.484       2.827       9.201       7.534       9.557       7.178        1.31       0.208
593           0       11.74       11.74       87.14       66.38        27.6       75.59       31.63        1.45       0.221
597     0.02719     0.03863     0.03863       57.32       39.77       32.36       39.79       32.33        2.28       0.295
598        34.4       21.89       21.89       35.83       33.46       14.55       56.12       20.16       1.364           0
604           0      0.3149      0.3149       1.658        3.91       3.034        3.95       2.994      0.5778        0.14
606      0.4258      0.7351      0.7351       5.635       5.364       1.151       5.924      0.5911       1.008           0
620           0       1.031       1.031       8.203       7.361      0.8421       8.266       1.375         0.8           0
621        89.9       101.4       101.4       131.2       211.6       96.02       325.7       137.1        2.48       0.313
622        1.02       1.891       1.891       7.846          13        10.2       13.48       9.713        1.33        0.21
628           0      0.6389      0.6389       9.619       9.536       2.525       10.01       2.053       1.255           0
631       7.543       4.993       3.091       39.67       29.81       13.34       34.42       14.86        1.39       0.215
637      0.5431      0.8447      0.8447       3.025       2.921      0.2588       3.693      0.6722       0.503           0
638     0.01347       4.465       4.465       23.28       22.85      0.4284       27.31       4.036       0.711           0
652       9.196         9.6       4.307       29.43       31.23       6.764       40.94       5.633       1.765       0.058
658       8.245       45.04       45.04       837.7       840.2       43.98       861.7       57.39       4.051           0
659          46       51.73       33.94       438.6       437.8       42.44         482       43.78       4.056           0
661      0.5818       1.449       1.449       2.369       8.196       6.615       8.594        6.31        1.36       0.212
664           0       5.129       5.129       13.61       26.31       19.69       29.81       18.09        2.37       0.303
669       3.576       3.824       3.824       47.58       45.47       3.804          49       4.862       1.142           0
672           0      0.1566      0.1566       5.678       5.291      0.4031       5.434      0.2607      0.9452           0
689           0      0.2468      0.2468       3.312        3.42       1.978       3.583       1.814       0.713           0
692           0      0.3014      0.3014       2.759       2.733     0.02656       3.042      0.2822       0.281           0
697       22.94        26.1        7.45       74.75        73.1       7.362       98.66       2.082       2.172           0
702       4.148       7.694       7.694        17.8       26.25       18.85       29.88       15.22        2.22        0.29
710       0.394      0.4503      0.4503      0.6551       2.372       1.754       2.746       1.893      0.9352      0.1698
713     0.03094      0.1974      0.1974       2.927       2.477      0.8272       2.714      0.6702      0.7762           0
714       82.99       83.78        11.5       337.5       319.7       34.25       411.1       30.45       4.058           0
718       1.283       2.708       2.608       5.768       8.458       5.247       10.64       5.454      0.9719      0.1701
719           0        5.59        5.59       13.29       15.12       10.79       17.82       8.087        2.04       0.274
721     0.07589      0.1293      0.1293       1.413       1.266      0.4706       1.397      0.3577      0.5953           0
729           0      0.2553      0.2553       4.488       3.889      0.6144       4.144      0.3591       0.905           0
737      0.8964       1.978       1.978       11.99       11.84      0.4942       13.82        1.64       0.585           0
740     0.09031      0.1191      0.1191      0.3613       1.003      0.6768       1.051      0.6568      0.4158        0.08
748           0       0.611       0.611       3.436       5.065       2.988       5.293       2.761       1.322        0.12
749           0      0.1125      0.1125       3.473       2.968       0.505       3.017       0.456       0.708           0
753     0.03721      0.0186      0.0186      0.1782      0.2377      0.1132      0.2531     0.09779      0.3308           0
760      0.2727      0.5067      0.5067       5.996       5.066       1.821       5.507        1.38      0.8615           0
762           0      0.2796      0.2796       6.829       5.803       1.027       5.993      0.8367       0.707           0
768       1.654       4.726       4.726       9.636       17.69       13.09       19.97       10.87       2.482        0.27
776           0      0.1252      0.1252       2.437       1.816       1.227       1.841       1.202      0.5687        0.14
779       16.14        15.1        1.04       26.84       28.69       1.848       43.78      0.8081        1.45           0
786           0       1.884       1.884       12.07       18.06       9.756       19.26       8.551       2.431      0.1465
793           0       2.422       2.422       102.8       87.98       14.79        88.2       14.57       2.689      0.0935
804       1.334      0.8943      0.5353       1.375       4.886       3.524       5.784       3.342       0.921        0.01
805      0.5868      0.9921      0.9921       18.27       23.13       14.08       23.75       13.96       1.427       0.188
807         179         118         118       326.3       322.9       178.9       420.4         172        2.65      0.3285
808       2.616       1.308       1.308       2.915        3.43      0.5149       4.795       1.123       0.473           0
809      0.1391      0.1273     0.07795      0.4672      0.7374      0.2812       0.845      0.2457       0.476        0.02
825           0      0.2986      0.2986        7.59       6.419       1.171       6.571       1.019       1.022           0
826      0.1439      0.4364      0.4364       5.275       3.527       2.393       3.726       2.371      0.6233        0.14
827           0       8.215       8.215       136.3       131.9       4.441       138.8       8.131       1.381        0.01
837      0.1016       4.745       4.745       92.54       106.6       106.4       106.6       106.4       1.901         1.6
841       71.36       149.1       149.1       432.7       405.4       49.53       535.4       175.3       6.201         1.4
849           0       1.887       1.887       20.14       28.98       15.25       29.04       15.18       1.579      0.1465
860       55.32       53.39       14.22        71.4       80.97       17.36       130.7       9.005       2.868       0.019
866       1.925       2.576       2.157       3.543       10.76       8.124       12.53       8.358        1.27       0.204
867           0      0.3251      0.3251       5.856       7.463       3.241       7.571       3.133       1.263      0.1065
870     0.08596       15.32       15.32       37.98       34.73       5.412        50.5       12.51        0.84           0
872       20.52       21.85       17.33       41.93       41.36       14.21       57.33       11.97       2.057       0.148
877       1.007        2.01        2.01       45.48       33.83       15.94       33.89       15.87       1.483      0.1875
878     0.08043     0.07634     0.02263      0.4768      0.4882     0.05459      0.5615     0.03892      0.2755           0
881       1.237       5.225       5.225       13.13       20.72       12.19       22.76       10.15        2.15       0.283
884        3.67       54.06       54.06       541.9       520.5       55.99       571.6       27.05        3.53      0.0445
885       34.31       17.16       17.16       11.46       13.34       6.675          32       15.74      0.9032           0
886           0     0.07057     0.07057       1.389       1.239      0.3415       1.294      0.2864       0.475           0
892        1.04       2.753       2.753       12.97       12.11       6.545       14.05       5.108        1.45           0
893       1.184       2.734       2.734       23.86       22.91       1.206       25.28       2.365        0.94           0
899     0.03875     0.06312     0.06312      0.4713      0.6499      0.4223      0.7004      0.3873      0.4869        0.04
902       6.908       7.092        3.86       18.14       16.94       1.951       24.27       3.046       0.962           0
915           0       8.232       8.232       274.1         265       24.13       270.7       28.39       2.635           0
917       24.43       38.17       38.17       104.9       102.4        24.7       124.7       43.16       1.579      0.1465
922       2.258       1.624       1.624       6.845       11.58       6.036       12.56       5.052       1.772       0.215
923           0       2.621       2.621       160.8       175.5       59.91         176       59.64       1.893      0.2365
924     0.02863      0.0655      0.0655       0.311       0.707       0.464      0.7321      0.4434      0.4641        0.09
926       1.782       2.221       2.221       13.29       16.03       6.483       16.86       6.449         1.6       0.234
928           0      0.1184      0.1184      0.9915       2.013       1.505       2.107        1.41      0.8281        0.09
931      0.2928       1.022       1.022       2.406       4.494       2.789       4.972       2.788      0.7425        0.15
934           0      0.2049      0.2049       3.083       2.838      0.7435       3.004       0.577      0.7078           0
937       3.139       2.701      0.9046       11.35       11.86       1.848       14.46       1.446       1.032           0
939       4.628       5.846       4.416       39.83       37.71       5.719       43.44       5.998       0.947           0
950         140       158.6       87.57       164.3       114.2       61.81       252.5       114.4       2.888      0.3305
951           0     0.02147     0.02147       1.183      0.8986      0.2847      0.9025      0.2809      0.3357        0.04
960           0     0.04335     0.04335      0.8317       0.723      0.5681      0.7294      0.5616      0.3758        0.12
965      0.5671       2.757       2.757       21.72       17.56       6.158       20.19       4.586        1.54      0.0645
966      0.3411      0.2088      0.2088       8.517       10.23       1.711        10.4        1.54       1.303           0
972     0.03146      0.0208      0.0208      0.3128      0.4053      0.1862      0.4184      0.1731      0.3466        0.02
974   2.017e-07   7.876e-07   7.876e-07       575.4       533.3       145.2       533.3       145.2        5.73       0.606
994       3.552       6.079       4.988       4.266       9.952       5.891       15.65       8.856       1.119      0.1899
995      0.7992       1.443       1.443       21.98       20.41       1.751       21.77       2.266       1.306           0
1002       1.405       2.175       2.175       9.925       11.66       1.732       12.98       2.738       0.948           0
1005       17.01       109.5       109.5       314.6       274.5       92.66       380.1       77.84       2.608      0.1035
1006       4.647       5.703       5.703       49.45       48.19       2.297        54.9       4.418       0.946           0
1008       1.921       3.216       3.216       29.47       27.67       2.718       30.13       4.164       1.029           0
1023           0      0.9147      0.9147       13.04        10.9       6.084       11.31       5.679        2.24       0.292
1026           0       2.175       2.175       16.22       14.78       8.371       16.93       6.223       1.751      0.1815
1035     0.07031      0.1499      0.1499       1.624       1.539      0.6112       1.674        0.49      0.7778           0
1036       82.26        94.3       55.17       297.8       276.3       50.22       370.9        94.1        4.18       0.466
1037           0      0.7187      0.7187       6.134       5.473       0.661       6.008       1.065      0.7703           0
1042      0.1347     0.06734     0.06734        2.62       2.486      0.4425       2.537      0.3915        1.06           0
1053       18.72       36.09       30.55       43.95       78.24       52.49       116.3        60.5        2.43       0.309
1058      0.3028      0.3505      0.3505       3.578       4.643        2.45       5.082       2.354       1.038           0
1064           0      0.1826      0.1826       2.616       2.567       1.693        2.71       1.772      0.5869        0.14
1075        1.18       3.395       3.395       8.119       9.009       5.586       11.46       6.129       1.055      0.1802
1076       4.015       15.08       15.08        50.1       58.95       21.77       72.82       20.86       1.527       0.061
1077       2.602       2.646       1.428       13.74       13.91       2.243       16.46       1.109       0.938           0
1081    0.009138     0.06371     0.06371       0.765      0.5183      0.4641       0.528      0.4675      0.2293        0.11
1084       1.255       5.146       5.146       62.33       60.67       2.208       65.22       4.518       1.144           0
1089      0.4846       2.137       2.137       8.771       10.42       6.513       11.58       6.288      0.9719      0.1701
1091      0.2884        3.73        3.73       9.976       14.86       10.38       16.82       8.424       2.506       0.212
1094       73.66       54.49       54.49       286.6       299.5       16.07       355.4       55.66        3.53           0
1101           0       0.605       0.605       5.365         5.1       3.457       5.733       3.213      0.9119        0.01
1102       2.024       1.012       1.012       2.172        2.43      0.2582       3.442      0.7536      0.4724           0
1103           0       21.01       21.01       80.02       76.11       16.06       87.26       22.84       1.363           0
1104           0       0.398       0.398       4.949       5.007      0.8386       5.303      0.9115      0.5948           0
1105      0.9552       3.419       3.419       17.77          17       1.612       19.96       3.053      0.9441           0
1109       2.523       71.38       71.38       183.6       204.3       136.4       253.6         178       2.201         0.6
1113       0.122       1.659       1.659       19.19       15.03       4.606       16.27       3.366       1.457           0
1118           0      0.3106      0.3106       1.938       1.932      0.1091       2.221      0.2833      0.3866           0
1121      0.6949      0.3842      0.3842       2.082       2.751       1.347       3.103      0.9949      0.7997           0
1123       5.516       9.949       9.949       45.49       52.67       33.36       59.96       27.87       3.078      0.1735
1125      0.1725      0.8406      0.8406       5.399       4.852        2.49       5.496       1.846       1.023           0
1129       3.724        5.19        5.19       80.75       87.85       40.83       92.15       41.97        2.62       0.326
1133           0      0.0144      0.0144      0.2378       0.215     0.04731      0.2255      0.0368      0.2538           0
1135           0     0.06793     0.06793      0.2373      0.1782     0.05904      0.2347      0.1148       0.121        0.02
1140     0.08675      0.2412      0.2412      0.3433       1.081      0.8555       1.294      0.9691      0.4768        0.13
1141      0.1399       3.644       3.644       24.42       22.41       11.59       23.37        12.3       1.174      0.1901
1143    0.001379      0.4798      0.4798       1.319       1.241      0.0781       1.759      0.4557      0.2804           0
1144      0.1145       1.249       1.249       3.624       4.725       3.859        5.07       3.556       1.319      0.1995
1146           0       32.32       32.32       273.4       293.3       126.6       311.5       144.9       4.351        1.35
1147       17.51       15.96        14.8       15.33       17.61       7.688       32.23       18.92        1.26       0.203
1148       24.58       45.36       45.36       575.5       476.9       225.9       511.3       239.5       3.218      0.3385
1150       12.03       11.58       11.58       24.08       27.62        6.69       39.16       11.29       1.364           0
1159           0       29.13       29.13       470.3       449.7       24.53       477.3       48.11       3.199      0.0525
1160       21.65          17       14.78       11.23       23.59       13.79       39.77       12.06       2.388      0.1765
1167       19.68       18.95       18.95       208.2       208.4       7.758       222.8       15.77        2.92           0
1168       39.57       31.98       31.98       304.8         176       153.9       194.3       172.1       1.451        0.65
1172      0.7623      0.9327      0.9327       3.114       7.139       4.188        7.63       4.166       1.298      0.1785
1181       1.487       1.947       1.947        8.05       9.603       5.649       11.27       4.227       1.772       0.095
1186        5.57        7.03        7.03       22.68       21.05       14.82       24.26       13.99        1.46       0.221
1202      0.5298       1.377       1.377       13.23       13.14       5.391       14.05       4.489       1.712      0.0905
1208           0       1.283       1.283       14.89          14        6.19        14.3       5.895       1.453      0.1695
1221           0      0.6955      0.6955       11.28       12.52       4.889       12.65       4.846       1.116      0.1598
1222      0.2615      0.2828      0.2828       2.693       3.573       2.979        3.84       2.843      0.9219      0.1201
1225     0.03305        1.65        1.65       5.707       6.849       3.301       7.558       3.922      0.5341         0.1
1235       4.634       16.55       16.55       24.32       21.61       8.935       37.32       14.42      0.8919           0
1239       22.44        25.7        25.7        35.5       34.96       3.124       60.83       22.74       0.836           0
1248       1.918       25.02       25.02       52.29       74.29        29.5       92.47        47.3       1.229      0.1915
1252           0       3.416       3.416       9.255       12.24       7.184       13.72       6.119        2.22        0.29
1253       2.869       3.074       3.074        29.3       28.55       5.367       30.83       3.357       1.835       0.097
1262           0       19.09       19.09       616.4       697.4       151.8       700.8       155.2       3.817       0.251
1269           0       30.67       30.67         122       137.9        47.1       150.1       56.79       2.152       0.231
1270       0.659      0.8421      0.8421       7.089       6.813       2.274       7.406       1.681       1.083           0
1273           0       0.303       0.303       3.063       2.403      0.8852       2.664      0.6327      0.7441           0
1278       1.939       1.376       1.376       8.646       11.92       4.568       13.83       4.591        1.46       0.103
1284       24.86       79.86       79.86         414       401.4       51.71       464.3       102.5       3.693       0.288
1285      0.1514      0.1307      0.1307      0.4542      0.2987      0.1592      0.4119      0.2709      0.1965        0.05
1293       1.939       2.267       2.267       9.627       9.012      0.9656       11.31       1.843      0.7939           0
1303      0.1383      0.1287      0.1287       1.972       1.977        0.63       2.059      0.5651      0.6335           0
1306   7.909e-08     0.00026     0.00026   1.759e-06    0.006038    0.006037    0.006038    0.006036       0.041        0.04
1313        0.23      0.2373      0.2373       2.443       1.976       1.266       2.053       1.236      0.4067        0.08
1315       4.742       4.539       3.619       38.76       39.79       5.668       43.79       5.596       1.835      0.1735
1320           0      0.5429      0.5429       12.32       13.46       5.119       13.54       5.036       1.097      0.1498
1334           0      0.3202      0.3202       14.54       13.03       9.126       13.14       9.017        1.62       0.181
1335      0.2308      0.9595      0.9595       8.884       9.539       4.553       10.44       4.568       1.008      0.1699
1337       12.88        9.23        9.23       9.022       17.37       8.344       23.36       10.46       0.931      0.1201
1338           0       7.713       7.713       35.17       33.11        4.68       40.32       8.391       1.358           0
1341       1.663        2.51        2.51       20.87       21.13       2.329       23.43       3.052       1.008           0
1342           0   0.0002797   0.0002797   1.524e-06    0.004485    0.004484    0.004485    0.004484       0.041        0.04
1348     0.09208     0.09127     0.09127      0.8076      0.8245      0.5226       0.943      0.4918      0.5133        0.03
1350     0.07655       2.343       2.343       11.73       16.15       10.25        16.5       9.902       1.156      0.1902
1355           0       2.746       2.746       7.101        8.43        4.62       9.192       4.583       1.192        0.19
1357           0       1.645       1.645       12.95       12.55       4.301       13.86       2.991       1.365           0
1367           0      0.6885      0.6885       17.73       14.83       2.906       15.22       2.517       1.787           0
1368           0       49.93       49.93       255.8       236.7       45.73       259.9       65.56       2.716      0.1435
1369       5.152       38.04       38.04        92.9        76.1        34.9       98.62        54.2        2.11        0.28
1371           0      0.4976      0.4976       5.654       4.707      0.9475       5.085      0.5691       1.037           0
1384           0       12.43       12.43       34.99       46.04       20.44       52.44       26.46       1.267      0.1565
1387       1.723       166.4       166.4       152.7       188.2       175.6       338.6       325.3       2.451        1.65
1391      0.4317       0.466       0.466       6.733       5.792       2.719       6.091       2.444       1.038           0
1393           0        1.08        1.08       13.31       15.98       9.366       17.04       10.19        1.21        0.19
1394           0      0.2864      0.2864       4.116        4.03     0.08599       4.284      0.2897      0.2995           0
1396      0.2512      0.4063      0.4063       2.124       2.011       1.346        2.14       1.216      0.7152        0.15
1401       6.115       5.211       1.757       33.36       25.19       16.82       30.62        16.1       2.072      0.0795
1402           0      0.8568      0.8568       31.82       31.83       3.008       32.27       2.566       1.661       0.077
1416       3.913       3.331       3.331       15.62       19.98       8.445       22.84       5.593       2.291           0
1419           0      0.7556      0.7556       8.487        8.22       2.425       8.832       1.813       1.148           0
1420           0       9.643       9.643       48.85       61.81       31.47       67.55       36.77       1.471        0.16
1434      0.7988       1.477       1.477       3.782       3.651      0.4384       5.171       1.177      0.4852           0
1437       11.27       12.84       2.328       26.14       25.96       1.101       38.72       1.313       1.344           0
1445       182.4       176.2       64.27       279.8       296.7       55.82         470       91.98        2.33       0.119
1449     0.09266      0.1306      0.1306       1.761       1.755      0.4387       1.877      0.3341       0.513           0
1452           0       2.466       2.466       51.13       36.89       18.28       36.98       18.19       1.372       0.179
1458       42.84       23.27       21.81       47.83       39.43        16.9       65.78       26.88       1.497        0.14
