#           _id            _ra            _de           zp_X            f24           df24            f16           df16           f100          df100           f160          df160           f250          df250           f350          df350           f500          df500           f850          df850          f1160         df1160          radio         eradio          _fch1         _dfch1          _fch2         _dfch2          _fch3         _dfch3          _fch4         _dfch4          KtotX          MassX          distX          spezX             zq         source   source_radio          distz            idz       goodArea
# 
          14342    189.1797180     62.1857033           0.26          26.34          4.187          29.44          8.017       0.943784       0.341187        1.63085       0.699556            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           15.6            2.5          11.17          0.039          13.44          0.063          16.13          0.407          18.84           0.48          21.61          10.99         0.1544          0.299              1             10              2         0.2654          15200              1
          14346    189.2219849     62.1851158           2.25          33.08          4.779      1.903e-07          7.726    1.50602e-05       0.364055    1.46628e-05        1.30243            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           2.83          2.382          3.444          0.035          3.498           0.06          3.392           0.37          2.646          0.458          23.06          10.28         0.0945             -1            -99            -99              1          9.125            -99              1
          14349    189.3784790     62.1856079           0.59          23.92          4.031          55.68          20.84       0.681096       0.312644    1.46628e-05       0.868241            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.538          2.569          10.88          0.042          7.405          0.074          5.729          0.456          4.766          0.563          20.74          10.05        0.02908             -1            -99            -99              1          9.511            -99              1
          14350    189.3932953     62.1855278           1.07          38.09          4.858            -99          1e+10    1.50602e-05       0.508984        2.47877        1.35226            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          6.027          2.581          9.987          0.053          8.656          0.115          5.863          0.595           5.95          0.827           21.7          9.998         0.2732             -1            -99            -99              1          15.81            -99              0
          14352    188.8835144     62.1851387           1.18          76.15          3.987            -99          1e+10       0.511799       0.462053    1.46628e-05        1.28322            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.322          2.909           16.6          0.216            -99            -99            -99            -99            -99            -99          20.61           10.2          0.319             -1            -99            -99              1          15.61            -99              0
          14366    188.8758850     62.1850548           1.21            -99          1e+10            -99          1e+10        0.66989       0.454568         1.3457       0.812299            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          11.35          3.034            -99            -99            -99            -99            -99            -99            -99            -99          21.39          10.57         0.2059             -1            -99            -99              1          22.56            -99              0
          14367    188.8921051     62.1851692           1.72          11.84          4.461            -99          1e+10       0.288394       0.399527    1.46628e-05       0.862347            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.461          2.874          9.275          0.129          9.919          0.376          16.05          2.207          9.396          2.801          22.05          10.72        0.08569             -1            -99            -99              1          18.57            -99              0
          14369    189.1330872     62.1854706           2.25          45.77          4.992          3.559          7.514       0.516108       0.569211        0.54219        1.66784            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.493          2.468           13.7          0.039          11.69          0.063           11.9          0.402           9.67          0.492             22          10.52         0.2326             -1            -99            -99              1          3.265            -99              1
          14371    189.1921997     62.1855011           0.91          27.05          4.632          27.39          9.182    1.50602e-05       0.361157      0.0222657       0.756936            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10        0.05875            2.6          8.709          0.039          6.332          0.062          4.071          0.402           3.06          0.477          22.27          10.13         0.1454             -1            -99            -99              1          6.203            -99              1
          14391    189.3609467     62.1853409            2.3           24.3          5.367          15.69          6.406        0.39296       0.359767            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.5228           2.57          3.658          0.034          3.813          0.059          4.255          0.375          4.069           0.44           22.9          10.23         0.1231             -1            -99            -99              1          3.118            -99              1
          14396    188.9479675     62.1848946           3.06          1.484          4.277            -99          1e+10        0.77606       0.323101        1.90898       0.889532    3.20924e-07        3.05858        5.58858        5.22119    3.10578e-07        2.71534    2.06781e-10        2.29184        0.64075       0.955322          7.604          2.737          0.761          0.043          0.822          0.075          0.558          0.504          0.181          0.617          23.51          10.06        0.05816             -1            -99            -99              1          7.868            -99              0
          14398    189.0925903     62.1851273           0.29          25.06          2.812          37.41          5.609       0.837457       0.387184       0.851697       0.840425            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.022          2.524          16.18          0.041          13.49          0.063          7.683           0.41          17.16          0.503          20.18          9.658        0.02747         0.2755              1             21              1        0.02747           7709              1
          14403    188.9600830     62.1847076           0.99          49.86          4.319            -99          1e+10       0.422976       0.292449       0.648132       0.644983            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          8.773          2.698          5.678          0.042          4.068          0.071          2.145          0.467          2.575          0.574          22.12          9.858        0.06866          1.087             -1             81              1        0.07329            932              0
          14409    189.1353455     62.1848221           0.51          61.69          3.512          40.63          7.657       0.666734        0.38471        0.52723         1.2177            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           32.7            5.2          119.8          0.062          86.31          0.075          67.76           0.41          43.47          0.491          18.08          11.18        0.08569         0.5183              1             25              2        0.02563          11160              1
          14412    189.1565704     62.1849365           1.71           49.6          4.253          8.917          6.734       0.291104       0.426916    1.46628e-05        1.23255            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.839          2.419          16.75          0.041          18.31          0.064          13.64          0.405          10.13           0.49          21.21          11.08        0.05307             -1            -99            -99              1           8.49            -99              1
          14417    189.3346100     62.1842422            2.5          105.3          5.568          11.68          8.109        0.35667       0.387757      0.0498078       0.901493        6.24862        3.12704        4.67196        1.68966            -99          1e+10        3.03717        1.86372        1.23124       0.615276           15.2            2.5          3.996          0.032          5.356          0.051          8.437          0.329          8.215          0.375          22.88          10.42         0.1163             -1            -99            -99              2          3.164            -99              1
          14427    189.0701294     62.1845894           2.17          58.48          2.495      1.903e-07          8.018       0.556308       0.311335    1.46628e-05       0.858806            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          1.781          2.468          3.205          0.038          4.341          0.061          6.216          0.416          5.294          0.493          23.24          10.73         0.1341             -1            -99            -99              1          5.581            -99              1
          14431    189.2608490     62.1846199           2.11          17.25          4.081      1.903e-07           6.68       0.641724       0.374498       0.864041       0.785969            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          6.752           2.48          5.257          0.031          4.683          0.052          3.553          0.321          2.937          0.386          23.11          9.138         0.4117             -1             -1             81              1         0.5706          22940              1
          14435    189.4236755     62.1848984           1.18          118.4          7.528            -99          1e+10       0.866597       0.559719        1.31048        1.65597            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.963          2.614            -99            -99            -99            -99          15.45          2.394            -99            -99           22.7          10.01         0.4888             -1            -99            -99              1          24.14            -99              0
          14458    188.9939270     62.1840477           0.72            127           5.08          105.2          9.214        1.72686       0.312182        5.24872       0.751351        5.98508        1.33038        5.57893        1.84321            -99          1e+10            -99          1e+10            -99          1e+10          11.66          2.629          72.57          0.055          47.56          0.072             45          0.444          30.02           0.52          19.14          10.89         0.2198         0.6378              1             21              1         0.2198           1795              1
          14459    189.0957642     62.1841278           1.58          26.36          3.999          15.95          5.256       0.447614       0.367865     -0.0239733       0.914044            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10        -0.2864          2.462          5.193          0.039          5.649          0.062          3.812           0.41          3.699          0.495          22.56          10.17        0.04852             -1            -99            -99              1          6.447            -99              1
          14491    189.2005920     62.1839256           0.56          55.67          3.435          45.52          8.241        0.58588       0.317186       0.916074       0.755971            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           3.97          2.624          14.81          0.041          10.62          0.064          10.79          0.403          8.241           0.48          20.98          9.828         0.1231         0.6494              1             21              1        0.09704          17030              1
          14494    189.2647400     62.1838684           0.51          38.13          4.174          15.89          7.421        1.06678       0.273211       0.486206       0.757555            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.711          2.456          26.78          0.037          19.38          0.054          16.05          0.322          13.36          0.385          20.17          10.28         0.1061         0.5178              1             21              1         0.1061          23260              1
          14501    189.1595459     62.1837158           1.87          60.38          5.292          10.45          6.109       0.564743       0.347375         2.8883       0.636696        1.56606        1.18945            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          1.865          2.436          4.755          0.038          5.771          0.062          5.977          0.408          4.646          0.492          22.87           10.6        0.02908             -1            -99            -99              1          8.602            -99              1
          14502    189.1917267     62.1836548           0.91          29.77          3.085           13.4          8.169       0.438747       0.352769    1.46628e-05       0.834127            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.2346          2.627          49.33          0.049          34.79          0.066          24.96          0.408          17.23          0.473          20.08          11.07        0.06577         0.9358              1             25              1         0.4183          16210              1
          14513    188.9372101     62.1832504           0.95          64.49           5.13            -99          1e+10       0.300755       0.324086        1.35517       0.611247            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          6.364          2.773          9.004          0.048          6.034           0.09           7.15           0.56          4.549           0.72          21.52           9.98         0.1405         0.8411              2             21              1        0.08629            455              0
          14515    189.0886688     62.1835365           0.62          20.08          2.208          11.46          6.836       0.525066        0.36802       0.806431       0.660675            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          6.167          2.535          6.665          0.038          4.573          0.062          3.818          0.409          3.105          0.507          21.82          9.638        0.02563         0.6334              1             21              1        0.02908           7405              1
          14520    189.2086029     62.1837273           0.93          18.45          3.993      1.903e-07          11.62      0.0187859       0.653982       0.035499        1.03454            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.531          2.452           5.58          0.038          3.869          0.062          3.023          0.398          1.839          0.474          22.34          9.898        0.08724             -1            -99            -99              1          2.808            -99              1
          14521    189.2081299     62.1829758           0.66          17.48           3.53          27.41          10.15       0.225701       0.513568            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          1.516           2.45          9.474          0.039          6.479          0.062          6.162          0.399          4.021          0.476          21.66          9.578        0.03757         0.6831              1             21              1        0.05816          17700              1
          14537    189.2886200     62.1834030           1.59          37.96          3.699          37.78          5.989       0.483153       0.295114    1.46628e-05       0.867203            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.4751          2.461          6.576           0.03          6.804          0.049          4.593          0.308          5.623          0.358          22.27          10.39         0.0945         1.6041              1            104              1          5.729            -99              1
          14539    189.3215790     62.1834755           2.05          24.41          5.504          8.614          6.762       0.536228       0.471337    1.46628e-05       0.964179            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.062          2.513           4.26           0.03          5.393          0.049          6.775          0.318          5.699          0.363          23.47          10.66        0.05816             -1            -99            -99              1          4.136            -99              1
          14540    188.8813324     62.1828690            1.2          87.95          6.287            -99          1e+10       0.754209       0.445399         2.6436       0.940042        4.84529         2.4653            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           1.57          2.958            -99            -99            -99            -99            -99            -99            -99            -99          21.37          10.46         0.5648             -1            -99            -99              1          24.46            -99              0
          14557    189.0045776     62.1828575           0.78          183.6          6.402          169.6          8.718        3.54647       0.279395        8.67861        1.10259        6.85218        2.15923        3.13556         6.2713            -99          1e+10            -99          1e+10            -99          1e+10             32            6.2          51.89          0.051          38.38           0.07          41.67           0.44          38.63          0.511           19.7          10.52         0.0412             -1             -1             81              2              0           2222              1
          14558    189.0111389     62.1825409           1.74          90.95          4.438      1.903e-07          8.847    1.50602e-05       0.326055    1.46628e-05       0.629204            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.053           2.64           8.46           0.04          8.954          0.064            7.8          0.431          6.137          0.508          22.19          10.59        0.02908             -1             -1             81              1        0.09613           2501              1
          14562    189.1282959     62.1830292           0.28            114          5.139          80.89            9.5        1.77363       0.390192        2.52106       0.727005        1.27431        1.14735            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          8.668          2.523          24.65          0.042          23.11          0.068          14.25          0.405          55.38          0.506          19.68          9.628        0.03757          0.295              1             10              1        0.02908          10580              1
          14565    189.2169342     62.1831017           0.93          28.23          3.037          25.16          6.164    1.50602e-05       0.319822    1.46628e-05       0.874172            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.575          2.448          6.626          0.038           4.57          0.062           3.52          0.388          2.297          0.472          22.02          9.918         0.0769          0.954             -1             81              1        0.07812          18620              1
          14566    189.2230682     62.1831131           2.16          89.34          5.061          13.46          5.598        1.14667       0.329704       0.637176       0.859831         3.3987         1.6535            -99          1e+10            -99          1e+10    2.06781e-10        1.38727            -99          1e+10          7.185          2.417          6.874          0.039          8.142          0.063          9.438          0.377           6.78          0.467          22.77          10.93        0.08629             -1            -99            -99              1          7.257            -99              1
          14571    188.9487152     62.1827316           0.66          654.2          24.41            -99          1e+10        20.3032        0.34592        28.1772        1.24365         19.591        4.66513        4.46624        6.89967            -99          1e+10        1.48775         2.2248            -99          1e+10           87.4            6.5          78.01           0.06          75.35          0.089          69.83          0.522          174.5          0.632          18.93          10.93        0.03757             -1             -1             81              2        0.05816            690              0
          14572    188.9676819     62.1821823           1.28          54.96          2.435          53.88          9.234        0.65086       0.285254        2.18845       0.617939        1.65856        1.34692            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          6.612          2.658          15.56          0.044          14.07           0.07          10.67           0.46          10.29          0.558          21.12          10.57         0.1819          1.277              1             21              1         0.1944           1088              0
          14575    189.2113953     62.1829681           0.45          58.71          3.217          49.35          6.036       0.884542       0.400452      0.0433193        1.05192            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.834          2.462          15.74          0.041          12.98          0.063          9.701          0.397          14.96          0.476          20.59          9.658        0.05493         0.4745              1             21              1        0.02747          18030              1
          14581    189.3552856     62.1820564           1.67          43.11          4.744      1.903e-07          7.125       0.437193       0.354047     -0.0907428       0.735065            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          9.783          2.582          9.067          0.035          9.824           0.06          8.222          0.382          8.041          0.443          21.94          9.728          0.245             -1            -99            -99              1          12.93            -99              1
          14582    189.4008026     62.1828194           0.95          340.5          14.78            -99          1e+10        7.22424       0.463799        14.0072        1.65841        15.1626        4.97801        7.99397        7.54155        7.63708        11.3002        1.48238        2.30264            -99          1e+10           39.5              5          50.69          0.086          45.58          0.186          31.49          0.897          43.63           1.21          20.15           10.9         0.2654          1.142              1             72              3         0.2123             -1              0
          14583    189.4052429     62.1828461           1.87          31.01           6.04            -99          1e+10    1.50602e-05       0.437352    1.46628e-05        1.36948            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.2867          2.611          3.843          0.097          4.138          0.295          4.029          1.051           4.43          1.591          23.22          10.09        0.08166             -1            -99            -99              1          7.666            -99              0
          14588    188.9516449     62.1824875            0.3          116.2          6.854            -99          1e+10        3.69628       0.508537         4.2376        1.25683        3.57298        3.69594            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          12.39          2.756          31.33           0.05          30.19           0.08          22.68          0.507          77.15          0.619          19.45          10.05        0.06866            0.3             -1             81              1        0.06062            755              0
          14589    188.9613953     62.1825676           0.68          23.52          4.519          30.56          19.44    1.50602e-05       0.308533        1.10382       0.546476            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10        -0.3277          2.706          4.801          0.042          3.048          0.072          2.126          0.476          2.845          0.586          22.17          9.618        0.07514         0.6944              2             23              1        0.06062            958              0
          14599    189.2826080     62.1827164           1.45          129.9          13.66          52.86          8.684         2.8746        0.71414        1.44655         2.0787        9.75117        3.42514        6.11144        3.98366            -99          1e+10       0.280998         1.1744        1.55656       0.471871          21.82          2.472          16.94          0.033          19.16          0.052          16.29          0.313          33.43          0.369          21.43          10.46        0.07514          1.489              1             34              1        0.06577          24770              1
          14605    188.9809418     62.1824265            0.6          89.79          15.05          80.69          9.501         2.1797       0.306316        5.04295        0.66692        6.56359       0.932146        3.00385        2.27277            -99          1e+10            -99          1e+10            -99          1e+10          10.31          2.656           28.6          0.046          21.15          0.068          21.31           0.45          17.78          0.532          20.42          10.19        0.05493          0.638              2             72              1        0.06866           1395              0
          14610    189.3361511     62.1825829           0.92          74.71          2.597          49.39          7.927       0.930906       0.365547        2.73748       0.620528        3.70496        3.52094            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          1.487          2.505          15.82          0.036           11.3          0.053          9.719          0.337          8.382          0.386          21.11          10.33        0.09451         0.9784              1             21              1         0.1025          29330              1
          14614    189.0688019     62.1822929           1.15          144.2          6.723            155          11.26        1.61883       0.290037        3.87606       0.601083        6.19175        1.92686        3.96976        1.19475       0.727964        2.05708            -99          1e+10            -99          1e+10          12.29          2.521          32.84          0.045          27.63          0.065          18.88          0.418          19.32          0.488           20.5           10.8        0.05493           1.14             -1             81              1        0.04852           5896              1
          14618    189.3229523     62.1824837           0.28          43.13          3.678          49.93          9.774       0.678725       0.440509        1.12333       0.926123            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.275           2.53          7.376          0.031          6.495           0.05          3.839           0.32          16.03          0.367          21.03          9.458         0.1394         0.2757              1             21              1         0.1394          28240              1
          14620    189.3455353     62.1823425           1.97          129.5          4.055          35.81           6.91        1.17445        0.38415       0.751194       0.741487        2.94041        2.39046        2.15673        3.30815            -99          1e+10      0.0528093       0.879285            -99          1e+10           11.9          2.562          6.623          0.033          7.714          0.055          8.973          0.353          7.217          0.407          22.57          10.72         0.1289             -1            -99            -99              1          11.27            -99              1
          14622    189.3981171     62.1822929           1.06          372.6          15.55            -99          1e+10        4.86748       0.623316        11.9827        1.47669        23.8098        4.22703        18.9712        6.90247        6.05798        11.1287        1.66435        2.15365       0.678532       0.775082           32.1            5.8          81.76          0.084          70.56          0.166          52.52          0.858          56.93          1.099          19.44          11.19         0.1231           1.14              1            102              2          4.683            -99              0
          14630    189.2290192     62.1823196           2.25          213.7          9.444          34.99          6.223        1.62994       0.347567        5.70026       0.862806        10.0344        1.19382        6.23005        1.86038        6.94023        2.08725       0.698636         0.8815    2.12993e-10        0.57784           21.6            2.7          11.09          0.039          13.27          0.061          17.36          0.371          15.95          0.457          21.95          9.618        0.07329             -1             -1             81              2        0.06866          19800              1
          14632    189.2847290     62.1822243           0.39          618.2          20.78          441.1          10.22        15.6657       0.528374        20.8046        1.70042         9.7091        4.21978            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           68.8            5.2          62.05          0.046          65.26          0.061          52.65          0.317          180.4          0.376          19.11          10.18         0.1163         0.4225              1             21              2         0.1234          24940              1
          14637    189.3866272     62.1821251           1.19          155.1          7.723            -99          1e+10        1.38498       0.389991        3.55699       0.993043        5.53893        1.92273        8.09663        2.31724        8.61161        4.94164            -99          1e+10            -99          1e+10          11.06          2.594          24.52          0.056          22.69          0.101          19.32          0.595          23.94          0.754          20.81          10.91         0.1062          1.219             -1             81              1         0.1035          33330              0
          14639    188.9032745     62.1817856           1.79          53.41          6.933            -99          1e+10    1.50602e-05       0.523576       0.807851         1.0186            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.481          2.801          5.424          0.091          6.633          0.288          9.933          1.581          7.732          2.182          22.95          10.39         0.4069             -1            -99            -99              1          40.24            -99              0
          14646    189.1193085     62.1820107           1.61          29.38          3.451          6.617          6.923       0.515767       0.354809      -0.144887       0.881506            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.203          2.539          5.492          0.039          6.091          0.066          4.108          0.402          5.333          0.503          22.75          10.08         0.5207             -1            -99            -99              1          7.291            -99              1
          14649    189.2978821     62.1820221           0.85          44.63          3.721          30.47           6.83       0.886502       0.308927        1.43296       0.747359            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.908          2.503          12.34          0.032          8.518          0.049          7.407          0.309          5.056          0.358           21.3          9.928         0.1592         0.8549             -1             81              1         0.1311          26000              1
          14650    189.3011780     62.1822128           1.53          23.73          4.141          30.77          7.076       0.316195       0.370238       0.333202         1.0718            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10       -0.09885          2.544          4.166          0.029          4.634          0.048          4.011          0.311          3.734          0.359           23.3          10.14         0.1592             -1            -99            -99              1          5.309            -99              1
          14652    188.8853455     62.1815872           1.46          51.57          8.314            -99          1e+10    1.50602e-05       0.428905        1.10334       0.981652            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.9769          2.898            -99            -99            -99            -99            -99            -99            -99            -99          20.14          11.42         0.1841             -1            -99            -99              1          27.98            -99              0
          14657    189.1378632     62.1819191           0.97          71.02          2.921           63.1           7.29       0.939775       0.432788        2.06979        1.06287            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.851          2.469          13.95           0.04          10.94          0.064          8.176          0.409          8.272          0.502          21.52          10.25        0.03757          1.017              2             72              1        0.05308          11370              1
          14658    189.1416931     62.1818390           0.77           72.5          3.815          73.11          8.111        1.33892       0.376242        1.37492       0.847049            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.094          2.444          18.82          0.041          12.59          0.063          12.92          0.406          9.468          0.496           20.7          10.03        0.02747          0.762              1             10              1        0.05127          11720              1
          14670    189.1704102     62.1818619           0.84          61.35          5.047          31.53          6.968       0.924008       0.484584       0.692745        1.01837            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          11.36          2.599          11.26          0.039          7.855          0.062          7.085          0.402          5.431          0.487          21.45          9.858        0.03757         0.8736              1             21              1        0.03757          14360              1
          14672    189.2544861     62.1817627           1.53          107.4           5.69          75.69          5.253         1.3902       0.349913        3.37047       0.730119        4.69395         1.0074        4.64504        1.71824            -99          1e+10            -99          1e+10            -99          1e+10          11.25          2.455          15.04          0.035          17.69          0.056          14.83          0.335          14.86          0.407          21.98          10.91        0.08166          1.526              2             85              1         0.2301          22310              1
          14673    189.3055267     62.1817207           0.92            120          6.108           70.6          11.46        2.10258       0.292274        2.50159       0.672989        1.31073         2.3289            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          10.84          2.518          16.36          0.033          12.78           0.05          13.54          0.312          15.52          0.359          21.08          10.08         0.1062          0.936              1              4              1         0.1062          26710              1
          14690    188.9053955     62.1810570            1.9           61.8          6.963            -99          1e+10       0.485569       0.467966    1.46628e-05        1.15545            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10        -0.3581          2.833          34.38          0.089          44.14          0.276          43.37          1.452          29.17           2.08          20.95          11.37         0.1714             -1            -99            -99              1          41.92            -99              0
          14694    189.0019531     62.1813431           1.87          83.98          6.312          5.162          7.318        3.65587       0.435967        9.22991        2.15206        14.2483        2.95742        8.92604        8.29587    3.10578e-07        6.70356    2.06781e-10        2.87493    2.12993e-10        1.31554           53.5            7.7          4.585           0.04          5.358          0.064           6.29          0.438          7.538          0.513          23.28          10.41         0.1814             -1            -99            -99              2          4.234            -99              1
          14715    188.9469604     62.1808853           0.92          83.36          5.591            -99          1e+10        2.31814        0.48978        2.36591        2.39738         3.6453        4.30723        11.6494        6.36791            -99          1e+10            -99          1e+10            -99          1e+10          8.578          2.844          22.96           0.05          17.03          0.087          17.74          0.535          16.37          0.671          20.82           10.4         0.4131             -1            -99            -99              1          4.687            -99              0
          14730    189.1727600     62.1809082           0.88          80.22          5.117          62.09          7.697        1.74265       0.444875       0.951082       0.996683            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.501          2.524          16.07           0.04          11.71          0.063          10.24          0.402          8.182          0.487          21.17          10.26         0.1062         0.9367              1             21              1         0.1105          14570              1
          14732    189.2137299     62.1810036           1.23          75.71          3.434          86.02          6.049        2.78669       0.344377        6.39646        1.18785        11.4247        1.40021         9.1871        1.90228        3.79594        2.83619            -99          1e+10            -99          1e+10           14.9            2.7           29.6          0.045          28.58          0.066          21.88            0.4          26.09          0.475          20.93          10.93         0.1105          1.226             -1             81              2         0.1395          18270              1
          14735    189.3637848     62.1808662           1.33          80.84          5.381          95.74          19.23       0.556048       0.441591        2.75676       0.811159        3.92118        1.96839            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          9.521            2.7          15.56          0.041          14.46          0.068          11.52          0.431          12.73          0.506          21.34          10.68        0.02564             -1            -99            -99              1          13.82            -99              1
          14736    189.3623199     62.1800385           2.14          20.61          5.831          34.69          17.94       0.355763        0.57265            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.7747          2.635          3.518          0.038          3.492          0.067          3.196           0.43          3.253          0.514          22.96          10.15         0.1128             -1            -99            -99              1          13.18            -99              1
