#       id       zspec       zbest       ubest       chi2_min     S_chi2_min     R_chi2_min
# 
      1239     0.83600     0.83600       6.100        8.50711      0.8638511       7.643259
      1248    -1.00000     1.05856       6.100      0.6418644     0.09587479      0.5459897
      1252    -1.00000     1.93020      25.000       5.477723       5.135839      0.3418836
      1253    -1.00000     1.93210      25.000       6.655869       1.992855       4.663015
      1262    -1.00000     3.81740      30.000       20.08438       1.876286       18.20809
      1269    -1.00000     2.03666      35.000       5.567801       3.108121        2.45968
      1270     1.08300     1.08300      18.000       7.021404       2.424513       4.596891
      1273     0.74410     0.74410       4.900       8.627945       2.321786       6.306159
      1278    -1.00000     1.40284      25.000        4.87293       3.048265       1.824665
      1284    -1.00000     3.73452     101.000       16.66207       7.155211       9.506856
      1285    -1.00000     0.24650       2.200       14.21325    0.002477603       14.21077
      1293     0.79390     0.79390       4.900       5.590262     0.02587474       5.564387
      1303     0.63350     0.63350     101.000       1.866579      0.4135848       1.452994
      1306    -1.00000     0.00100       4.900        7.09603   2.742016e-20        7.09603
      1313    -1.00000     0.48670       3.300       21.28233     0.01304486       21.26929
      1315    -1.00000     1.76000      30.000       6.369606       1.383073       4.986533
      1320    -1.00000     1.08740      18.000       5.333832       0.377841       4.955991
      1334    -1.00000     1.43880     101.000       9.929532      0.8529947       9.076537
      1335    -1.00000     0.99820       9.700       10.70662       1.002502       9.704116
      1337    -1.00000     0.83090     101.000         2.4515     0.09820429       2.353296
      1338     1.35800     1.35800      12.100       3.955303      0.3649029       3.590401
      1341     1.00800     1.00800      12.100        2.22155      0.4505336       1.771017
      1342    -1.00000     0.00100     101.000       11.89277   1.552697e-19       11.89277
      1348    -1.00000     0.48330     101.000       6.089968        2.08939       4.000578
      1350    -1.00000     1.06560      12.100        3.25649     0.02528238       3.231207
      1355    -1.00000     1.08200       6.100       2.150524       1.310304      0.8402206
      1357     1.36500     1.36500      25.000       1.780281      0.1665811       1.613699
      1367     1.78700     1.78700      12.100        5.17034       3.028843       2.141497
      1368    -1.00000     2.82674      35.000       9.314301       6.173308       3.140992
      1369    -1.00000     2.38990      35.000       1.242504      0.4952205      0.7472835
      1371     1.03700     1.03700       6.100       5.142965       2.582949       2.560016
      1384    -1.00000     1.11120       9.700       2.523723     0.09311079       2.430612
      1387    -1.00000     2.60100      30.000       2.578165     0.02619423       2.551971
      1391     1.03800     1.03800     101.000       7.194676       1.055358       6.139318
      1393    -1.00000     1.22020      18.000       4.785976      0.3417053       4.444271
      1394     0.29950     0.29950       2.200       9.840082       6.470029       3.370053
      1396    -1.00000     0.86520       9.700       1.679035      0.3184285       1.360607
      1401    -1.00000     2.12522     101.000       6.745887         3.3956       3.350287
      1402    -1.00000     1.68664      12.100       7.325798       1.569308        5.75649
      1416     2.29100     2.29100      25.000      0.9537634      0.3529459      0.6008176
      1419     1.14800     1.14800       6.100       3.293836       1.600057       1.693779
      1420    -1.00000     1.33426       9.700       13.60549      0.3552442       13.25024
      1434     0.48520     0.48520       9.700      0.9487746     0.03427585      0.9144988
      1437    -1.00000     1.34380     101.000        15.3884       1.111889       14.27651
      1445    -1.00000     2.27030      14.500       10.47681       7.702009       2.774803
      1449     0.51300     0.51300       9.700       2.526262     0.05760123       2.468661
      1452    -1.00000     1.50848      12.100       15.61039       1.209791        14.4006
      1458    -1.00000     1.61331      25.000       3.403641      0.2658795       3.137761
      1469     1.10200     1.10200       6.100      0.5631592      0.1742452       0.388914
      1475    -1.00000     1.71180      25.000       11.00492       9.520461       1.484454
      1476     0.84110     0.84110       6.100       4.669846      0.4763936       4.193452
      1477    -1.00000     0.00100     101.000       4.486559   3.672148e-19       4.486559
      1479    -1.00000     1.09630       9.700       2.376207      0.6983385       1.677868
      1480    -1.00000     2.46144      45.000       2.506502        2.12805      0.3784518
      1490    -1.00000     1.82170     101.000       3.476728       1.014977       2.461751
      1491     0.83700     0.83700       6.100       1.452351      0.3209363       1.131415
      1495    -1.00000     7.90100     101.000       12.73582     0.01486737       12.72095
      1497    -1.00000     2.43758      25.000       6.105823       2.431498       3.674325
      1501     1.43300     1.43300       9.700        8.42103      0.7894586       7.631572
      1502    -1.00000     2.05727     101.000       8.552989       2.802972       5.750017
      1513     1.01100     1.01100       6.100       99.73514      0.1061858       99.62895
      1515     1.19500     1.19500       6.100       13.87317       1.102598       12.77057
      1520     0.53250     0.53250       9.700       1.457842      0.1100262       1.347816
      1524    -1.00000     0.92890       6.100       5.313754       1.224853       4.088901
      1525    -1.00000     0.59250     101.000       36.09316        16.7683       19.32487
      1532    -1.00000     0.93090       6.100       0.544518    0.009012392      0.5355056
      1533     0.74600     0.74600       4.900       1.905234     0.04342035       1.861814
      1543     1.14800     1.14800       6.100       7.559255       2.836986        4.72227
      1544    -1.00000     1.90641      25.000       1.839461      0.8429254      0.9965353
      1545    -1.00000     1.28560      18.000       3.433805      0.3063822       3.127422
      1548     0.88940     0.88940       6.100       1.827315        0.76423       1.063085
      1551     1.35800     1.35800       9.700       5.236566       0.213268       5.023298
      1556    -1.00000     3.30100      25.000       4.996996       3.038964       1.958032
      1558    -1.00000     0.67440       4.900       4.912232      0.5980401       4.314192
      1563    -1.00000     0.85630       9.700       1.186386   0.0001590897       1.186227
      1567     0.63380     0.63380       9.700      0.5898255      0.3121054      0.2777201
      1569     0.87900     0.87900       9.700      0.8132021     0.02342212        0.78978
      1579     1.30300     1.30300      12.100       4.252079      0.1343674       4.117712
      1592     0.93760     0.93760      14.500      0.7661936      0.5213123      0.2448813
      1593     0.68130     0.68130       4.900       9.343272      0.3199867       9.023285
      1602     1.78200     1.78200      25.000       4.760563        4.32995      0.4306136
      1604    -1.00000     1.73590      30.000       2.957368     0.05551222       2.901855
      1606    -1.00000     1.08000     101.000       70.17263        1.25908       68.91355
      1616    -1.00000     1.48430      25.000       11.97523       6.659746        5.31548
      1618     1.01400     1.01400       6.100       20.77324      0.2721838       20.50106
      1622     1.02000     1.02000      18.000          11.26      0.7011437       10.55886
      1626    -1.00000     1.78460      12.100       12.92688       11.18665       1.740228
      1629    -1.00000     2.19084      40.000        1.51283      0.2816238       1.231206
      1631    -1.00000     1.62042       9.700       5.277229        1.57942       3.697808
      1633     0.32000     0.32000       2.200        3.90578   9.274054e-05       3.905687
      1634    -1.00000     0.71990       4.900       7.992584       6.869246       1.123339
      1638    -1.00000     0.82160       6.100       4.561822       1.162793        3.39903
      1644     0.63370     0.63370       4.900       3.561573      0.7930774       2.768496
      1648     1.76000     1.76000      30.000       16.32759       13.58426       2.743337
      1650    -1.00000     3.58890     101.000       16.51325       5.208392       11.30486
      1651    -1.00000     3.06182      30.000       5.124572       1.463646       3.660926
      1662    -1.00000     0.92000       6.100       2.864784      0.4394388       2.425345
      1673     0.04000     0.04000       4.900       7.925122   1.956002e-19       7.925122
      1693    -1.00000     0.33030     101.000        5.48942    0.005412998       5.484007
      1702    -1.00000     2.40131      45.000       14.25989       14.10196      0.1579252
      1709    -1.00000     1.39110       9.700       5.365962      0.2977106       5.068251
      1710    -1.00000     1.95390      35.000       5.641832       2.928109       2.713723
      1711    -1.00000     0.84710       6.100       4.782787       2.068717        2.71407
      1712     2.21600     2.21600      18.000        5.77502       1.963811       3.811209
      1717     1.01200     1.01200     101.000       8.458607      0.4294977       8.029109
      1724    -1.00000     0.87090      12.100       1.185875     0.05495843       1.130917
      1734    -1.00000     2.56720      45.000       2.633053      0.5417403       2.091313
      1735    -1.00000     3.88670      35.000       15.85237        1.17801       14.67436
