# id    ra            dec          zSpec    zQuality   zssn  
  9357  188.9596863   62.2399139   -1.0     -99        -99   
  9363  189.3074799   62.2401428   0.4752   1          25    
  9367  188.999527    62.2396812   0.948    1          72    
  9370  189.1483307   62.2399864   2.011    1          12    
  9371  189.1619873   62.2397804   -1.0     -99        -99   
  9376  189.2744904   62.2397957   0.97     1          10    
  9387  189.532486    62.2395592   0.8381   -1         81    
  9388  189.5604706   62.2397308   -1.0     -99        -99   
  9391  189.0406342   62.2395821   0.7803   1          21    
  9398  189.368988    62.2396965   -1.0     -99        -99   
  9401  189.4571533   62.2395058   0.4855   -1         81    
  9409  189.0735931   62.2394943   -1.0     2          72    
  9412  189.2839508   62.2396126   0.5639   1          21    
  9418  189.5493622   62.239357    -1.0     -99        -99   
  9422  189.13237     62.2397079   -1.0     -99        -99   
  9430  189.5434875   62.2393761   -1.0     -99        -99   
  9431  189.5783539   62.239315    -1.0     -99        -99   
  9433  189.0468903   62.239109    0.78     1          72    
  9437  189.1244049   62.2392654   0.5195   -1         81    
  9438  189.1443481   62.2392769   -1.0     -99        -99   
  9440  189.1715698   62.2391739   0.518    1          21    
  9471  188.9174194   62.2384491   -1.0     -99        -99   
  9477  189.3455658   62.2388077   1.021    1          72    
  9479  189.4262085   62.2384415   -1.0     -99        -99   
  9481  189.4504089   62.2386551   -1.0     3          72    
  9482  188.9358673   62.2382393   1.005    -1         81    
  9487  189.3612518   62.2385941   1.143    -1         81    
  9488  189.3700562   62.2385826   -1.0     -99        -99   
  9489  189.3848419   62.2384987   1.224    1          21    
  9492  189.5462494   62.2374763   -1.0     -99        -99   
  9514  189.0888519   62.2380981   0.5174   1          25    
  9520  189.2012177   62.237999    2.002    1          34    
  9526  189.5385132   62.2378578   -1.0     -99        -99   
  9538  189.3154907   62.2379723   0.7609   1          21    
  9539  189.3491211   62.2380524   -1.0     -99        -99   
  9548  189.010498    62.2378006   -1.0     -99        -99   
  9551  189.0484314   62.2378693   2.028    1          34    
  9553  189.0582886   62.2375641   0.2069   1          21    
  9555  189.0725861   62.2378845   0.1567   1          21    
  9567  189.5418701   62.2378273   -1.0     -999       -99   
  9592  189.0869293   62.2375832   2.092    1          105   
  9593  189.091568    62.2375946   1.382    1          21    
  9608  189.075058    62.2372513   -1.0     2          72    
  9610  189.2075958   62.2374382   1.872    1          34    
  9612  189.4441833   62.2373695   0.5113   1          21    
  9613  189.4421997   62.2369843   0.9369   -1         81    
  9615  189.5305939   62.2373047   -1.0     -99        -99   
  9616  188.8977203   62.2370529   -1.0     -99        -99   
  9623  189.1965637   62.2372818   0.61     -1         81    
  9634  188.9403229   62.2367592   -1.0     -99        -99   
  9635  188.9626007   62.2367935   -1.0     -99        -99   
  9642  189.3790131   62.2369652   -1.0     -99        -99   
  9644  189.5180511   62.2368774   -1.0     -99        -99   
  9647  188.9655151   62.2368736   -1.0     -99        -99   
  9649  189.0702667   62.2369385   -1.0     3          72    
  9650  189.0720673   62.2364998   0.8462   1          21    
  9662  189.4667969   62.2367363   -1.0     -99        -99   
  9663  189.5246887   62.2365646   -1.0     -99        -99   
  9691  189.4054108   62.2364693   0.8494   1          21    
  9693  189.4150238   62.2364998   -1.0     -99        -99   
  9709  189.1385498   62.2364197   1.345    1          21    
  9710  189.1391907   62.2356987   -1.0     -999       -99   
  9722  189.5646057   62.2360077   1.303    1          102   
  9751  189.5453796   62.2359619   -1.0     -99        -99   
  9753  188.9893341   62.2357101   4.196    2          72    
  9754  189.0007019   62.2357903   0.1137   1          21    
  9761  189.2815704   62.2359848   2.4876   1          1002  
  9762  189.2799835   62.2355652   2.487    -1         42    
  9781  189.4599609   62.2354584   0.4589   1          21    
  9782  189.4683838   62.2355843   1.154    1          72    
  9786  189.0740814   62.2355003   1.67     -1         45    
  9790  189.23909     62.2355347   1.46     2          72    
  9798  189.13591     62.2354774   -1.0     -99        -99   
  9813  189.4533691   62.2351837   0.513    1          72    
  9821  189.0061493   62.2351036   -1.0     3          72    
  9824  189.2062683   62.2352028   0.7517   1          21    
  9837  189.0508423   62.2350121   -1.0     -99        -99   
  9846  189.3609467   62.2351418   0.4754   1          21    
  9849  189.3987122   62.2349434   1.289    1          34    
  9861  189.1869354   62.2349815   1.095    1          72    
  9862  189.252182    62.2349434   0.4226   1          21    
  9879  189.1057892   62.234642    -1.0     1          72    
  9887  189.2483215   62.233551    -1.0     -99        -99   
  9891  189.3219299   62.2347374   1.515    -1         81    
  9900  189.1930847   62.2346191   0.9602   1          25    
  9902  189.2621613   62.234684    1.244    -1         81    
  9916  189.4865417   62.2343788   -1.0     -99        -99   
  9918  188.9839783   62.2341003   -1.0     2          21    
  9921  189.1248474   62.2341766   0.7936   1          21    
  9922  189.1531372   62.2342606   0.749    2          72    
  9927  189.4103546   62.2341995   0.9585   1          25    
  9928  189.4094849   62.2334709   0.511    -1         81    
  9931  189.5487976   62.2341042   -1.0     -99        -99   
  9954  188.9803314   62.2336731   1.142    1          34    
  9957  189.0731964   62.2339096   0.8166   1          21    
  9958  189.0715179   62.233696    0.8159   1          21    
  9964  188.8888397   62.2335129   -1.0     -99        -99   
  9970  189.2614136   62.2337646   1.246    1          21    
  9973  189.4977875   62.2333565   -1.0     -99        -99   
  9981  189.2087555   62.2336006   2.231    1          34    
  9986  189.4173431   62.2334023   0.514    -1         81    
  9988  189.5629883   62.2335358   -1.0     -999       -99   
  9991  189.1428375   62.2334557   1.382    2          72    
  9999  189.2776794   62.2333527   2.926    1          34    
  10002 189.3512573   62.2332191   -1.0     -1         81    
  10004 189.4441833   62.233181    0.5123   1          21    
  10005 189.4563904   62.2331963   -1.0     -99        -99   
  10006 189.5350647   62.2331161   -1.0     -99        -99   
  10008 189.0027313   62.2330627   2.049    1          34    
  10012 189.4593506   62.2330589   -1.0     -99        -99   
  10019 189.037735    62.2330437   2.048    1          105   
  10026 189.4267731   62.2331047   -1.0     -99        -99   
  10027 189.4341125   62.2328873   0.5116   1          21    
  10029 189.5018158   62.231884    -1.0     -99        -99   
  10044 189.3603058   62.2328682   0.4735   1          21    
  10059 189.4076691   62.2327576   -1.0     -99        -99   
  10070 188.9924469   62.2316666   -1.0     -99        -99   
  10077 189.3440552   62.2324257   1.022    1          21    
  10084 189.0531464   62.2323151   0.2859   1          21    
  10090 189.3220062   62.2323647   0.3364   1          21    
  10093 189.3939209   62.2323189   0.8405   -1         81    
  10107 189.3055267   62.2323074   1.015    1          21    
  10109 189.5062714   62.2323723   -1.0     -999       -99   
  10110 188.9477539   62.2317352   -1.0     -99        -99   
  10111 188.9530487   62.231739    -1.0     -99        -99   
  10120 189.4988708   62.2318268   -1.0     -99        -99   
  10123 188.9406128   62.2316628   -1.0     -99        -99   
  10126 188.9595795   62.2316475   0.8848   -1         81    
  10127 188.9740753   62.2317352   -1.0     -99        -99   
  10131 189.2198029   62.231842    1.359    1          21    
  10133 189.307785    62.2318916   1.906    1          34    
  10134 189.3847351   62.2319679   -1.0     -99        -99   
  10145 189.2254181   62.2317657   0.851    1          10    
  10149 189.3975677   62.2317123   -1.0     3          72    
  10155 189.0820923   62.2314262   0.2861   1          25    
  10159 189.2157898   62.2316208   0.5561   1          21    
  10162 189.3347778   62.2314529   0.851    1          72    
  10175 189.231369    62.231514    1.146    1          4     
  10177 189.265686    62.231163    1.015    1          72    
  10181 189.3516998   62.2306252   -1.0     -99        -99   
  10184 189.4160004   62.2312737   1.359    1          21    
  10205 189.3215027   62.231163    1.222    -1         81    
  10206 189.3890686   62.2310829   0.5105   1          21    
  10222 189.5318298   62.2306366   1.001    -1         81    
  10239 188.9876709   62.2303886   -1.0     -99        -99   
  10247 189.1478424   62.2305336   3.665    1          72    
  10249 189.2896271   62.2305641   -1.0     -99        -99   
  10250 189.3431244   62.2306023   1.021    1          21    
  10251 189.3693237   62.2304688   -1.0     -99        -99   
  10255 189.1734009   62.2303886   3.131    1          106   
  10264 189.5124664   62.2303467   -1.0     -99        -99   
  10308 188.9772491   62.2298164   -1.0     -99        -99   
  10311 189.0827179   62.2299232   0.5344   1          21    
  10315 189.3592529   62.2297173   0.4742   1          21    
  10318 189.5027313   62.2297363   -1.0     -999       -99   
  10326 189.1798401   62.2298431   1.245    -1         81    
  10327 189.1855316   62.2298241   1.314    -1         81    
  10331 189.3177338   62.2296791   0.4473   1          25    
  10335 189.4875793   62.2296066   -1.0     -99        -99   
  10336 189.5502472   62.2297173   -1.0     -999       -99   
  10341 189.0961151   62.2294693   0.4845   1          21    
  10345 189.152771    62.2296104   0.9588   1          21    
  10351 189.3393707   62.2295074   1.021    1          21    
  10352 189.3662567   62.2294807   -1.0     -99        -99   
  10362 189.0291443   62.2293701   1.137    -1         81    
  10373 189.496994    62.2293205   -1.0     -99        -99   
  10376 188.8795776   62.2287216   -1.0     -99        -99   
  10390 189.390686    62.2291946   2.386    1          72    
  10392 189.4525757   62.229084    0.9377   1          21    
  10393 189.5402527   62.2289848   -1.0     -99        -99   
  10402 189.0736542   62.2289581   0.5338   1          21    
  10408 189.5092163   62.2290878   -1.0     -999       -99   
  10411 188.9761505   62.2287445   -1.0     -99        -99   
  10422 188.9624481   62.2285309   2.819    1          72    
  10423 188.9880524   62.2286339   0.395    1          21    
  10441 189.3380127   62.2287178   1.02     1          21    
  10446 189.4932556   62.2282982   -1.0     -99        -99   
  10448 189.5070801   62.2277908   -1.0     -999       -99   
  10472 188.9704742   62.227993    0.9471   -1         81    
  10483 189.196579    62.2282982   1.313    1          10    
  10484 189.260437    62.2283173   0.559    1          10    
  10487 189.2941437   62.2282333   0.7455   1          21    
  10493 188.9970551   62.2278786   0.4114   1          21    
  10495 189.1521301   62.2280045   0.5562   1          25    
  10497 189.1709595   62.2278519   1.016    -1         81    
  10514 189.3890839   62.2278481   0.1049   1          21    
  10518 189.476059    62.2278328   -1.0     -99        -99   
  10521 188.9573212   62.2275047   0.849    1          72    
  10523 189.0085449   62.2275581   0.96     1          72    
  10525 189.0552063   62.2276611   1.878    1          34    
  10532 189.3369141   62.2278671   1.02     1          10    
  10539 189.1604309   62.2274857   1.018    -1         81    
  10546 188.9369049   62.2271309   0.7129   -1         81    
  10550 189.0399323   62.227375    -1.0     -99        -99   
  10555 189.3318634   62.227047    0.4784   1          21    
  10564 188.9744415   62.2270317   0.877    1          72    
  10582 189.4157562   62.2271233   0.8395   1          25    
  10583 189.5100098   62.2271004   -1.0     -99        -99   
  10585 188.9159393   62.2268066   -1.0     -99        -99   
  10587 188.9715881   62.2269859   -1.0     -1         42    
  10591 189.1294556   62.227314    -1.0     -99        -99   
  10611 189.5037994   62.2266922   0.441    1          72    
  10640 189.4340057   62.2263908   -1.0     -99        -99   
  10641 189.4349213   62.2254257   2.931    -1         72    
  10642 189.4516449   62.2263908   0.8389   1          21    
  10643 189.4538727   62.2264709   -1.0     -99        -99   
  10654 189.3004456   62.2264786   -1.0     -99        -99   
  10656 189.3078003   62.2264404   0.7784   1          21    
  10659 189.3930206   62.226284    -1.0     -99        -99   
  10661 189.5164032   62.2264519   -1.0     -999       -99   
  10665 189.0440369   62.2261887   0.688    1          21    
  10669 189.1552277   62.2261887   0.846    -1         81    
  10670 189.1687927   62.2263184   1.488    2          72    
  10674 189.3129272   62.2261772   0.899    1          21    
  10675 189.3396301   62.2262764   0.4756   1          25    
  10676 189.390213    62.2264061   0.3965   -1         81    
  10679 189.523819    62.2259674   -1.0     -99        -99   
  10687 189.3046265   62.2260399   0.8407   1          21    
  10692 189.4459381   62.2260094   1.025    1          72    
  10695 188.9305725   62.225193    -1.0     -99        -99   
  10696 188.9827576   62.2257385   1.296    1          21    
  10704 189.3640442   62.2258606   -1.0     -99        -99   
  10705 188.9110718   62.2254257   -1.0     -99        -99   
  10710 189.1266327   62.2257195   -1.0     -99        -99   
  10714 189.2759399   62.2257767   0.7524   1          21    
  10715 189.2775726   62.2256966   -1.0     -99        -99   
  10719 189.3262329   62.22575     2.033    1          34    
  10723 189.456604    62.2255859   -1.0     -99        -99   
  10725 189.5055847   62.2255592   0.44     1          72    
  10727 188.9084015   62.2253456   -1.0     -99        -99   
  10730 188.9520111   62.2254791   -1.0     -99        -99   
  10738 189.2165527   62.2256012   0.9605   -1         81    
  10739 189.4021149   62.2255325   0.853    -1         81    
  10749 189.1754303   62.2253838   -1.0     -1         10    
  10750 189.2972717   62.2253075   1.996    -1         42    
  10754 189.4955902   62.2252274   -1.0     -99        -99   
  10763 189.1679535   62.2252693   0.484    1          10    
  10780 189.2577362   62.2251358   1.244    1          72    
  10783 189.3601227   62.2250786   -1.0     -99        -99   
  10788 188.8899689   62.2245407   -1.0     -99        -99   
  10789 188.8993988   62.2245865   -1.0     -99        -99   
  10794 189.1238861   62.2249184   0.7471   1          21    
  10805 188.9060974   62.2244034   -1.0     -99        -99   
  10808 189.0297699   62.2246399   0.4362   1          21    
  10829 188.9787903   62.224411    1.295    1          72    
  10853 189.3787994   62.2244377   0.8903   1          21    
  10855 188.9929962   62.2240944   -1.0     -99        -99   
  10861 189.1412048   62.2242241   -1.0     -99        -99   
  10866 189.4343414   62.2241249   1.223    -1         81    
  10869 188.9399109   62.2239838   -1.0     -99        -99   
  10870 188.9380798   62.2235222   -1.0     -99        -99   
  10879 189.3762665   62.2239685   1.022    1          21    
  10884 188.9163971   62.223568    1.004    2          23    
  10894 189.1911316   62.2238235   0.3208   1          21    
  10898 189.4432983   62.2238007   -1.0     -99        -99   
  10909 189.2999573   62.2238121   1.996    -1         42    
  10911 189.4257965   62.2237511   0.1045   -1         81    
  10916 188.9110413   62.2235374   -1.0     -999       -99   
  10922 189.3135986   62.2236557   -1.0     -99        -99   
  10931 189.5064697   62.2233467   -1.0     -999       -99   
  10942 189.4233856   62.2228012   1.875    1          34    
  10951 189.0442505   62.2231636   -1.0     -99        -99   
  10954 189.251236    62.2232246   1.461    1          72    
  10965 189.0396118   62.2230492   1.008    -1         81    
  10966 189.0913086   62.2231178   -1.0     -1         81    
  10970 189.2584839   62.223053    0.41     1          4     
  10976 189.4380646   62.2229195   0.9737   1          25    
  10992 189.3862762   62.2229729   2.5545   1          104   
  10994 188.8987274   62.2224426   0.806    -1         81    
  11002 189.204422    62.2227364   -1.0     -1         81    
  11006 189.3277588   62.2226677   0.4757   1          25    
  11012 188.9019318   62.2222176   -1.0     -99        -99   
  11013 188.9476776   62.2223396   -1.0     -99        -99   
  11019 189.2128143   62.2223892   0.2008   1          21    
  11046 188.9568634   62.2214851   -1.0     -99        -99   
  11052 189.1400146   62.2221756   0.845    1          4     
  11053 189.1538239   62.2223206   -1.0     -99        -99   
  11060 188.8955231   62.2211647   -1.0     -99        -99   
  11063 189.0602875   62.2219124   0.4546   1          21    
  11076 188.9661865   62.2217102   0.799    1          72    
  11086 189.3639374   62.2219086   0.5131   1          21    
  11093 188.9225464   62.2212677   -1.0     -99        -99   
  11096 189.0487366   62.2216949   1.381    -1         81    
  11097 189.0845337   62.2218475   -1.0     -99        -99   
  11109 189.443512    62.2215385   0.9699   -1         81    
  11110 189.465271    62.2211037   -1.0     -99        -99   
  11120 189.2011261   62.2205238   1.241    -1         81    
  11128 189.3781891   62.2216454   -1.0     -99        -99   
  11137 189.1124573   62.221447    2.398    1          85    
  11140 189.274292    62.2214241   0.7529   1          21    
  11146 189.4891968   62.2209435   -1.0     -99        -99   
  11154 189.2061768   62.2213287   1.24     -1         81    
  11158 188.9943237   62.2209282   -1.0     -99        -99   
  11159 189.035614    62.2209969   1.598    2          72    
  11164 189.183609    62.2210999   -1.0     3          72    
  11165 189.2102509   62.2211304   0.8493   -1         81    
  11180 189.1179199   62.2209282   1.871    1          34    
  11182 189.1626587   62.2209854   -1.0     -99        -99   
  11183 189.2405243   62.2209015   0.9544   -1         81    
  11194 188.9610596   62.2205963   -1.0     -99        -99   
  11201 189.3274231   62.2208557   1.521    1          21    
  11211 189.171402    62.2206726   1.016    1          21    
  11230 189.4527893   62.220253    0.911    -1         81    
  11234 188.9145203   62.2199287   -1.0     -99        -99   
  11235 188.9662628   62.2199211   -1.0     -99        -99   
  11237 189.0277405   62.2201462   -1.0     -99        -99   
  11238 189.0482025   62.2201843   2.492    2          105   
  11241 189.1405945   62.220356    -1.0     -99        -99   
  11242 189.1603088   62.2202721   0.635    1          21    
  11244 189.2041779   62.2193451   -1.0     -99        -99   
  11245 189.2071838   62.2202606   0.4745   1          21    
  11246 189.2057343   62.219738    0.4758   1          21    
  11249 189.3538208   62.2201195   -1.0     -99        -99   
  11251 189.3998871   62.2202644   0.9334   -1         81    
  11256 189.514267    62.219986    -1.0     -99        -99   
  11262 189.143158    62.220108    0.845    1          10    
  11276 189.3780212   62.219841    -1.0     -99        -99   
  11281 189.5085449   62.2196159   -1.0     -99        -99   
  11289 189.2310791   62.21978     0.9544   1          21    
  11296 189.4626007   62.2196007   -1.0     -99        -99   
  11298 188.9912567   62.2195168   -1.0     -99        -99   
  11303 189.1837769   62.2196693   2.929    1          34    
  11306 189.3931274   62.2195358   -1.0     -99        -99   
  11317 189.3196869   62.2194939   0.8988   1          21    
  11319 189.3448029   62.2193184   -1.0     -99        -99   
  11329 188.9497833   62.2188988   0.947    1          72    
  11340 189.4080505   62.2191582   1.241    -1         81    
  11345 188.9648743   62.2188835   0.503    1          72    
  11348 189.2003326   62.2191544   0.4746   1          23    
  11354 189.1611176   62.2189865   -1.0     -99        -99   
  11359 189.3826294   62.2189522   -1.0     2          72    
  11363 188.8860016   62.2182961   -1.0     -99        -99   
  11366 188.9393158   62.2184525   -1.0     -99        -99   
  11378 189.3130646   62.2187424   -1.0     -99        -99   
  11388 189.177948    62.2184334   0.485    1          10    
  11391 189.2783508   62.2184906   2.72     1          72    
  11398 189.396347    62.2185898   0.634    -1         81    
  11402 189.0880127   62.217617    -1.0     -99        -99   
  11403 189.0941315   62.2183609   2.981    1          34    
  11411 189.4772491   62.218235    -1.0     -99        -99   
  11412 189.4864197   62.2181625   -1.0     -99        -99   
  11415 189.1423187   62.2182693   0.847    -1         81    
  11418 189.1720428   62.2183571   2.0877   1          104   
  11421 189.4050293   62.2181854   1.217    -1         81    
  11424 188.9271851   62.2178001   -1.0     -99        -99   
  11438 189.3844452   62.2180519   1.36     1          72    
  11449 189.1858521   62.2179184   0.4843   1          21    
  11451 189.3500214   62.2178688   1.5939   1          104   
  11455 188.8834076   62.2174339   -1.0     -99        -99   
  11461 189.3824921   62.217598    0.936    1          72    
  11464 189.4458618   62.2176743   -1.0     -99        -99   
  11466 189.4639893   62.217598    -1.0     -99        -99   
  11469 188.9052277   62.2173157   -1.0     -99        -99   
  11481 189.0041046   62.2172165   1.141    1          21    
  11494 189.0797729   62.2171631   1.239    -1         81    
  11499 189.2606049   62.2172966   -1.0     -99        -99   
  11513 189.2371826   62.2171173   1.243    1          72    
  11514 189.2389221   62.2165184   0.4744   1          21    
  11520 189.5075989   62.2169685   -1.0     -99        -99   
  11521 188.9681702   62.2166176   1.33     -1         81    
  11522 189.0527039   62.2167702   -1.0     -99        -99   
  11533 189.0898743   62.2167435   0.6881   1          21    
  11541 189.3359833   62.2166595   -1.0     -99        -99   
  11542 189.3513489   62.2169189   1.488    1          21    
  11543 189.5040588   62.216877    -1.0     -99        -99   
  11545 188.8806152   62.215641    -1.0     -99        -99   
  11546 188.8906708   62.2161751   -1.0     -99        -99   
  11550 189.094986    62.2165947   0.4725   1          21    
  11563 189.3967896   62.2163696   1.004    2          72    
  11564 189.4628906   62.2163467   -1.0     -99        -99   
  11580 189.3781281   62.2162323   -1.0     -99        -99   
  11596 188.872345    62.2156715   -1.0     -99        -99   
  11604 189.1138      62.2160645   1.223    1          21    
  11605 189.1737518   62.2161636   1.646    -1         81    
  11608 189.275589    62.2152748   -1.0     -99        -99   
  11610 189.2865753   62.2160683   2.268    1          34    
  11613 189.4190521   62.2159386   -1.0     -99        -99   
  11617 188.9881897   62.2158203   0.7122   1          21    
  11620 189.161972    62.2159004   1.127    1          10    
  11622 189.2068329   62.2159767   0.4748   1          21    
  11627 189.3684235   62.2151985   -1.0     -1         81    
  11630 189.4919434   62.2157516   -1.0     -99        -99   
  11633 188.9293976   62.2152939   0.8509   1          21    
  11635 189.0311432   62.2156525   0.9759   1          21    
  11654 189.3317108   62.2156181   0.9089   1          21    
  11658 188.8692169   62.2150497   -1.0     -99        -99   
  11659 188.9002533   62.215107    -1.0     -999       -99   
  11665 189.1992035   62.215435    2.932    -1         81    
  11675 189.3393707   62.2153282   -1.0     -999       -99   
  11688 189.3753662   62.2153358   -1.0     -99        -99   
  11710 189.2245789   62.215004    0.6419   1          21    
  11717 188.9495392   62.214325    -1.0     -99        -99   
  11735 189.0813293   62.2145653   0.4733   1          21    
  11736 189.1039429   62.2145004   0.631    1          10    
  11737 189.1109314   62.2144585   0.5565   1          21    
  11740 189.1556396   62.21455     0.4843   1          25    
  11742 189.1767578   62.2145348   1.24     1          21    
  11743 189.2363129   62.2145996   1.235    1          72    
  11744 189.2447968   62.2145386   0.321    1          10    
  11747 189.2847748   62.2146149   0.838    1          10    
  11750 189.3947754   62.2145462   1.491    -1         81    
  11752 189.4327393   62.2143135   0.272    1          72    
  11754 189.4661713   62.2144775   -1.0     -99        -99   
  11756 188.8968353   62.2140541   -1.0     -99        -99   
  11758 189.036087    62.214138    -1.0     -99        -99   
  11760 189.1331482   62.2143745   2.441    1          34    
  11764 189.4224091   62.2142181   1.6      1          47    
  11793 189.2757416   62.2141647   -1.0     -99        -99   
  11795 189.3414612   62.2140541   -1.0     -999       -99   
  11797 189.3903351   62.2140808   0.993    2          72    
  11807 189.1663971   62.2138672   0.848    1          10    
  11808 189.1832886   62.2138863   0.557    1          72    
  11810 189.3070068   62.2137794   -1.0     -99        -99   
  11827 189.3358154   62.213665    -1.0     -999       -99   
  11828 189.3387299   62.213089    0.1056   1          21    
  11832 189.4136353   62.2136459   -1.0     -99        -99   
  11842 189.3703613   62.2135963   -1.0     -99        -99   
  11848 188.9177856   62.2123451   -1.0     -99        -99   
  11854 189.3253021   62.2133865   0.9093   1          21    
  11855 189.3972778   62.213398    -1.0     -99        -99   
  11859 188.9361877   62.2130051   -1.0     -99        -99   
  11863 188.995636    62.2131004   1.001    1          21    
  11880 189.1469727   62.2131538   -1.0     -99        -99   
  11889 189.3500671   62.2130165   -1.0     -99        -99   
  11891 188.9740143   62.2126846   0.887    1          72    
  11900 189.2360535   62.2126656   0.5178   1          21    
  11905 189.3838806   62.2128868   1.023    -1         81    
  11911 188.9040985   62.2122993   -1.0     -99        -99   
  11912 188.9923706   62.2126007   -1.0     -99        -99   
  11927 189.2315674   62.2126236   0.791    1          21    
  11933 189.4604034   62.2127266   -1.0     -999       -99   
  11937 188.8728485   62.2117424   -1.0     -99        -99   
  11938 188.9147491   62.2121696   -1.0     -99        -99   
  11940 188.9515839   62.212265    -1.0     -99        -99   
  11942 189.0227814   62.2122345   -1.0     -99        -99   
  11946 189.1365356   62.2121925   0.562    1          10    
  11948 189.1838531   62.2124252   -1.0     -99        -99   
  11957 188.9855804   62.2120819   -1.0     -99        -99   
  11962 189.2608643   62.212204    2.4201   1          104   
  11966 189.2975006   62.2122002   -1.0     -99        -99   
  11970 189.4080963   62.2121124   0.9113   1          21    
  11974 189.4403839   62.2120934   -1.0     -99        -99   
  11976 188.9405823   62.2117996   -1.0     -99        -99   
  11978 189.1318512   62.2120323   1.016    1          72    
  11979 189.1328125   62.2112198   0.5281   1          21    
  11984 189.336441    62.2118416   -1.0     -999       -99   
  11991 189.3957367   62.2118874   -1.0     -99        -99   
  12000 189.1437988   62.2113876   1.219    -1         42    
  12007 189.4033356   62.2119179   -1.0     -99        -99   
  12030 189.0931702   62.2114754   0.458    1          21    
  12036 189.310318    62.2115555   -1.0     -99        -99   
  12054 189.1568146   62.2113457   0.4587   1          21    
  12066 189.2834015   62.2111969   1.222    -1         81    
  12070 189.4223785   62.2112236   -1.0     -99        -99   
  12078 189.2093353   62.2110252   0.4742   1          21    
  12080 189.3779144   62.21101     0.558    1          72    
  12094 189.1982574   62.2113152   -1.0     -99        -99   
  12095 189.267746    62.2108994   1.109    1          34    
  12106 189.0091095   62.210598    0.6393   1          21    
  12107 189.0296936   62.2106934   -1.0     -99        -99   
  12119 189.4052277   62.2102356   -1.0     -99        -99   
  12124 189.0662231   62.2103577   0.286    1          72    
  12125 189.085495    62.2105713   1.334    -1         81    
  12127 189.1735687   62.2107697   2.589    1          34    
  12129 189.2911987   62.2106247   -1.0     -99        -99   
  12133 189.4148865   62.2106476   -1.0     -99        -99   
  12142 189.0924225   62.2103271   0.6319   1          21    
  12143 189.1177368   62.2104149   0.5179   1          25    
  12145 189.1516418   62.2103653   0.9617   -1         81    
  12150 189.0012054   62.2101479   0.6394   -1         81    
  12152 189.1958618   62.2102432   0.3209   1          21    
  12166 188.9789581   62.2098541   -1.0     -99        -99   
  12172 189.1298981   62.210083    0.4569   1          21    
  12177 189.3301544   62.2100258   0.4835   1          21    
  12195 189.3951721   62.2099266   -1.0     -99        -99   
  12199 189.0967712   62.209816    4.338    1          72    
  12200 189.1056061   62.2098007   0.533    -1         81    
  12206 189.4181976   62.2097549   0.975    1          102   
  12241 188.9049988   62.2088013   -1.0     -99        -99   
  12244 189.0263977   62.2091064   2.487    1          105   
  12250 189.1650543   62.208416    3.479    -1         10    
  12256 189.2896271   62.209198    -1.0     -99        -99   
  12257 189.4152374   62.209137    -1.0     -99        -99   
  12259 188.8937378   62.2087059   -1.0     -99        -99   
  12262 188.9730225   62.2089081   0.8418   1          21    
  12265 189.0885468   62.209034    -1.0     -99        -99   
  12267 189.1991882   62.209137    0.96     1          10    
  12275 189.0025635   62.2087173   0.4576   1          25    
  12276 189.0707092   62.2089386   -1.0     -99        -99   
  12282 189.1542511   62.2085648   -1.0     -99        -99   
  12301 189.4201965   62.2086716   0.114    1          72    
  12313 189.4719238   62.2083206   -1.0     -99        -99   
  12317 188.8746796   62.2080803   -1.0     -99        -99   
  12349 189.0266418   62.2080383   2.081    1          34    
  12350 189.0268097   62.2072525   1.241    -1         81    
  12365 188.9929657   62.2077713   0.8865   1          21    
  12368 189.1513977   62.207859    0.4842   1          21    
  12377 189.4888306   62.2079887   -1.0     -99        -99   
  12387 189.4091492   62.2076683   2.082    1          72    
  12388 189.412674    62.2076454   -1.0     -99        -99   
  12391 188.900116    62.207428    -1.0     -99        -99   
  12392 188.9710846   62.2074165   -1.0     -99        -99   
  12396 189.089798    62.2074547   0.3985   1          21    
  12400 189.1860809   62.2076073   1.734    1          72    
  12403 189.4279022   62.2074432   -1.0     -99        -99   
  12419 189.4203339   62.2075577   -1.0     -99        -99   
  12420 188.8733826   62.2069397   -1.0     -99        -99   
  12421 188.8786774   62.2071266   -1.0     -99        -99   
  12423 188.9663239   62.2069626   -1.0     -99        -99   
  12428 189.2082062   62.2071762   1.204    -1         81    
  12429 189.2169952   62.2072945   1.224    -1         81    
  12434 188.9173584   62.2067299   -1.0     -99        -99   
  12450 189.3407288   62.2070274   0.4797   1          21    
  12451 189.3670502   62.2071075   -1.0     -99        -99   
  12457 188.9238586   62.2065544   -1.0     -99        -99   
  12465 189.1457214   62.2067223   0.5625   1          21    
  12478 189.0543365   62.2066612   -1.0     -99        -99   
  12485 189.3100128   62.2058716   1.084    1          4     
  12492 189.4003754   62.2066727   -1.0     -99        -99   
  12493 189.4146271   62.2067146   -1.0     -99        -99   
  12496 188.9295502   62.2062225   -1.0     -99        -99   
  12500 189.056778    62.2058716   2.441    1          105   
  12508 189.4235992   62.2065697   -1.0     -99        -99   
  12509 189.4483948   62.2065392   -1.0     -99        -99   
  12520 189.3336182   62.2063484   2.458    1          34    
  12523 188.938324    62.2060585   0.4734   1          21    
  12524 188.9837189   62.2054367   0.9585   -1         81    
  12526 189.0499878   62.2061348   2.434    1          105   
