# id    ra            dec          zSpec    zQuality   zssn  
  3807  189.2223511   62.3033218   0.7111   -1         81    
  3811  189.3623962   62.3030853   -1.0     -99        -99   
  3812  189.3990479   62.3029366   0.299    1          21    
  3813  189.4191284   62.3028641   1.031    1          21    
  3817  189.4495392   62.3029175   1.965    1          72    
  3821  189.0778503   62.3029137   -1.0     -99        -99   
  3823  189.1666718   62.3029022   0.746    -1         81    
  3827  189.5537872   62.3028259   -1.0     -999       -99   
  3836  189.3529205   62.3027306   2.33     1          72    
  3849  189.3419495   62.3025665   -1.0     -99        -99   
  3870  189.2200928   62.302124    0.253    1          21    
  3880  189.382782    62.3020706   -1.0     -99        -99   
  3882  189.4771881   62.3018951   0.6807   1          21    
  3883  189.5144196   62.3017426   0.74     1          72    
  3887  189.0851593   62.3018074   0.785    1          72    
  3888  189.1279449   62.3019485   1.023    -1         81    
  3894  189.3587952   62.3019867   -1.0     -99        -99   
  3901  189.3111267   62.3013268   -1.0     -99        -99   
  3902  189.3152008   62.3018341   -1.0     -99        -99   
  3913  189.3411865   62.3016739   0.1166   1          21    
  3914  189.3979797   62.3014412   0.84     1          72    
  3917  189.4875641   62.3013649   0.1891   1          21    
  3920  189.1770325   62.3012276   -1.0     -99        -99   
  3928  189.4621735   62.3013077   -1.0     -99        -99   
  3935  189.3215637   62.3012733   0.9713   1          21    
  3940  189.4043121   62.3011627   -1.0     -99        -99   
  3941  189.4567719   62.3011703   -1.0     -99        -99   
  3952  189.1933746   62.3010864   0.673    1          21    
  3954  189.2352142   62.3011513   0.4973   1          21    
  3955  189.4377136   62.3009453   -1.0     -99        -99   
  3966  189.301178    62.3008652   -1.0     -99        -99   
  3969  189.4656677   62.3007774   -1.0     -99        -99   
  3978  189.4916382   62.3005981   -1.0     -99        -99   
  3981  189.0904999   62.300518    0.271    1          72    
  3991  189.4268341   62.3003883   0.2778   1          21    
  3996  189.2208099   62.3008194   0.855    1          72    
  4004  189.1095581   62.3002663   -1.0     -99        -99   
  4012  189.1357117   62.3001556   -1.0     -99        -99   
  4022  189.1333771   62.2997475   0.783    -1         81    
  4032  189.4579468   62.2998238   -1.0     -99        -99   
  4043  189.4458008   62.2996178   -1.0     -99        -99   
  4046  189.1547852   62.2998924   -1.0     -99        -99   
  4048  189.2204742   62.2996864   0.9296   1          21    
  4050  189.2480621   62.2995377   0.9048   1          21    
  4056  189.1268005   62.2994003   -1.0     -99        -99   
  4057  189.2639618   62.2994995   1.017    1          21    
  4068  189.2447052   62.2992249   0.9418   1          21    
  4077  189.4988098   62.2990532   -1.0     -99        -99   
  4079  189.2969666   62.2991562   -1.0     -99        -99   
  4083  189.3815765   62.2982826   -1.0     -99        -99   
  4108  189.0949554   62.2986832   0.794    1          72    
  4110  189.1625824   62.2987862   -1.0     -99        -99   
  4111  189.1721802   62.29879     -1.0     -99        -99   
  4116  189.4947815   62.2986259   -1.0     -99        -99   
  4145  189.3006744   62.2983513   1.251    1          72    
  4149  189.352829    62.2981186   -1.0     -99        -99   
  4189  189.5063019   62.2974434   0.9715   1          21    
  4203  189.4450073   62.2974777   -1.0     -99        -99   
  4211  189.1433716   62.2973366   0.683    1          72    
  4214  189.2138519   62.2974701   -1.0     -99        -99   
  4215  189.2185669   62.2974739   3.905    2          72    
  4222  189.4385376   62.2973671   -1.0     -99        -99   
  4226  189.1197662   62.2971344   0.9437   -1         81    
  4235  189.0894012   62.2970238   0.641    1          72    
  4239  189.3187408   62.2968712   -1.0     -99        -99   
  4247  189.15065     62.297039    -1.0     -99        -99   
  4254  189.4121552   62.2968864   -1.0     -99        -99   
  4255  189.4404144   62.2967911   0.5739   1          21    
  4260  189.3093567   62.296772    0.942    -1         81    
  4266  189.1531219   62.2965622   -1.0     -99        -99   
  4267  189.1586761   62.2965698   0.4547   1          21    
  4268  189.156723    62.2962074   0.5556   1          21    
  4270  189.3615875   62.2965126   -1.0     -99        -99   
  4290  189.1049805   62.2963181   -1.0     -99        -99   
  4297  189.4904785   62.2960587   1.153    1          21    
  4308  189.5333252   62.295826    1.155    -1         81    
  4309  189.5364685   62.2958374   -1.0     -99        -99   
  4312  189.1033325   62.2953453   -1.0     -99        -99   
  4314  189.1327515   62.2958107   0.679    -1         81    
  4320  189.4204254   62.2957344   -1.0     -99        -99   
  4321  189.4468384   62.2957764   1.247    1          72    
  4322  189.4451599   62.2954025   1.152    1          21    
  4325  189.056366    62.2959557   -1.0     -999       -99   
  4344  189.5276184   62.2953873   -1.0     -99        -99   
  4362  189.3084106   62.2952576   -1.0     3          72    
  4363  189.3240967   62.2948341   -1.0     -99        -99   
  4367  189.3872833   62.2952652   0.7718   1          21    
  4371  189.4796143   62.2950211   1.0      -1         81    
  4379  189.1647797   62.2950974   -1.0     -99        -99   
  4389  189.4654694   62.2944641   -1.0     -99        -99   
  4404  189.4150696   62.2944412   0.445    1          21    
  4419  189.0546112   62.2946053   -1.0     -99        -99   
  4432  189.1298523   62.2943878   -1.0     -1         81    
  4442  189.2040863   62.294323    2.4826   1          104   
  4449  189.4443359   62.2940598   2.198    1          72    
  4451  189.518219    62.2939644   -1.0     -99        -99   
  4456  189.3573456   62.2939415   -1.0     -99        -99   
  4469  189.2778168   62.2938461   1.144    1          21    
  4474  189.3604889   62.2929611   -1.0     -99        -99   
  4480  189.1055756   62.293705    -1.0     -99        -99   
  4486  189.2254639   62.2938271   0.3767   1          21    
  4499  189.1846466   62.2935448   0.4547   1          21    
  4500  189.4094086   62.2934532   3.19     -1         81    
  4503  189.4715576   62.2933998   1.085    1          72    
  4504  189.4736176   62.2934761   -1.0     -99        -99   
  4520  189.5251617   62.2930984   -1.0     -99        -99   
  4528  189.249527    62.293251    0.6605   -1         81    
  4531  189.4276428   62.2931671   -1.0     -99        -99   
  4537  189.0841217   62.2930832   0.748    1          72    
  4542  189.2126923   62.2921028   0.3187   1          21    
  4546  189.363739    62.2930756   1.011    -1         81    
  4550  189.040863    62.2929993   -1.0     -99        -99   
  4558  189.2661743   62.2929688   -1.0     -99        -99   
  4563  189.4032135   62.2911568   -1.0     -99        -99   
  4564  189.4026031   62.2927895   -1.0     -99        -99   
  4575  189.4166565   62.2926178   -1.0     -99        -99   
  4580  189.4977875   62.2925186   1.084    1          21    
  4589  189.2513733   62.2918434   0.7435   -1         81    
  4592  189.319458    62.2925835   -1.0     -1         81    
  4598  189.0973358   62.2923241   -1.0     -99        -99   
  4601  189.2586517   62.2927017   -1.0     -99        -99   
  4603  189.3245239   62.2926979   -1.0     -99        -99   
  4612  189.3859558   62.2922783   -1.0     -99        -99   
  4625  189.4423218   62.2918701   0.4866   1          21    
  4627  189.494873    62.2918549   0.7717   1          21    
  4633  189.139267    62.2918434   -1.0     -99        -99   
  4654  189.5438538   62.2914658   1.256    1          72    
  4656  189.0845795   62.2915268   0.848    1          21    
  4663  189.276947    62.2914085   0.2995   1          21    
  4676  189.1736908   62.2914696   0.4862   1          21    
  4681  189.2866669   62.2914429   -1.0     -99        -99   
  4694  189.1975555   62.2912941   2.237    1          34    
  4701  189.5129395   62.2908669   0.5078   1          21    
  4703  189.0660248   62.2911301   -1.0     -99        -99   
  4707  189.3300476   62.2911148   1.2      -1         81    
  4722  189.3000641   62.2908401   0.6807   1          21    
  4738  189.2708893   62.2907867   0.93     1          72    
  4744  189.2670898   62.2907143   -1.0     -1         81    
  4751  189.4836426   62.2902908   0.6817   1          21    
  4759  189.359726    62.2905045   0.2714   1          21    
  4760  189.3614197   62.2901726   -1.0     -99        -99   
  4762  189.5202179   62.2900963   -1.0     -99        -99   
  4774  189.3771515   62.2902565   2.198    1          72    
  4777  189.4528503   62.29002     0.4381   1          21    
  4779  189.4750519   62.2900047   -1.0     -99        -99   
  4787  189.223526    62.2900429   2.186    1          34    
  4789  189.3465729   62.2900505   2.225    -1         81    
  4793  189.0671997   62.2899208   -1.0     -99        -99   
  4799  189.3938141   62.2898026   0.6407   1          23    
  4804  189.5093384   62.2889252   0.2775   1          21    
  4806  189.0265503   62.2897987   -1.0     -99        -99   
  4815  189.2621613   62.289856    1.5      -1         81    
  4826  189.1757965   62.2895584   -1.0     -99        -99   
  4828  189.2407227   62.2896919   0.5291   1          21    
  4832  189.5562897   62.2891655   -1.0     -1         81    
  4839  189.4102936   62.2894096   1.414    -1         81    
  4846  189.1036377   62.2891464   0.575    1          72    
  4847  189.1425171   62.2891159   0.438    1          72    
  4849  189.282196    62.2894821   -1.0     -99        -99   
  4858  189.2285614   62.2891083   -1.0     -99        -99   
  4860  189.4195404   62.2890053   -1.0     -99        -99   
  4865  189.4732513   62.288826    0.851    1          72    
  4868  189.1231384   62.2888718   -1.0     -99        -99   
  4874  189.3477478   62.2889404   2.218    1          34    
  4887  189.2535248   62.288475    -1.0     -99        -99   
  4888  189.2634125   62.2888336   -1.0     -99        -99   
  4891  189.3187256   62.2887306   -1.0     -1         81    
  4901  189.3332062   62.2885704   -1.0     -99        -99   
  4905  189.479599    62.2882996   1.306    1          21    
  4912  189.4428101   62.2883873   0.5705   1          21    
  4916  189.2091064   62.2883568   0.5128   1          21    
  4917  189.230835    62.2883186   0.9414   -1         81    
  4919  189.2732697   62.2882767   1.25     -1         81    
  4924  189.5123138   62.2880669   -1.0     -99        -99   
  4937  189.0637512   62.2879028   0.542    -1         81    
  4945  189.5048981   62.2877388   -1.0     -99        -99   
  4954  189.1867981   62.287735    2.032    1          34    
  4955  189.2498169   62.2876854   0.3551   1          21    
  4974  189.3796234   62.2874336   1.013    1          21    
  4986  189.0558929   62.287323    -1.0     -99        -99   
  4990  189.1330261   62.2873993   -1.0     -99        -99   
  4991  189.1334076   62.2863235   0.3948   -1         81    
  4993  189.2453308   62.2872734   3.127    1          34    
  4995  189.3477783   62.2874985   -1.0     -99        -99   
  4996  189.3574219   62.2873497   0.915    1          72    
  4997  189.3756256   62.2873383   -1.0     -99        -99   
  4999  189.0705566   62.28722     1.588    1          72    
  5000  189.095047    62.2872467   -1.0     -99        -99   
  5007  189.3644104   62.2872162   0.7783   1          21    
  5010  189.4331055   62.2871895   1.812    1          72    
  5012  189.4423828   62.2872009   -1.0     -99        -99   
  5016  189.3606567   62.2870674   0.5643   1          25    
  5023  189.5151215   62.2865105   0.278    1          72    
  5026  189.16362     62.2869263   2.936    1          34    
  5028  189.2757416   62.2867661   0.2537   1          21    
  5029  189.288208    62.2869301   0.3215   1          21    
  5033  189.4080658   62.2870102   -1.0     3          72    
  5034  189.4519653   62.2867889   -1.0     -99        -99   
  5042  189.2119446   62.2867928   2.133    1          34    
  5050  189.2059784   62.2866364   -1.0     1          72    
  5055  189.3976288   62.2864685   0.639    1          72    
  5057  189.4230194   62.2863083   -1.0     -99        -99   
  5064  189.5530243   62.2859154   -1.0     -99        -99   
  5067  189.1758118   62.2864342   -1.0     2          72    
  5070  189.1802368   62.2866364   -1.0     -99        -99   
  5080  189.3502197   62.2857628   1.249    1          72    
  5089  189.0874176   62.2860031   1.988    -1         81    
  5090  189.0886078   62.2856178   -1.0     -1         42    
  5095  189.3581543   62.2861481   1.808    1          34    
  5097  189.5183868   62.2857895   0.4844   1          21    
  5101  189.1509247   62.28582     0.945    1          12    
  5114  189.1056213   62.2856026   1.787    1          34    
  5122  189.0475006   62.2855263   -1.0     -99        -99   
  5125  189.1155243   62.2856369   1.333    1          72    
  5129  189.2346191   62.2855225   -1.0     -99        -99   
  5133  189.3715668   62.2856026   1.145    -1         81    
  5138  189.4614563   62.2853279   0.7041   1          21    
  5146  189.2828979   62.2856445   -1.0     -99        -99   
  5147  189.3411407   62.2853088   0.563    -1         81    
  5148  189.3564148   62.2853737   -1.0     -99        -99   
  5155  189.1251678   62.2852211   -1.0     -99        -99   
  5156  189.1884766   62.2853889   3.3203   1          104   
  5162  189.3590546   62.2852325   0.7779   1          21    
  5168  189.0943146   62.2849884   0.514    1          72    
  5170  189.1614227   62.2851219   0.6821   1          21    
  5171  189.1782379   62.2851524   -1.0     -99        -99   
  5177  189.3652802   62.2849808   -1.0     -99        -99   
  5185  189.0761414   62.2848625   0.68     1          72    
  5187  189.1829529   62.2848816   0.5024   1          21    
  5205  189.1283722   62.2847595   0.173    -1         81    
  5206  189.2199554   62.2848244   -1.0     -99        -99   
  5211  189.4091034   62.2842216   -1.0     -99        -99   
  5215  189.5788574   62.2843933   -1.0     -99        -99   
  5218  189.3387756   62.2846107   -1.0     -99        -99   
  5225  189.0549011   62.2843628   -1.0     -99        -99   
  5238  189.5179749   62.2841682   0.909    1          72    
  5242  189.1394196   62.2842102   0.4543   1          21    
  5245  189.3819122   62.2842941   -1.0     -99        -99   
  5255  189.120636    62.2840309   0.8508   -1         81    
  5256  189.1968842   62.2841034   2.3188   1          104   
  5258  189.2832184   62.2843361   -1.0     -99        -99   
  5265  189.5437317   62.2837067   -1.0     -99        -99   
  5270  189.2786255   62.2839127   1.02     1          34    
  5273  189.4158783   62.2838211   0.4579   1          25    
  5293  189.0614929   62.2833862   1.261    2          23    
  5296  189.1916962   62.2835388   0.956    1          72    
  5309  189.0833588   62.2834167   -1.0     -99        -99   
  5321  189.0540619   62.2830391   0.6806   1          23    
  5325  189.1354523   62.2831459   0.4372   1          21    
  5329  189.3122711   62.2833252   2.135    1          34    
  5337  189.5453339   62.2828827   -1.0     -99        -99   
  5342  189.1467896   62.2833481   -1.0     -99        -99   
  5346  189.2840576   62.2830811   0.4574   1          21    
  5347  189.2999115   62.2831383   1.142    1          21    
  5348  189.3841248   62.2829399   0.975    1          21    
  5350  189.5201874   62.2827339   -1.0     -99        -99   
  5358  189.2291565   62.2829094   0.503    1          21    
  5359  189.2477112   62.2829094   -1.0     -99        -99   
  5363  189.4321442   62.2828789   -1.0     -99        -99   
  5366  189.487793    62.2826691   -1.0     -99        -99   
  5371  189.0788422   62.2827568   0.5128   1          23    
  5372  189.0861206   62.2826729   1.675    1          34    
  5374  189.1204987   62.2828178   0.8489   1          21    
  5375  189.150589    62.282402    0.4879   1          21    
  5382  189.4515076   62.2825508   -1.0     -99        -99   
  5395  189.1636505   62.2823906   -1.0     -99        -99   
  5402  189.4853058   62.2821198   0.682    1          72    
  5411  189.4993896   62.2819405   1.965    1          72    
  5424  189.2094269   62.2821312   1.488    1          72    
  5426  189.232605    62.2821198   -1.0     -99        -99   
  5427  189.2616425   62.2821426   1.019    -1         81    
  5435  189.535553    62.2818184   1.414    1          72    
  5438  189.1468353   62.2818413   0.85     1          72    
  5446  189.5232086   62.2815971   1.413    -1         81    
  5450  189.583847    62.2816086   -1.0     -99        -99   
  5459  189.3251038   62.2817726   -1.0     -1         81    
  5464  189.420517    62.2798538   -1.0     -99        -99   
  5484  189.3720856   62.2807426   -1.0     -99        -99   
  5509  189.1110535   62.2811623   0.5946   1          21    
  5512  189.1805725   62.2812462   0.9438   1          21    
  5515  189.4342804   62.2810593   1.246    -1         81    
  5518  189.5478058   62.2809792   -1.0     -99        -99   
  5520  189.0439758   62.2809486   -1.0     -99        -99   
  5523  189.1881561   62.2811699   3.229    1          34    
  5526  189.2692871   62.2810402   0.3766   1          21    
  5529  189.4820862   62.2809563   -1.0     -99        -99   
  5530  189.5308685   62.2807426   0.4842   1          23    
  5531  189.0608826   62.2808495   -1.0     -99        -99   
  5537  189.1669159   62.2811279   0.941    -1         81    
  5543  189.2737579   62.2811165   -1.0     -999       -99   
  5545  189.3435974   62.2809258   0.8412   1          21    
  5552  189.5597992   62.2804413   -1.0     -99        -99   
  5588  189.0269318   62.280098    -1.0     -99        -99   
  5590  189.0937805   62.2801361   -1.0     -99        -99   
  5604  189.4298401   62.2800903   0.8498   -1         81    
  5612  189.5245056   62.2797699   0.3906   -1         81    
  5620  189.223114    62.2800217   -1.0     -99        -99   
  5627  189.4169769   62.2798653   1.153    1          72    
  5634  189.5489807   62.2792435   -1.0     -99        -99   
  5647  189.0724182   62.2796021   -1.0     -99        -99   
  5650  189.2638245   62.279583    0.744    1          10    
  5655  189.5574951   62.2792854   -1.0     -99        -99   
  5664  189.3367767   62.2795906   -1.0     -99        -99   
  5668  189.0110779   62.2791367   -1.0     -99        -99   
  5671  189.0779419   62.2786674   -1.0     -99        -99   
  5672  189.1237335   62.2792091   2.2702   1          104   
  5675  189.1579895   62.2791977   -1.0     -99        -99   
  5682  189.3743896   62.2791176   0.8607   1          21    
  5685  189.478653    62.2791214   0.3063   1          21    
  5686  189.4944458   62.2789497   0.8194   1          21    
  5691  189.133728    62.27911     -1.0     -99        -99   
  5692  189.1767883   62.2791443   0.8356   1          21    
  5705  189.5002136   62.2789383   -1.0     -99        -99   
  5710  189.137146    62.278904    -1.0     -99        -99   
  5712  189.1915283   62.278965    -1.0     -99        -99   
  5726  189.2363129   62.2787476   -1.0     -99        -99   
  5730  189.3191071   62.278717    -1.0     -1         45    
  5735  189.517868    62.278286    0.484    -1         81    
  5744  189.098053    62.2785034   1.918    -1         41    
  5747  189.2698669   62.2783661   -1.0     -99        -99   
  5766  189.1424103   62.2781677   0.607    -1         81    
  5770  189.1807251   62.278347    0.851    1          72    
  5779  189.1040497   62.2780571   -1.0     -1         81    
  5789  189.451004    62.277916    -1.0     -99        -99   
  5797  189.0099335   62.2777367   -1.0     -99        -99   
  5799  189.0353851   62.2778244   -1.0     -99        -99   
  5801  189.070816    62.2779884   -1.0     -99        -99   
  5802  189.0813446   62.277935    -1.0     -99        -99   
  5805  189.2983246   62.277874    1.247    1          21    
  5809  189.5258179   62.2776718   1.412    1          72    
  5814  189.0885468   62.2777634   0.4587   1          21    
  5816  189.1983185   62.2777824   -1.0     -99        -99   
  5822  189.5382538   62.2772522   0.2777   1          21    
  5829  189.2850952   62.277523    1.222    -1         81    
  5830  189.3929138   62.2773552   -1.0     -99        -99   
  5835  189.4474182   62.2768478   0.8505   1          21    
  5836  189.4688721   62.2774124   -1.0     -99        -99   
  5837  189.4696808   62.2766685   1.086    1          72    
  5841  189.2420349   62.2775002   1.017    1          21    
  5847  189.4651947   62.2772865   -1.0     -99        -99   
  5849  189.5558624   62.2769966   -1.0     -99        -99   
  5853  189.2450562   62.2771606   0.2986   1          21    
  5862  189.1078491   62.2768211   -1.0     -99        -99   
  5869  189.2202148   62.2769814   1.362    1          72    
  5879  189.0748749   62.2764244   0.6801   1          21    
  5880  189.1346283   62.276886    1.518    -1         81    
  5882  189.2082825   62.2769699   0.5035   1          21    
  5898  189.1672363   62.2768364   0.85     1          72    
  5907  189.4788208   62.2764435   -1.0     -99        -99   
  5916  189.1145325   62.2763786   2.441    -99        105   
  5917  189.1253815   62.2766342   1.671    1          34    
  5921  189.3897552   62.2765007   -1.0     -99        -99   
  5922  189.4172974   62.2764359   -1.0     -99        -99   
  5925  189.0646362   62.275425    -1.0     -99        -99   
  5941  189.0501099   62.276165    -1.0     -99        -99   
  5966  189.3805389   62.2764053   -1.0     -99        -99   
  5969  189.5516968   62.2758064   0.4835   1          21    
  5974  189.1309814   62.2758293   -1.0     -99        -99   
  5976  189.2637787   62.2757492   0.7452   1          21    
  5977  189.3671265   62.2758408   -1.0     -99        -99   
  5982  189.4740753   62.2758942   -1.0     -99        -99   
  5997  189.1793976   62.2755203   0.8699   -1         81    
  6000  189.3143768   62.275692    0.8518   1          21    
  6003  189.3873291   62.2756844   -1.0     -99        -99   
  6005  189.4461212   62.2755547   0.4396   1          21    
  6006  189.4907074   62.2752075   -1.0     3          72    
  6011  189.3335571   62.2755699   0.4379   1          21    
  6012  189.3512268   62.2755203   0.8517   1          21    
  6015  189.4311981   62.2754707   0.4439   1          21    
  6025  189.4080658   62.2751656   -1.0     -1         81    
  6037  189.2593536   62.2752953   0.743    1          72    
  6061  189.0943909   62.2748985   -1.0     -1         45    
  6065  189.3358459   62.2748909   0.8402   1          21    
  6072  189.0390015   62.2746353   -1.0     -99        -99   
  6073  189.1352539   62.2744408   0.8541   1          21    
  6075  189.1930542   62.2748108   0.5032   1          21    
  6078  189.272934    62.2747612   -1.0     -99        -99   
  6081  189.3781586   62.2748184   -1.0     -99        -99   
  6084  189.4696655   62.274498    0.3059   1          21    
  6085  189.5219421   62.2743721   1.005    1          72    
  6090  189.1452484   62.2745171   0.848    1          72    
  6091  189.1546173   62.274601    2.482    1          34    
  6092  189.2780609   62.2746429   -1.0     -99        -99   
  6094  189.3088226   62.2744026   -1.0     -99        -99   
  6096  189.3635559   62.2745171   -1.0     -99        -99   
  6102  189.4365387   62.2743912   1.28     -1         81    
  6107  189.0625916   62.274437    -1.0     -99        -99   
  6110  189.1703186   62.2744865   0.781    2          72    
  6114  189.2496338   62.2744484   1.012    -1         81    
  6121  189.4886627   62.2742882   -1.0     -1         81    
  6127  189.4015503   62.274231    0.8839   1          25    
  6141  189.4021606   62.272995    -1.0     -999       -99   
  6147  189.5789795   62.2736549   -1.0     -99        -99   
  6151  189.0801544   62.2739258   0.4721   -1         81    
  6152  189.127121    62.2738838   2.48     -1         81    
  6155  189.1481171   62.2734642   -1.0     -99        -99   
  6156  189.1514893   62.2738953   0.852    -1         81    
  6158  189.1801453   62.2736702   0.8509   1          21    
  6166  189.0645905   62.2737579   2.26     1          72    
  6186  189.2677765   62.2735672   0.4742   1          21    
  6197  189.593277    62.2733955   -1.0     -99        -99   
  6216  189.1634979   62.2731934   0.8493   1          21    
  6221  189.4844208   62.2730446   0.443    1          72    
  6233  189.3126068   62.2731438   1.522    1          72    
  6242  189.0947723   62.2727623   1.996    1          34    
  6245  189.1765442   62.2728424   0.8541   1          21    
  6249  189.4941864   62.2727394   -1.0     -99        -99   
  6251  189.5308685   62.272644    1.155    -1         81    
  6256  189.0862427   62.2728462   0.6801   1          21    
  6262  189.3644257   62.2727356   -1.0     1          72    
  6265  189.5011139   62.272541    -1.0     -99        -99   
  6287  189.0175171   62.2722206   -1.0     -99        -99   
  6289  189.1829224   62.2724228   2.32     1          105   
  6290  189.2044373   62.2723885   0.501    1          12    
  6292  189.2372131   62.2727318   -1.0     -99        -99   
  6296  189.3798523   62.2722931   0.975    1          72    
  6308  189.0480804   62.272068    -1.0     -99        -99   
  6311  189.197525    62.2723198   0.502    1          10    
  6315  189.4230194   62.2720985   0.5042   1          21    
  6319  189.1520538   62.2718658   -1.0     -99        -99   
  6324  189.31987     62.2721825   -1.0     -99        -99   
  6329  189.5135956   62.271843    -1.0     -99        -99   
  6330  189.5261993   62.2717552   -1.0     3          72    
  6332  188.9842072   62.2714539   -1.0     -99        -99   
  6333  189.0136871   62.2718582   -1.0     -1         81    
  6350  189.5348663   62.2712326   0.8502   1          21    
  6352  189.0883484   62.2717667   0.6813   1          21    
  6363  189.5448914   62.2714043   0.5285   1          21    
  6368  189.2390747   62.2716866   2.482    1          34    
  6381  189.1872406   62.2712708   0.7468   1          21    
  6383  189.2516632   62.2713242   0.913    1          21    
  6385  189.2762604   62.2715569   -1.0     -99        -99   
  6386  189.3115234   62.2713203   1.522    -1         81    
  6394  189.1376038   62.2711945   0.8526   1          21    
  6395  189.3247681   62.2712555   -1.0     -99        -99   
  6398  189.3653412   62.2712555   -1.0     -99        -99   
  6401  189.4550629   62.2708168   0.549    1          103   
  6403  189.5012207   62.2709579   1.305    -1         81    
  6406  189.0919495   62.2710724   -1.0     -99        -99   
  6409  189.2822418   62.2710953   0.9403   1          21    
  6412  189.4131012   62.2712746   -1.0     -999       -99   
  6429  189.5977325   62.270607    0.4111   -1         81    
  6438  189.1930389   62.2707329   0.504    1          10    
  6445  189.3918915   62.2707787   -1.0     -99        -99   
  6448  189.4304352   62.2705727   0.6334   1          21    
  6460  189.5301666   62.2702866   -1.0     -99        -99   
  6464  189.1222382   62.2703209   0.8484   1          23    
  6466  189.1898193   62.2704163   -1.0     -99        -99   
  6486  189.4140015   62.2702751   -1.0     -99        -99   
  6489  189.5034943   62.2699699   -1.0     -99        -99   
  6509  189.4950104   62.2698174   -1.0     -99        -99   
  6517  189.3505707   62.2699165   1.689    1          34    
  6519  189.4250488   62.2697105   -1.0     -99        -99   
  6522  189.5810242   62.2695656   -1.0     -99        -99   
  6537  189.450592    62.2695274   -1.0     -99        -99   
  6547  189.38414     62.2694969   0.85     1          72    
  6548  189.4001923   62.2695045   0.8612   -1         81    
  6553  189.5722504   62.2692261   -1.0     -99        -99   
  6558  189.1460419   62.2691536   3.366    1          106   
  6580  189.4555817   62.269001    -1.0     -99        -99   
  6592  189.4596252   62.2689056   -1.0     -99        -99   
  6614  189.5403442   62.2686234   -1.0     -99        -99   
  6617  189.5817261   62.2683716   0.3776   -1         81    
  6620  189.1572113   62.2687645   0.8411   -1         81    
  6629  189.5365295   62.2683487   -1.0     -99        -99   
  6634  189.0873871   62.2686272   -1.0     -99        -99   
  6638  189.2247009   62.2686043   0.8499   1          21    
  6641  189.3901825   62.2684708   0.8524   -1         81    
  6643  189.4886322   62.2683067   -1.0     -99        -99   
  6650  189.350235    62.2683716   1.78     1          34    
  6662  189.2502289   62.26828     1.013    1          21    
  6665  189.2827454   62.2682457   0.936    1          10    
  6672  189.5258789   62.26791     -1.0     -99        -99   
  6676  189.1144562   62.2680435   1.242    -1         81    
  6677  189.1592102   62.2680359   0.8542   1          25    
  6693  189.1419678   62.2679024   0.834    1          12    
  6694  189.1532288   62.2679558   0.851    1          12    
  6695  189.2056732   62.26791     1.4509   1          104   
  6700  189.3281555   62.2679405   0.5577   1          21    
  6707  189.5097809   62.2676659   -1.0     -99        -99   
  6710  189.1318817   62.2677727   0.7837   1          21    
  6712  189.18013     62.2677879   -1.0     -99        -99   
  6714  189.3066406   62.2676926   -1.0     -1         81    
  6724  189.0913239   62.2675858   -1.0     -99        -99   
  6745  189.4339752   62.2673988   -1.0     -99        -99   
  6768  189.0780334   62.2669907   1.36     2          72    
  6770  189.0825195   62.2669983   1.345    1          12    
  6775  189.1657715   62.266758    -1.0     -99        -99   
  6778  189.2702942   62.2671013   -1.0     2          72    
  6782  189.3915558   62.2673302   -1.0     -999       -99   
  6787  189.4620514   62.26688     1.17     -1         81    
  6789  189.53508     62.2667923   0.9743   1          23    
  6790  189.5743561   62.266613    -1.0     -99        -99   
  6801  189.2618408   62.2669907   1.577    1          72    
  6820  189.2020721   62.266613    1.7337   1          104   
  6827  189.4126892   62.2664375   0.97     -1         81    
  6828  189.414566    62.2662849   -1.0     -99        -99   
  6845  189.3097229   62.2663651   0.566    1          21    
  6856  189.0671082   62.2662201   -1.0     -99        -99   
  6871  189.587616    62.2659225   -1.0     -99        -99   
  6882  189.4524536   62.2658882   0.6406   1          21    
  6887  189.1622314   62.2659721   -1.0     -99        -99   
  6888  189.2285461   62.2659111   1.132    1          10    
  6891  189.4282379   62.2659073   -1.0     -999       -99   
  6914  188.9834137   62.2654305   0.436    -1         81    
  6917  189.0984192   62.2655907   1.933    1          34    
  6922  189.3425903   62.2655716   1.141    1          21    
  6928  189.5838013   62.2651367   -1.0     -99        -99   
  6934  189.2009735   62.2656593   2.44     1          34    
  6944  189.5522461   62.2650566   -1.0     -99        -99   
  6945  188.9902649   62.265358    -1.0     -999       -99   
  6950  189.1034851   62.2652473   -1.0     2          72    
  6963  189.5814056   62.2648163   -1.0     -99        -99   
  6969  189.3706207   62.2651215   -1.0     -99        -99   
  6973  189.469635    62.2648621   -1.0     -99        -99   
  6977  189.033493    62.2648582   0.4589   1          21    
  6983  189.2935486   62.2649612   0.9349   -1         81    
  6984  189.3267212   62.2649117   0.4759   1          21    
  7006  189.4598236   62.2646484   0.4535   1          21    
  7008  189.5396729   62.2641792   -1.0     -99        -99   
  7009  189.0187073   62.2644005   -1.0     -99        -99   
  7038  189.0137482   62.2641411   -1.0     -99        -99   
  7041  189.0726624   62.2642212   0.3758   1          21    
  7045  189.3720245   62.2641068   0.8487   1          25    
  7052  188.9988403   62.2638397   0.376    1          72    
  7053  189.0279388   62.2640305   2.414    1          34    
  7054  189.0763855   62.2640228   2.0      -1         45    
