#            id      dis_to_MS        name_SB           LTIR           MSIR            SFR    lgSFR_MS_Sargent                Mstar
#
            213       0.551274             MS      3.033e+11    8.52312e+10          30.33            0.930599              10.482
            214      -0.163301             MS      8.768e+11    1.27703e+12          87.68              2.1062              10.762
            216         0.3756             MS      2.916e+09    1.22797e+09         0.2916           -0.910813             8.51195
            217      -0.678882             MS      9.097e+11     4.3429e+12          90.97             2.63778              11.452
            227      0.0844617             MS      3.299e+10    2.71594e+10          3.299            0.433921             9.48195
            239     -0.0861308             MS      9.385e+11    1.14437e+12          93.85             2.05857              10.602
            242      -0.234634             MS      1.146e+11    1.96706e+11          11.46             1.29382              10.292
            245       0.156282             MS       2.91e+10    2.03054e+10           2.91            0.307611             9.45195
            247      -0.493803             MS      4.746e+07    1.47955e+08       0.004746            -1.82987             7.47995
            248        0.05179             MS      1.315e+11    1.16717e+11          13.15             1.06714             9.97195
            254       0.531922             MS      2.103e+11    6.17898e+10          21.03            0.790917             9.54195
            255      -0.513025             MS      2.763e+11    9.00339e+11          27.63             1.95441              11.132
            256      -0.266969             MS      3.319e+12    6.13728e+12          331.9             2.78798              11.712
            257        0.73743             SB      2.593e+12    4.74649e+11          259.3             1.67637              10.282
            262       0.634645             SB      7.016e+09    1.62721e+09         0.7016           -0.788556             8.43995
            264       0.202042             MS       8.17e+11    5.13074e+11           81.7             1.71018              10.302
            270       0.390725             MS      1.553e+11    6.31607e+10          15.53            0.800447             9.61195
            277       0.354696             MS      5.988e+11    2.64598e+11          59.88             1.42259              10.022
            288      -0.248222             MS      1.315e+10    2.32888e+10          1.315            0.367147             9.87195
            289       0.496003             MS      4.265e+12    1.36118e+12          426.5             2.13392              10.722
            309            -99        unknown      3.703e+12            -99          370.3                 -99                 -99
            314            -99        unknown      6.532e+09            -99         0.6532                 -99                 -99
            316      -0.816561             MS      1.751e+11    1.14775e+12          17.51             2.05985              10.912
            317      -0.709573             MS      1.501e+10    7.69048e+10          1.501            0.885953              10.552
            330       0.394112             MS      5.335e+11    2.15289e+11          53.35             1.33302             9.86195
            337       0.142348             MS      2.794e+11    2.01316e+11          27.94             1.30388             9.68995
            339      -0.308161             MS      2.572e+10    5.22916e+10          2.572            0.718432             9.80195
            340     -0.0968898             MS       1.01e+11    1.26244e+11           10.1             1.10121             9.97195
            343     -0.0831693             MS      6.691e+10    8.10327e+10          6.691             0.90866              10.122
            356       0.777102             SB      2.532e+11    4.23021e+10          25.32            0.626362             9.47995
            365      0.0354515             MS      5.534e+10    5.10021e+10          5.534            0.707588             9.63995
            368       0.252621             MS      2.128e+10    1.18946e+10          2.128           0.0753505             9.16195
            371            -99        unknown      3.196e+09            -99         0.3196                 -99                 -99
            374      -0.124153             MS      1.098e+11    1.46135e+11          10.98             1.16476              10.492
            375      -0.142094             MS      1.993e+11     2.7644e+11          19.93              1.4416              10.552
            376       0.198497             MS        4.5e+12    2.84915e+12            450             2.45472              11.172
            379       0.783406             SB      2.656e+12    4.37343e+11          265.6             1.64082             9.99195
            381      -0.467953             MS       3.33e+12    9.78131e+12            333              2.9904              11.712
            385       0.468093             MS       2.44e+12    8.30418e+11            244              1.9193              10.582
            390         -0.487             MS      2.689e+10     8.2526e+10          2.689            0.916591             9.47995
            391      -0.184535             MS      1.856e+11    2.83865e+11          18.56             1.45311              10.032
            394            -99        unknown      1.449e+11            -99          14.49                 -99                 -99
            398      -0.120191             MS      1.624e+10    2.14179e+10          1.624            0.330777             9.30195
            399       0.197111             MS      1.197e+12    7.60297e+11          119.7             1.88098              10.432
            401       0.454196             MS      8.752e+10    3.07547e+10          8.752            0.487911             9.30995
            407       0.442159             MS      1.928e+12    6.96543e+11          192.8             1.84295              10.862
            409       0.298987             MS      5.934e+10    2.98099e+10          5.934            0.474361             9.72995
            413      0.0202227             MS      2.136e+10    2.03882e+10          2.136            0.309379             9.58195
            414      -0.213178             MS      1.026e+11     1.6762e+11          10.26             1.22433              10.332
            416       0.681428             SB      7.924e+09    1.65012e+09         0.7924           -0.782484             8.40195
            418      -0.397779             MS      9.416e+10    2.35313e+11          9.416             1.37165              10.402
            421       0.221291             MS      8.107e+10    4.87046e+10          8.107             0.68757             9.56995
            428       0.187426             MS      5.931e+10    3.85213e+10          5.931            0.585701             9.42195
            429     0.00686543             MS      5.708e+10    5.61848e+10          5.708            0.749619             9.71195
            430      -0.100264             MS      7.184e+10    9.04963e+10          7.184            0.956631             9.90195
            431      0.0806776             MS      2.576e+10    2.13928e+10          2.576            0.330268             9.55995
            432       0.377486             MS      3.176e+10    1.33166e+10          3.176            0.124395             9.23995
            433            -99        unknown      3.303e+09            -99         0.3303                 -99                 -99
            437      -0.464604             MS      6.722e+11    1.95931e+12          67.22              2.2921              10.962
            438        0.59053             MS      5.699e+11    1.46308e+11          56.99             1.16527              10.182
            439      -0.345397             MS      3.017e+11    6.68301e+11          30.17             1.82497              10.802
            442      0.0964344             MS      4.162e+11    3.33325e+11          41.62             1.52287              10.672
            449      -0.590205             MS      7.797e+09    3.03482e+10         0.7797            0.482133              10.242
            450       0.608013             SB      2.848e+12    7.02307e+11          284.8             1.84653              10.252
            451      -0.208556             MS      2.818e+10    4.55509e+10          2.818            0.658497             9.68995
            468       0.408293             MS      3.515e+12    1.37288e+12          351.5             2.13763              10.612
            481       0.767376             SB      1.128e+09    1.92723e+08         0.1128            -1.71507             7.47195
            482      0.0596496             MS      2.943e+11    2.56531e+11          29.43             1.40914             9.99195
            490       0.283502             MS      7.105e+10    3.69881e+10          7.105            0.568062             9.50195
            498       0.628518             SB        3.6e+12    8.46808e+11            360             1.92778              10.352
            501      0.0275071             MS      2.795e+11    2.62346e+11          27.95             1.41887             9.96195
            502     -0.0800645             MS      2.643e+11    3.17806e+11          26.43             1.50216              10.082
            503      -0.264173             MS      2.148e+11    3.94645e+11          21.48             1.59621              10.232
            505       0.657758             SB      6.935e+11    1.52507e+11          69.35             1.18329             9.56195
            506            -99        unknown      3.754e+09            -99         0.3754                 -99                 -99
            509     -0.0604135             MS      1.289e+10    1.48138e+10          1.289            0.170666             9.57195
            510       0.188517             MS      1.912e+11    1.23871e+11          19.12             1.09297              10.522
            512       0.705532             SB      1.013e+11    1.99562e+10          10.13            0.300077             9.14995
            516            -99        unknown      3.421e+12            -99          342.1                 -99                 -99
            521     -0.0181965             MS      9.473e+10    9.87834e+10          9.473            0.994684              10.102
            530      -0.223271             MS      3.058e+10    5.11338e+10          3.058            0.708708              10.072
            532       0.383309             MS      4.215e+11    1.74377e+11          42.15             1.24149              10.462
            533       -0.93069             MS      4.491e+10    3.82854e+11          4.491             1.58303              10.852
            540      -0.226444             MS      4.538e+11    7.64378e+11          45.38             1.88331              10.622
            541        -0.4043             MS      1.141e+11    2.89458e+11          11.41             1.46159              10.882
            546       0.371107             MS      5.653e+12    2.40531e+12          565.3             2.38117              11.012
            547       0.580712             MS      4.656e+12    1.22265e+12          465.6              2.0873              10.722
            548       -0.26099             MS      1.182e+12    2.15579e+12          118.2             2.33361              11.352
            550       0.846092             SB      3.663e+10    5.22089e+09          3.663           -0.282255             8.52195
            552      0.0599138             MS      4.476e+10    3.89921e+10          4.476            0.590976              10.052
            554       0.172262             MS      4.378e+10    2.94452e+10          4.378            0.469014             9.73195
            559      0.0601193             MS      5.587e+11    4.86474e+11          55.87             1.68706              10.822
            561     -0.0501987             MS      1.285e+11    1.44245e+11          12.85              1.1591              10.072
            562      -0.432209             MS      4.393e+11    1.18842e+12          43.93             2.07497              10.712
            564       0.607714             SB      1.726e+13    4.25919e+12           1726             2.62933              11.252
            581       0.294116             MS      9.201e+10    4.67432e+10          9.201            0.669719             9.50195
            593       0.382127             MS      6.638e+11    2.75366e+11          66.38             1.43991              10.392
            597       0.456501             MS      3.977e+11    1.39013e+11          39.77             1.14305             9.65195
            598     -0.0170941             MS      3.346e+11    3.48033e+11          33.46             1.54162              10.572
            604       0.119098             MS       3.91e+10     2.9722e+10           3.91            0.473078             9.83195
            606       -0.12149             MS      5.364e+10    7.09543e+10          5.364            0.850979             9.94195
            620      0.0696249             MS      7.361e+10    6.27064e+10          7.361            0.797312              10.042
            621       0.306688             MS      2.116e+12    1.04431e+12          211.6             2.01883              10.702
            622      -0.110835             MS        1.3e+11    1.67795e+11             13             1.22478              10.192
            628      0.0690972             MS      9.536e+10    8.13334e+10          9.536            0.910269             9.84195
            631        0.66286             SB      2.981e+11    6.47891e+10          29.81            0.811502             9.63195
            637      -0.329682             MS      2.921e+10    6.24042e+10          2.921            0.795214              10.312
            638     -0.0090511             MS      2.285e+11    2.33312e+11          22.85             1.36794              10.842
            652       0.106564             MS      3.123e+11    2.44348e+11          31.23             1.38801              10.162
            658       0.540116             MS      8.402e+12    2.42252e+12          840.2             2.38427              10.942
            659       0.160096             MS       8.39e+12    5.80318e+12            839             2.76367              11.422
            661       0.329821             MS      8.196e+10    3.83514e+10          8.196            0.583781             9.36195
            664      0.0262193             MS      2.631e+11    2.47686e+11          26.31              1.3939             9.94195
            669       0.500083             MS      4.547e+11    1.43761e+11          45.47             1.15764              10.232
            672      -0.965872             MS      5.291e+10    4.89114e+11          5.291             1.68941              11.052
            689     0.00207936             MS       3.42e+10    3.40366e+10           3.42            0.531947             9.78195
            692      -0.953145             MS      2.733e+10    2.45349e+11          2.733             1.38978              11.292
            697        1.44428             SB       7.31e+11    2.62806e+10           73.1            0.419635             8.77195
            702       0.417858             MS      2.625e+11    1.00293e+11          26.25             1.00127             9.49195
            710       0.224557             MS      2.372e+10    1.41435e+10          2.372            0.150558             9.11195
            713       0.127836             MS      2.477e+10     1.8454e+10          2.477             0.26609             9.38995
            714       0.538803             MS      2.972e+12      8.595e+11          297.2             1.93425              10.372
            718      -0.146664             MS      8.458e+10    1.18558e+11          8.458             1.07393              10.252
            719      -0.189741             MS      1.512e+11    2.34041e+11          15.12             1.36929              10.022
            721      -0.423227             MS      1.266e+10    3.35476e+10          1.266            0.525661             9.88195
            729       0.167652             MS      3.889e+10    2.64354e+10          3.889            0.422186             9.47995
            737     -0.0845216             MS      1.184e+11    1.43838e+11          11.84             1.15787              10.692
            740      -0.322215             MS      1.003e+10    2.10628e+10          1.003            0.323516             9.80195
            748     -0.0896303             MS      5.065e+10    6.22601e+10          5.065             0.79421             9.65195
            749      -0.324557             MS      2.968e+10    6.26644e+10          2.968            0.797021              10.122
            753        -1.3285             MS      2.377e+09    5.06441e+10         0.2377            0.704529              10.372
            760      0.0482571             MS      5.066e+10    4.53323e+10          5.066            0.656408             9.81195
            762       -1.09126             MS      5.803e+10    7.16002e+11          5.803             1.85491              11.462
            768     -0.0526256             MS      1.769e+11    1.99689e+11          17.69             1.30035             9.79195
            776     0.00618108             MS      1.816e+10    1.79034e+10          1.816            0.252935             9.56195
            779       -0.47198             MS      2.869e+11     8.5057e+11          28.69             1.92971              11.012
            786     0.00694477             MS      1.806e+11    1.77735e+11          18.06             1.24977             9.74195
            793        1.26087             SB      8.798e+11    4.82522e+10          87.98            0.683517             8.95995
            804    -0.00566718             MS      4.886e+10    4.95018e+10          4.886            0.694621             9.81195
            805       0.132372             MS      2.313e+11    1.70531e+11          23.13              1.2318              10.142
            807        1.15166             SB      3.229e+12    2.27724e+11          322.9             1.35741             9.82195
            808      -0.481421             MS       3.43e+10    1.03924e+11           3.43             1.01672              10.622
            809       -1.10397             MS      7.374e+09    9.36846e+10         0.7374            0.971668              10.562
            825     -0.0835018             MS      6.419e+10    7.77981e+10          6.419            0.890969             9.98195
            826     -0.0779731             MS      3.527e+10    4.22064e+10          3.527            0.625379             9.98195
            827        0.28604             MS      1.319e+12    6.82661e+11          131.9              1.8342              10.932
            837            -99        unknown      1.066e+12            -99          106.6                 -99                 -99
            841            -99        unknown      4.054e+12            -99          405.4                 -99                 -99
            849       0.479125             MS      2.898e+11    9.61554e+10          28.98            0.982974             9.74195
            860      -0.528594             MS      8.097e+11    2.73475e+12          80.97             2.43692              11.142
            866      -0.715703             MS      1.076e+11    5.59134e+11          10.76             1.74752              10.892
            867     -0.0177962             MS      7.463e+10    7.77517e+10          7.463             0.89071             9.81195
            870       0.511309             MS      3.473e+11    1.07003e+11          34.73              1.0294              10.302
            872     -0.0264017             MS      4.136e+11    4.39524e+11          41.36             1.64298              10.362
            877       0.224553             MS      3.383e+11     2.0172e+11          33.83             1.30475              10.202
            878       0.422222             MS      4.882e+09    1.84661e+09         0.4882           -0.733624             8.60995
            881       0.270799             MS      2.072e+11    1.11068e+11          20.72             1.04559             9.57195
            884        0.57588             MS      5.205e+12     1.3821e+12          520.5             2.14054              10.672
            885        1.74692             SB      1.334e+11    2.38912e+09          13.34           -0.621762             8.15995
            886      -0.711913             MS      1.239e+10     6.3824e+10          1.239            0.804984              10.352
            892      -0.167166             MS      1.211e+11    1.77955e+11          12.11             1.25031              10.152
            893       0.163662             MS      2.291e+11    1.57168e+11          22.91             1.19636              10.432
            899       -1.41225             MS      6.499e+09    1.67916e+11         0.6499             1.22509              10.872
            902       0.255879             MS      1.694e+11    9.39798e+10          16.94            0.973035              10.132
            915       0.460327             MS       2.65e+12     9.1816e+11            265             1.96292              10.592
            917       0.450626             MS      1.024e+12    3.62805e+11          102.4             1.55967              10.472
            922      -0.595473             MS      1.158e+11    4.56228e+11          11.58             1.65918              10.502
            923         1.0403             SB      1.755e+12    1.59949e+11          175.5             1.20398             9.87195
            924      -0.314999             MS       7.07e+09    1.46022e+10          0.707            0.164419             9.55195
            926       0.483391             MS      1.603e+11    5.26675e+10          16.03            0.721543             9.39995
            928       0.309328             MS      2.013e+10    9.87452e+09          2.013         -0.00548393             9.00195
            931       0.139394             MS      5.196e+10    3.76942e+10          5.196            0.576275             9.81195
            934       0.185433             MS      2.838e+10    1.85174e+10          2.838            0.267579             9.45195
            937     0.00467315             MS      9.563e+10    9.46065e+10          9.563            0.975921              10.082
            939       0.265125             MS      3.771e+11    2.04801e+11          37.71             1.31133              10.572
            950      -0.650879             MS      1.142e+12    5.11146e+12          114.2             2.70854              11.482
            951       0.416093             MS      8.766e+09    3.36286e+09         0.8766           -0.473291             8.94995
            960       -1.77504             MS       7.23e+09    4.30699e+11          0.723             1.63417              11.502
            965     -0.0457637             MS      1.756e+11    1.95114e+11          17.56             1.29029              10.152
            966      -0.059227             MS      1.023e+11    1.17247e+11          10.23              1.0691              10.012
            972        0.59819             MS      4.053e+09    1.02232e+09         0.4053           -0.990413             8.20995
            974       0.400203             MS      5.333e+12    2.12211e+12          533.3             2.32677              10.862
            994       0.216549             MS      9.952e+10    6.04452e+10          9.952            0.781362             9.77195
            995       0.278732             MS      2.041e+11    1.07426e+11          20.41             1.03111             9.96195
           1002      -0.189955             MS      1.166e+11    1.80573e+11          11.66             1.25665              10.502
           1005       0.385937             MS      2.745e+12    1.12877e+12          274.5             2.05261              10.712
           1006     -0.0464514             MS      4.819e+11    5.36301e+11          48.19             1.72941              11.102
           1008      0.0412701             MS      2.767e+11    2.51616e+11          27.67             1.40074              10.622
           1023       -1.04345             MS       1.09e+11     1.2047e+12           10.9             2.08088              10.852
           1026      0.0396521             MS      1.478e+11    1.34903e+11          14.78             1.13002             9.84195
           1035       0.315058             MS      1.539e+10    7.45042e+09          1.539           -0.127819             8.88995
           1036       0.652845             SB      2.763e+12     6.1452e+11          276.3             1.78854              10.182
           1037     -0.0705119             MS      5.473e+10     6.4378e+10          5.473            0.808737              10.082
           1042      -0.224023             MS      2.486e+10    4.16413e+10          2.486            0.619524             9.60995
           1053      -0.154022             MS      7.824e+11    1.11545e+12          78.24             2.04745              10.752
           1058      -0.683977             MS      4.643e+10    2.24272e+11          4.643             1.35078              10.552
           1064     -0.0230682             MS      2.567e+10    2.70704e+10          2.567            0.432494             9.77195
           1075      -0.414004             MS      9.009e+10    2.33712e+11          9.009             1.36868              10.562
           1076       0.762322             SB      5.895e+11    1.01897e+11          58.95             1.00816             9.80195
           1077      0.0825152             MS      1.391e+11     1.1503e+11          13.91             1.06081              10.262
           1081        1.03091             SB      5.183e+09    4.82693e+08         0.5183            -1.31633             7.92195
           1084      0.0870204             MS      6.067e+11    4.96539e+11          60.67             1.69595              10.912
           1089      -0.245664             MS      1.042e+11    1.83456e+11          10.42             1.26353              10.492
           1091      -0.212391             MS      1.486e+11    2.42331e+11          14.86             1.38441             9.89195
           1094       0.659758             SB      3.163e+12    6.92374e+11          316.3             1.84034              10.292
           1101      -0.131386             MS        5.1e+10     6.9017e+10            5.1            0.838956              10.002
           1102       0.366292             MS      2.566e+10    1.10399e+10          2.566           0.0429646             9.38995
           1103       0.441689             MS      5.882e+11    2.12733e+11          58.82             1.32784              10.302
           1104       0.452369             MS      5.007e+10    1.76689e+10          5.007            0.247209             9.52995
           1105      -0.244975             MS        1.7e+11     2.9883e+11             17             1.47542              10.782
           1109            -99        unknown      2.043e+12            -99          204.3                 -99                 -99
           1113       0.421153             MS      1.503e+11     5.6991e+10          15.03            0.755806             9.52195
           1118       0.475854             MS      1.932e+10    6.45882e+09          1.932           -0.189847             9.18195
           1121      -0.918663             MS      5.904e+10    4.89564e+11          5.904             1.68981              11.172
           1123      0.0533699             MS      5.267e+11    4.65794e+11          52.67             1.66819              10.132
           1125      -0.908745             MS      4.852e+10    3.93247e+11          4.852             1.59467              10.872
           1129       0.323349             MS      8.785e+11    4.17246e+11          87.85             1.62039              10.162
           1133      -0.304279             MS       2.15e+09    4.33229e+09          0.215           -0.363283             9.10195
           1135        2.46664             SB      1.933e+09    6.60071e+06         0.1933            -3.18041             5.66995
           1140        0.70473             SB      1.081e+10    2.13351e+09          1.081           -0.670905             8.48195
           1141       0.356874             MS      2.241e+11    9.85298e+10          22.41            0.993568              10.002
           1143      -0.276408             MS      1.241e+10     2.3452e+10          1.241             0.37018              10.002
           1144       -1.05841             MS      4.725e+10    5.40526e+11          4.725             1.73282              10.842
           1146            -99        unknown      2.933e+12            -99          293.3                 -99                 -99
           1147         0.0959             MS      1.761e+11    1.41208e+11          17.61             1.14986              10.142
           1148       0.148465             MS      4.769e+12    3.38815e+12          476.9             2.52996              11.202
           1150      0.0968855             MS      2.614e+11    2.09132e+11          26.14             1.32042              10.292
           1159       0.227766             MS      4.497e+12    2.66169e+12          449.7             2.42516              11.072
           1160      -0.325538             MS      2.359e+11     4.9919e+11          23.59             1.69827              10.322
           1167       0.869622             SB      2.084e+12    2.81368e+11          208.4             1.44928             9.88195
           1168            -99        unknown       1.76e+12            -99            176                 -99                 -99
           1172      -0.521044             MS      7.139e+10    2.36964e+11          7.139             1.37468              10.402
           1181      -0.423975             MS      9.603e+10    2.54907e+11          9.603             1.40638              10.182
           1186     -0.0975195             MS      2.105e+11    2.63495e+11          21.05             1.42077              10.362
           1202       0.107574             MS      1.314e+11     1.0257e+11          13.14             1.01102             9.70995
           1208       0.203343             MS      1.704e+11    1.06691e+11          17.04             1.02813             9.90195
           1221      0.0651358             MS      1.252e+11    1.07763e+11          12.52             1.03247              10.092
           1222       0.120124             MS      3.573e+10    2.70962e+10          3.573            0.432909             9.47995
           1225      0.0954638             MS      6.849e+10    5.49748e+10          6.849            0.740163              10.212
           1235       0.295169             MS      2.161e+11    1.09518e+11          21.61             1.03949              10.272
           1239      -0.518082             MS      3.496e+11    1.15253e+12          34.96             2.06165              11.612
           1248       0.555562             MS      7.429e+11    2.06713e+11          74.29             1.31537              10.372
           1252       -0.01461             MS      1.224e+11    1.26588e+11          12.24             1.10239             9.61995
           1253       0.145133             MS      2.855e+11    2.04396e+11          28.55             1.31047              10.032
           1262      -0.762006             MS      6.974e+12     4.0317e+13          697.4             3.60549              12.502
           1269        0.53252             MS      1.379e+12    4.04617e+11          137.9             1.60704              10.282
           1270      0.0566952             MS      6.813e+10     5.9792e+10          6.813            0.776643             9.79195
           1273      -0.196631             MS      2.403e+10    3.77907e+10          2.403            0.577385             9.81195
           1278     -0.0521953             MS      1.192e+11    1.34422e+11          11.92             1.12847             9.99195
           1284       0.593495             MS      4.014e+12    1.02349e+12          401.4             2.01008              10.492
           1285       0.837075             SB      2.987e+09    4.34671e+08         0.2987            -1.36184             7.89995
           1293      0.0905277             MS      9.012e+10    7.31633e+10          9.012            0.864293              10.132
           1303       0.375727             MS      1.977e+10    8.32299e+09          1.977          -0.0797204             9.07995
           1306       0.708862             SB      6.038e+07     1.1804e+07       0.006038            -2.92797             6.08995
           1313       0.911787             SB      1.976e+10    2.42103e+09          1.976              -0.616             8.62195
           1315       0.176708             MS      3.804e+11     2.5324e+11          38.04             1.40353              10.232
           1320        0.12317             MS      1.346e+11    1.01362e+11          13.46             1.00587              10.072
           1334      -0.825095             MS      1.303e+11    8.71043e+11          13.03             1.94004              10.932
           1335       0.112724             MS      9.539e+10    7.35832e+10          9.539            0.866779             9.96195
           1337       0.365078             MS      1.737e+11    7.49414e+10          17.37            0.874722              10.032
           1338      0.0681495             MS      3.311e+11    2.83015e+11          33.11             1.45181              10.462
           1341       0.252721             MS      2.113e+11    1.18081e+11          21.13             1.07218              10.222
           1342      -0.202368             MS      4.485e+07    7.14711e+07       0.004485            -2.14587             7.07995
           1348       -0.22181             MS      8.245e+09    1.37404e+10         0.8245            0.138001             9.46995
           1350       0.224477             MS      1.615e+11    9.63153e+10          16.15            0.983695              10.002
           1355      -0.140705             MS       8.43e+10    1.16555e+11           8.43             1.06653              10.082
           1357    -0.00896029             MS      1.255e+11    1.28116e+11          12.55              1.1076              10.022
           1367      0.0278877             MS      1.483e+11    1.39076e+11          14.83             1.14325             9.84195
           1368      0.0742217             MS      2.249e+12    1.89569e+12          224.9             2.27777              10.972
           1369      0.0965496             MS       7.61e+11    6.09305e+11           76.1             1.78484              10.522
           1371      0.0825401             MS      4.707e+10    3.89228e+10          4.707            0.590204             9.58995
           1384       0.256863             MS      4.604e+11    2.54843e+11          46.04             1.40627              10.462
           1387            -99        unknown      1.882e+12            -99          188.2                 -99                 -99
           1391       0.140433             MS      5.792e+10    4.19175e+10          5.792            0.622396             9.62995
           1393       0.403887             MS      1.598e+11    6.30507e+10          15.98             0.79969             9.73195
           1394       0.132209             MS       4.03e+10    2.97232e+10           4.03            0.473096              10.112
           1396      -0.474983             MS      2.011e+10    6.00338e+10          2.011            0.778396              10.092
           1401      0.0856092             MS      2.519e+11    2.06833e+11          25.19             1.31562             9.94195
           1402      -0.161396             MS      3.183e+11    4.61565e+11          31.83             1.66423              10.562
           1416      -0.153301             MS      1.998e+11    2.84378e+11          19.98              1.4539              10.042
           1419      -0.459401             MS       8.22e+10    2.36741e+11           8.22             1.37427              10.502
           1420       0.286304             MS      6.181e+11    3.19709e+11          61.81             1.50475              10.462
           1434      0.0101462             MS      3.651e+10    3.56669e+10          3.651            0.552266              10.022
           1437        1.18593             SB      2.596e+11     1.6919e+10          25.96            0.228375             8.92195
           1445      -0.112911             MS      2.967e+12    3.84794e+12          296.7             2.58523              11.462
           1449      -0.361896             MS       1.99e+10    4.57877e+10           1.99            0.660749              10.132
           1452       0.394183             MS      5.138e+11    2.07306e+11          51.38             1.31661              10.302
           1458       0.221639             MS      3.943e+11    2.36694e+11          39.43             1.37419              10.282
           1469       -1.06547             MS      2.811e+10    3.26834e+11          2.811             1.51433              10.712
           1475       0.270426             MS      1.408e+12    7.55399e+11          140.8             1.87818              10.782
           1476      -0.444403             MS      5.961e+10    1.65853e+11          5.961             1.21972              10.542
           1477      -0.131206             MS      3.172e+07    4.29081e+07       0.003172            -2.36746             6.82195
           1479      -0.189127             MS       5.37e+10    8.30045e+10           5.37            0.919102              10.092
           1480      -0.827441             MS      2.696e+11    1.81201e+12          26.96             2.25816              10.992
           1490       0.423199             MS      1.468e+12    5.54023e+11          146.8             1.74353              10.552
           1491       0.328452             MS      1.759e+11    8.25685e+10          17.59            0.916814              10.162
           1495            -99        unknown      4.667e+12            -99          466.7                 -99                 -99
           1497      -0.240541             MS      5.556e+11    9.66727e+11          55.56              1.9853              10.732
           1501      -0.220664             MS      5.026e+11    8.35384e+11          50.26             1.92189              11.012
           1502      0.0717136             MS      2.458e+11    2.08386e+11          24.58             1.31887             9.96195
           1513        -0.9092             MS      6.263e+10    5.08139e+11          6.263             1.70598              11.022
           1515       0.390414             MS      3.206e+11    1.30482e+11          32.06             1.11555              10.142
           1520      -0.899575             MS      1.379e+10    1.09431e+11          1.379             1.03914              10.592
           1524        -0.2731             MS      3.442e+10    6.45521e+10          3.442            0.809911             9.99195
           1525       -2.21706             MS      1.558e+10    2.56819e+12          1.558             2.40963              12.232
           1532      -0.842195             MS      3.264e+10    2.26958e+11          3.264             1.35595              10.602
           1533       0.434474             MS      1.779e+11    6.54187e+10          17.79            0.815702              10.112
           1543       -1.38282             MS      2.105e+10    5.08245e+11          2.105             1.70607              10.922
           1544        0.05006             MS      2.133e+11    1.90078e+11          21.33             1.27893             9.97195
