# _id    _ra           _de          zp_X   f24        df24    radio      eradio   _fch1    _dfch1   _fch2    _dfch2   _fch3    _dfch3   _fch4    _dfch4   spezX   KtotX   MassX   zq    source   distz     idz     goodArea  
# 
  6042   189.4216461   62.2751999   3.28   -0.08856   6.7     2.953      2.602    3.293    0.038    2.678    0.069    1.437    0.425    2.604    0.485    -1.0    23.87   10.85   -99   -99      11.01     -99     1         
  6066   189.4500122   62.2749023   3.38   -0.553     6.348   -0.3295    2.754    1.71     0.038    1.015    0.069    0.604    0.424    1.127    0.489    -1.0    24.32   10.64   -99   -99      6.001     -99     1         
  6080   189.287674    62.2749138   4.96   1.197      12.42   5.551      2.496    1.211    0.036    0.881    0.063    1.691    0.386    1.287    0.451    -1.0    27.09   10.52   -99   -99      6.709     -99     1         
  6089   189.1213531   62.2746239   3.1    4.493      5.969   5.429      2.564    1.488    0.029    1.436    0.047    1.444    0.312    1.513    0.355    -1.0    24.23   10.08   -99   -99      5.939     -99     1         
  6139   189.3490601   62.2741852   4.32   0.4445     7.226   4.794      2.592    2.848    0.035    2.943    0.064    3.322    0.392    5.703    0.451    -1.0    23.77   10.84   -99   -99      4.394     -99     1         
  6144   189.4822845   62.2738991   3.15   10.49      6.325   4.546      2.81     5.617    0.041    6.366    0.069    7.119    0.427    8.985    0.491    -1.0    22.74   11.13   -99   -99      4.749     -99     1         
  6172   189.3965149   62.2738571   2.55   4.493      6.539   -0.2977    2.653    0.845    0.037    2.206    0.068    1.992    0.419    1.192    0.482    -1.0    25.01   10.12   -99   -99      7.593     -99     1         
  6194   189.4783936   62.2734413   3.15   4.493      6.272   2.654      2.76     3.363    0.039    3.759    0.069    3.69     0.427    2.823    0.489    -1.0    22.94   10.69   -99   -99      10.24     -99     1         
  6229   189.1849823   62.2731972   4.5    5.294      6.285   1.605      2.652    3.821    0.028    3.705    0.047    4.452    0.305    6.041    0.349    -1.0    24.86   10.99   -99   -99      4.233     -99     1         
  6238   189.4120483   62.2690353   2.86   9.151      5.573   0.6424     2.628    3.54     0.038    4.746    0.068    4.252    0.424    4.14     0.483    -1.0    24.42   10.02   -99   -99      9.433     -99     1         
  6267   189.5333557   62.272583    2.59   8.461      18.39   1.772      2.934    8.29     0.044    8.644    0.078    9.645    0.494    9.26     0.554    -1.0    23.2    10.79   -99   -99      1.489     -99     1         
  6345   189.4413452   62.2719193   2.91   2.194      6.205   -0.3378    2.689    1.166    0.037    1.046    0.069    0.356    0.425    0.915    0.487    -1.0    23.81   10.16   -99   -99      8.148     -99     1         
  6369   189.2655029   62.2716675   4.14   0.4174     6.34    1.39       2.488    0.604    0.034    0.613    0.056    0.378    0.357    0.338    0.415    -1.0    24.98   10.77   -99   -99      6.558     -99     1         
  6410   189.3819122   62.2712173   5.05   -0.553     6.36    1.461      2.584    2.335    0.037    2.071    0.067    1.776    0.417    3.189    0.477    -1.0    25.2    10.67   -99   -99      5.122     -99     1         
  6460   189.5301666   62.2702866   2.96   29.57      6.603   5.153      2.922    4.023    0.041    4.871    0.076    5.508    0.472    6.364    0.543    -1.0    22.93   10.67   -99   -99      5.57      -99     1         
  6494   189.0572357   62.2699699   3.94   0.7145     14.27   2.704      2.591    2.089    0.043    2.085    0.066    3.328    0.467    3.203    0.509    -1.0    23.86   10.72   -99   -99      10.36     -99     1         
  6501   189.3156128   62.2702751   2.85   4.587      10.81   0.8798     2.558    1.553    0.034    1.606    0.061    1.152    0.383    1.067    0.439    -1.0    23.78   10.17   -99   -99      7.889     -99     1         
  6504   189.4174652   62.2700233   2.71   -0.553     8.421   -0.3257    2.644    1.568    0.037    2.252    0.069    10.17    0.423    3.489    0.485    -1.0    23.82   10.35   -99   -99      9.678     -99     1         
  6505   189.4186554   62.2696228   3.2    10.28      6.63    -0.2499    2.643    2.547    0.038    2.74     0.067    7.359    0.426    3.773    0.486    -1.0    23.59   10.48   -99   -99      7.343     -99     1         
  6545   189.2724609   62.2696342   4.51   -0.553     4.874   -0.22      2.482    2.102    0.034    1.859    0.058    2.067    0.357    2.092    0.419    4.538   23.94   10.66   2     72       0.2812    23887   1         
  6566   189.282547    62.2696953   2.85   -0.553     7.085   0.2545     2.507    4.652    0.036    4.011    0.061    4.889    0.371    4.323    0.435    -1.0    23.69   10.24   -99   -99      5.112     -99     1         
  6571   189.4081421   62.2695122   3.46   -0.4801    8.527   0.2294     2.612    2.406    0.038    3.033    0.068    1.589    0.421    1.006    0.482    -1.0    24.68   10.7    -99   -99      4.749     -99     1         
  6602   189.093689    62.2691879   3.83   5.458      6.391   2.897      3.103    0.154    0.033    0.085    0.051    -0.236   0.355    -0.655   0.395    -1.0    -99.0   10.69   -99   -99      12.08     -99     1         
  6603   189.2121124   62.26894     3.14   3.136      6.368   3.476      2.458    1.947    0.028    2.019    0.047    2.217    0.307    2.744    0.353    -1.0    23.65   10.36   -99   -99      3.225     -99     1         
  6622   189.1951599   62.2688217   3.16   -0.553     6.385   0.1911     2.697    1.933    0.027    1.829    0.047    1.794    0.304    1.081    0.349    3.22    23.24   10.21   1     72       0.1126    16536   1         
  6635   189.134613    62.2685928   3.3    9.797      6.275   1.355      2.509    2.868    0.029    3.015    0.047    3.617    0.31     4.315    0.352    -1.0    23.1    10.49   3     72       0.4272    11069   1         
  6732   189.4037781   62.267601    3.32   14.27      6.418   2.408      2.613    1.595    0.038    2.468    0.068    2.168    0.42     1.894    0.479    -1.0    23.17   10.48   -99   -99      9.089     -99     1         
  6735   189.531662    62.267231    2.53   6.477      6.969   6.901      2.899    4.139    0.042    4.082    0.08     4.848    0.464    4.073    0.565    -1.0    22.89   10.11   -99   -99      6.088     -99     1         
  6906   189.2888641   62.2658577   3.04   1.691      5.971   0.9476     2.494    1.655    0.035    1.666    0.059    2.212    0.362    0.889    0.431    -1.0    23.57   10.12   -99   -99      8.483     -99     1         
  6910   189.3872528   62.2656021   2.63   5.683      4.865   -0.2986    2.616    2.013    0.038    1.815    0.066    2.52     0.417    2.98     0.475    -1.0    23.77   10.09   -99   -99      4.499     -99     1         
  6947   189.066391    62.2648087   3.05   3.205      10.98   2.67       2.557    1.549    0.04     1.447    0.061    1.401    0.433    2.191    0.47     -1.0    24.81   10.13   -99   -99      5.029     -99     1         
  7028   189.2264862   62.2645416   3.03   11.22      7.113   2.084      2.489    2.594    0.028    3.234    0.048    3.323    0.305    4.435    0.352    -1.0    23.54   10.59   -99   -99      6.092     -99     1         
  7044   189.2090607   62.2643051   2.98   11.89      4.858   4.851      2.45     3.25     0.028    3.091    0.047    3.165    0.304    2.153    0.348    -1.0    23.2    10.28   2     72       0.2401    17813   1         
  7050   189.4426727   62.2642097   2.94   0.8626     6.434   -0.3399    2.674    0.956    0.038    1.046    0.069    1.272    0.424    2.052    0.486    -1.0    24.05   10.47   -99   -99      7.626     -99     1         
  7061   189.4497375   62.2639656   3.09   0.7262     8.728   0.4297     2.647    2.721    0.04     2.749    0.069    3.209    0.426    2.251    0.488    -1.0    23.59   10.42   -99   -99      8.297     -99     1         
  7106   189.4697418   62.2635574   3.04   15.26      7.141   1.901      2.718    2.999    0.039    3.726    0.07     4.232    0.425    4.124    0.489    -1.0    23.94   10.51   -99   -99      15.91     -99     1         
  7133   189.3051758   62.2633362   4.55   -0.553     10.36   4.235      2.502    3.446    0.036    3.518    0.062    4.936    0.388    7.898    0.443    -1.0    23.76   10.67   -99   -99      4.26      -99     1         
  7134   189.3442688   62.2633972   5.17   11.11      5.857   1.007      2.558    1.373    0.035    1.838    0.065    2.605    0.387    3.207    0.453    -1.0    26.43   11.02   -99   -99      5.076     -99     1         
  7184   189.065918    62.2626457   3.66   4.731      5.877   -0.04857   2.626    3.094    0.04     1.518    0.061    1.666    0.43     1.414    0.467    -1.0    -99.0   10.6    -99   -99      7.029     -99     1         
  7242   189.4032745   62.2620277   3.27   1.55       5.772   1.437      2.624    0.758    0.037    0.704    0.069    1.178    0.422    0.124    0.481    -1.0    25.67   10.25   -99   -99      9.061     -99     1         
  7270   189.1642303   62.2617912   3.29   24.97      7.455   6.863      2.498    5.686    0.029    6.917    0.048    8.877    0.305    11.44    0.349    -1.0    23.25   10.85   -99   -99      5.195     -99     1         
  7271   189.2042999   62.2617874   2.93   5.187      5.237   1.569      2.478    2.236    0.028    2.041    0.047    1.437    0.304    2.146    0.347    3.125   23.04   10.11   1     34       0.1161    17354   1         
  7324   189.2818451   62.2613602   4.07   -0.553     7.059   3.94       2.503    0.899    0.031    0.845    0.055    1.141    0.342    1.237    0.402    -1.0    24.5    10.43   -99   -99      8.152     -99     1         
  7405   189.4186401   62.2599754   4.81   2.271      8.485   3.994      2.664    1.411    0.037    1.181    0.069    1.466    0.423    2.181    0.48     -1.0    24.64   10.5    -99   -99      8.533     -99     1         
  7412   189.1258087   62.2603607   3.26   8.973      10.54   -0.2749    2.481    1.939    0.03     2.187    0.049    2.509    0.329    3.35     0.37     -1.0    23.49   10.36   -99   -99      4.683     -99     1         
  7418   189.3746185   62.2602692   2.56   0.4538     8.658   6.17       2.532    3.237    0.037    3.73     0.065    3.061    0.405    5.167    0.461    -1.0    23.23   10.51   -99   -99      3.847     -99     1         
  7480   189.4290771   62.2595596   4.02   -0.553     13.22   4.414      2.672    1.748    0.039    1.359    0.067    1.525    0.425    1.41     0.484    -1.0    24.1    10.32   -99   -99      8.957     -99     1         
  7481   189.4285126   62.2590103   4.1    17.27      10.09   4.809      2.674    1.268    0.038    1.125    0.068    1.541    0.424    2.026    0.485    -1.0    24.6    10.69   -99   -99      8.854     -99     1         
  7495   189.2590027   62.2595024   2.68   23.82      6.693   4.091      2.472    3.248    0.029    3.54     0.049    3.263    0.312    3.069    0.362    -1.0    22.8    10.31   -99   -99      10.19     -99     1         
  7509   189.3748474   62.2590904   3.17   15.26      7.264   3.61       2.535    2.124    0.036    2.754    0.064    2.193    0.404    2.66     0.46     -1.0    24.22   10.1    -99   -99      3.052     -99     1         
  7521   189.140274    62.25914     2.52   9.331      6.375   0.9492     2.503    3.699    0.031    3.743    0.048    3.794    0.315    3.117    0.358    2.488   22.73   10.27   1     34       0.09613   11589   1         
  7608   189.3793793   62.2571983   3.45   -0.553     8.574   2.143      2.586    1.664    0.035    1.796    0.064    1.364    0.404    1.497    0.459    -1.0    24.18   10.36   -99   -99      3.971     -99     1         
  7610   189.4344788   62.2580452   2.74   27.69      6.826   8.445      2.67     2.213    0.039    2.124    0.068    2.982    0.423    2.699    0.485    -1.0    24.01   10.58   -99   -99      8.249     -99     1         
  7774   189.0672455   62.2564392   4.21   -0.553     5.875   -0.2773    2.602    0.889    0.039    0.861    0.062    0.618    0.421    0.78     0.467    -1.0    24.12   10.34   -99   -99      9.16      -99     1         
  7799   189.1759644   62.2564011   4.49   4.091      5.617   0.6486     2.421    2.15     0.027    1.731    0.047    1.827    0.302    1.881    0.348    4.414   23.42   10.42   1     72       0.1212    14884   1         
  7859   189.3938904   62.2555199   2.96   6.876      7.854   0.3171     2.617    1.595    0.037    1.865    0.066    2.741    0.417    2.31     0.467    -1.0    23.68   10.32   -99   -99      4.663     -99     1         
  7903   189.0979156   62.2553787   4.87   -0.553     7.688   3.504      3.001    0.623    0.036    0.356    0.055    0.533    0.391    0.516    0.43     4.889   25.68   10.53   1     72       0.7042    8154    1         
  8108   189.3980255   62.2528038   3.28   6.542      5.552   2.494      2.508    2.919    0.038    3.916    0.066    4.323    0.415    5.515    0.466    -1.0    23.47   10.73   -99   -99      7.604     -99     1         
  8126   189.0785828   62.2527847   2.56   -0.553     13.08   -0.2244    2.548    3.788    0.039    3.411    0.061    3.711    0.418    3.268    0.462    -1.0    23.68   10.12   -99   -99      3.169     -99     1         
  8209   189.2944946   62.2519875   2.53   9.989      5.807   5.902      2.477    1.271    0.031    1.305    0.055    1.583    0.343    1.291    0.405    -1.0    23.7    9.948   -99   -99      6.765     -99     1         
  8234   189.3328705   62.2518349   3.21   14.13      5.951   1.673      2.477    1.829    0.035    1.836    0.065    2.541    0.397    2.072    0.465    -1.0    23.54   10.2    -99   -99      4.434     -99     1         
  8243   189.1615143   62.2518768   3.02   2.66       20.48   1.36       2.434    2.755    0.029    2.553    0.047    3.153    0.308    2.388    0.354    -1.0    23.54   10.18   -99   -99      3.621     -99     1         
  8295   189.2248535   62.2511215   2.9    8.135      6.048   5.766      2.407    3.259    0.027    3.998    0.046    5.03     0.292    5.114    0.337    -1.0    23.53   10.61   -99   -99      8.104     -99     1         
  8369   189.0186615   62.250164    3.24   12.12      5.934   5.149      2.609    3.705    0.041    3.853    0.066    3.277    0.45     4.476    0.519    -1.0    22.8    10.47   -99   -99      6.707     -99     1         
  8461   189.4636078   62.2493668   2.54   1.149      10.13   -0.1757    2.749    1.433    0.038    1.609    0.072    1.441    0.428    0.712    0.498    -1.0    23.92   9.988   -99   -99      6.971     -99     1         
  8485   189.2897949   62.2491226   3.18   -0.3245    10.11   5.021      2.466    1.641    0.03     1.434    0.052    1.104    0.33     1.04     0.385    -1.0    23.55   10.14   -99   -99      7.626     -99     1         
  8497   189.1164093   62.2490692   3.75   -0.553     10.13   -0.2756    2.463    0.912    0.035    0.983    0.054    1.002    0.371    0.476    0.419    -1.0    24.23   10.3    -99   -99      7.577     -99     1         
  8504   189.355957    62.2489471   2.6    17.6       6.468   3.437      2.579    3.286    0.037    3.584    0.065    3.748    0.403    2.753    0.461    2.545   23.03   10.38   1     34       0.07673   30926   1         
  8615   189.2659607   62.247509    3.13   15.11      10.71   4.315      2.469    5.313    0.029    6.117    0.048    7.413    0.3      8.833    0.35     -1.0    22.65   10.8    -99   -99      4.093     -99     1         
  8688   189.2264252   62.2471581   2.72   -0.553     5.378   1.17       2.399    1.55     0.027    1.533    0.045    0.922    0.29     0.851    0.335    -1.0    24.09   10.26   -99   -99      6.767     -99     1         
  8721   189.1878204   62.2467842   2.93   38.44      9.397   1.941      2.556    6.917    0.029    7.951    0.048    10.04    0.3      11.17    0.347    -1.0    22.53   11.03   -99   -99      5.597     -99     1         
  8723   189.2307739   62.2468605   2.54   6.808      5.442   0.4872     2.429    2.38     0.027    2.749    0.045    2.599    0.288    2.409    0.333    -1.0    23.76   10.71   -99   -99      6.523     -99     1         
  8759   189.4654083   62.2454681   2.82   7.668      10.61   1.562      2.649    5.01     0.039    5.078    0.081    5.241    0.433    5.385    0.514    -1.0    22.75   10.57   -99   -99      8.135     -99     1         
  8764   189.0612946   62.2463226   3.17   26.67      7.318   7.763      2.578    1.573    0.038    1.761    0.06     1.875    0.416    2.574    0.472    -1.0    24.11   10.21   -99   -99      7.375     -99     1         
  8788   189.4035492   62.246273    3.06   1.84       11.04   -0.3199    2.564    2.797    0.037    3.096    0.065    5.493    0.409    4.019    0.462    -1.0    23.92   11.03   -99   -99      13.52     -99     1         
  8847   189.2007446   62.2454224   3.37   17.6       7.465   8.11       2.578    1.684    0.027    2.092    0.045    2.156    0.294    4.354    0.339    -1.0    23.83   10.5    -99   -99      9.094     -99     1         
  8848   189.2055969   62.245533    5.69   0.762      7.783   2.014      2.582    -0.115   0.026    0.406    0.044    -0.528   0.292    -0.719   0.336    -1.0    -99.0   11.65   -99   -99      7.785     -99     1         
  8872   189.3825989   62.2452621   2.84   9.893      6.828   4.364      2.581    1.774    0.038    1.97     0.065    2.02     0.399    1.032    0.454    -1.0    23.73   10.42   -99   -99      4.235     -99     1         
  8891   189.079895    62.244812    3.0    29.02      6.772   8.813      2.51     10.64    0.04     12.74    0.064    15.21    0.413    17.35    0.471    3.127   21.91   11.22   1     72       0.2783    6713    1         
  8932   189.3896637   62.2444878   2.51   44.63      6.602   5.359      2.579    5.013    0.039    6.682    0.065    6.245    0.402    5.081    0.46     -1.0    23.35   10.85   -99   -99      10.56     -99     1         
  8944   189.3672333   62.244503    2.51   32.78      8.36    1.205      2.6      11.28    0.039    11.21    0.065    13.45    0.401    12.0     0.46     2.548   22.01   10.82   1     34       0.2424    31752   1         
  9029   189.3175201   62.2437363   2.94   5.741      7.865   4.995      2.514    1.857    0.033    2.141    0.06     2.52     0.363    3.092    0.435    -1.0    24.39   10.13   -99   -99      3.285     -99     1         
  9187   189.4641418   62.241909    2.85   -0.553     14.18   -0.335     2.847    0.548    0.04     0.76     0.075    1.501    0.435    0.678    0.526    -1.0    24.47   10.1    -99   -99      14.52     -99     1         
  9197   189.1919556   62.2420616   5.13   -0.553     12.36   3.903      2.555    0.308    0.027    0.134    0.045    -0.363   0.296    0.713    0.342    -1.0    25.7    10.97   -99   -99      11.06     -99     1         
  9218   189.3675385   62.2417336   3.48   10.28      7.742   0.8262     2.588    1.444    0.037    1.512    0.065    0.233    0.404    1.59     0.462    -1.0    24.03   10.17   -99   -99      5.557     -99     1         
  9253   189.2909851   62.2415161   3.27   8.379      6.842   -0.2598    2.498    2.63     0.03     2.874    0.051    2.158    0.318    3.656    0.376    -1.0    23.15   10.33   -99   -99      6.251     -99     1         
  9303   189.09729     62.2409019   3.21   0.738      6.846   0.3374     2.46     1.153    0.039    1.367    0.061    0.791    0.408    1.657    0.469    -1.0    24.04   10.22   -99   -99      4.717     -99     1         
  9425   189.2382355   62.2392578   2.84   3.24       6.44    -0.2705    2.489    1.995    0.027    2.022    0.044    1.925    0.289    2.249    0.33     -1.0    24.29   10.3    -99   -99      4.956     -99     1         
  9441   189.1906586   62.2393837   3.22   1.279      8.052   0.3389     2.519    2.273    0.027    2.346    0.046    2.451    0.297    2.674    0.342    -1.0    23.1    10.42   -99   -99      8.038     -99     1         
  9445   189.3669281   62.2393417   3.68   2.324      12.68   5.726      2.58     2.458    0.038    3.262    0.065    5.589    0.406    6.377    0.463    -1.0    24.17   10.61   -99   -99      4.344     -99     1         
  9458   189.348465    62.2392159   3.41   3.492      6.988   -0.2619    2.564    1.702    0.037    1.963    0.066    2.561    0.398    2.07     0.473    -1.0    23.75   10.16   -99   -99      5.079     -99     1         
  9516   189.1396027   62.2383385   3.23   7.518      5.739   209.8      29.5     3.425    0.034    4.403    0.054    4.772    0.363    7.316    0.413    3.413   23.29   10.93   1     34       0.0824    11524   1         
  9533   189.2056885   62.2382507   3.39   17.6       8.241   2.362      2.56     1.569    0.026    2.114    0.045    2.645    0.29     4.139    0.335    -1.0    24.34   11.03   -99   -99      3.327     -99     1         
  9606   188.9986725   62.2374382   5.3    3.418      6.859   -0.2941    2.647    1.269    0.042    0.413    0.065    0.017    0.453    2.637    0.525    -1.0    24.59   10.87   -99   -99      6.756     -99     1         
  9658   189.3323059   62.2370148   3.23   2.631      4.832   2.391      2.528    4.709    0.035    5.19     0.061    4.997    0.368    5.315    0.442    -1.0    22.58   10.79   -99   -99      13.38     -99     1         
  9670   189.2330475   62.2367706   3.97   1.313      5.275   2.881      2.531    3.599    0.027    3.508    0.045    3.761    0.29     4.488    0.331    4.085   22.91   10.65   1     72       0.08564   20202   1         
  9693   189.4150238   62.2364998   2.73   15.85      4.793   0.3591     2.64     1.637    0.036    1.783    0.065    2.47     0.413    1.486    0.462    -1.0    23.83   9.998   -99   -99      10.86     -99     1         
  9731   189.3143005   62.2363853   5.25   1.862      4.825   1.015      2.454    0.984    0.031    0.974    0.054    0.587    0.337    0.721    0.401    -1.0    25.16   10.59   -99   -99      6.03      -99     1         
  9740   189.2232819   62.2361641   3.23   6.542      4.903   1.033      2.479    1.195    0.026    1.195    0.044    0.899    0.29     0.786    0.327    3.196   23.46   10.16   1     34       0.01373   19267   1         
  9989   188.9932709   62.2335663   4.14   8.297      7.01    0.07686    2.633    3.025    0.042    3.192    0.066    2.315    0.447    3.803    0.526    -1.0    23.36   10.74   -99   -99      4.547     -99     1         
  9999   189.2776794   62.2333527   3.01   18.99      6.047   1.87       2.455    3.568    0.028    4.067    0.048    4.094    0.303    4.796    0.35     2.926   23.09   10.4    1     34       0.01373   24346   1         
  10088  189.2806702   62.2314262   3.25   3.722      6.848   3.091      2.426    2.043    0.028    2.099    0.047    1.64     0.302    2.243    0.352    -1.0    23.26   10.25   -99   -99      3.604     -99     1         
  10101  189.1762695   62.2322159   2.58   19.17      10.21   2.53       2.458    2.73     0.029    3.258    0.048    4.006    0.315    3.73     0.362    -1.0    23.7    10.22   -99   -99      2.61      -99     1         
  10198  189.3674164   62.2313461   2.72   11.11      7.832   0.8728     2.576    2.031    0.036    2.278    0.065    1.643    0.4      1.616    0.472    -1.0    23.84   10.2    -99   -99      6.706     -99     1         
  10239  188.9876709   62.2303886   2.55   28.22      6.671   2.589      2.644    4.864    0.043    5.179    0.065    4.552    0.447    4.936    0.526    -1.0    22.49   10.61   -99   -99      6.361     -99     1         
  10244  189.1065674   62.2306137   2.95   2.071      5.345   3.004      2.471    2.674    0.038    2.546    0.061    2.537    0.41     1.371    0.473    2.932   23.47   10.11   1     34       0.05809   8814    1         
  10247  189.1478424   62.2305336   4.45   16.47      6.379   2.248      2.472    2.045    0.034    1.219    0.055    0.931    0.368    0.755    0.425    3.665   23.83   10.42   1     72       0.2424    12268   1         
  10249  189.2896271   62.2305641   3.32   15.4       6.129   1.476      2.44     3.852    0.029    4.917    0.049    6.82     0.309    7.036    0.357    -1.0    23.16   10.54   -99   -99      10.44     -99     1         
  10280  189.2778015   62.2301979   3.34   3.492      4.907   1.252      2.458    2.243    0.028    2.321    0.047    2.616    0.301    1.783    0.35     -1.0    23.27   10.2    -99   -99      7.127     -99     1         
  10300  189.2132416   62.2302322   2.62   0.5509     6.264   1.049      2.379    1.385    0.026    1.128    0.044    1.033    0.289    1.138    0.332    3.163   24.04   10.07   1     34       0.06571   18229   1         
  10384  189.2001953   62.2293282   4.12   -0.553     11.79   0.6511     2.424    1.288    0.027    1.037    0.044    0.942    0.294    1.02     0.336    -1.0    24.62   10.32   -99   -99      7.132     -99     1         
  10541  189.3563995   62.2275391   3.82   7.298      7.359   2.413      2.528    2.01     0.036    2.306    0.065    1.624    0.374    2.95     0.473    -1.0    23.57   10.51   -99   -99      5.746     -99     1         
  10572  189.1502533   62.227417    2.96   12.01      7.907   1.684      2.457    5.311    0.035    5.164    0.056    7.232    0.373    7.124    0.43     -1.0    22.85   10.48   -99   -99      3.839     -99     1         
  10578  189.2963867   62.2273293   2.55   -0.553     4.994   2.25       2.452    5.43     0.029    5.966    0.049    7.114    0.309    5.651    0.359    -1.0    22.75   10.89   -99   -99      4.508     -99     1         
  10640  189.4340057   62.2263908   2.7    41.03      6.292   4.246      2.622    6.704    0.039    7.353    0.073    8.072    0.422    6.871    0.51     -1.0    22.19   10.7    -99   -99      3.65      -99     1         
  10641  189.4349213   62.2254257   3.0    13.34      8.488   7.555      2.633    6.205    0.04     6.462    0.074    6.661    0.429    7.168    0.516    2.931   22.12   10.83   -1    72       0.1532    36166   1         
  10667  189.0548248   62.2257271   4.13   -0.553     10.85   0.2464     2.553    1.988    0.038    1.215    0.062    0.673    0.417    1.004    0.502    -1.0    25.03   10.63   -99   -99      3.02      -99     1         
  10703  189.3489685   62.2256775   3.14   -0.1941    11.3    5.733      2.564    5.256    0.033    5.447    0.057    5.914    0.334    6.52     0.412    -1.0    22.57   10.88   -99   -99      1.343     -99     1         
  10813  189.1300049   62.2248077   2.96   9.702      6.839   -0.2589    2.466    3.243    0.038    3.504    0.061    4.236    0.408    3.476    0.463    -1.0    23.05   10.4    -99   -99      10.32     -99     1         
  10839  189.348587    62.2247391   3.15   5.917      6.45    -0.2688    2.536    2.27     0.034    2.195    0.06     1.783    0.356    2.581    0.436    -1.0    24.09   10.13   -99   -99      3.134     -99     1         
  10861  189.1412048   62.2242241   2.69   27.43      7.218   2.191      2.432    2.987    0.037    3.551    0.06     4.441    0.397    3.588    0.454    -1.0    23.7    10.45   -99   -99      7.581     -99     1         
  10964  189.0239105   62.2229843   3.82   -0.553     4.418   2.266      2.601    1.009    0.039    1.296    0.063    1.622    0.43     2.274    0.512    -1.0    24.72   11.08   -99   -99      8.569     -99     1         
  10992  189.3862762   62.2229729   2.54   39.53      5.227   2.607      2.585    4.484    0.038    4.556    0.066    4.94     0.405    3.721    0.474    -1.0    22.73   10.33   3     72       0.1033    33308   1         
  11020  189.2347412   62.2226372   3.04   -0.553     5.764   -0.2604    2.425    2.517    0.027    2.912    0.046    2.876    0.295    3.42     0.342    -1.0    24.12   10.63   -99   -99      8.382     -99     1         
  11079  189.0400848   62.2219048   2.66   10.28      7.384   -0.2835    2.549    2.232    0.039    2.27     0.062    2.147    0.429    2.065    0.508    -1.0    23.73   10.18   -99   -99      4.277     -99     1         
  11179  189.1085052   62.2209854   2.89   -0.553     8.077   0.4902     2.458    1.362    0.037    1.423    0.06     1.566    0.409    1.421    0.467    -1.0    23.96   10.02   -99   -99      6.771     -99     1         
  11221  189.053421    62.2203712   2.52   -0.553     4.842   2.148      2.513    1.032    0.038    1.027    0.063    1.041    0.426    0.911    0.504    -1.0    24.21   9.918   -99   -99      9.285     -99     1         
  11305  189.3848114   62.2196541   2.88   -0.553     6.887   3.267      2.541    1.237    0.037    1.353    0.067    0.274    0.394    1.309    0.483    2.939   22.84   10.13   1     34       0.134     33191   1         
  11359  189.3826294   62.2189522   2.81   28.48      6.467   3.921      2.637    3.977    0.037    4.364    0.067    5.066    0.389    4.523    0.482    -1.0    22.47   10.42   2     72       0.3032    33032   1         
  11372  189.1378479   62.2187843   2.55   -0.553     6.547   -0.1496    2.4      1.67     0.036    2.014    0.059    1.503    0.396    2.106    0.451    -1.0    23.93   10.5    -99   -99      7.687     -99     1         
  11378  189.3130646   62.2187424   2.67   20.29      8.74    7.249      2.463    2.507    0.029    2.744    0.049    4.189    0.313    3.647    0.363    -1.0    23.93   10.04   -99   -99      9.139     -99     1         
  11403  189.0941315   62.2183609   2.72   18.45      5.715   2.113      2.468    5.658    0.038    6.299    0.062    7.371    0.405    7.174    0.478    2.981   22.65   10.92   1     34       0.08628   7832    1         
  11434  189.2654419   62.2183075   3.27   1.213      5.362   2.104      2.412    0.163    0.026    0.092    0.046    -0.276   0.303    -0.16    0.346    -1.0    25.45   10.12   -99   -99      10.72     -99     1         
  11502  189.2879333   62.2173996   5.61   -0.553     6.476   3.158      2.44     0.895    0.027    1.066    0.047    0.948    0.304    1.182    0.348    -1.0    26.16   12.14   -99   -99      4.356     -99     1         
  11530  188.9549866   62.2165375   2.54   -0.06217   7.645   -0.3254    2.674    2.998    0.043    3.223    0.066    3.955    0.45     2.859    0.524    -1.0    23.34   10.89   -99   -99      6.252     -99     1         
  11586  189.0145416   62.2161903   2.54   3.722      6.028   2.893      2.647    1.983    0.039    1.944    0.064    1.897    0.432    1.995    0.515    -1.0    23.59   10.05   -99   -99      3.435     -99     1         
  11656  189.4311981   62.215519    2.92   17.43      7.72    0.9348     2.632    3.596    0.041    4.127    0.085    4.01     0.447    6.039    0.599    -1.0    22.75   10.76   -99   -99      4.99      -99     1         
  11665  189.1992035   62.215435    2.98   34.04      6.857   4.943      2.45     5.423    0.031    6.176    0.05     5.924    0.32     6.448    0.377    2.932   23.07   10.54   -1    81       0.591     16929   1         
  11688  189.3753662   62.2153358   3.04   -0.26      6.713   6.862      2.608    6.323    0.036    6.062    0.066    6.062    0.37     5.12     0.473    -1.0    21.99   10.76   -99   -99      5.753     -99     1         
  11699  189.2978516   62.2149773   2.63   5.799      5.192   -0.01408   2.446    2.897    0.028    2.809    0.047    3.029    0.304    2.673    0.35     -1.0    23.31   10.27   -99   -99      3.836     -99     1         
  11793  189.2757416   62.2141647   3.84   22.51      5.807   5.302      2.433    3.405    0.028    3.244    0.047    3.892    0.304    5.073    0.347    -1.0    23.96   10.36   -99   -99      6.855     -99     1         
  11849  188.9519501   62.2132645   2.79   15.11      7.735   2.231      2.664    3.873    0.04     4.159    0.065    4.628    0.445    4.816    0.525    -1.0    22.52   10.54   -99   -99      5.002     -99     1         
