# _id    _ra           _de          zp_X   f24        df24    radio      eradio   _fch1    _dfch1   _fch2    _dfch2   _fch3    _dfch3   _fch4    _dfch4   spezX   KtotX   MassX   zq    source   distz     idz     goodArea  
# 
  11912  188.9923706   62.2126007   2.54   23.38      5.399   3.625      2.583    3.576    0.039    4.089    0.064    5.041    0.435    4.188    0.514    -1.0    23.2    10.39   -99   -99      2.827     -99     1         
  11940  188.9515839   62.212265    2.81   59.55      8.856   6.548      2.684    4.13     0.04     5.213    0.066    6.399    0.445    5.652    0.524    -1.0    23.16   11.17   -99   -99      3.61      -99     1         
  11966  189.2975006   62.2122002   3.02   141.0      10.04   8.778      2.471    8.635    0.031    12.16    0.049    19.84    0.306    19.48    0.35     -1.0    22.63   11.49   -99   -99      7.193     -99     1         
  12055  189.3604279   62.2114029   2.58   9.24       5.257   1.437      2.52     2.108    0.031    2.075    0.056    1.754    0.338    0.898    0.411    -1.0    23.37   10.03   -99   -99      8.309     -99     1         
  12119  189.4052277   62.2102356   3.55   24.5       6.794   6.516      2.583    5.283    0.039    6.594    0.078    8.179    0.429    7.076    0.555    -1.0    23.7    11.61   -99   -99      8.349     -99     1         
  12235  189.3886719   62.2094002   2.51   0.1697     8.683   1.065      2.571    2.203    0.036    2.214    0.07     2.124    0.388    2.126    0.507    2.548   22.99   10.09   1     34       0.07511   33473   1         
  12263  188.982605    62.2091179   3.79   0.6029     6.057   1.261      2.609    2.183    0.039    2.208    0.064    3.475    0.436    4.875    0.517    -1.0    25.97   10.67   -99   -99      4.186     -99     1         
  12360  189.3862      62.2080421   3.33   0.1435     7.136   0.224      2.584    1.05     0.036    1.041    0.069    0.992    0.381    1.06     0.501    -1.0    22.97   10.14   -99   -99      4.355     -99     1         
  12388  189.412674    62.2076454   2.94   13.73      8.402   12.33      2.559    3.006    0.042    3.667    0.085    3.978    0.462    5.05     0.614    -1.0    22.52   10.77   -99   -99      5.847     -99     1         
  12389  189.4234161   62.2077446   3.25   9.989      8.056   3.855      2.682    5.216    0.046    4.209    0.094    5.005    0.5      7.615    0.677    -1.0    23.41   10.52   -99   -99      6.701     -99     1         
  12461  189.0065765   62.2069016   3.46   6.477      7.349   1.631      2.587    1.484    0.039    1.536    0.063    2.337    0.435    2.423    0.518    -1.0    23.8    10.2    -99   -99      9.462     -99     1         
  12468  189.2782745   62.2067986   2.66   24.5       10.29   4.746      2.459    5.709    0.029    6.455    0.048    8.419    0.305    7.671    0.349    -1.0    23.27   10.72   -99   -99      1.671     -99     1         
  12478  189.0543365   62.2066612   2.55   58.46      4.945   4.984      2.538    5.468    0.04     7.207    0.064    9.811    0.43     9.734    0.508    -1.0    23.14   11.07   -99   -99      4.315     -99     1         
  12493  189.4146271   62.2067146   3.47   7.444      8.049   8.342      2.635    2.618    0.043    3.277    0.088    3.295    0.48     5.597    0.633    -1.0    22.66   11.24   -99   -99      9.818     -99     1         
  12499  189.0570374   62.2066269   2.97   -0.553     12.75   -0.2763    2.542    2.416    0.038    2.65     0.064    3.292    0.434    3.583    0.509    -1.0    23.33   10.42   -99   -99      2.421     -99     1         
  12558  189.3860474   62.2058907   2.83   15.85      7.041   1.62       2.565    4.369    0.036    4.401    0.069    3.705    0.378    3.683    0.496    -1.0    22.68   10.52   -99   -99      7.409     -99     1         
  12575  189.2492065   62.2052536   5.35   -0.553     7.653   -0.2556    2.454    2.137    0.028    2.91     0.047    3.294    0.306    3.002    0.354    5.34    24.15   10.66   -1    81       0.231     21766   1         
  12625  189.1304932   62.2051239   3.39   3.205      8.893   10.36      2.442    2.456    0.036    3.236    0.058    3.334    0.385    4.287    0.453    -1.0    23.31   10.55   -99   -99      6.214     -99     1         
  12633  189.3129883   62.204628    2.64   67.83      11.58   15.8       2.488    9.869    0.029    12.15    0.047    16.03    0.291    13.81    0.331    -1.0    22.4    11.06   -99   -99      2.419     -99     1         
  12663  189.4197083   62.204586    2.71   7.821      6.931   7.422      2.647    7.298    0.048    8.319    0.099    7.646    0.538    7.105    0.721    -1.0    22.17   10.92   -99   -99      6.385     -99     1         
  12733  189.3029633   62.2038841   2.95   6.099      12.21   1.794      2.444    2.802    0.028    2.925    0.047    3.274    0.305    3.346    0.349    -1.0    23.5    10.33   -99   -99      2.209     -99     1         
  12804  189.1335449   62.2031059   3.3    -0.553     5.599   5.473      2.505    1.577    0.035    1.52     0.058    1.548    0.383    0.719    0.458    -1.0    23.46   10.24   -99   -99      11.81     -99     1         
  12926  189.2920532   62.2015839   2.67   0.5923     11.39   -0.2736    2.459    2.489    0.028    2.441    0.047    2.35     0.304    1.806    0.347    2.638   23.46   10.21   1     72       0.1889    25545   1         
  12938  189.0029449   62.2012482   2.53   11.01      4.78    5.445      2.615    2.753    0.042    3.023    0.064    3.741    0.435    1.924    0.517    -1.0    23.44   10.31   -99   -99      7.042     -99     1         
  12940  189.1720123   62.2007751   3.18   3.036      8.79    0.4456     2.495    2.842    0.036    2.914    0.06     2.691    0.39     5.028    0.461    3.214   22.84   10.11   1     34       0.3268    14503   1         
  12959  189.0803528   62.2014427   2.85   -0.553     6.34    0.5637     2.496    0.307    0.038    0.311    0.061    0.531    0.427    -1.384   0.496    -1.0    24.6    10.11   -99   -99      6.291     -99     1         
  13044  188.9983978   62.2000237   3.07   7.226      4.803   4.53       2.606    3.625    0.039    3.077    0.064    2.802    0.433    2.495    0.515    2.974   23.14   10.24   1     34       0.1688    1971    1         
  13091  189.1302032   62.1997147   2.7    0.8114     7.329   2.021      2.48     1.469    0.035    1.704    0.059    1.408    0.391    0.671    0.473    -1.0    23.72   10.15   -99   -99      10.39     -99     1         
  13108  189.2042999   62.1997337   3.19   6.876      6.553   1.153      2.529    1.71     0.033    1.62     0.056    1.545    0.362    1.519    0.437    -1.0    23.87   10.28   -99   -99      4.576     -99     1         
  13129  189.1609802   62.1995697   2.54   -0.553     8.381   0.5021     2.458    0.814    0.035    0.889    0.06     0.607    0.391    -0.84    0.463    2.577   24.17   10.08   1     72       0.1025    13464   1         
  13130  189.2343597   62.1995621   2.51   9.608      8.486   1.38       2.391    2.593    0.03     3.044    0.051    4.448    0.323    4.706    0.38     -1.0    24.22   9.908   -99   -99      4.07      -99     1         
  13194  189.087204    62.1986656   2.51   1.907      6.291   0.6597     2.486    1.497    0.038    1.432    0.062    2.151    0.423    0.942    0.494    -1.0    24.06   10.1    -99   -99      8.766     -99     1         
  13315  189.186142    62.1973534   4.52   2.047      5.955   17.67      2.794    2.365    0.037    1.937    0.061    2.783    0.399    2.272    0.47     4.58    23.79   10.45   -1    10       0.1532    15762   1         
  13338  189.1718292   62.1972656   4.09   2.194      8.616   0.03261    2.485    0.449    0.035    0.323    0.059    0.038    0.396    -0.698   0.466    -1.0    25.03   10.35   -99   -99      7.774     -99     1         
  13490  189.2289581   62.1954727   3.03   6.808      4.542   0.7498     2.609    2.162    0.031    2.429    0.053    3.443    0.335    2.648    0.403    2.973   23.55   10.27   1     34       0.1031    19795   1         
  13561  189.0406952   62.1942368   2.6    8.714      6.621   0.5454     2.56     5.19     0.039    4.488    0.064    3.272    0.431    3.237    0.506    2.701   23.28   10.04   1     34       0.5031    4099    1         
  13581  189.1200867   62.1944695   2.79   18.99      13.7    3.615      2.471    3.707    0.036    4.377    0.061    5.528    0.398    5.232    0.472    -1.0    23.11   10.81   -99   -99      4.56      -99     1         
  13592  189.3874817   62.1944809   3.46   32.48      6.414   1.91       2.583    1.938    0.037    1.956    0.072    2.533    0.418    2.687    0.543    -1.0    23.78   10.84   -99   -99      8.42      -99     1         
  13599  189.0839691   62.194416    3.1    3.965      4.977   1.908      2.522    0.558    0.037    0.548    0.06     1.055    0.421    0.313    0.493    -1.0    24.88   10.42   -99   -99      4.678     -99     1         
  13603  189.2373199   62.1944389   3.07   5.626      5.682   -0.02433   2.578    1.792    0.03     1.969    0.051    1.985    0.326    3.155    0.392    -1.0    23.87   10.18   -99   -99      6.003     -99     1         
  13643  189.0597076   62.1933327   2.94   -0.553     5.484   2.223      2.53     0.779    0.038    0.662    0.063    0.222    0.43     0.381    0.498    -1.0    24.3    10.11   -99   -99      7.026     -99     1         
  13675  189.1219177   62.1932526   2.84   7.821      14.64   0.2089     2.482    7.174    0.036    7.669    0.061    8.388    0.392    7.14     0.472    -1.0    22.09   10.87   -99   -99      5.943     -99     1         
  13718  189.1991577   62.1930161   3.42   2.271      6.694   -0.2183    2.933    1.907    0.036    1.898    0.061    1.981    0.394    2.047    0.47     3.494   23.76   10.23   2     72       0.4137    16872   1         
  13753  189.202301    62.1926155   3.8    -0.553     7.56    5.094      2.882    1.464    0.036    1.549    0.062    0.977    0.386    1.118    0.469    -1.0    24.15   10.37   -99   -99      5.873     -99     1         
  13792  189.2220612   62.1920967   4.7    16.94      5.58    16.08      2.452    3.601    0.033    4.311    0.056    5.784    0.355    6.375    0.432    -1.0    24.36   11.75   3     72       0.7046    19150   1         
  13850  189.1147919   62.1916389   3.03   0.2467     14.17   3.099      2.478    2.133    0.036    2.169    0.061    2.117    0.401    2.834    0.489    2.917   23.46   10.16   1     34       0.09949   9510    1         
  13862  189.1094208   62.1915169   3.07   7.593      7.869   3.441      2.459    1.54     0.036    1.469    0.061    0.845    0.406    1.356    0.492    -1.0    23.7    10.09   -99   -99      4.701     -99     1         
  13890  189.024704    62.1912613   3.07   3.722      7.478   5.849      2.888    5.021    0.041    4.488    0.064    5.45     0.433    5.224    0.51     -1.0    23.61   10.39   -99   -99      3.091     -99     1         
  13998  189.1814423   62.1892662   3.71   12.01      9.851   5.177      3.462    3.316    0.037    3.797    0.06     4.043    0.404    3.703    0.471    -1.0    23.04   10.57   -99   -99      4.52      -99     1         
  14144  189.0314941   62.1880569   2.6    14.41      7.512   2.327      2.704    1.697    0.039    1.995    0.063    2.717    0.435    1.209    0.508    -1.0    24.03   10.16   -99   -99      10.36     -99     1         
  14198  189.1064911   62.1875763   4.07   -0.1012    9.989   -0.1059    2.502    0.292    0.038    0.225    0.062    -0.022   0.405    -0.284   0.498    -1.0    24.84   10.32   -99   -99      7.953     -99     1         
  14221  189.3309784   62.1872063   2.56   108.8      7.338   5.144      2.495    9.242    0.032    10.84    0.051    13.28    0.318    12.97    0.363    2.457   21.99   10.84   1     34       0.1061    28873   1         
  14228  189.0370483   62.1870232   2.8    32.18      7.414   1.231      2.664    3.472    0.039    4.24     0.062    5.606    0.432    6.385    0.505    -1.0    23.42   10.75   -99   -99      6.225     -99     1         
  14330  189.2060394   62.1860199   2.92   14.69      6.102   5.649      2.592    3.173    0.038    3.289    0.062    4.1      0.398    2.963    0.475    -1.0    23.49   10.4    -99   -99      3.542     -99     1         
  14356  189.0757599   62.185009    2.96   0.482      6.156   -0.2973    2.472    1.435    0.037    1.52     0.061    1.852    0.418    1.643    0.492    -1.0    23.97   10.08   -99   -99      6.684     -99     1         
  14359  189.1883698   62.1853256   4.18   8.379      6.408   3.309      2.733    2.908    0.037    3.038    0.061    3.849    0.406    4.748    0.473    -1.0    24.25   10.86   -99   -99      1.456     -99     1         
  14442  189.2682343   62.1846657   3.22   7.518      7.96    -0.2795    2.436    1.277    0.028    1.448    0.05     1.375    0.315    1.764    0.377    -1.0    24.62   10.44   -99   -99      6.078     -99     1         
  14452  189.3093109   62.1843719   3.49   2.169      7.107   2.373      2.534    1.924    0.028    2.085    0.048    1.643    0.309    2.419    0.355    -1.0    23.43   10.39   -99   -99      6.961     -99     1         
  14517  189.1001587   62.1836319   3.07   0.3823     10.35   0.8881     2.489    1.91     0.038    2.502    0.061    2.121    0.404    3.001    0.498    -1.0    23.23   10.36   -99   -99      8.761     -99     1         
  14518  189.1076813   62.183567    3.56   3.762      8.071   2.627      2.516    1.513    0.037    1.427    0.062    1.412    0.403    0.922    0.507    -1.0    25.26   10.7    -99   -99      4.588     -99     1         
  14531  189.1024475   62.1834984   4.08   7.518      9.351   1.561      2.528    1.072    0.038    1.194    0.061    0.294    0.399    1.853    0.499    -1.0    24.91   11.09   -99   -99      4.942     -99     1         
  14563  189.1953125   62.1831207   3.38   8.461      6.876   -0.3015    2.361    2.411    0.037    2.169    0.061    1.524    0.402    1.298    0.474    -1.0    23.31   10.31   -99   -99      6.645     -99     1         
  14596  189.2037201   62.1827698   2.52   6.348      5.605   -0.1467    2.62     3.079    0.037    3.759    0.063    5.015    0.401    3.759    0.479    -1.0    23.25   10.64   -99   -99      6.794     -99     1         
  14699  189.1986847   62.1814384   3.06   2.516      9.735   0.2586     2.436    2.726    0.037    2.836    0.061    2.125    0.401    1.632    0.475    2.943   23.38   10.12   1     34       0.03757   16848   1         
  14809  189.1465149   62.1801071   2.89   3.722      6.028   2.984      2.446    1.126    0.037    1.456    0.06     0.524    0.411    2.286    0.495    -1.0    24.09   10.04   -99   -99      5.508     -99     1         
  14816  189.059494    62.1801796   5.45   0.3239     7.015   2.782      2.565    0.811    0.038    1.055    0.06     1.072    0.415    1.493    0.493    -1.0    25.88   10.59   -99   -99      16.39     -99     1         
  14822  189.2965393   62.1797333   2.99   14.27      5.99    5.9        2.522    4.735    0.029    4.899    0.049    4.561    0.311    4.342    0.364    -1.0    23.03   10.5    -99   -99      1.561     -99     1         
  14843  188.9925995   62.1795769   4.71   -0.553     10.41   1.147      2.623    0.147    0.039    0.241    0.064    -0.369   0.442    0.588    0.522    -1.0    26.05   10.8    -99   -99      5.035     -99     1         
  14887  189.1796265   62.1791306   3.49   -0.553     5.258   6.349      2.578    1.213    0.036    1.591    0.06     2.986    0.404    1.156    0.483    -1.0    23.69   10.21   -99   -99      11.99     -99     1         
  14899  189.15448     62.1789055   3.17   11.22      7.113   1.093      2.428    2.174    0.037    2.624    0.061    2.765    0.409    3.599    0.494    3.241   24.14   10.67   1     34       0.9246    12813   1         
  14923  189.1449585   62.1788025   2.94   16.78      9.561   1.454      2.429    3.588    0.038    3.995    0.063    3.268    0.413    3.312    0.502    -1.0    23.53   10.19   -99   -99      4.735     -99     1         
  14926  189.2370148   62.1788101   2.86   8.629      6.088   11.14      2.498    3.041    0.034    3.248    0.059    3.487    0.367    3.484    0.455    -1.0    23.7    10.36   -99   -99      6.604     -99     1         
  14962  189.1623535   62.1782379   3.67   3.644      6.511   6.689      2.398    3.501    0.038    4.075    0.062    4.764    0.407    6.834    0.5      -1.0    23.46   11.09   -99   -99      11.0      -99     1         
  14973  189.1800079   62.1781197   2.63   2.66       5.545   2.794      2.604    2.79     0.036    3.183    0.061    3.13     0.402    3.309    0.484    -1.0    23.47   10.79   -99   -99      9.403     -99     1         
  15054  189.1861267   62.1759758   3.33   6.348      6.143   2.254      2.487    6.293    0.038    6.77     0.061    6.899    0.402    8.113    0.484    -1.0    22.47   10.73   -99   -99      1.535     -99     1         
  15161  189.2794495   62.175705    3.61   0.09404    7.812   1.648      2.477    3.003    0.03     3.478    0.051    4.017    0.322    4.099    0.386    -1.0    23.3    10.69   -99   -99      3.939     -99     1         
  15171  189.1098938   62.1751938   3.07   5.741      6.614   1.286      2.569    4.563    0.038    5.749    0.064    6.62     0.411    6.472    0.515    -1.0    23.0    11.1    -99   -99      9.057     -99     1         
  15212  189.0132599   62.1748085   2.92   0.5818     12.04   0.4825     2.716    2.647    0.039    3.085    0.062    4.586    0.439    4.006    0.503    -1.0    23.77   10.4    -99   -99      5.982     -99     1         
  15285  189.3292236   62.173893    3.64   25.69      7.164   0.9103     2.505    2.925    0.033    2.412    0.056    3.497    0.365    4.628    0.421    4.134   24.06   10.73   1     72       0.3137    28731   1         
  15349  189.0758057   62.1727486   5.6    4.049      6.002   5.429      2.492    1.229    0.037    1.601    0.062    1.693    0.402    1.814    0.511    -1.0    24.33   10.68   -99   -99      7.935     -99     1         
  15361  189.3324585   62.1716232   3.01   5.626      8.31    -0.2997    2.515    4.14     0.035    3.853    0.061    3.612    0.396    4.77     0.455    0.677   22.58   10.58   1     72       0.5347    29060   1         
  15439  189.1767273   62.1715469   3.12   -0.553     7.916   -0.2488    2.448    0.522    0.037    0.503    0.062    1.462    0.41     0.123    0.5      -1.0    24.71   10.09   -99   -99      13.44     -99     1         
  15588  189.0987396   62.1692047   2.67   139.7      8.673   5.623      2.507    8.413    0.039    10.33    0.064    12.95    0.419    10.71    0.52     -1.0    22.68   11.41   -99   -99      6.494     -99     1         
  15661  189.2657928   62.1683731   3.57   1.118      5.81    6.033      2.5      2.167    0.032    2.048    0.058    1.426    0.355    2.318    0.446    -1.0    23.91   10.41   -99   -99      3.35      -99     1         
  15708  189.1850128   62.1676826   3.86   12.97      6.194   5.805      2.451    2.686    0.039    3.332    0.063    3.354    0.412    4.503    0.498    0.935   23.59   10.89   1     72       0.5219    15627   1         
  15719  189.0776672   62.1675949   3.11   -0.4353    8.78    -0.2929    2.513    1.655    0.038    2.568    0.062    2.86     0.411    3.564    0.514    -1.0    23.88   10.17   -99   -99      3.604     -99     1         
  15836  189.1116638   62.165802    2.88   0.6029     9.658   -0.2849    2.495    2.421    0.038    2.198    0.064    2.993    0.426    1.9      0.533    -1.0    23.69   10.09   -99   -99      3.628     -99     1         
  15858  189.2918549   62.165638    3.07   14.0       5.395   0.7254     2.481    1.652    0.032    2.461    0.057    3.807    0.354    4.331    0.435    -1.0    -99.0   10.53   -99   -99      11.83     -99     1         
  15860  189.3260498   62.1658592   3.51   -0.553     11.5    -0.2089    2.456    0.777    0.037    0.767    0.066    1.398    0.427    0.938    0.51     -1.0    23.58   10.29   -99   -99      2.818     -99     1         
  15871  189.2524261   62.1655197   3.42   -0.553     5.135   4.301      2.547    2.049    0.036    2.177    0.063    1.926    0.384    2.97     0.476    -1.0    23.38   10.25   -99   -99      4.722     -99     1         
  15890  189.1139984   62.1651611   2.65   0.04257    10.49   0.07399    2.473    3.06     0.039    3.137    0.064    3.279    0.427    3.01     0.532    -1.0    23.35   10.56   -99   -99      3.755     -99     1         
  16085  189.3211975   62.1621513   2.85   -0.553     8.088   -0.3156    2.458    3.401    0.04     3.892    0.073    3.281    0.449    2.377    0.554    -1.0    23.83   10.99   -99   -99      7.446     -99     1         
  16135  189.1997223   62.1613731   4.76   2.66       4.485   0.2722     2.484    3.042    0.042    3.316    0.062    2.984    0.411    1.986    0.496    5.186   23.54   10.78   -1    81       0.4603    16954   1         
  16159  189.0583954   62.1608047   4.23   -0.553     6.708   -0.2728    2.65     3.995    0.037    3.21     0.062    2.025    0.41     2.929    0.518    -1.0    23.91   10.81   -99   -99      7.28      -99     1         
  16189  189.1826782   62.1604271   2.97   17.1       5.194   8.793      2.545    3.58     0.039    4.817    0.062    5.221    0.417    7.698    0.503    -1.0    23.7    10.74   -99   -99      5.696     -99     1         
  16241  189.3105469   62.1595421   3.1    1.512      9.958   2.36       2.48     1.786    0.039    1.95     0.073    2.512    0.439    2.762    0.559    -1.0    24.7    10.11   -99   -99      6.546     -99     1         
  16242  189.329422    62.159687    4.35   8.545      8.418   1.569      2.525    0.822    0.049    1.294    0.092    3.029    0.569    0.382    0.704    -1.0    25.41   11.08   -99   -99      9.805     -99     1         
  16278  189.3132172   62.1591949   2.89   14.27      7.969   1.582      2.469    7.25     0.042    8.691    0.076    12.07    0.454    13.23    0.573    -1.0    22.74   11.37   -99   -99      2.887     -99     1         
  16395  189.1723938   62.1571007   5.48   -0.553     10.75   1.547      2.447    0.809    0.037    1.502    0.061    1.702    0.419    2.82     0.506    -1.0    26.09   11.26   -99   -99      7.114     -99     1         
  16425  189.1956177   62.1568604   4.35   -0.553     4.484   2.423      2.549    2.39     0.04     2.139    0.062    2.085    0.41     4.118    0.505    -1.0    23.77   10.7    -99   -99      5.652     -99     1         
  16452  189.0579376   62.1562996   3.74   -0.553     5.101   2.064      2.679    1.163    0.037    1.398    0.062    1.854    0.408    1.014    0.521    -1.0    23.6    10.48   -99   -99      9.558     -99     1         
  16609  189.2973785   62.1540604   3.46   -0.553     5.199   6.544      2.513    1.601    0.043    2.003    0.081    1.985    0.473    2.235    0.616    -1.0    23.89   10.54   -99   -99      6.764     -99     1         
  16616  189.2181702   62.1533432   3.14   16.94      8.5     7.735      2.595    1.548    0.037    1.616    0.062    1.349    0.408    0.674    0.497    -1.0    23.89   10.16   -99   -99      3.912     -99     1         
  16643  189.1252747   62.1532402   3.02   8.973      5.943   3.376      2.545    1.777    0.039    1.988    0.064    0.946    0.43     1.063    0.535    -1.0    23.98   10.15   -99   -99      10.37     -99     1         
  16760  189.2036743   62.1515427   2.98   10.09      5.336   1.829      2.573    1.915    0.037    1.914    0.062    1.789    0.415    0.99     0.509    -1.0    23.4    10.2    -99   -99      13.23     -99     1         
  16764  189.0900726   62.1512222   2.78   13.34      5.215   1.955      2.744    2.205    0.038    2.382    0.064    1.705    0.429    2.168    0.536    -1.0    24.24   10.71   -99   -99      6.836     -99     1         
  16798  189.1771851   62.1507034   5.36   -0.553     12.82   -0.1744    2.505    1.204    0.039    1.199    0.073    0.786    0.428    1.548    0.527    -1.0    26.17   10.71   -99   -99      4.656     -99     1         
  16812  189.1921692   62.1506157   3.23   14.41      7.042   4.424      2.551    1.816    0.038    1.798    0.063    2.733    0.422    1.18     0.516    -1.0    23.66   10.23   -99   -99      7.724     -99     1         
  16820  189.1694641   62.150486    2.58   -0.553     9.21    0.1467     2.542    2.069    0.044    2.144    0.064    2.508    0.431    1.62     0.532    -1.0    23.51   10.11   -99   -99      6.584     -99     1         
  16853  189.2390747   62.1500664   3.13   12.84      4.61    3.021      2.524    2.79     0.038    3.029    0.064    3.15     0.418    3.334    0.503    -1.0    23.12   10.36   -99   -99      10.22     -99     1         
  16873  189.2046356   62.149437    2.52   9.422      5.691   0.5064     2.567    2.78     0.038    3.05     0.063    3.057    0.417    2.492    0.508    -1.0    23.4    10.69   -99   -99      15.25     -99     1         
  16955  189.1216736   62.1482391   3.07   -0.553     6.103   0.736      2.549    0.796    0.038    0.703    0.064    0.972    0.43     0.421    0.536    -1.0    24.73   10.49   -99   -99      5.392     -99     1         
  16956  189.2707214   62.1483994   5.42   -0.553     6.452   4.284      2.575    0.131    0.044    0.158    0.078    0.366    0.496    0.313    0.607    -1.0    -99.0   11.01   -99   -99      11.83     -99     1         
  16990  189.1474762   62.1475182   3.13   -0.553     8.499   0.3331     2.566    1.348    0.039    1.412    0.063    1.696    0.429    1.306    0.532    -1.0    24.18   10.73   -99   -99      3.311     -99     1         
  17033  189.0977783   62.1465454   3.22   8.135      7.553   -0.07066   2.62     1.907    0.039    2.226    0.065    0.488    0.428    1.393    0.537    -1.0    23.28   10.4    -99   -99      7.622     -99     1         
  17045  189.1587219   62.1464386   2.72   4.266      7.319   1.611      2.549    1.452    0.039    1.359    0.064    1.312    0.433    0.702    0.532    -1.0    23.79   9.978   -99   -99      8.049     -99     1         
  17203  189.2198334   62.1434555   5.27   -0.553     7.674   -0.2655    2.559    2.12     0.037    1.995    0.065    2.355    0.421    2.415    0.529    -1.0    24.46   11.02   -99   -99      9.547     -99     1         
  17393  189.2070465   62.1395493   3.22   26.42      14.19   15.5       2.506    4.403    0.039    6.371    0.066    7.547    0.433    10.08    0.543    -1.0    23.12   11.08   -99   -99      3.207     -99     1         
  17455  189.1934509   62.1383667   2.79   3.801      10.23   1.764      2.535    2.63     0.037    3.097    0.067    3.741    0.434    2.726    0.54     -1.0    23.26   10.74   -99   -99      6.079     -99     1         
  17527  189.2164154   62.1367416   3.08   16.78      13.64   1.013      2.555    4.801    0.04     5.638    0.069    6.393    0.445    5.501    0.562    -1.0    22.66   10.65   -99   -99      9.082     -99     1         
  17558  189.2030182   62.1362114   4.82   -0.553     11.47   1.113      2.548    0.829    0.038    0.567    0.068    0.846    0.437    0.449    0.556    -1.0    24.31   10.5    -99   -99      8.95      -99     1         
  17614  189.1487427   62.1341209   4.44   0.163      7.367   -0.3084    2.53     3.31     0.039    3.253    0.065    1.174    0.433    1.51     0.54     -1.0    24.69   10.71   -99   -99      6.568     -99     1         
  17619  189.215332    62.134819    2.96   1.028      15.34   -0.2939    2.542    2.043    0.039    1.874    0.07     1.085    0.455    0.973    0.577    -1.0    23.39   10.06   -99   -99      6.725     -99     1         
  17628  189.1327972   62.1345253   2.94   -0.553     7.377   0.9299     2.557    1.87     0.039    3.874    0.064    -1.052   0.432    1.225    0.537    -1.0    23.59   10.34   -99   -99      6.668     -99     1         
  17694  189.1505585   62.1337204   4.1    -0.06217   10.76   1.79       2.569    2.011    0.039    1.919    0.065    1.601    0.432    1.365    0.543    -1.0    24.96   10.34   -99   -99      5.344     -99     1         
  17837  189.1958466   62.1305504   3.07   6.222      8.274   0.6354     2.592    0.273    0.04     0.246    0.068    -0.624   0.447    -0.054   0.568    -1.0    23.59   10.25   -99   -99      6.138     -99     1         
  17874  189.1451874   62.129818    4.08   23.16      5.649   9.857      2.635    3.492    0.039    1.953    0.064    3.275    0.434    2.501    0.539    -1.0    23.83   10.44   3     72       0.02568   12011   1         
  17885  189.2168732   62.1296654   2.55   10.09      11.63   -0.2921    2.574    5.763    0.043    6.778    0.076    8.683    0.492    4.759    0.647    -1.0    22.63   10.98   -99   -99      6.893     -99     1         
  17899  189.1634064   62.1292648   3.0    7.084      5.228   0.7302     2.58     2.942    0.039    3.038    0.065    3.145    0.435    2.569    0.548    -1.0    23.08   10.35   -99   -99      7.694     -99     1         
  17910  189.2107849   62.1287384   4.91   19.17      14.85   1.944      2.611    8.434    0.043    9.655    0.078    16.5     0.483    5.506    0.632    -1.0    21.04   11.97   -99   -99      3.383     -99     1         
  17919  189.1985168   62.1291466   2.92   -0.553     5.304   2.386      2.6      0.543    0.039    0.518    0.07     -0.006   0.454    0.692    0.586    -1.0    -99.0   10.16   -99   -99      7.293     -99     1         
  17978  189.2268524   62.1266136   2.89   -0.553     6.124   1.059      2.596    31.57    0.068    21.78    0.091    32.99    0.557    20.75    0.771    -1.0    -99.0   11.14   -99   -99      9.323     -99     1         
  17979  189.2248383   62.1257591   3.37   -0.553     9.016   4.154      2.586    82.39    0.083    50.96    0.095    28.22    0.556    30.55    0.787    -1.0    -99.0   12.04   -99   -99      8.993     -99     1         
  18030  189.1694946   62.1268082   2.86   4.539      5.78    -0.07697   2.601    1.449    0.039    0.972    0.066    0.887    0.439    0.135    0.553    -1.0    24.27   10.07   -99   -99      8.384     -99     1         
  18049  189.239151    62.1260681   2.93   1.103      14.72   -0.0603    2.489    1.332    0.053    1.122    0.109    -0.622   0.621    0.74     0.905    -1.0    23.38   10.49   -99   -99      12.75     -99     1         
  18128  189.2605133   62.1245537   2.58   -0.553     8.607   0.7385     2.617    0.879    0.092    -0.856   0.243    0.254    1.09     2.288    2.343    -1.0    24.72   10.72   -99   -99      24.68     -99     1         
  18190  189.1850739   62.1229172   4.09   -0.4966    6.775   4.032      2.577    2.017    0.04     1.877    0.07     1.436    0.457    1.788    0.601    -1.0    23.55   10.39   -99   -99      10.34     -99     1         
  18236  189.1922455   62.1218681   2.75   0.9849     7.932   0.5778     2.599    1.441    0.042    1.275    0.074    1.452    0.479    0.844    0.638    -1.0    23.88   10.11   -99   -99      12.42     -99     1         
  18258  189.1959381   62.1213264   4.24   -0.553     8.543   2.9        2.613    1.351    0.043    1.036    0.078    0.671    0.491    2.173    0.667    -1.0    24.03   10.49   -99   -99      9.041     -99     1         
  18274  189.2189941   62.1212349   2.67   -0.553     11.62   3.82       2.623    24.14    0.055    13.54    0.099    16.28    0.587    12.01    0.865    -1.0    20.76   11.52   -99   -99      6.411     -99     1         
  18313  189.2373505   62.1195641   3.16   -0.553     16.14   -0.3377    2.511    0.51     0.067    0.537    0.151    0.55     0.817    1.637    1.509    -1.0    23.82   10.46   -99   -99      22.97     -99     1         
  18318  189.1473694   62.1199722   2.9    2.12       11.87   6.236      2.677    9.789    0.041    6.563    0.066    11.26    0.44     9.711    0.553    -1.0    22.73   10.6    -99   -99      3.258     -99     1         
