#        cooFIR         snrFIR             id         snr100         snr160         snr250         snr350         snr500         snr1160
#
              1        5.69146           3393        2.58483        1.98243        3.96379        2.46368            -99            -99
              0         4.3655           3401       0.929986        4.10896         1.1442            -99            -99            -99
              1        9.70233           3403        3.98814        6.45677        4.16244        4.18894        1.29114            -99
              0        1.41694           3413    3.10451e-05        1.41694            -99            -99            -99            -99
              1        14.5501           3417        11.0495        8.64207        3.11179        2.29028            -99            -99
              0       0.787553           3429       0.785025      0.0630555            -99            -99            -99            -99
              0        1.26937           3441    4.51845e-05        1.26937            -99            -99            -99            -99
              0        3.47679           3442        1.41081        3.08214       0.773342            -99            -99            -99
              0        2.22526           3444        1.47383        1.66722            -99            -99            -99            -99
              0       0.857597           3452       0.420422    1.86799e-05            -99            -99            -99       0.747475
              1        10.1818           3455        1.77934        7.56926          5.717        2.79094            -99        1.65412
              0         2.2918           3460        1.43693        1.78537            -99            -99            -99            -99
              0         2.7106           3463        1.55163        2.22256            -99            -99            -99            -99
              1        5.89848           3484        4.44842        3.87345              0            -99            -99            -99
              0        1.68835           3487         1.4111       0.927001            -99            -99            -99            -99
              0        2.18492           3492        1.18503        1.83564            -99            -99            -99            -99
              0      0.0665188           3500      0.0665188            -99            -99            -99            -99            -99
              1        9.40399           3526        3.92727         7.6606        3.78418      0.0816277            -99            -99
              0        2.08228           3527        1.86154       0.933032            -99            -99            -99            -99
              1        15.6631           3532        3.63526        6.93907        8.40701        8.34457        4.81795         4.5215
              0        2.27717           3535    5.64468e-05        2.27255            -99    1.40338e-07            -99       0.144953
              1        6.29257           3560        4.35936         3.9325        2.26447            -99            -99            -99
              0        2.08211           3568        2.08211    9.35546e-06            -99            -99            -99            -99
              0        2.10516           3570       0.855372        1.92355            -99            -99            -99            -99
              1        28.9937           3572         24.413        14.4194        5.71548        2.01302            -99            -99
              0         2.0157           3584       0.251112              2            -99            -99            -99            -99
              0    5.52951e-05           3587    4.99337e-05    2.37524e-05            -99            -99            -99            -99
              0         1.6772           3588         1.6772    2.05121e-05            -99            -99            -99            -99
              0       0.779891           3595       0.760153       0.174349            -99            -99            -99            -99
              0        1.19839           3620        1.19839              0            -99            -99            -99            -99
              0        4.52679           3626        3.02692        3.32435       0.527549            -99            -99            -99
              1        12.4478           3627        5.65506        7.38246        6.89281        3.53164        2.91257            -99
              0        4.51852           3638        3.06305        3.32115      0.0684533            -99            -99            -99
              0        3.06364           3648        2.02236        2.30129            -99            -99            -99            -99
              0        1.27004           3651    4.50628e-05        1.27004            -99            -99            -99            -99
              0        3.68324           3652        1.64096         3.2975    1.72064e-07            -99            -99            -99
              0        1.67343           3654       0.857491       0.749495        0.68066       0.765678            -99       0.673627
              1        13.4154           3658        6.43855        10.5279        4.86216        2.01025            -99            -99
              0       0.338845           3661            -99            -99            -99            -99       0.338845    2.82643e-10
              1        29.4372           3668        16.9393        22.0792        7.79588        5.59846    4.06225e-08    1.53127e-10
              0         1.2702           3676         1.2702    2.77915e-05    3.04748e-07            -99            -99            -99
              0        1.17392           3677    5.64256e-05        1.17392            -99            -99            -99            -99
              1        13.3599           3679        12.0038        5.42289        2.23385            -99            -99            -99
              0         1.5198           3680       0.665415        1.36638            -99            -99            -99            -99
              0        2.95944           3686        2.91691       0.499927            -99            -99            -99            -99
              0        0.71403           3696       0.683774        0.20565            -99            -99            -99            -99
              0        2.27244           3699       0.709075        2.15898            -99            -99            -99            -99
              0        2.46909           3703        2.14306        1.22626            -99            -99            -99            -99
              0        2.57198           3704        2.12316        1.45165            -99            -99            -99            -99
              0        2.11767           3709        1.87341       0.987357            -99            -99            -99            -99
              1        5.85461           3712        1.86196        4.76818        2.84149            -99            -99            -99
              1        13.4978           3718        9.10934        5.07131        6.71806         3.8368        3.42922        1.37123
              0       0.532391           3721       0.532391            -99            -99            -99            -99            -99
              0       0.281138           3739       0.278551      0.0380494            -99            -99            -99            -99
              1        19.8974           3742        16.3265          9.924        5.33627        1.54527            -99            -99
              1        11.2485           3758        5.58002         6.7961        4.73619        4.57865        2.08893        1.20211
              0       0.193597           3760       0.193597            -99            -99            -99            -99            -99
              0        2.27764           3763        1.86783         1.3034            -99            -99            -99            -99
              0       0.443981           3769    4.33007e-05       0.443981            -99            -99            -99            -99
              0         4.6403           3775        3.49351        3.01581       0.482407            -99            -99            -99
              0       0.546268           3780      0.0323754    2.47134e-05            -99     2.4048e-07            -99       0.545308
              0        2.04605           3781        2.04605              0            -99            -99            -99            -99
              1        5.08178           3792        4.36244        1.93178        1.74982            -99            -99            -99
              0          3.683           3793        2.94603    2.28777e-05        2.21029            -99            -99            -99
              0       0.210397           3806       0.210397     1.0464e-05            -99            -99            -99            -99
              0        2.79835           3807        2.78544       0.268551            -99            -99            -99            -99
              0        2.09752           3811        1.33742        1.61583            -99            -99            -99            -99
              0        2.47493           3812        2.39015       0.642222            -99            -99            -99            -99
              1        15.5752           3813        11.6295        10.2172        1.71797            -99            -99            -99
              0        3.93187           3817       0.901789        2.60677        2.80198            -99            -99            -99
              1        12.3218           3821        4.57286        7.58796        6.92924        4.47846        2.29528    3.01956e-10
              0        2.26376           3823        2.15891       0.680982            -99            -99            -99            -99
              1         7.3371           3827        3.79242        3.30069        2.14516        3.20007        3.65038       0.623359
              1        5.72894           3836        4.22134        3.87312              0            -99            -99            -99
              0        3.10985           3849         1.6397        2.64245            -99            -99            -99            -99
              1        71.5343           3870        65.9056          22.74        14.9658         5.6849       0.451267            -99
              0         1.8888           3880      0.0436761         1.8883            -99            -99            -99            -99
              0       0.101319           3882       0.101319            -99            -99            -99            -99            -99
              1        10.3704           3883        5.71348        7.93033        3.28958        1.09099            -99            -99
              1         7.7978           3887        6.19751        4.55516        1.28335            -99            -99            -99
              1         6.0478           3888        2.37849        5.33423         1.5699            -99            -99            -99
              0        2.17646           3894        2.12834        0.45513            -99            -99            -99            -99
              0        1.56437           3901       0.726748        1.38532            -99            -99            -99            -99
              0       0.906657           3902    5.70455e-05       0.906657            -99            -99            -99            -99
              0        1.24754           3913        1.24754            -99            -99            -99            -99            -99
              1        27.7347           3914        15.9101        14.4283        14.1382         10.365       0.765749            -99
              0       0.562128           3917       0.562128            -99            -99            -99            -99            -99
              0      0.0190306           3920      0.0190306            -99            -99            -99            -99            -99
              0       0.135052           3928       0.135052    1.84891e-05            -99            -99            -99            -99
              0        4.18931           3935        1.57081         3.8825       0.095558            -99            -99            -99
              0        1.33099           3940        1.05142       0.816119            -99            -99            -99            -99
              0       0.428599           3941       0.427039      0.0365295            -99            -99            -99            -99
              0        2.34593           3952       0.312042        2.32509            -99            -99            -99            -99
              0      0.0912806           3954      0.0912806              0            -99            -99            -99            -99
              0         3.1817           3955       0.799301        3.04566        0.45638            -99            -99            -99
              0        2.13317           3966        1.67795        1.31715            -99            -99            -99            -99
              0        4.84196           3969        1.95049        4.08701        1.71363            -99            -99            -99
              0        4.56372           3978        4.28526        1.56976            -99            -99            -99            -99
              1         9.2361           3981          7.998        4.38596        1.44938            -99            -99            -99
              1        7.38609           3991        7.07993         2.1045            -99            -99            -99            -99
              0        1.65051           3996        1.64987      0.0459537            -99            -99            -99            -99
              0        3.36485           4004        1.77406        2.12643       0.930632       0.683274       0.627256        1.38811
              0    4.24824e-05           4012    4.24824e-05            -99            -99            -99            -99            -99
              1         9.9115           4022        5.61609        8.07486        1.22234            -99            -99            -99
              0        3.18608           4032        2.83275         1.4583            -99            -99            -99            -99
              0        2.26471           4043        2.26471            -99            -99            -99            -99            -99
              0        0.62446           4046        0.62446            -99            -99            -99            -99            -99
              0        4.48773           4048        3.29762        3.04391    1.28155e-07            -99            -99            -99
              1        10.0262           4050        7.51542        4.98207        4.16763        1.36109            -99            -99
              0        1.51361           4056        1.51361    2.08683e-05            -99            -99            -99            -99
              0        1.60104           4057        1.01678        1.23672            -99            -99            -99            -99
              0        3.42523           4068        2.77032        2.01434            -99            -99            -99            -99
              0    2.05265e-05           4077              0    2.05265e-05            -99            -99            -99            -99
              0        2.11924           4079        1.91212       0.913758            -99            -99            -99            -99
              1        7.35702           4083        1.94319        2.24306        5.76636        3.01501        1.72546            -99
              1         27.375           4108        19.3807        18.6529        4.44735        2.46424            -99            -99
              0        1.12087           4110        1.00385       0.498637            -99            -99            -99            -99
              0       0.634278           4111        0.54555       0.323547            -99            -99            -99            -99
              0        3.82531           4116        1.19293        2.72579        2.40416            -99            -99            -99
              1        12.8857           4145        10.0888        7.16348        3.58832       0.259739            -99            -99
              0        2.25357           4149       0.543338        2.18709            -99            -99            -99            -99
              0        3.96281           4189        3.90963       0.647081            -99            -99            -99            -99
              1        7.35692           4203        3.14958        4.96439        3.73555        2.36748            -99            -99
              1        27.7692           4211        20.6089        16.0652        9.29981        1.34939            -99            -99
              0        2.54773           4214       0.588075        2.47893            -99            -99            -99            -99
              0         1.9938           4215    5.39012e-05        1.03536            -99            -99            -99         1.7039
              0        3.48624           4222        1.93332         1.5542        1.66059        1.80085            -99            -99
              1        6.86949           4226        3.40573        4.31452        4.00809       0.954501            -99            -99
              1        19.5599           4235        13.3546        12.7295        6.12429        2.16706            -99            -99
              0        2.63573           4239         2.3038        1.28047            -99            -99            -99            -99
              0        2.60937           4247        2.54466       0.577539            -99            -99            -99            -99
              0        1.62586           4254        1.16673        1.13233            -99            -99            -99            -99
              1        10.6888           4255         9.3813        5.01931        1.02408            -99            -99            -99
              0        1.51231           4260        1.51231            -99            -99            -99            -99            -99
              0         4.9243           4266        2.64616        2.16877       0.701677        2.95956            -99        1.81429
              1        11.1527           4267        8.00355          7.667        1.24176            -99            -99            -99
              1        12.1598           4268        9.16256        6.84963        4.11097       0.301352            -99            -99
              1        8.82633           4270        4.55989        5.61519        4.10875        2.94946            -99    3.31002e-10
              0       0.263145           4290       0.263145    1.54641e-05            -99            -99            -99            -99
              0       0.896589           4297       0.830357       0.338199            -99            -99            -99            -99
              1        8.20404           4308        3.71809         5.0127        4.99553        1.84376            -99            -99
              0       0.516493           4309       0.352296       0.377694            -99            -99            -99            -99
              1        17.8109           4312        5.79285        8.67587        12.8889        5.27663        2.41972        2.92887
              1        23.1441           4314        16.4143        14.5756        6.84408        2.63207            -99            -99
              1        9.28168           4320        3.16774        3.93615        7.05965        3.27232       0.273789            -99
              0        3.87647           4321        3.19702        2.19228            -99            -99            -99            -99
              0         1.3288           4322        1.26831       0.396328            -99            -99            -99            -99
              0        2.71541           4325       0.348821        2.69291    2.98512e-07            -99            -99            -99
              0        3.10901           4344        3.04172       0.643334            -99            -99            -99            -99
              0      0.0279185           4362    5.04523e-05      0.0279185            -99            -99            -99            -99
              0        2.61588           4363        2.48654        0.81239            -99            -99            -99            -99
              0       0.904016           4367       0.530731       0.731826            -99            -99            -99            -99
              0        3.25366           4371        2.96975        1.32923            -99            -99            -99            -99
              0        4.08012           4379        3.89241        1.22335            -99            -99            -99            -99
              0        0.56643           4389       0.389217       0.411525            -99            -99            -99            -99
              0        1.74403           4404        1.74403            -99            -99            -99            -99            -99
              0        2.53873           4419        2.47158       0.580048            -99            -99            -99            -99
              0         1.2549           4432       0.624533        1.08846            -99            -99            -99            -99
              0        1.06349           4442       0.605435        0.87433            -99            -99            -99            -99
              1        13.1613           4449        6.41402         5.0976        3.91748        2.58881        8.48871        3.46251
              0        1.73997           4451        1.64889       0.555573            -99            -99            -99            -99
              1        10.1544           4456        6.00145         5.5648        5.35235        2.73475            -99    2.84836e-10
              0         3.7214           4469        3.40589        1.49958            -99            -99            -99            -99
              0    4.90236e-05           4474    4.69451e-05    1.41233e-05            -99            -99            -99            -99
              0        1.76383           4480        1.60117       0.739831            -99            -99            -99            -99
              1        37.0861           4486        25.3471        24.5265        11.4236       0.925876            -99            -99
              1        6.81277           4499        5.87211        3.21269        1.26916            -99            -99            -99
              1        13.6299           4500        1.40079        3.26429        8.14069         8.0117        5.20975        3.94415
              0        1.57325           4503    3.81266e-05        1.57325            -99            -99            -99            -99
              0       0.817616           4504       0.817616    1.34372e-05            -99            -99            -99            -99
              0    5.32322e-05           4520    4.98345e-05    1.87133e-05            -99            -99            -99            -99
              0        3.50273           4528        3.06201        1.70095            -99            -99            -99            -99
              0        3.70895           4531        3.70895              0            -99            -99            -99            -99
              0        2.62472           4537        2.56419       0.560396            -99            -99            -99            -99
              0        1.67188           4542        1.67188            -99            -99            -99            -99            -99
              0          2.346           4546        1.59164        1.72349            -99            -99            -99            -99
              0       0.517572           4550    3.32597e-05    1.95336e-05            -99            -99            -99       0.517572
              0       0.573458           4558       0.394509       0.416193            -99            -99            -99            -99
              0        1.84645           4563        1.65135       0.826093            -99            -99            -99            -99
              0        3.08481           4564        1.12428        2.87263            -99            -99            -99            -99
              0        1.50676           4575        1.50514      0.0698406            -99            -99            -99            -99
              1         13.416           4580         6.1587        8.66305         7.4211        3.11191        1.50149            -99
              1        8.69976           4589        6.61873        5.37821        1.71845            -99            -99            -99
              1        14.3452           4592        11.5673        8.11095        2.48893            -99            -99            -99
              0        2.80933           4598        1.98438        1.98861            -99            -99            -99            -99
              0        2.93644           4601        0.33182        1.52386        2.35815       0.714053            -99        0.34591
              0    5.57159e-05           4603    5.57159e-05            -99            -99            -99            -99            -99
              0        2.26382           4612       0.585979        2.18666            -99            -99            -99            -99
              1        27.2191           4625        20.6843        17.1265        4.05229        1.81633            -99            -99
              0        3.13919           4627        2.57275        1.79875            -99            -99            -99            -99
              1        5.90613           4633        1.79845        4.55481        3.25843       0.533181            -99            -99
              1        9.36136           4654        3.66897         4.9077        6.31159        3.00787        1.09754            -99
              1        23.2149           4656        19.4206        10.4147        7.20302        1.19307            -99            -99
              1        27.3982           4663        19.9608        17.3465         6.5183         2.9726            -99            -99
              0        2.41389           4676        1.17353        2.10942            -99            -99            -99            -99
              0        1.70751           4681        1.69794       0.180558            -99            -99            -99            -99
              0        2.89832           4694        2.05134         2.0475            -99            -99            -99            -99
              0        1.56046           4701        1.56046            -99            -99            -99            -99            -99
              0        2.80525           4703      0.0225501        2.80516            -99            -99            -99            -99
              0        3.80923           4707        2.04415        3.14072       0.683805            -99            -99            -99
              1        6.05766           4722        4.26975        3.50154        2.49072            -99            -99            -99
              1        6.48415           4738        4.07267        4.71807        1.78812            -99            -99            -99
              0     0.00140382           4744    5.48035e-05    1.79591e-05     0.00140264            -99            -99            -99
              1        5.13604           4751        3.47974        3.70518        0.73619            -99            -99            -99
              0       0.145001           4759       0.145001            -99            -99            -99            -99            -99
              0        1.96937           4760        1.73842       0.925364            -99            -99            -99            -99
              0        4.25713           4762       0.615231        3.68718       0.817096       0.871494      0.0766617        1.64814
              1        10.5987           4774        4.59211        8.17541        4.70991         1.4915            -99            -99
              1        9.27159           4777        6.68641        6.03858        2.18859            -99            -99            -99
              0        4.37654           4779        3.54167        2.51715        0.52408            -99            -99            -99
              0        3.24916           4787        2.56115         1.9994            -99            -99            -99            -99
              0        4.13999           4789        3.13134        2.70817            -99            -99            -99            -99
              0        1.87394           4793        1.87394    1.47767e-05            -99            -99            -99            -99
              1        88.8043           4799        44.0402        70.2089        27.5816        15.3191        4.19087        2.09562
              0        3.28862           4804        2.65253        1.94399            -99            -99            -99            -99
              0        2.87597           4806     3.7176e-06         2.4043        1.57815            -99            -99            -99
              0     4.5239e-05           4815    4.27962e-05    1.46644e-05            -99            -99            -99            -99
              1        13.3939           4826        3.57773         8.2608        8.33032        4.10466        1.20477        3.26511
              0        1.30638           4828        1.04286       0.786818            -99            -99            -99            -99
              1        12.1347           4832        11.2956        3.58578        2.60796            -99            -99            -99
              0        3.07825           4839        1.19347        2.83748            -99            -99            -99            -99
              1        6.65774           4846        2.44601        4.95202        3.71752    1.10038e-07            -99            -99
              0       0.442293           4847       0.442293    2.13485e-05            -99            -99            -99            -99
              0         2.7931           4849     5.3178e-05         2.7931            -99            -99            -99    2.83056e-10
              0         4.0189           4858        1.52049        3.63317       0.799844            -99            -99            -99
              0         2.9794           4860     5.4329e-05         2.9794            -99            -99            -99            -99
              1        18.9643           4865        13.1076        12.0902        4.54616        3.12803          3.348    2.94077e-10
              0        4.55216           4868        3.85166        2.42629            -99            -99            -99            -99
              0        2.00814           4874        0.43066        1.96142            -99            -99            -99            -99
              0        1.69443           4887        1.47572        0.83268            -99            -99            -99            -99
              1        7.36915           4888        2.72609        4.97912        3.78385        2.78635            -99            -99
              0    5.46048e-05           4891    5.46048e-05            -99            -99            -99            -99            -99
              0        3.35869           4901        2.52852        2.21074            -99            -99            -99            -99
              1        10.4703           4905        7.16135        6.54148        3.04173         2.5099            -99            -99
              0         4.4796           4912        4.10192        1.80029            -99            -99            -99            -99
              0              0           4916              0            -99            -99            -99            -99            -99
              1        7.14295           4917        5.29678        4.01426        2.61756            -99            -99            -99
              0        2.14186           4919        2.14186    1.34867e-05            -99            -99            -99            -99
              1        5.52312           4924        5.50817    9.22013e-06       0.406079            -99            -99            -99
              1        12.3991           4937         6.1827         9.7694        4.42328       0.710859            -99            -99
              0        4.88075           4945        2.11728        3.26697        2.94377            -99            -99            -99
              1        9.05295           4954       0.945497        8.76219        1.55242         1.1405            -99       0.758496
              1        19.5793           4955        12.5046        12.4737         7.6839        3.51385              0            -99
              1         12.615           4974         7.3513        10.0777        1.88082            -99            -99            -99
              1        8.24431           4986        4.99872        6.43545        1.25151            -99            -99            -99
              1        12.1032           4990        2.47714        1.21881        4.72411        7.03544        4.85637        6.59301
              0        2.39796           4991        1.38607        1.95679            -99            -99            -99            -99
              0       0.452414           4993    5.15048e-05       0.452414            -99            -99            -99            -99
              1        5.10161           4995        1.43381        1.45496        2.91037        2.55631        1.75916        1.93754
              0        4.82772           4996        4.73958       0.918295            -99            -99            -99            -99
              0         2.8827           4997        1.57599       0.797391        1.82093        1.36915            -99    3.21995e-10
              0        3.21002           4999        3.08035       0.903139            -99            -99            -99            -99
              0        1.22609           5000       0.292057         1.1908            -99            -99            -99            -99
              1        13.5838           5007         10.812        7.27306        3.46211         1.6544            -99            -99
              0         1.9487           5010        1.81858       0.700141            -99            -99            -99            -99
              1        8.27459           5012        1.69892        4.54128        6.33068        2.20947            -99            -99
              0        1.78665           5016        1.77771       0.178478            -99            -99            -99            -99
              1        108.042           5023        85.1102        65.7633        8.83267        3.75071         3.3875       0.984937
              0        1.17344           5026       0.312123        1.13117            -99            -99            -99            -99
              1        49.6704           5028        39.2003         29.169         8.9084       0.541588            -99            -99
              0        4.53667           5029        4.35907        1.25695            -99            -99            -99            -99
              0        2.17819           5033      0.0937872        2.17617            -99            -99            -99            -99
              0        0.22685           5034        0.22685              0            -99            -99            -99            -99
              0    5.69807e-05           5042    5.69807e-05            -99            -99            -99            -99            -99
              0    6.20008e-05           5050    6.20008e-05            -99            -99            -99            -99            -99
              1        19.0976           5055         11.185        13.4355        7.55458        1.42516            -99            -99
              0        1.38428           5057       0.285999        1.35442            -99            -99            -99            -99
              0        2.21698           5064        2.21698              0            -99            -99            -99            -99
              1        6.72489           5067        4.66216        4.79333       0.628294       0.342924            -99    2.22153e-10
              0       0.541817           5070       0.541817            -99            -99            -99            -99            -99
              1        5.31104           5080       0.817853        5.21669       0.569592            -99            -99            -99
              1        7.58096           5089        5.93699        3.13628        1.95568        2.84525       0.683214            -99
              1        7.05681           5090       0.779446        5.34214        3.88159       0.323127        1.20253        2.00882
              0       0.682196           5095       0.562555       0.385906            -99            -99            -99            -99
              1        12.7043           5097        11.9373        2.85703        3.14518       0.920103            -99            -99
              0        3.79693           5101        3.25017        1.96293            -99            -99            -99            -99
              0        2.88695           5114        2.29561        1.75061            -99            -99            -99            -99
              0        1.19008           5122        1.18997      0.0164562            -99            -99            -99            -99
              0        3.28347           5125        1.74326        2.78248            -99            -99            -99            -99
              0        1.08045           5129      0.0810931         1.0774            -99            -99            -99            -99
              1        11.4274           5133        7.21549        8.72636        1.49929       0.352841            -99            -99
              1        7.83924           5138        3.73124        4.06341        5.11514        2.20352            -99            -99
              0    4.38173e-05           5146    4.38173e-05            -99            -99            -99            -99            -99
              1        16.0356           5147        10.4824          9.575         6.7831         3.0923      0.0794323            -99
              0        4.91576           5148        1.63352        2.89969        2.70971        2.13884            -99        1.08213
              0        2.08744           5155    4.87852e-05        2.08744            -99            -99            -99            -99
              0        2.08858           5156        1.22263    1.52248e-05       0.969368    7.63068e-08            -99        1.38841
              0        3.57735           5162        3.41598        1.06233            -99            -99            -99            -99
              1        18.2027           5168        13.1428        12.4913        1.60434            -99            -99            -99
              1        9.56791           5170        7.10379        6.40934      0.0379628            -99            -99            -99
              0        2.23839           5171    4.39836e-05        2.01354       0.883673    4.97687e-08            -99       0.418541
              1        8.35623           5177        4.85752        5.58729        3.47312         1.5756       0.678555      0.0885456
              0       0.555711           5185    4.93124e-05       0.555711            -99            -99            -99            -99
              1         29.594           5187        25.8772        14.2517        1.75056            -99            -99            -99
              0        4.19899           5205        4.16881       0.502574            -99            -99            -99            -99
              0        1.04501           5206       0.832497       0.631653            -99            -99            -99            -99
              1        10.6342           5211         3.0678        4.27913        6.92524        4.38489        4.26355    3.45948e-10
              1         14.916           5215        7.13915        8.38175        4.87943        6.16209        5.47045        3.09189
              0        1.37814           5218       0.247646         1.3557            -99            -99            -99            -99
              0        2.61106           5225        2.45282       0.895147            -99            -99            -99            -99
              1        12.0695           5238        11.9172        1.79597       0.654054            -99            -99            -99
              0        1.08564           5242        1.08564    1.79371e-05            -99            -99            -99            -99
              0     4.6799e-05           5245    4.47948e-05     1.3549e-05            -99            -99            -99            -99
              0        2.69862           5255        2.69862    1.33881e-05            -99            -99            -99            -99
              1        5.32299           5256        3.30633        3.21359        2.65994            -99            -99            -99
              0       0.959357           5258       0.856874    8.94448e-06            -99            -99            -99       0.431432
              1        6.68663           5265        4.47363        3.03629        3.27406        1.86228        1.13625    1.23909e-10
              1        19.8106           5270        18.5367        6.05293        3.28054        1.20516            -99            -99
              0        3.11108           5273        2.25702        2.14119            -99            -99            -99            -99
              0        2.92956           5293       0.556877        2.87615            -99            -99            -99            -99
              1        5.73519           5296        3.64997        4.37441       0.659306            -99            -99            -99
              0        1.40848           5309        1.40848     1.5417e-05            -99            -99            -99            -99
              1        19.8563           5321        12.3294        11.6531             10        2.54269            -99            -99
              1        67.8281           5325        41.3049        45.9327        26.9872        6.56951        3.64252    3.57623e-10
              0        2.49615           5329        1.45042        2.03152            -99            -99            -99            -99
              1        10.0959           5337        8.09034        5.47693        1.70578        1.41556        0.69926        1.03621
              0        1.23668           5342    4.90714e-05        1.23668            -99            -99            -99            -99
              1        43.7744           5346        39.3757        17.0132        8.73514      0.0262973            -99            -99
              1        9.02195           5347        6.39747        5.25785        3.43191        1.02222            -99            -99
              1        24.6038           5348        13.4247         11.584        14.9199        7.56237        3.33812    3.33908e-10
              0        2.47285           5350       0.576365        2.40475            -99            -99            -99            -99
              1        11.2992           5358        4.79059        6.07003        6.81768        3.78976        2.65222            -99
              0        4.05474           5359        4.05344       0.102415            -99            -99            -99            -99
              0       0.124458           5363       0.124458    2.06887e-05            -99            -99            -99            -99
              0        1.55703           5366       0.610363        1.43241            -99            -99            -99            -99
              0        2.43324           5371       0.812721         2.2935            -99            -99            -99            -99
              0        3.58892           5372      0.0896572        3.23302        1.55561            -99            -99            -99
              0        2.51883           5374        1.27583        2.17181            -99            -99            -99            -99
              1        10.1209           5375        7.31096        5.89956        3.16935        2.03318            -99            -99
              0      0.0156392           5382      0.0156392              0            -99            -99            -99            -99
              1        9.37412           5395        6.73077        5.13943        3.98915       0.493715            -99            -99
