#   coo_zmin    coo_zmax    coo_zcen    coo_zdis         coo_zvol
#
      0.0000      0.0000      0.0000      0.0000               0
      0.0000      0.0080      0.0040      0.0080      0.15400174
      0.0000      0.0160      0.0080      0.0160       1.2257003
      0.0000      0.0240      0.0120      0.0240        4.115414
      0.0000      0.0320      0.0160      0.0320       9.7044595
      0.0000      0.0400      0.0200      0.0400       18.855263
      0.0000      0.0480      0.0240      0.0480       32.410982
      0.0000      0.0560      0.0280      0.0560       51.196122
      0.0000      0.0640      0.0320      0.0640       76.015966
      0.0000      0.0720      0.0360      0.0720        107.6572
      0.0000      0.0800      0.0400      0.0800        146.8869
      0.0000      0.0880      0.0440      0.0880       194.45432
      0.0000      0.0960      0.0480      0.0960       251.08931
      0.0000      0.1040      0.0520      0.1040       317.50274
      0.0000      0.1120      0.0560      0.1120       394.38711
      0.0000      0.1200      0.0600      0.1200       482.41787
      0.0000      0.1280      0.0640      0.1280       582.25011
      0.0000      0.1360      0.0680      0.1360       694.52032
      0.0000      0.1440      0.0720      0.1440       819.84933
      0.0000      0.1520      0.0760      0.1520       958.83732
      0.0000      0.1600      0.0800      0.1600       1112.0697
      0.0000      0.1680      0.0840      0.1680       1280.1112
      0.0000      0.1760      0.0880      0.1760         1463.51
      0.0000      0.1840      0.0920      0.1840       1662.7962
      0.0000      0.1920      0.0960      0.1920       1878.4848
      0.0000      0.2000      0.1000      0.2000       2111.0715
      0.0000      0.2080      0.1040      0.2080       2361.0376
      0.0000      0.2160      0.1080      0.2160       2628.8438
      0.0000      0.2240      0.1120      0.2240       2914.9393
      0.0000      0.2320      0.1160      0.2320       3219.7539
      0.0000      0.2400      0.1200      0.2400       3543.7022
      0.0000      0.2480      0.1240      0.2480       3887.1843
      0.0000      0.2560      0.1280      0.2560       4250.5799
      0.0000      0.2640      0.1320      0.2640       4634.2602
      0.0000      0.2720      0.1360      0.2720       5038.5757
      0.0000      0.2800      0.1400      0.2800       5463.8677
      0.0000      0.2880      0.1440      0.2880       5910.4534
      0.0000      0.2960      0.1480      0.2960       6378.6433
      0.0000      0.3040      0.1520      0.3040       6868.7365
      0.0000      0.3120      0.1560      0.3120       7381.0113
      0.0000      0.3200      0.1600      0.3200       7915.7302
      0.0000      0.3280      0.1640      0.3280       8473.1453
      0.0000      0.3360      0.1680      0.3360       9053.5122
      0.0000      0.3440      0.1720      0.3440        9657.042
      0.0000      0.3520      0.1760      0.3520       10283.953
      0.0000      0.3600      0.1800      0.3600       10934.459
      0.0000      0.3680      0.1840      0.3680       11608.719
      0.0000      0.3760      0.1880      0.3760       12306.944
      0.0000      0.3840      0.1920      0.3840       13029.272
      0.0000      0.3920      0.1960      0.3920       13775.885
      0.0000      0.4000      0.2000      0.4000       14546.922
