#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
         1.6         1.5        1.68        1.59        0.18   7.818e+04
       1.983         1.5         2.5           2           1   4.634e+05
       1.521         1.5       1.661       1.581       0.161   6.974e+04
       1.684         1.5       2.004       1.752       0.504   2.269e+05
       2.484         1.5         2.5           2           1   4.634e+05
       1.997         1.5       2.057       1.778       0.557   2.518e+05
       1.897         1.5         2.5           2           1   4.634e+05
       2.387         1.5         2.5           2           1   4.634e+05
         1.6         1.5         2.5           2           1   4.634e+05
       1.872         1.5       2.152       1.826       0.652   2.968e+05
       1.525         1.5       1.825       1.663       0.325   1.437e+05
        2.29         1.5         2.5           2           1   4.634e+05
        1.96         1.5        2.12        1.81        0.62   2.816e+05
        2.19         1.5        2.19       1.845        0.69   3.149e+05
        2.45         1.5         2.5           2           1   4.634e+05
       1.675         1.5       1.675       1.587       0.175   7.596e+04
        1.87         1.5        2.19       1.845        0.69   3.149e+05
        1.82         1.5        1.96        1.73        0.46   2.062e+05
       1.973         1.5       1.993       1.746       0.493   2.217e+05
        2.33         1.5         2.5           2           1   4.634e+05
        1.58         1.5         1.6        1.55         0.1   4.293e+04
        1.69         1.5        1.69       1.595        0.19   8.264e+04
        2.03         1.5         2.5           2           1   4.634e+05
        2.44         1.5         2.5           2           1   4.634e+05
       2.387         1.5         2.5           2           1   4.634e+05
       1.997         1.5       2.057       1.778       0.557   2.518e+05
       1.998         1.5       2.118       1.809       0.618   2.807e+05
           2         1.5         2.5           2           1   4.634e+05
       2.079         1.5         2.5           2           1   4.634e+05
       1.531         1.5       2.131       1.815       0.631   2.869e+05
       1.968         1.5       2.288       1.894       0.788   3.618e+05
       2.246         1.5         2.5           2           1   4.634e+05
       2.011         1.5         2.5           2           1   4.634e+05
        1.75         1.5        1.75       1.625        0.25   1.096e+05
       1.737         1.5         2.5           2           1   4.634e+05
       2.079         1.5       2.079       1.789       0.579   2.622e+05
       1.599         1.5       1.739       1.619       0.239   1.046e+05
        1.67         1.5         2.5           2           1   4.634e+05
       1.973         1.5       1.993       1.746       0.493   2.217e+05
        2.03         1.5         2.5           2           1   4.634e+05
        1.71         1.5        2.09       1.795        0.59   2.674e+05
        1.98         1.5        1.98        1.74        0.48   2.156e+05
       1.968         1.5       2.288       1.894       0.788   3.618e+05
        1.94         1.5         2.1         1.8         0.6   2.722e+05
       1.998         1.5       2.118       1.809       0.618   2.807e+05
        2.09         1.5        2.09       1.795        0.59   2.674e+05
        2.04         1.5         2.5           2           1   4.634e+05
       2.056         1.5       2.356       1.928       0.856   3.943e+05
       1.675         1.5       1.675       1.587       0.175   7.596e+04
       1.563         1.5       2.003       1.752       0.503   2.264e+05
       2.486         1.5         2.5           2           1   4.634e+05
       2.481         1.5         2.5           2           1   4.634e+05
        2.13         1.5        2.33       1.915        0.83   3.819e+05
       1.609         1.5       1.729       1.615       0.229   1.001e+05
       1.689         1.5       1.949       1.724       0.449   2.011e+05
        2.14         1.5        2.46        1.98        0.96   4.442e+05
        1.87         1.5        2.37       1.935        0.87    4.01e+05
        2.45         1.5         2.5           2           1   4.634e+05
       1.977         1.5       2.417       1.958       0.917   4.236e+05
       1.675         1.5       1.675       1.587       0.175   7.596e+04
       2.486         1.5         2.5           2           1   4.634e+05
        1.59         1.5        1.89       1.695        0.39   1.737e+05
       1.605         1.5         2.5           2           1   4.634e+05
       2.084         1.5         2.5           2           1   4.634e+05
       2.302         1.5         2.5           2           1   4.634e+05
       1.979         1.5         2.5           2           1   4.634e+05
        2.13         1.5        2.33       1.915        0.83   3.819e+05
       2.017         1.5       2.357       1.928       0.857   3.948e+05
        2.33         1.5         2.5           2           1   4.634e+05
        1.99         1.5        2.41       1.955        0.91   4.202e+05
       1.548         1.5       2.488       1.994       0.988   4.577e+05
       1.988         1.5       2.208       1.854       0.708   3.235e+05
       1.526         1.5       1.866       1.683       0.366   1.626e+05
        1.69         1.5        1.69       1.595        0.19   8.264e+04
       2.079         1.5         2.5           2           1   4.634e+05
       1.897         1.5         2.5           2           1   4.634e+05
       1.873         1.5         2.5           2           1   4.634e+05
       2.084         1.5         2.5           2           1   4.634e+05
       1.765         1.5       1.785       1.643       0.285   1.255e+05
       2.295         1.5         2.5           2           1   4.634e+05
       1.675         1.5       1.675       1.587       0.175   7.596e+04
       2.387         1.5         2.5           2           1   4.634e+05
       1.897         1.5         2.5           2           1   4.634e+05
       1.851         1.5         2.5           2           1   4.634e+05
       2.409         1.5         2.5           2           1   4.634e+05
       1.833         1.5         2.5           2           1   4.634e+05
       1.873         1.5       2.033       1.766       0.533   2.405e+05
       2.234         1.5       2.354       1.927       0.854   3.934e+05
       1.996         1.5         2.5           2           1   4.634e+05
       1.711         1.5       1.711       1.606       0.211   9.203e+04
       2.211         1.5         2.5           2           1   4.634e+05
        1.69         1.5        1.69       1.595        0.19   8.264e+04
       2.061         1.5         2.5           2           1   4.634e+05
        1.58         1.5         1.6        1.55         0.1   4.293e+04
       1.563         1.5       2.003       1.752       0.503   2.264e+05
       1.873         1.5         2.5           2           1   4.634e+05
        1.99         1.5        2.41       1.955        0.91   4.202e+05
       2.441         1.5         2.5           2           1   4.634e+05
         1.6         1.5        1.68        1.59        0.18   7.818e+04
       2.081         1.5       2.081        1.79       0.581   2.632e+05
       2.079         1.5       2.079       1.789       0.579   2.622e+05
       2.206         1.5         2.5           2           1   4.634e+05
       2.441         1.5         2.5           2           1   4.634e+05
        1.59         1.5        2.33       1.915        0.83   3.819e+05
       1.873         1.5       2.033       1.766       0.533   2.405e+05
        2.19         1.5        2.19       1.845        0.69   3.149e+05
       2.234         1.5       2.354       1.927       0.854   3.934e+05
       1.873         1.5       2.033       1.766       0.533   2.405e+05
        1.94         1.5        2.08        1.79        0.58   2.627e+05
       2.302         1.5         2.5           2           1   4.634e+05
        1.94         1.5         2.1         1.8         0.6   2.722e+05
       2.205         1.5         2.5           2           1   4.634e+05
       1.609         1.5       1.729       1.615       0.229   1.001e+05
        2.45         1.5         2.5           2           1   4.634e+05
       1.684         1.5       2.004       1.752       0.504   2.269e+05
       1.518         1.5       1.698       1.599       0.198   8.621e+04
       1.983         1.5         2.5           2           1   4.634e+05
        2.01         1.5         2.5           2           1   4.634e+05
       1.737         1.5         2.5           2           1   4.634e+05
       1.973         1.5       2.433       1.966       0.933   4.313e+05
       1.998         1.5       2.118       1.809       0.618   2.807e+05
        2.04         1.5         2.5           2           1   4.634e+05
       1.531         1.5       2.131       1.815       0.631   2.869e+05
        1.71         1.5        2.09       1.795        0.59   2.674e+05
       2.068         1.5         2.5           2           1   4.634e+05
        1.72         1.5        2.18        1.84        0.68   3.102e+05
       2.325         1.5         2.5           2           1   4.634e+05
       2.216         1.5         2.5           2           1   4.634e+05
        2.13         1.5        2.33       1.915        0.83   3.819e+05
       1.996         1.5         2.5           2           1   4.634e+05
        2.41         1.5         2.5           2           1   4.634e+05
        2.08         1.5         2.5           2           1   4.634e+05
        2.33         1.5         2.5           2           1   4.634e+05
        2.32         1.5         2.5           2           1   4.634e+05
        1.59         1.5        2.33       1.915        0.83   3.819e+05
        1.76         1.5         2.5           2           1   4.634e+05
        1.55         1.5        1.91       1.705        0.41    1.83e+05
        2.19         1.5         2.5           2           1   4.634e+05
       2.084         1.5         2.5           2           1   4.634e+05
       2.056         1.5       2.356       1.928       0.856   3.943e+05
       2.387         1.5         2.5           2           1   4.634e+05
       2.295         1.5         2.5           2           1   4.634e+05
       1.609         1.5       1.729       1.615       0.229   1.001e+05
       2.275         1.5       2.335       1.917       0.835   3.843e+05
       2.084         1.5         2.5           2           1   4.634e+05
        2.45         1.5         2.5           2           1   4.634e+05
       1.675         1.5       1.675       1.587       0.175   7.596e+04
       1.599         1.5       1.739       1.619       0.239   1.046e+05
       1.706         1.5       2.406       1.953       0.906   4.183e+05
        1.78         1.5        2.16        1.83        0.66   3.006e+05
        2.45         1.5         2.5           2           1   4.634e+05
       2.246         1.5         2.5           2           1   4.634e+05
       2.046         1.5       2.286       1.893       0.786   3.608e+05
       2.084         1.5         2.5           2           1   4.634e+05
       2.017         1.5       2.357       1.928       0.857   3.948e+05
       2.365         1.5         2.5           2           1   4.634e+05
        2.02         1.5         2.5           2           1   4.634e+05
        2.47         1.5         2.5           2           1   4.634e+05
       1.973         1.5       2.433       1.966       0.933   4.313e+05
