#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
      0.2857           0      0.2857      0.1429      0.2857        5782
      0.1556           0      0.1556      0.0778      0.1556        1028
      0.3758           0         0.4         0.2         0.4   1.455e+04
       0.281           0         0.4         0.2         0.4   1.455e+04
      0.0786           0      0.1386      0.0693      0.1386       735.3
       0.112           0       0.112       0.056       0.112       394.4
       0.295           0       0.315      0.1575       0.315        7582
      0.2069           0      0.3269      0.1635      0.3269        8397
      0.2008           0      0.2608      0.1304      0.2608        4481
       0.051           0       0.071      0.0355       0.071       103.7
      0.2761           0         0.4         0.2         0.4   1.455e+04
      0.2537           0         0.4         0.2         0.4   1.455e+04
      0.3766           0         0.4         0.2         0.4   1.455e+04
       0.051           0       0.071      0.0355       0.071       103.7
      0.1049           0      0.1449     0.07245      0.1449       835.5
      0.1137           0      0.1937     0.09685      0.1937        1928
      0.2712           0         0.4         0.2         0.4   1.455e+04
      0.1892           0      0.3692      0.1846      0.3692   1.171e+04
      0.2533           0      0.3933      0.1967      0.3933    1.39e+04
      0.2761           0         0.4         0.2         0.4   1.455e+04
       0.112           0       0.112       0.056       0.112       394.4
      0.2988           0         0.4         0.2         0.4   1.455e+04
      0.1133           0      0.1933     0.09665      0.1933        1916
       0.286           0         0.4         0.2         0.4   1.455e+04
      0.2986           0         0.4         0.2         0.4   1.455e+04
      0.1389           0      0.2189      0.1095      0.2189        2733
       0.286           0         0.4         0.2         0.4   1.455e+04
       0.136           0       0.216       0.108       0.216        2629
      0.2995           0         0.4         0.2         0.4   1.455e+04
      0.3063           0      0.3063      0.1532      0.3063        7016
      0.2008           0      0.2608      0.1304      0.2608        4481
      0.2017           0      0.3417      0.1709      0.3417        9484
       0.136           0       0.256       0.128       0.256        4251
      0.2024           0      0.3224      0.1612      0.3224        8083
      0.2024           0      0.3224      0.1612      0.3224        8083
      0.2017           0      0.3417      0.1709      0.3417        9484
      0.2754           0      0.3954      0.1977      0.3954    1.41e+04
      0.0786           0      0.1386      0.0693      0.1386       735.3
       0.295           0       0.315      0.1575       0.315        7582
      0.2113           0      0.3713      0.1857      0.3713    1.19e+04
       0.051           0       0.071      0.0355       0.071       103.7
       0.278           0         0.4         0.2         0.4   1.455e+04
      0.2995           0         0.4         0.2         0.4   1.455e+04
      0.2778           0      0.3178      0.1589      0.3178        7769
      0.2995           0         0.4         0.2         0.4   1.455e+04
       0.131           0       0.191      0.0955       0.191        1852
       0.136           0       0.256       0.128       0.256        4251
      0.2542           0      0.3942      0.1971      0.3942   1.399e+04
      0.3063           0      0.3063      0.1532      0.3063        7016
       0.284           0         0.4         0.2         0.4   1.455e+04
      0.3767           0         0.4         0.2         0.4   1.455e+04
      0.2008           0      0.2608      0.1304      0.2608        4481
      0.1137           0      0.1937     0.09685      0.1937        1928
      0.2778           0      0.3178      0.1589      0.3178        7769
      0.1556           0      0.1556      0.0778      0.1556        1028
      0.2069           0      0.3269      0.1635      0.3269        8397
        0.32           0         0.4         0.2         0.4   1.455e+04
      0.1895           0      0.1895     0.09475      0.1895        1811
      0.1133           0      0.1933     0.09665      0.1933        1916
      0.3771           0         0.4         0.2         0.4   1.455e+04
         0.3           0        0.38        0.19        0.38   1.267e+04
      0.2804           0         0.4         0.2         0.4   1.455e+04
      0.2733           0      0.2733      0.1367      0.2733        5108
      0.3767           0         0.4         0.2         0.4   1.455e+04
       0.278           0         0.4         0.2         0.4   1.455e+04
      0.2778           0      0.3178      0.1589      0.3178        7769
