#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
        5.47           4           6           5           2   7.945e+05
        4.82           4           6           5           2   7.945e+05
       4.744           4           6           5           2   7.945e+05
       4.229           4           6           5           2   7.945e+05
       4.051           4       4.451       4.226       0.451   1.942e+05
       4.229           4           6           5           2   7.945e+05
       4.051           4       4.451       4.226       0.451   1.942e+05
       5.551           4           6           5           2   7.945e+05
       4.007           4       5.247       4.623       1.247   5.152e+05
       4.744           4           6           5           2   7.945e+05
       4.229           4           6           5           2   7.945e+05
       4.744           4           6           5           2   7.945e+05
       4.051           4       4.451       4.226       0.451   1.942e+05
