#   coo_zmin    coo_zmax    coo_zcen    coo_zdis         coo_zvol
#
      0.8000      0.8000      0.8000      0.0000               0
      0.8000      0.8140      0.8070      0.0140       3515.8467
      0.8000      0.8280      0.8140      0.0280       7100.2738
      0.8000      0.8420      0.8210      0.0420       10752.469
      0.8000      0.8560      0.8280      0.0560       14471.644
      0.8000      0.8700      0.8350      0.0700       18256.892
      0.8000      0.8840      0.8420      0.0840       22107.421
      0.8000      0.8980      0.8490      0.0980       26022.374
      0.8000      0.9120      0.8560      0.1120       30000.948
      0.8000      0.9260      0.8630      0.1260       34042.007
      0.8000      0.9400      0.8700      0.1400       38144.942
      0.8000      0.9540      0.8770      0.1540       42308.648
      0.8000      0.9680      0.8840      0.1680       46532.406
      0.8000      0.9820      0.8910      0.1820        50815.16
      0.8000      0.9960      0.8980      0.1960       55155.922
      0.8000      1.0100      0.9050      0.2100        59554.18
      0.8000      1.0240      0.9120      0.2240       64008.467
      0.8000      1.0380      0.9190      0.2380       68518.257
      0.8000      1.0520      0.9260      0.2520       73082.486
      0.8000      1.0660      0.9330      0.2660       77700.435
      0.8000      1.0800      0.9400      0.2800       82370.694
      0.8000      1.0940      0.9470      0.2940        87092.63
      0.8000      1.1080      0.9540      0.3080        91865.68
      0.8000      1.1220      0.9610      0.3220       96688.436
      0.8000      1.1360      0.9680      0.3360       101560.11
      0.8000      1.1500      0.9750      0.3500       106480.05
      0.8000      1.1640      0.9820      0.3640       111446.94
      0.8000      1.1780      0.9890      0.3780       116460.19
      0.8000      1.1920      0.9960      0.3920       121518.96
      0.8000      1.2060      1.0030      0.4060        126621.9
      0.8000      1.2200      1.0100      0.4200       131769.06
      0.8000      1.2340      1.0170      0.4340       136958.63
      0.8000      1.2480      1.0240      0.4480       142190.28
      0.8000      1.2620      1.0310      0.4620       147462.87
      0.8000      1.2760      1.0380      0.4760       152775.79
      0.8000      1.2900      1.0450      0.4900       158128.38
      0.8000      1.3040      1.0520      0.5040       163519.29
      0.8000      1.3180      1.0590      0.5180       168947.95
      0.8000      1.3320      1.0660      0.5320       174413.63
      0.8000      1.3460      1.0730      0.5460        179915.5
      0.8000      1.3600      1.0800      0.5600       185452.85
      0.8000      1.3740      1.0870      0.5740       191024.84
      0.8000      1.3880      1.0940      0.5880       196630.48
      0.8000      1.4020      1.1010      0.6020       202269.02
      0.8000      1.4160      1.1080      0.6160       207940.13
      0.8000      1.4300      1.1150      0.6300       213643.05
      0.8000      1.4440      1.1220      0.6440       219376.59
      0.8000      1.4580      1.1290      0.6580       225139.77
      0.8000      1.4720      1.1360      0.6720       230932.93
      0.8000      1.4860      1.1430      0.6860       236754.82
      0.8000      1.5000      1.1500      0.7000       242604.61
