#   coo_zmin    coo_zmax    coo_zcen    coo_zdis         coo_zvol
#
      0.4000      0.4000      0.4000      0.0000               0
      0.4000      0.4080      0.4040      0.0080        772.9201
      0.4000      0.4160      0.4080      0.0160       1570.1661
      0.4000      0.4240      0.4120      0.0240       2391.8729
      0.4000      0.4320      0.4160      0.0320       3238.1697
      0.4000      0.4400      0.4200      0.0400       4109.1782
      0.4000      0.4480      0.4240      0.0480       5004.9673
      0.4000      0.4560      0.4280      0.0560       5925.6814
      0.4000      0.4640      0.4320      0.0640       6871.3609
      0.4000      0.4720      0.4360      0.0720       7842.1086
      0.4000      0.4800      0.4400      0.0800       8837.9939
      0.4000      0.4880      0.4440      0.0880       9859.0583
      0.4000      0.4960      0.4480      0.0960       10905.297
      0.4000      0.5040      0.4520      0.1040       11976.841
      0.4000      0.5120      0.4560      0.1120        13073.68
      0.4000      0.5200      0.4600      0.1200       14195.877
      0.4000      0.5280      0.4640      0.1280       15343.303
      0.4000      0.5360      0.4680      0.1360       16516.185
      0.4000      0.5440      0.4720      0.1440       17714.291
      0.4000      0.5520      0.4760      0.1520       18937.777
      0.4000      0.5600      0.4800      0.1600       20186.568
      0.4000      0.5680      0.4840      0.1680       21460.658
      0.4000      0.5760      0.4880      0.1760       22760.011
      0.4000      0.5840      0.4920      0.1840       24084.563
      0.4000      0.5920      0.4960      0.1920       25434.311
      0.4000      0.6000      0.5000      0.2000       26809.242
      0.4000      0.6080      0.5040      0.2080       28209.178
      0.4000      0.6160      0.5080      0.2160        29634.16
      0.4000      0.6240      0.5120      0.2240       31084.103
      0.4000      0.6320      0.5160      0.2320       32558.935
      0.4000      0.6400      0.5200      0.2400       34058.504
      0.4000      0.6480      0.5240      0.2480       35582.896
      0.4000      0.6560      0.5280      0.2560       37131.915
      0.4000      0.6640      0.5320      0.2640        38705.55
      0.4000      0.6720      0.5360      0.2720       40303.464
      0.4000      0.6800      0.5400      0.2800       41925.812
      0.4000      0.6880      0.5440      0.2880       43572.422
      0.4000      0.6960      0.5480      0.2960       45243.194
      0.4000      0.7040      0.5520      0.3040       46937.924
      0.4000      0.7120      0.5560      0.3120        48656.66
      0.4000      0.7200      0.5600      0.3200       50399.184
      0.4000      0.7280      0.5640      0.3280       52165.426
      0.4000      0.7360      0.5680      0.3360       53955.132
      0.4000      0.7440      0.5720      0.3440       55768.461
      0.4000      0.7520      0.5760      0.3520       57604.971
      0.4000      0.7600      0.5800      0.3600       59464.544
      0.4000      0.7680      0.5840      0.3680       61347.378
      0.4000      0.7760      0.5880      0.3760       63252.868
      0.4000      0.7840      0.5920      0.3840       65181.068
      0.4000      0.7920      0.5960      0.3920       67131.954
      0.4000      0.8000      0.6000      0.4000       69105.431
