#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       1.316         0.8         1.5        1.15         0.7   2.426e+05
      0.8619         0.8       1.022      0.9109      0.2219   6.334e+04
       0.969         0.8       1.309       1.054       0.509   1.655e+05
       1.484         0.8         1.5        1.15         0.7   2.426e+05
      0.8403         0.8      0.8403      0.8202      0.0403   1.031e+04
       0.955         0.8       1.175      0.9875       0.375   1.154e+05
       1.028         0.8       1.348       1.074       0.548   1.807e+05
       1.183         0.8       1.263       1.031       0.463   1.478e+05
       1.246         0.8         1.5        1.15         0.7   2.426e+05
        1.27         0.8         1.5        1.15         0.7   2.426e+05
        0.85         0.8        0.89       0.845        0.09   2.379e+04
       1.153         0.8       1.333       1.067       0.533   1.748e+05
      0.8487         0.8       1.069      0.9344      0.2687    7.86e+04
      0.8785         0.8       1.179      0.9893      0.3785   1.166e+05
        1.26         0.8        1.28        1.04        0.48   1.543e+05
       1.382         0.8         1.5        1.15         0.7   2.426e+05
       1.219         0.8         1.5        1.15         0.7   2.426e+05
       1.109         0.8       1.109      0.9545       0.309   9.221e+04
       0.937         0.8       1.037      0.9185       0.237    6.82e+04
       1.031         0.8       1.491       1.145       0.691   2.388e+05
       0.936         0.8       1.276       1.038       0.476   1.528e+05
      0.9365         0.8       1.036      0.9183      0.2365   6.804e+04
       0.925         0.8       0.925      0.8625       0.125   3.375e+04
       1.382         0.8         1.5        1.15         0.7   2.426e+05
       1.459         0.8         1.5        1.15         0.7   2.426e+05
       1.261         0.8       1.401         1.1       0.601   2.019e+05
      0.8487         0.8       1.069      0.9344      0.2687    7.86e+04
       0.936         0.8       1.116       0.958       0.316   9.462e+04
       1.055         0.8       1.115      0.9575       0.315   9.428e+04
      0.9048         0.8       1.185      0.9924      0.3848   1.189e+05
      0.9419         0.8      0.9419       0.871      0.1419   3.871e+04
        1.14         0.8         1.5        1.15         0.7   2.426e+05
       0.955         0.8       1.175      0.9875       0.375   1.154e+05
      0.8524         0.8      0.8724      0.8362      0.0724   1.892e+04
       0.841         0.8       1.201           1       0.401   1.248e+05
       1.261         0.8       1.401         1.1       0.601   2.019e+05
       1.013         0.8       1.353       1.077       0.553   1.827e+05
       1.266         0.8         1.5        1.15         0.7   2.426e+05
        0.85         0.8        0.89       0.845        0.09   2.379e+04
      0.8579         0.8       1.198       0.999      0.3979   1.237e+05
       1.331         0.8       1.451       1.125       0.651   2.223e+05
      0.9399         0.8         1.5        1.15         0.7   2.426e+05
       0.907         0.8       0.927      0.8635       0.127   3.434e+04
        1.33         0.8        1.33       1.065        0.53   1.736e+05
       1.152         0.8       1.452       1.126       0.652   2.227e+05
        1.02         0.8         1.5        1.15         0.7   2.426e+05
       1.237         0.8         1.5        1.15         0.7   2.426e+05
       1.224         0.8       1.344       1.072       0.544   1.791e+05
       1.029         0.8       1.389       1.095       0.589    1.97e+05
       1.487         0.8         1.5        1.15         0.7   2.426e+05
         0.8         0.8        0.84        0.82        0.04   1.023e+04
       0.955         0.8       1.215       1.007       0.415   1.299e+05
       1.211         0.8         1.5        1.15         0.7   2.426e+05
       1.461         0.8         1.5        1.15         0.7   2.426e+05
       1.261         0.8         1.5        1.15         0.7   2.426e+05
       1.461         0.8         1.5        1.15         0.7   2.426e+05
      0.8408         0.8       1.041      0.9204      0.2408   6.943e+04
       1.145         0.8         1.5        1.15         0.7   2.426e+05
      0.8402         0.8           1      0.9001      0.2002   5.648e+04
       0.917         0.8       1.157      0.9785       0.357    1.09e+05
       1.433         0.8         1.5        1.15         0.7   2.426e+05
      0.8409         0.8         1.5        1.15         0.7   2.426e+05
       1.016         0.8       1.236       1.018       0.436   1.377e+05
      0.9588         0.8       1.319       1.059      0.5188   1.693e+05
       1.214         0.8       1.274       1.037       0.474    1.52e+05
       1.484         0.8         1.5        1.15         0.7   2.426e+05
       1.109         0.8       1.249       1.024       0.449   1.426e+05
        1.14         0.8         1.2           1         0.4   1.244e+05
       0.946         0.8       1.386       1.093       0.586   1.958e+05
       1.145         0.8         1.5        1.15         0.7   2.426e+05
       1.068         0.8       1.068       0.934       0.268   7.837e+04
       1.003         0.8       1.323       1.062       0.523   1.709e+05
       0.963         0.8       1.463       1.131       0.663   2.272e+05
      0.8498         0.8        1.07      0.9349      0.2698   7.897e+04
        1.37         0.8         1.5        1.15         0.7   2.426e+05
       1.016         0.8         1.5        1.15         0.7   2.426e+05
       1.489         0.8         1.5        1.15         0.7   2.426e+05
        1.38         0.8        1.38        1.09        0.58   1.934e+05
       1.224         0.8       1.424       1.112       0.624   2.112e+05
       0.899         0.8       0.899      0.8495       0.099   2.631e+04
       1.109         0.8       1.249       1.024       0.449   1.426e+05
      0.9782         0.8       1.278       1.039      0.4782   1.536e+05
      0.9746         0.8         1.5        1.15         0.7   2.426e+05
       1.278         0.8         1.5        1.15         0.7   2.426e+05
        1.17         0.8         1.5        1.15         0.7   2.426e+05
       0.858         0.8         1.5        1.15         0.7   2.426e+05
      0.8619         0.8       1.022      0.9109      0.2219   6.334e+04
        1.17         0.8         1.5        1.15         0.7   2.426e+05
      0.8403         0.8      0.8403      0.8202      0.0403   1.031e+04
       0.887         0.8       1.027      0.9135       0.227   6.497e+04
       0.851         0.8       1.311       1.055       0.511   1.662e+05
       1.382         0.8         1.5        1.15         0.7   2.426e+05
       1.029         0.8       1.389       1.095       0.589    1.97e+05
       1.242         0.8         1.5        1.15         0.7   2.426e+05
      0.9346         0.8       1.135      0.9673      0.3346   1.011e+05
