#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vbin
#
        2.58         2.5           4        3.25         1.5   6.995e+05
        3.18         2.5           4        3.25         1.5   6.995e+05
       2.914         2.5           4        3.25         1.5   6.995e+05
       3.446         2.5           4        3.25         1.5   6.995e+05
       3.168         2.5           4        3.25         1.5   6.995e+05
       2.954         2.5           4        3.25         1.5   6.995e+05
       2.635         2.5           4        3.25         1.5   6.995e+05
       3.214         2.5           4        3.25         1.5   6.995e+05
       3.214         2.5           4        3.25         1.5   6.995e+05
       2.612         2.5           4        3.25         1.5   6.995e+05
        3.19         2.5           4        3.25         1.5   6.995e+05
       2.647         2.5           4        3.25         1.5   6.995e+05
        2.56         2.5           4        3.25         1.5   6.995e+05
       2.914         2.5           4        3.25         1.5   6.995e+05
       3.601         2.5           4        3.25         1.5   6.995e+05
       3.074         2.5           4        3.25         1.5   6.995e+05
       2.592         2.5           4        3.25         1.5   6.995e+05
        2.64         2.5           4        3.25         1.5   6.995e+05
       2.756         2.5           4        3.25         1.5   6.995e+05
       3.796         2.5           4        3.25         1.5   6.995e+05
        3.13         2.5           4        3.25         1.5   6.995e+05
       2.838         2.5           4        3.25         1.5   6.995e+05
        3.18         2.5           4        3.25         1.5   6.995e+05
         2.5         2.5           4        3.25         1.5   6.995e+05
       2.838         2.5           4        3.25         1.5   6.995e+05
       3.904         2.5           4        3.25         1.5   6.995e+05
       2.914         2.5           4        3.25         1.5   6.995e+05
        2.76         2.5           4        3.25         1.5   6.995e+05
        3.39         2.5           4        3.25         1.5   6.995e+05
       3.002         2.5           4        3.25         1.5   6.995e+05
       2.758         2.5           4        3.25         1.5   6.995e+05
        3.18         2.5           4        3.25         1.5   6.995e+05
        2.57         2.5           4        3.25         1.5   6.995e+05
       3.608         2.5           4        3.25         1.5   6.995e+05
       3.134         2.5           4        3.25         1.5   6.995e+05
       3.591         2.5           4        3.25         1.5   6.995e+05
       3.601         2.5           4        3.25         1.5   6.995e+05
        3.39         2.5           4        3.25         1.5   6.995e+05
       3.277         2.5           4        3.25         1.5   6.995e+05
       3.904         2.5           4        3.25         1.5   6.995e+05
       3.834         2.5           4        3.25         1.5   6.995e+05
        3.53         2.5           4        3.25         1.5   6.995e+05
       3.988         2.5           4        3.25         1.5   6.995e+05
       3.796         2.5           4        3.25         1.5   6.995e+05
        3.18         2.5           4        3.25         1.5   6.995e+05
        3.03         2.5           4        3.25         1.5   6.995e+05
       3.034         2.5           4        3.25         1.5   6.995e+05
        3.12         2.5           4        3.25         1.5   6.995e+05
       2.635         2.5           4        3.25         1.5   6.995e+05
       2.612         2.5           4        3.25         1.5   6.995e+05
       2.733         2.5           4        3.25         1.5   6.995e+05
         3.1         2.5           4        3.25         1.5   6.995e+05
        2.69         2.5           4        3.25         1.5   6.995e+05
        3.53         2.5           4        3.25         1.5   6.995e+05
       3.277         2.5           4        3.25         1.5   6.995e+05
       2.954         2.5           4        3.25         1.5   6.995e+05
       3.696         2.5           4        3.25         1.5   6.995e+05
       3.074         2.5           4        3.25         1.5   6.995e+05
       3.728         2.5           4        3.25         1.5   6.995e+05
       3.501         2.5           4        3.25         1.5   6.995e+05
        3.53         2.5           4        3.25         1.5   6.995e+05
       2.915         2.5           4        3.25         1.5   6.995e+05
       2.838         2.5           4        3.25         1.5   6.995e+05
       3.988         2.5           4        3.25         1.5   6.995e+05
        3.13         2.5           4        3.25         1.5   6.995e+05
       3.591         2.5           4        3.25         1.5   6.995e+05
       2.756         2.5           4        3.25         1.5   6.995e+05
       3.214         2.5           4        3.25         1.5   6.995e+05
       2.612         2.5           4        3.25         1.5   6.995e+05
        2.57         2.5           4        3.25         1.5   6.995e+05
       2.756         2.5           4        3.25         1.5   6.995e+05
       2.564         2.5           4        3.25         1.5   6.995e+05
