#         id100  f100_uncorr_1    f100_corr_1    f100_corr_2     f100_corr_3
#
           3648       0.694755       0.663501       0.662738        0.67831
           3651    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           3652       0.494119       0.447988       0.439588       0.431938
           3654       0.297736       0.303111       0.302806       0.317054
           3658        2.32184        2.27332        2.27302        2.25761
           3668        7.90373        7.88505        7.88493        7.86952
           3676       0.410991       0.362679       0.362821       0.347413
           3677    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           3679        3.88895        3.82628        3.82605        3.84021
           3680         0.2365       0.202043       0.201985       0.212578
           3686        1.08102        1.03323        1.03334        1.01793
           3696       0.243126       0.197932       0.196621       0.181213
           3699       0.326461       0.301982       0.301704       0.318829
           3703        0.55697       0.457544       0.457211       0.455352
           3704       0.651376        0.60683       0.606741       0.591333
           3709       0.639487       0.589939       0.589618        0.57421
           3712       0.577872       0.534658       0.534738        0.51933
           3718        3.57958          3.533        3.53178         3.5489
           3721       0.204095       0.154437       0.151024       0.135616
           3739       0.108102      0.0747467      0.0745146      0.0868788
           3742        4.85101        4.80883        4.80758        4.79976
           3758        1.72915        1.68686        1.68512        1.69762
           3760       0.122979      0.0715289      0.0716521      0.0562441
           3763       0.627815       0.582645       0.582074       0.566666
           3769    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           3775        1.05155        1.01009        1.01023       0.995272
           3780     0.00915866     0.00915866     0.00915866     0.00915866
           3781       0.657403       0.610637       0.609403       0.595363
           3792        1.32383        1.27678        1.27178        1.25858
           3793        0.92434       0.877474       0.876165       0.867853
           3806      0.0843008      0.0683496       0.068015      0.0837761
           3807         1.0711        1.05745        1.05722        1.07119
           3811       0.434342       0.386081       0.386113       0.381654
           3812       0.874645       0.873856       0.873619       0.883445
           3813        3.54676        3.50523        3.50365        3.49034
           3817       0.323468       0.272894       0.271117       0.287431
           3821        1.87859        1.83551         1.8353        1.81989
           3823       0.651376       0.608889       0.608633       0.593717
           3827        1.77759        1.74699        1.74701        1.73161
           3836        1.22979        1.18223        1.18232        1.17119
           3849       0.594062       0.582059       0.579737       0.593914
           3870        30.3272        30.3061        30.3062        30.3122
           3880      0.0121852      0.0121852      0.0121852      0.0121852
           3882      0.0783127      0.0292049      0.0292049      0.0292049
           3883        2.07889          2.035        2.03299        2.01758
           3887        2.45376        2.40549        2.40563         2.3911
           3888       0.783127       0.736815       0.736955       0.723339
           3894       0.599559       0.547054       0.546141       0.542271
           3901       0.254584       0.204824       0.204949       0.201625
           3902    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           3913       0.476247       0.467735       0.466612        0.48079
           3914        5.12663        5.08731        5.08673        5.09643
           3917       0.213713        0.16725       0.166075       0.160565
           3920     0.00541791     0.00541791     0.00541791     0.00541791
           3928      0.0707672      0.0337848      0.0338868      0.0413794
           3935       0.498691       0.449055       0.449118        0.43371
           3940       0.371391       0.325613       0.325725       0.310783
           3941       0.145155       0.117637       0.117776       0.131403
           3952       0.138622      0.0980011      0.0962536      0.0808456
           3954      0.0768833      0.0250216      0.0250216      0.0250216
           3955       0.289622       0.243866       0.243983       0.228575
           3966       0.522194       0.477076       0.477101       0.465779
           3969       0.622059       0.578187       0.578326       0.583028
           3978        1.38622        1.33663        1.33676        1.33359
           3981        2.49938        2.41963        2.41879        2.40522
           3991        2.05983        2.00916        2.00797        1.99314
           3996        1.05155        1.09289        1.09302        1.09706
           4004       0.583219       0.535084       0.535179       0.519771
           4012    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4022        2.04095        1.99282        1.99296         2.0101
           4032       0.843008       0.794006       0.794112       0.807868
           4043       0.663486       0.616562         0.6167       0.608337
           4046       0.245376       0.203504       0.203284       0.187876
           4048        1.27594        1.24513          1.245        1.26169
           4050        2.23785        2.18458        2.18439        2.19308
           4056       0.489589       0.436587       0.436192       0.422576
           4057        0.34501       0.296765       0.294096       0.278688
           4068        0.83528       0.796422       0.795776       0.804457
           4077       0.036127    -0.00580684    -0.00580684    -0.00580684
           4079       0.645404       0.596453       0.596512       0.596161
           4083       0.633624       0.586935       0.583167       0.567759
           4108        6.69625        6.64838        6.64842        6.63399
           4110       0.348203       0.301369       0.301474       0.286738
           4111       0.217687       0.170489       0.170556       0.155148
           4116       0.407223       0.365368       0.361202       0.361145
           4145        2.89622        2.85097        2.84139        2.84141
           4149       0.230055       0.183229       0.183372       0.167964
           4189        1.25266        1.20916        1.20929        1.19388
           4203       0.967903       0.920755       0.919813       0.930703
           4211        6.22059        6.17833        6.17493        6.15952
           4214       0.227946       0.181622       0.181372       0.172622
           4215    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4222       0.790373       0.775921       0.775439       0.791518
           4226        1.10111        1.05045         1.0506        1.03519
           4235        4.26414        4.21418        4.21164        4.19623
           4239       0.669625       0.621453       0.616033       0.600625
           4247        0.83528       0.796378       0.795083       0.811972
           4254       0.378296       0.333006       0.329453       0.314926
           4255        3.38713        3.33651        3.33647        3.35136
           4260       0.454812       0.409153       0.408524       0.417685
           4266       0.976859       0.939715       0.939337       0.955032
           4267         3.6127        3.59452        3.59405        3.60818
           4268        4.10991        4.08382        4.08396        4.09168
           4270        1.38622         1.3379        1.33616        1.32075
           4290       0.109102      0.0822533      0.0823956      0.0993943
           4297       0.297736       0.249057       0.247874       0.232466
           4308        1.34844        1.29821        1.29766        1.31075
           4309       0.162118       0.125323       0.125393       0.138093
           4312        2.09813        2.05796        2.05803          2.075
           4314        4.98691        4.94836        4.94744        4.94413
           4320        0.99502       0.951669       0.951271        0.93671
           4321        1.34844        1.32909        1.32719        1.32929
           4322       0.701184       0.723495       0.723182       0.708137
           4325       0.176129       0.143428       0.143227       0.152364
           4344        1.04191       0.996229       0.996372        0.98432
           4362    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4363       0.741023          0.691       0.691121       0.683285
           4367       0.219701       0.152599       0.152742       0.137334
           4371       0.915866       0.869408       0.869547       0.854139
           4379        1.16368        1.12255        1.12269        1.10728
           4389       0.172915       0.127238       0.127302       0.111894
           4404       0.480653       0.395982       0.396124       0.394485
           4419        1.01352       0.973449       0.973592       0.982728
           4432       0.217687        0.18714        0.18714       0.183831
           4442       0.225856       0.182495       0.182482       0.167074
           4449        1.86137        1.77696        1.77691        1.79355
           4451       0.531902       0.486376       0.482208         0.4668
           4456        1.69759        1.64868        1.64768        1.65064
           4469       0.985898       0.937641       0.937239       0.924653
           4474    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4480       0.485101       0.442914       0.439208       0.437556
           4486        6.94755        6.88012        6.87923        6.86382
           4499        1.71329        1.66813        1.66809        1.65268
           4500       0.454812       0.406294        0.40634       0.391761
           4503    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4504       0.295007       0.249922       0.248515       0.262702
           4520    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4528        1.01352       0.976161       0.975851       0.982603
           4531        1.13196        1.08794        1.08805        1.07264
           4537       0.950237        0.92985       0.927308       0.936668
           4542       0.599559       0.550561        0.54992       0.534512
           4546       0.503306       0.457069       0.457029       0.468147
           4550    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4558       0.171329       0.120665       0.119661       0.109193
           4563       0.489589       0.435324       0.435423       0.441885
           4564       0.341847        0.30677       0.305674       0.312137
           4575       0.467554        0.39842       0.398563       0.395056
           4580        1.89597        1.84342        1.84335        1.85467
           4589         1.8443        1.78804        1.78816        1.79491
           4592        3.51424        3.46765        3.46493        3.45358
           4598       0.657403        0.61255        0.61251       0.597102
           4601       0.151996       0.104587       0.104565      0.0891574
           4603    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4612       0.225856       0.159737       0.157463       0.142055
           4625        6.39487        6.36078        6.36011        6.34847
           4627        0.83528       0.797389       0.796768       0.808083
           4633       0.527026       0.481527       0.480261       0.464853
           4654        1.22979        1.18268        1.18135        1.16594
           4656        6.10706        6.05836        6.05784         6.0672
           4663        5.67325        5.61914        5.61658        5.60458
           4676       0.364613       0.319133       0.318306        0.31043
           4681       0.522194       0.476829       0.476257        0.46154
           4694       0.622059       0.574711       0.574823       0.559415
           4701       0.522194       0.475734       0.475871       0.463302
           4703     0.00866626     0.00866626     0.00866626     0.00866626
           4707       0.645404       0.598243       0.598279       0.583373
           4722        1.17444        1.12569         1.1236        1.10819
           4738        1.12158         1.0735        1.07213        1.07581
           4744    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4751        1.01352       0.968419       0.967428       0.953113
           4759      0.0494119      0.0532319      0.0530448      0.0628018
           4760       0.633624       0.597668       0.597758       0.608093
           4762       0.245376       0.200295       0.200434       0.185026
           4774        1.45155        1.41161        1.41129        1.39588
           4777        2.09813        2.04713        2.04728        2.03187
           4779        1.19628        1.16063        1.15984         1.1733
           4787       0.720828       0.679349       0.674831       0.661807
           4789       0.985898       0.928131       0.927044       0.944053
           4793       0.688386       0.643747       0.643883       0.659963
           4799        14.9222        14.9088        14.9078        14.8924
           4804       0.790373       0.740245       0.740336       0.750386
           4806        2.02224        2.02224        2.02224        2.02224
           4815    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4826         1.1113        1.06166        1.06147        1.05359
           4828       0.374828       0.329273       0.329294       0.313886
           4832        4.38361        4.34879        4.34891         4.3335
           4839       0.385329       0.342476       0.342434       0.328754
           4846       0.805067       0.760734       0.760704       0.745296
           4847       0.182739       0.134516       0.134171       0.118763
           4849    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4858       0.546804       0.518015       0.518099       0.534344
           4860    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4865        4.03489        3.99537        3.99426         4.0075
           4868        1.05155        1.00412       0.999518        0.98411
           4874       0.198533       0.188681       0.188665       0.200311
           4887        0.45902       0.417699       0.417711       0.416262
           4888       0.843008         0.7979       0.797929       0.815066
           4891    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4901        0.73423       0.682249       0.679928       0.665023
           4905        2.21734        2.17069        2.16984        2.15706
           4912        1.19628        1.13415        1.13423        1.15133
           4916      0.0407223    -0.00212603    -0.00212603    -0.00212603
           4917        1.79404        1.74222        1.74235        1.75826
           4919       0.645404       0.616865       0.616728       0.615974
           4924        1.86137         1.8088        1.80895        1.82121
           4937        2.21734         2.1741        2.17229        2.15885
           4945       0.688386       0.632295       0.625389       0.613755
           4954       0.348203       0.297022       0.297085       0.284484
           4955        4.10991        4.06995           4.07        4.07404
           4974        2.27946        2.23859        2.23743        2.23706
           4986        2.02224        1.97495        1.97508        1.96006
           4990       0.790373       0.742059       0.741756       0.758456
           4991       0.531902       0.516899       0.516893       0.533524
           4993    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           4995       0.467554       0.418493       0.418529       0.434344
           4996        1.69759        1.62882        1.62896         1.6383
           4997       0.489589       0.448315       0.448012       0.449018
           4999        0.99502       0.955097       0.954609       0.939201
           5000       0.142506      0.0929216       0.092666      0.0823557
           5007        3.14653        3.08343        3.08231        3.08858
           5010        0.55697       0.512628       0.512563       0.497155
           5012       0.605107       0.581537       0.581608        0.59871
           5016       0.675821        0.60879       0.608874       0.618953
           5023        37.8296        37.8321        37.8322        37.8434
           5026       0.138622      0.0951932      0.0953263      0.0890759
           5028        11.5301        11.4767        11.4763        11.4748
           5029        1.28775        1.24555        1.24569         1.2312
           5033      0.0874645      0.0425632      0.0381502      0.0252133
           5034       0.124117       0.078589      0.0764043      0.0609963
           5042    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5050    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5055         3.4501        3.41314        3.41326        3.39785
           5057       0.128775      0.0949835      0.0944537      0.0790457
           5064       0.858681       0.820592       0.819504       0.804096
           5067        1.49222        1.43963        1.43935        1.44899
           5070       0.194909       0.154004       0.153613       0.165194
           5080       0.279146       0.232063       0.232091       0.226289
           5089        3.26461        3.27713        3.27719        3.27911
           5090       0.434342       0.465654        0.46573       0.467189
           5095       0.434342       0.471819       0.471958       0.385816
           5097        4.07223        4.01984        4.01988        4.03578
           5101        1.01352       0.962379        0.96251       0.947102
           5114       0.694755       0.648266       0.648345       0.632937
           5122       0.517407       0.473141       0.470853       0.455445
           5125       0.536824       0.488279       0.486616        0.47187
           5129      0.0701184      0.0219589      0.0219589      0.0219589
           5133        2.19701        2.15633        2.15594        2.14298
           5138        1.17444        1.13496        1.13415        1.11874
           5146    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5147        3.54676        3.50383        3.50381        3.51998
           5148       0.682075       0.623483       0.623302       0.615982
           5155    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5156       0.385329       0.339184       0.339292        0.33173
           5162        1.32383        1.25811        1.25811        1.24014
           5168        4.03489        3.98673        3.98633        3.97704
           5170        2.07889        2.03203        2.03167        2.02586
           5171    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5177        1.51996        1.47514        1.47478        1.46587
           5185    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5187         7.4788        7.42097        7.42045        7.41886
           5205        1.33608        1.28953        1.28945        1.29948
           5206       0.279146       0.235069        0.23106       0.215652
           5211        0.99502          0.956       0.955802       0.941165
           5215         3.0891        3.04293        3.04253        3.02713
           5218       0.103236      0.0674176       0.067465      0.0836341
           5225        1.00423       0.980852       0.980811       0.995633
           5238        3.51424        3.41004        3.41002        3.42526
           5242        0.34501        0.30941       0.309234       0.301719
           5245    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5255       0.790373       0.729761       0.726066       0.743216
           5256        0.92434       0.869989         0.8697       0.857048
           5258        0.39979       0.401003       0.401138        0.40947
           5265        2.07889        2.06125        2.06134        2.07824
           5270        4.80653        4.73128        4.73067        4.72476
           5273       0.701184       0.666573        0.66608       0.650672
           5293       0.238689       0.196018       0.195914       0.182646
           5296         1.1113        1.05794        1.05799        1.04945
           5309       0.476247       0.434772       0.434587        0.44862
           5321         4.5902        4.53785        4.53753        4.55226
           5325        15.3402        15.3261        15.3262        15.3187
           5329       0.442417       0.398392       0.395707       0.380299
           5337        3.41847        3.36846        3.36858        3.38492
           5342    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5346        14.3824        14.3653        14.3653        14.3817
           5347        1.98533        1.94044        1.94041          1.925
           5348        4.34342        4.30357        4.30292        4.30788
           5350       0.211754       0.174608        0.17461       0.186791
           5358        1.53402        1.48445         1.4845        1.48652
           5359        1.14244        1.09428        1.09198        1.07658
           5363       0.083528       0.044236      0.0443778       0.038469
           5366       0.205983       0.160324       0.160258        0.17673
           5371       0.281729       0.238178       0.236387       0.230046
           5372      0.0622059      0.0298173      0.0298173      0.0298173
           5374       0.422505       0.401813       0.401594       0.418645
           5375        1.86137        1.80113        1.80108         1.8085
           5382     0.00434342     0.00434342     0.00434342     0.00434342
           5395        2.02224         1.9633        1.96333           1.96
           5402       0.232184       0.191872       0.186677       0.203773
           5411       0.311768       0.263091       0.262693       0.247285
           5424       0.657403       0.607308        0.60631       0.590902
           5426       0.761784        0.72056       0.720464       0.722486
           5427        0.36127       0.313862       0.313341       0.298967
           5435       0.790373       0.744921       0.745063       0.732884
           5438        1.59159         1.5457        1.54577        1.56183
           5446        1.18531        1.13644        1.13645         1.1458
           5450       0.131169      0.0894255      0.0893462      0.0739382
           5459       0.651376       0.605708       0.605805       0.590397
           5464      0.0480653       0.020485       0.020485       0.020485
           5484       0.314653       0.265025       0.265083       0.262154
           5509        1.01352       0.976135        0.97624       0.960832
           5512        2.86967        2.81668        2.81675        2.80299
           5515        2.61717        2.57468        2.57417        2.57205
           5518       0.588616       0.547003       0.547069       0.551881
           5520    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5523    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5526        2.92302        2.87494        2.87353        2.86858
           5529       0.261717       0.198588       0.196749       0.197524
           5530        6.05107        5.99783        5.99717        5.98499
           5531       0.536824       0.492283       0.492426       0.479158
           5537       0.381796         0.3344       0.333514       0.329782
           5543    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5545         1.1113        1.06219        1.06224        1.04683
           5552       0.651376       0.605102        0.60401       0.613192
           5588        2.17687        2.13381        2.13394        2.11853
           5590       0.127594      0.0827664      0.0828984      0.0694901
           5604        1.89597        1.85777        1.85786        1.84796
           5612       0.284336       0.238041       0.238148       0.240684
           5620       0.567325       0.522302       0.520023       0.504615
           5627        1.93122        1.88846        1.88513        1.89195
           5634       0.306078        0.26903       0.269173       0.270143
           5647    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5650        1.15301        1.11258         1.1126        1.09873
           5655       0.269049       0.235625       0.232888       0.243482
           5664    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5668        0.36127       0.332487       0.332386       0.344037
           5671        1.14244        1.08462        1.07747        1.08242
           5672    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5675       0.211754       0.164082       0.163641       0.148233
           5682      0.0669625      0.0286258      0.0286258      0.0286258
           5685       0.446511       0.406023        0.40608       0.395148
           5686       0.230055       0.181188       0.181332       0.167267
           5691       0.249938       0.210461       0.210577       0.221223
           5692       0.622059       0.574374       0.574274       0.570768
           5705       0.959029       0.914022       0.910781       0.896717
           5710    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5712       0.446511       0.397241       0.397105       0.382932
           5726       0.271539       0.223175       0.223237       0.208328
           5730         4.5902        4.53989           4.54        4.52459
           5735        2.89622        2.83839         2.8368        2.82139
           5744       0.378296       0.336933        0.33622       0.323565
           5747        1.82739        1.78083        1.77966        1.76557
           5766        1.71329        1.66721        1.66692        1.65362
           5770       0.357958       0.309838       0.308862       0.305429
           5779    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5789       0.168202       0.133354       0.130941       0.127055
           5797        1.42506        1.37858        1.37765         1.3893
           5799      0.0317564    -0.00941227    -0.00941227    -0.00941227
           5801       0.317564       0.274368       0.274504       0.278678
           5802        0.89915       0.855586       0.855599       0.859089
           5805       0.338713       0.293781       0.293214       0.277806
           5809        0.43036       0.377157       0.376971       0.368349
           5814        2.21734        2.17659        2.16976        2.15435
           5816       0.261717       0.215748        0.21576       0.200352
           5822        6.22059        6.15979        6.15902        6.14361
           5829       0.498691       0.453327       0.453372       0.437964
           5830       0.202224       0.153317       0.152297       0.157301
           5835       0.450642       0.451448       0.451441       0.467646
           5836        2.19701        2.19775        2.19649        2.19673
           5837        2.07889        2.09404        2.09324        2.09792
           5841       0.207889       0.188926       0.189003       0.202268
           5847       0.527026       0.490249       0.489852       0.498073
           5849        1.79404        1.74544        1.74531         1.7382
           5853        5.17407        5.11443        5.11457        5.12769
           5862    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           5869        0.47188       0.423809        0.42334       0.407932
           5879        2.89622        2.85987        2.85974        2.84872
           5880       0.599559       0.535282       0.535234       0.539624
           5882        1.36092        1.31194        1.31062        1.29521
           5898        1.59159        1.54714        1.54727         1.5329
           5907       0.174515       0.134474       0.132459       0.118415
           5916       0.610706       0.564432       0.564479       0.549071
           5917       0.976859       0.931918       0.924465        0.91213
           5921       0.133608        0.11539       0.115499       0.132633
           5922       0.688386        0.65116       0.651281       0.635873
           5925       0.783127       0.722378       0.721535       0.738521
           5941       0.274051       0.230284       0.230383       0.214975
           5966       0.274051       0.235554       0.235567        0.23297
           5969       0.403489       0.359304       0.358998       0.348837
           5974       0.594062       0.533568       0.531065       0.531057
           5976       0.768833       0.713888       0.713658        0.70717
           5977        1.00423        0.95573       0.955544       0.948159
           5997       0.463268       0.416842       0.416941       0.416606
           6000       0.245376       0.198571       0.198572        0.18513
           6003       0.303272       0.256584       0.254479       0.268927
           6005        10.8102        10.7536        10.7531        10.7668
           6006       0.850809       0.822215       0.822314       0.838238
           6011       0.446511       0.416111       0.416252       0.432928
           6012        2.32184        2.27851        2.27818        2.26277
           6015        2.25856         2.2141        2.21233        2.19814
           6025      0.0320503    -0.00511495    -0.00511495    -0.00511495
           6037       0.858681       0.791222       0.791276       0.784238
           6061        3.96125        3.92239        3.92238        3.91458
           6065        2.04095        1.99269        1.99282         2.0095
           6072       0.314653       0.272671       0.272179       0.256771
           6073         1.1113         1.0628        1.06259        1.05317
           6075    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6078       0.639487       0.579216        0.57847       0.568011
           6081       0.392493       0.344407       0.344388       0.342904
           6084        13.2383        13.2062        13.2063        13.1983
           6085        1.42506        1.38219        1.38208        1.36667
           6090        7.20828        7.15011        7.15024        7.15547
           6091       0.805067       0.752154        0.75212       0.760128
           6092       0.657403       0.597905       0.597703       0.585989
           6094         1.6666        1.61936        1.61706        1.60937
           6096        1.27594        1.21574         1.2152        1.22103
           6102       0.874645        0.83884       0.835892       0.821705
           6107       0.517407       0.486943       0.486995        0.49331
           6110       0.768833       0.723498       0.723561       0.709189
           6114       0.378296       0.327539       0.326907       0.311499
           6121        1.93122        1.86484        1.86496        1.88142
           6127       0.247646       0.232385        0.23244       0.249059
           6141       0.932893       0.885142       0.883882       0.900501
           6147        2.59318        2.54805        2.54817        2.53276
           6151       0.385329       0.342476       0.342616       0.327208
           6152       0.392493       0.346191       0.346127       0.332893
           6155       0.181064       0.175933       0.175999       0.192241
           6156       0.392493        0.35074       0.350019       0.367169
           6158       0.172915       0.135836       0.135744        0.15106
           6166    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6186        2.38689        2.34617        2.34553        2.33213
           6197        1.24117        1.20479         1.2048        1.18939
           6216       0.266583        0.22186       0.221099       0.205691
           6221        1.46498        1.42136        1.42094        1.40992
           6233       0.223785       0.184031        0.18417       0.188575
           6242      0.0227946     -0.0186057     -0.0186057     -0.0186057
           6245       0.503306       0.452711       0.452577        0.45252
           6249       0.950237       0.902701       0.902808       0.888355
           6251        3.14653         3.0905        3.09017        3.08607
           6256      0.0181064      0.0181064      0.0181064      0.0181064
           6262       0.531902       0.460677       0.460726       0.476411
           6265         1.6666        1.61589        1.61596        1.62526
           6287        2.25856        2.21934        2.21948        2.22049
           6289        1.26425        1.21345        1.21315        1.21796
           6290        1.60632        1.55869        1.55832        1.54291
           6292         1.0229       0.979839       0.979938       0.995151
           6296        8.20034        8.15427        8.14988        8.13601
           6308        2.89622        2.84898        2.84912        2.83371
           6311        1.72915        1.67637        1.67629        1.66256
           6315       0.271539       0.230623       0.229709        0.21633
           6319        0.10229      0.0540724      0.0537384      0.0509927
           6324       0.198533       0.150867       0.148196       0.135711
           6329       0.434342       0.387532       0.386925       0.371517
           6330       0.507963       0.462664       0.462742        0.45523
           6332    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6333         5.5697        5.52363        5.52377        5.52478
           6350        1.18531         1.1398        1.13805        1.13076
           6352        2.74051        2.69655        2.69668        2.71336
           6363        0.71422       0.677521       0.676588        0.66118
           6368      0.0577872      0.0260114      0.0260114      0.0260114
           6381       0.527026       0.486042       0.485921       0.499951
           6383        8.58681        8.54512        8.54526        8.52985
           6385       0.663486       0.618348       0.617639       0.603029
           6386        3.00491         2.9595        2.95933        2.95802
           6394      0.0843008      0.0388253      0.0380969      0.0226889
           6395    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6398       0.422505       0.377374       0.377112       0.387459
           6401       0.243126       0.209222       0.209365       0.212331
           6403       0.498691       0.469602       0.466176       0.483229
           6406       0.274051       0.235672       0.235493       0.241452
           6409        1.37351         1.3244        1.32314        1.30921
           6412       0.392493       0.353031       0.353052       0.369678
           6429        1.89597        1.85454        1.85277        1.83736
           6438        1.47854        1.43296        1.43123        1.44285
           6445       0.120735        0.08746      0.0869849      0.0746914
           6448    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6460    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6464        1.72915        1.68393        1.68291         1.6675
           6466    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6486    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6489        1.32383        1.27723        1.27674        1.29006
           6509        2.04095        1.99267         1.9926        1.97768
           6517        1.60632        1.56655        1.56666        1.57661
           6519        0.34501       0.304587       0.304474       0.292544
           6522        1.59159         1.5622        1.56127        1.57818
           6537        1.87859         1.8384        1.83849        1.82968
           6547        1.79404        1.75229        1.75242        1.73742
           6548       0.882738       0.841439       0.838917       0.823509
           6553       0.232184       0.190149       0.190002       0.175492
           6558       0.279146       0.238585       0.238421       0.228303
           6580       0.572574       0.526223       0.526314       0.537378
           6592       0.317564       0.280018       0.279467       0.281959
           6614       0.480653       0.430861       0.430999       0.432741
           6617        3.03272        2.97616        2.97611        2.99301
           6620    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6629       0.225856       0.185162       0.184757        0.19844
           6634       0.297736       0.254144       0.254139       0.247861
           6638       0.396125       0.349043       0.348075       0.332667
           6641        1.69759        1.66168        1.66105        1.67758
           6643       0.295007       0.245377       0.245519       0.230111
           6650       0.364613       0.327177       0.325482       0.335428
           6662        1.32383        1.27529         1.2751        1.25969
           6665        3.85329        3.81338        3.81109        3.79637
           6672       0.249938       0.204595       0.204738        0.18933
           6676       0.741023       0.697936       0.697613       0.682205
           6677    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6693       0.741023       0.695977       0.696111       0.685992
           6694        1.28775        1.23458         1.2347        1.23044
           6695    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6700       0.843008       0.793339       0.793321       0.777913
           6707    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6710        3.92493        3.88202        3.87792        3.86252
           6712    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6714        4.46511        4.37883        4.37897        4.37582
           6724        1.41199        1.37118        1.37122         1.3642
           6745       0.480653        0.44289       0.442729       0.427321
           6768        2.43126        2.38193         2.3797        2.37313
           6770       0.707672        0.66792       0.666232       0.660388
           6775       0.300491       0.255808       0.255704       0.256493
           6778       0.480653       0.437926       0.438032       0.422624
           6782    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6787        2.02224        1.98459        1.97956        1.97137
           6789        4.94119         4.9035         4.9035        4.90863
           6790       0.941525       0.897172       0.897082       0.882572
           6801    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6820       0.463268       0.446884       0.446588       0.462124
           6827       0.381796       0.390691       0.390833       0.402623
           6828        2.11754        2.08378        2.08181         2.0936
           6845        4.42417        4.36284        4.35026        4.34711
           6856       0.303272       0.258328       0.258072       0.242664
           6871          1.577        1.53345        1.52989        1.52843
           6882       0.890906       0.851485       0.851562       0.836154
           6887       0.562124       0.507442       0.507559       0.510376
           6888        0.34501       0.296713       0.296856       0.281448
           6891        1.56254        1.52225        1.52133        1.50592
           6914    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6917       0.775947       0.732556       0.730452        0.72179
           6922       0.179404       0.131864       0.131965       0.116557
           6928    1.50602e-05    1.50602e-05    1.50602e-05    1.50602e-05
           6934        1.22979        1.17338        1.17255        1.18916
           6944       0.866626       0.824257       0.824394       0.809399
           6945       0.314653       0.274498       0.273892       0.258484
           6950      0.0651376      0.0219232      0.0219232      0.0219232
           6963        1.53402        1.49124        1.49036        1.50687
           6969       0.536824       0.511522       0.511634       0.528721
           6973        1.43824        1.39586        1.39563        1.38022
           6977        1.89597        1.85747         1.8575        1.84329
           6983       0.551864       0.496545       0.496677       0.502953
           6984        1.60632        1.56227        1.55669        1.57367
           7006       0.820034       0.784118       0.784131       0.771642
