#       id        snrIR       snr100       snr160       snr250       snr350       snr500       snr1160
#
      9353       5.2163       4.4289       2.7503       0.1721           -0           -0           -0
      9356       4.2422   7.9646e-06     0.013017       4.2421           -0           -0           -0
      9357       3.3594       2.0784       2.6392           -0           -0           -0           -0
      9363       5.8758       4.6644       3.5733           -0           -0           -0           -0
      9367       14.801       4.5486       8.4734        9.472       6.0721           -0           -0
      9370       61.754       40.878        38.93       15.259       3.7935        18.85       4.9457
      9371       10.025       5.3407       5.8819       6.1138           -0           -0           -0
      9376       9.1484       3.1917       6.9831       4.9741           -0           -0           -0
      9387       14.686       11.358       4.3757       7.9054       2.2449           -0           -0
      9388       21.826   3.9836e-05      0.84809       2.1501       19.984       6.8496       4.9758
      9391       20.819       10.376       15.318       9.0089       3.1567           -0           -0
      9398       8.1317       5.2362       3.8237       3.2138        3.497       1.2363           -0
      9401       24.724       13.873       16.744       10.552        5.206           -0           -0
      9409       9.4212       4.7297       4.4832       4.1635       5.3811           -0           -0
      9412        9.952       3.4379       6.9938       4.7648       3.9506   9.3582e-08           -0
      9418      0.02185  -1.4292e-06      0.02185           -0           -0           -0           -0
      9422       0.1067           -0       0.1067           -0           -0           -0           -0
      9430     0.014032   -0.0035076     0.013586           -0           -0           -0           -0
      9431            0           -0           -0           -0           -0           -0           -0
      9433       11.675       9.6898       6.2157       1.9434           -0           -0           -0
      9437       6.1677       5.3336       3.0974           -0           -0           -0           -0
      9438        8.735       6.8968       3.6327       2.4706       3.0717           -0           -0
      9440        6.655       3.9499        5.356           -0           -0           -0           -0
      9471       8.9401    -0.041647        2.532       6.2814       4.4007        3.715      0.94366
      9477       10.129       3.6191       8.8588       3.3197           -0           -0           -0
      9479       2.8007       2.7295      0.62741           -0           -0           -0           -0
      9481       1.9678       0.9191     0.099487       1.7371           -0           -0           -0
      9482        5.617       2.0599       1.8594       4.8836           -0           -0           -0
      9487       16.362       6.9936       7.6781       10.692       6.7479           -0           -0
      9488       3.7051       3.0835       1.0507        1.448   6.7937e-08      0.90103      0.45504
      9489        11.87       6.0319       4.7146       8.0895       4.1047           -0           -0
      9492       6.3922   1.2657e-05      0.52049       4.4338        4.575           -0           -0
      9514       5.6958       3.2476       3.9893       2.4457           -0           -0           -0
      9520       18.046       9.6128       7.9465        12.34       4.2201      0.14634           -0
      9526       4.7072       2.7683       2.2611       2.8039       1.2326           -0           -0
      9538       9.5109       1.7443       7.6056       5.4377           -0           -0           -0
      9539       4.5471      0.21993       2.9813       3.4263           -0           -0           -0
      9548      0.14015    -0.067292      0.12294           -0           -0           -0           -0
      9551         2.86      0.80181       2.6899      0.54889           -0           -0           -0
      9553       29.648       21.321       19.714       5.9822           -0           -0           -0
      9555       3.4647       3.1621       1.4159           -0           -0           -0           -0
      9567     0.028415     -0.02728    0.0079485   9.1087e-08           -0           -0           -0
      9592       2.6053       2.1997       1.3854   7.7475e-08       0.1717           -0           -0
      9593       11.018       9.6872       4.6891       1.1784       2.0453           -0           -0
      9608       3.4635       3.3778      0.72254       0.2536           -0           -0           -0
      9610       9.3865       3.9107       6.8467       4.4789        2.424           -0           -0
      9612       3.3023       1.6385       2.8672           -0           -0           -0           -0
      9613       10.483       3.4783       3.0421       6.9894       6.2991           -0           -0
      9615       5.3234       2.0221       2.4178       3.1753       2.8283           -0       0.5681
      9616       6.7391   1.6259e-05       3.9846        5.435           -0           -0           -0
      9623       2.0835       2.0793      0.13351           -0           -0           -0           -0
      9634       2.7077       2.7001      0.20314           -0           -0           -0           -0
      9635       3.8451       1.9511       1.3733       3.0153           -0           -0           -0
      9642       5.0026       1.5171       2.7689       2.8427   1.9979e-07       1.4388       2.2152
      9644     0.068942     0.008268     0.068444           -0           -0           -0           -0
      9647     0.088236    -0.042911     0.077098           -0           -0           -0           -0
      9649        1.683        1.653      0.31617           -0           -0           -0           -0
      9650      0.86078      0.82203      0.25537           -0           -0           -0           -0
      9662     0.086506    -0.055241     0.066572           -0           -0           -0           -0
      9663      0.83054       0.3397      0.75789           -0           -0           -0           -0
      9691       9.4243       3.4368       5.0408       7.1831           -0           -0           -0
      9693       1.9808       1.8584      0.68563           -0           -0           -0           -0
      9709       1.7463      0.99979       1.4317           -0           -0           -0           -0
      9710       1.9573      0.63999     0.031425   3.9476e-08      0.70906      0.60284       1.5982
      9722        11.93   0.00017183        2.554       11.126       3.4604    0.0068282      0.22024
      9751      0.70407   1.8032e-05      0.70407           -0           -0           -0           -0
      9753       2.5921        1.878       1.0775           -0           -0           -0       1.4252
      9754        39.94        29.65       23.362        12.76       2.7419           -0           -0
      9761       6.5732       2.8788       3.9489       2.3315      0.94856       1.2838       3.3677
      9762       7.6944       2.6521       4.3826       4.6083       3.1402        1.344       0.2429
      9781       3.3557       3.3557           -0           -0           -0           -0           -0
      9782       12.626        7.559       6.9369       7.0644        2.064           -0           -0
      9786       20.025       7.3235       4.6268          7.2        11.78       10.891       4.0945
      9790       26.919       14.444       19.402        10.82       4.7407           -0           -0
      9798       9.5862       7.4636        5.128       3.0599      0.72787           -0           -0
      9813       2.2019      0.12576       2.1983           -0           -0           -0           -0
      9821       2.1957       1.9314       1.0445           -0           -0           -0           -0
      9824       15.998       13.929       7.7882       1.1209           -0           -0           -0
      9837       2.8238       1.3708        1.787       1.7034           -0           -0           -0
      9846        3.483       2.2514       2.6576           -0           -0           -0           -0
      9849       1.3351      0.75851       1.0987           -0           -0           -0           -0
      9861       3.5161      0.70457       3.4447           -0           -0           -0           -0
      9862       16.111       8.1489       12.576       5.9163           -0           -0           -0
      9879            0           -0           -0           -0           -0           -0           -0
      9887       3.7343       3.7343           -0           -0           -0           -0           -0
      9891       3.1935       1.9403       2.5365           -0           -0           -0           -0
      9900       4.6012       2.0702       4.1092           -0           -0           -0           -0
      9902       5.5486       4.9128       2.1665       1.3992           -0           -0           -0
      9916      0.62384      0.61951     0.073356   3.8348e-07           -0           -0           -0
      9918       6.0372       1.2821       5.0768        3.005           -0           -0           -0
      9921       11.543       5.4894       8.4636       5.6113           -0           -0           -0
      9922       6.3174       2.8609       5.6324           -0           -0           -0           -0
      9927       1.0204    -0.052667        1.019           -0           -0           -0           -0
      9928       6.4553       6.1589       1.9337           -0           -0           -0           -0
      9931         2.17   3.1393e-05      0.82501        2.007           -0           -0           -0
      9954      0.07572     -0.07572           -0           -0           -0           -0           -0
      9957       3.2751       3.2749     0.034898           -0           -0           -0           -0
      9958       1.4604      0.66612       1.2996           -0           -0           -0           -0
      9964       6.9603   1.1678e-06       1.2573       4.5305       5.1323           -0           -0
      9970       20.381       15.514       10.742       4.3922       6.0145       1.9652           -0
      9973       3.2742    -0.038498       0.1566       3.2702           -0           -0           -0
      9981       13.692       7.7693       9.3452       4.2098       3.2232       3.4158           -0
      9986       2.8656       2.8656           -0           -0           -0           -0           -0
      9988       7.9646   7.2521e-05       1.2342       5.2756       5.2241       2.4389       0.9166
      9991       24.344       16.719       16.569       6.1512      0.87227           -0           -0
      9999     0.088911    -0.088911           -0           -0           -0           -0           -0
     10002      0.15228    -0.086828       0.1251           -0           -0           -0           -0
     10004        3.083       2.5031       1.7997           -0           -0           -0           -0
     10005       6.6844       5.1944       4.2071           -0           -0           -0           -0
     10006        3.495       1.4864       1.0621       2.9795   1.0405e-07           -0           -0
     10008       4.2355       2.0885       3.6848   2.9146e-07           -0           -0           -0
     10012       16.392       4.1273        3.584       13.658       7.2302           -0           -0
     10019      0.33951      0.30846      0.14183           -0           -0           -0           -0
     10026       1.3436       1.3047      0.32116           -0           -0           -0           -0
     10027        2.796        2.796           -0           -0           -0           -0           -0
     10029      0.11021   9.8913e-06      0.11021    7.109e-08           -0           -0           -0
     10044       5.0081        3.758       3.3103           -0           -0           -0           -0
     10059       16.615       2.5233       2.9562       10.414       7.9012       8.9092       3.2683
     10070        32.72       19.708       18.457       15.587       9.0558       4.0716           -0
     10077       12.268       8.2703       7.0352       5.1564       2.4562           -0           -0
     10084      0.96871      0.96871           -0           -0           -0           -0           -0
     10090       2.8695       2.7172       0.9225           -0           -0           -0           -0
     10093       15.818        8.061       8.7478       9.8341       3.4625           -0           -0
     10107       2.0609        2.028      0.36664           -0           -0           -0           -0
     10109      0.30589  -1.2208e-06     0.053696   1.0358e-07   1.1925e-07    9.661e-08      0.30114
     10110       27.597       10.181       13.435       14.876        14.61        5.431       3.6366
     10111       7.9813       6.8284       4.1321           -0           -0           -0           -0
     10120         3.26   4.9867e-05       2.7567   6.9249e-08       1.7401           -0           -0
     10123       3.7313      0.77345       3.6502           -0           -0           -0           -0
     10126       16.606       8.4647       9.2536       10.868      0.59409           -0           -0
     10127       7.4143       2.2182       5.4692       4.4877           -0           -0           -0
     10131       16.071       11.846        7.789       5.6345       5.0549           -0           -0
     10133       1.7485      0.61399       1.6372           -0           -0           -0           -0
     10134       1.3836      0.89839       1.0523           -0           -0           -0           -0
     10145       2.2197       1.1409        1.904           -0           -0           -0           -0
     10149       10.157       5.9288       7.1789       4.0305      0.48184           -0           -0
     10155       3.6846       1.7429       3.2463           -0           -0           -0           -0
     10159       26.138       19.858       15.951       5.8672           -0           -0           -0
     10162       9.2436       5.2803       7.0844       2.7154           -0           -0           -0
     10175       2.7194       1.8934        1.952           -0           -0           -0           -0
     10177       7.6853       4.9407       3.5384       4.7046           -0           -0           -0
     10181       2.7292       2.1246        1.713           -0           -0           -0           -0
     10184       5.7175       3.3637       4.6233           -0           -0           -0           -0
     10205       4.5756       2.9181       2.5837        2.397           -0           -0           -0
     10206       1.6773       1.5817      0.55812           -0           -0           -0           -0
     10222        13.88   8.0752e-05       1.4772       12.531       5.7835           -0           -0
     10239       2.7002       1.8927     0.071381       1.9245           -0           -0           -0
     10247       2.5394       0.4955      0.11471           -0           -0           -0       2.4879
     10249      0.14362    -0.068411      0.12628           -0           -0           -0           -0
     10250      0.17431    -0.053872      0.16577           -0           -0           -0           -0
     10251       2.9171    -0.067878       2.9163           -0           -0           -0           -0
     10255       5.1745           -0       1.8078       4.8485           -0           -0           -0
     10264            0           -0           -0           -0           -0           -0           -0
     10308      0.69275    -0.050582       0.6909           -0           -0           -0           -0
     10311       13.821       9.3135       8.4914        5.673           -0           -0           -0
     10315       2.3014      0.24015       2.2888           -0           -0           -0           -0
     10318     0.024898   0.00010229     0.024898           -0           -0           -0           -0
     10326       3.9261    -0.088911       3.9251           -0           -0           -0           -0
     10327        6.612       2.9658       2.1425       5.5074           -0           -0           -0
     10331       11.261       7.7774       5.4771       5.4356       2.6019           -0           -0
     10335       14.318   0.00043118       14.318           -0           -0           -0           -0
     10336        15.22    5.947e-06      0.54665       7.0729        11.37       7.2093      0.24503
     10341       34.156        23.38       22.977       9.0351        3.232           -0           -0
     10345       13.189       11.934       4.7712       2.9597           -0           -0           -0
     10351       5.8289       4.3375       3.1543       1.7776       1.4329           -0           -0
     10352        24.01        4.973       6.1848       13.762       15.485       9.0051       1.7996
     10362      0.38415       0.3632      0.12513           -0           -0           -0           -0
     10373            0           -0           -0           -0           -0           -0           -0
     10376       24.163       8.1499       9.6703       14.903       12.477       6.7902           -0
     10390       8.2506       2.7503       1.1713      0.89618       7.6376           -0           -0
     10392       11.062       5.7555       7.0619       6.2752           -0           -0           -0
     10393            0           -0           -0           -0           -0           -0           -0
     10402     0.062998    -0.062998           -0           -0           -0           -0           -0
     10408      0.24514   7.4334e-05     0.017746           -0           -0           -0      0.24449
     10411       7.2695       2.5348       2.8401       4.6257        2.484      0.89377       3.1603
     10422            0           -0           -0           -0           -0           -0           -0
     10423       1.7961       1.7936     0.096168           -0           -0           -0           -0
     10441       3.8954       3.6073       1.1666      0.89477           -0           -0           -0
     10446        3.068  -1.3539e-06       2.2086       1.6259       1.3751           -0           -0
     10448    0.0042851  -6.9676e-07    0.0042851   8.1571e-08           -0           -0           -0
     10472       5.6552       3.9322       3.7612       1.5403           -0           -0           -0
     10483     0.092474    -0.092474           -0           -0           -0           -0           -0
     10484       6.8834       2.7824        6.296           -0           -0           -0           -0
     10487        6.406       5.1372       3.6595       1.1197           -0           -0           -0
     10493       1.7425       1.7425           -0           -0           -0           -0           -0
     10495       13.257       7.3568       10.162       4.2843           -0           -0           -0
     10497     0.080923    -0.080923           -0           -0           -0           -0           -0
     10514       13.209       9.7147       8.4642       2.9092           -0           -0           -0
     10518       35.997        14.28       23.871        19.47        11.67       2.6007           -0
     10521      0.91551      0.91551           -0           -0           -0           -0           -0
     10523       12.324       8.7283       8.1836       2.9551           -0           -0           -0
     10525        6.884       3.9715       3.6309       4.2934           -0           -0           -0
     10532     0.062545    -0.049056     0.038799           -0           -0           -0           -0
     10539       5.0438       3.1216       3.9618           -0           -0           -0           -0
     10546       17.544       9.8207       10.211       9.3581       4.4171           -0           -0
     10550      0.15279    -0.086761      0.12577           -0           -0           -0           -0
     10555       22.116        11.65       14.195       11.188       5.1716           -0           -0
     10564       15.158       11.398        8.478       5.1659       1.1308           -0           -0
     10582       11.977       2.7262        5.766       8.9241       4.8098           -0           -0
     10583     0.012148  -1.1752e-06     0.012148           -0           -0           -0           -0
     10585       3.1619       1.8003       2.4877      0.75361           -0           -0           -0
     10587       7.4626       1.5152       2.1779       3.0951       3.2616       4.9544       1.9716
     10591            0           -0           -0           -0           -0           -0           -0
     10611       25.506    0.0027103       18.865       16.673       4.0246      0.67357      0.17821
     10640       4.1968        1.148       1.7666       1.4721       3.2999           -0      0.34259
     10641      0.66999      0.54976     0.036436      0.38122           -0           -0           -0
     10642       4.4659       3.8362       1.8998       1.2724           -0           -0           -0
     10643       1.2416      0.56995      0.85896      0.69211           -0           -0           -0
     10654       2.5422       2.4873      0.16016      0.50056           -0           -0           -0
     10656       6.1993      0.57021       5.4408       2.9162           -0           -0           -0
     10659      0.88612      0.88612           -0           -0           -0           -0           -0
     10661   9.0404e-07  -9.0404e-07           -0           -0           -0           -0           -0
     10665         4.35       3.5184       2.5579           -0           -0           -0           -0
     10669       7.9726       6.3817       1.8271       4.4157           -0           -0           -0
     10670       9.5304       4.3088       4.1196        7.122       2.1372           -0           -0
     10674      0.32575      0.32575           -0           -0           -0           -0           -0
     10675     0.074744    -0.074744           -0           -0           -0           -0           -0
     10676       1.0323       1.0323           -0           -0           -0           -0           -0
     10679       6.6569   1.5688e-05       2.6668       6.0993           -0           -0           -0
     10687       4.5613       4.4496        1.003           -0           -0           -0           -0
     10692       2.4217       2.4196      0.10086           -0           -0           -0           -0
     10695       1.2601       1.1462     0.094678           -0           -0           -0      0.51497
     10696        6.456       3.6515       5.1536       1.3369           -0           -0           -0
     10704       1.5993      0.62163       1.4736           -0           -0           -0           -0
     10705       6.8873       4.8662       4.0138       2.6781      0.68733           -0           -0
     10710       6.4176       2.7323       3.0404       4.9473           -0           -0           -0
     10714       1.6876     0.025781       1.6874           -0           -0           -0           -0
     10715       11.133       3.0213       2.4652       9.8843       3.3217           -0           -0
     10719     0.024697    -0.024697           -0           -0           -0           -0           -0
     10723        6.292       5.1375       2.9965       2.0535           -0           -0           -0
     10725       6.2685   0.00052564       3.3178        5.114       1.4607           -0           -0
     10727       3.1154      0.58022     0.017585       2.6274       1.5703           -0           -0
     10730      0.72926    -0.065271      0.72634           -0           -0           -0           -0
     10738       2.7768       2.1844       1.7143           -0           -0           -0           -0
     10739       4.0213         2.44       3.1964           -0           -0           -0           -0
     10749       25.442       20.126       12.913        8.248       2.7281   2.2154e-07           -0
     10750        28.58       18.106       15.316       12.255       8.9364       1.3202       4.7549
     10754        4.724   2.8389e-05       3.1826       2.8494       2.0169           -0           -0
     10763       9.5882       9.2174       2.6407           -0           -0           -0           -0
     10780       14.024       3.5265       5.2088       9.7593       7.8651           -0           -0
     10783       11.081    -0.083586       4.0868       9.1232       4.7796           -0           -0
     10788       8.1153    -0.029467       2.2903        6.311       4.4798      0.73473      0.41811
     10789       1.7772       1.5892      0.79552           -0           -0           -0           -0
     10794       3.3656       1.7335       2.8849           -0           -0           -0           -0
     10805      0.04897    -0.041319     0.026283           -0           -0           -0           -0
     10808       41.849        33.07       23.741       9.0486       3.4979           -0           -0
     10829       6.5235       4.9618       4.2352           -0           -0           -0           -0
     10853       5.8028       5.2943       1.1773       2.0632           -0           -0           -0
     10855       2.0633       2.0409      0.30333           -0           -0           -0           -0
     10861        2.263       1.9569       1.0803      0.35346           -0           -0           -0
     10866        1.028       1.0232     0.098686           -0           -0           -0           -0
     10869       2.8168       2.5784       1.1342           -0           -0           -0           -0
     10870      0.81203    -0.041357      0.58214      0.56462           -0           -0           -0
     10879       13.758       8.4361       10.443       2.8562       0.9507           -0           -0
     10884       2.1096      0.87843        1.918           -0           -0           -0           -0
     10894       4.2376       3.2674       2.6985           -0           -0           -0           -0
     10898       6.5842       2.3422        3.463       1.4637       4.0833       2.5439      0.76611
     10909       18.405       11.971       10.589       8.4443      0.75831       3.0019       1.5526
     10911       3.0572       3.0572           -0           -0           -0           -0           -0
     10916       1.5797    -0.039785      0.52443       1.1004      0.54932      0.67213      0.50451
     10922      0.13451    -0.085937      0.10348           -0           -0           -0           -0
     10931       3.3908   6.2901e-05       3.3908           -0           -0           -0           -0
     10942       1.5755       1.2857       0.9106           -0           -0           -0           -0
     10951       1.5666      0.64955       1.4256           -0           -0           -0           -0
     10954       7.7518       6.3187       2.2456       3.8886           -0           -0           -0
     10965       4.6991       4.0712       2.3466           -0           -0           -0           -0
     10966       10.996       3.4889       6.6176       7.0244        3.949           -0           -0
     10970       7.0275       2.5252       6.5582           -0           -0           -0           -0
     10976     0.062372    -0.062372           -0           -0           -0           -0           -0
     10992      0.15341    -0.079753      0.13105           -0           -0           -0           -0
     10994       4.5048       3.0101       2.3419       2.3974           -0           -0           -0
     11002       4.2389       2.6876        3.278           -0           -0           -0           -0
     11006       19.776       11.807       15.474       3.4977           -0           -0           -0
     11012      0.32714    -0.037323     0.053643      0.32054           -0           -0           -0
     11013       14.968       3.2144       1.6939       7.2536       4.7325       7.5846       8.8486
     11019       9.5458       8.2343       4.8288           -0           -0           -0           -0
     11046       3.0946       2.2125       2.1636           -0           -0           -0           -0
     11052       14.847       11.043       9.2958       2.0113       2.8311           -0           -0
     11053       10.899       3.6916       6.2596       7.6339       2.7741           -0           -0
     11060      0.46882      0.46504     0.059461           -0           -0           -0           -0
     11063       21.051       13.033       15.004       6.9389           -0           -0           -0
     11076       2.1441       1.3702       1.6491           -0           -0           -0           -0
     11086       8.3713       7.6071       3.4942           -0           -0           -0           -0
     11093       10.476       4.8574       6.2517       6.8607           -0           -0           -0
     11096       3.7195       2.0627       3.0952           -0           -0           -0           -0
     11097      0.88642    -0.076696       0.8831           -0           -0           -0           -0
     11109       6.4899       2.6068       4.0412       4.3579           -0           -0           -0
     11110       4.0786      0.64637       4.0271           -0           -0           -0           -0
     11120       1.0789       1.0376       0.2958           -0           -0           -0           -0
     11128       6.9198       6.6035       2.0681   1.4275e-07   6.0559e-08           -0           -0
     11137       19.611       5.4886       5.0734       12.513       11.661       6.0154           -0
     11140       2.9078      0.41005       2.8788           -0           -0           -0           -0
     11146       5.9226   5.0804e-05       4.2221       4.1534           -0           -0           -0
     11154       6.5865       3.6416       1.0969       4.5481       2.8692           -0           -0
     11158       1.9534    -0.072306        1.952   3.7704e-07           -0           -0           -0
     11159       6.5144        2.788       5.6843       1.5338           -0           -0           -0
     11164      0.58271      0.57933      0.06269           -0           -0           -0           -0
     11165       10.297       9.6212       3.3381       1.5227     0.076519           -0           -0
     11180            0           -0           -0           -0           -0           -0           -0
     11182       0.2659      0.24166      0.11093           -0           -0           -0           -0
     11183      0.73108      0.73108           -0           -0           -0           -0           -0
     11194       2.6617         2.32      0.19982       1.2894           -0           -0           -0
     11201       6.3418       4.7968       3.3126       2.4973           -0           -0           -0
     11211       3.8538       2.1813       3.1771           -0           -0           -0           -0
     11230       2.4008       2.3998     0.069873           -0           -0           -0           -0
     11234       14.387    -0.051609     0.092346       9.5677       6.9592       4.4342       6.8801
     11235      0.47336      0.12433      0.45675           -0           -0           -0           -0
     11237        1.947       1.7366      0.88029           -0           -0           -0           -0
     11238      0.76753      0.75808      0.12004           -0           -0           -0           -0
     11241       3.5555       1.3367       1.4986        2.882      0.55019           -0           -0
     11242      0.50427      0.50427           -0           -0           -0           -0           -0
     11244            0           -0           -0           -0           -0           -0           -0
     11245        14.05       12.283       6.3245       2.5521      0.18768           -0           -0
     11246       3.0666       2.6997       1.4545           -0           -0           -0           -0
     11249        3.803       2.1203       2.2943       2.1686           -0           -0           -0
     11251        1.727       1.5688      0.72221           -0           -0           -0           -0
     11256     0.030992   9.4321e-06     0.030992           -0           -0           -0           -0
     11262       4.0536       3.7074       1.0957       1.2191           -0           -0           -0
     11276       5.8153       3.1976       2.2604       1.9281       2.7876   9.3078e-08        2.645
     11281      0.85954    1.882e-05     0.039816      0.85862           -0           -0           -0
     11289        2.166       1.8069       1.1944           -0           -0           -0           -0
     11296       3.3249       3.2131       0.8549           -0           -0           -0           -0
     11298      0.27411    -0.088736      0.25935           -0           -0           -0           -0
     11303       11.339       3.5168        3.654       4.9108       6.7354       3.3323       4.7196
     11306      0.30669      0.29134     0.095824           -0           -0           -0           -0
     11317       5.3875       5.3864      0.11045           -0           -0           -0           -0
     11319       18.945       7.2833       12.107        9.693       8.0821           -0           -0
     11329       15.308       8.4575       9.2313       8.4353       2.5348           -0           -0
     11340      0.13885    -0.078235      0.11471           -0           -0           -0           -0
     11345       2.0994       2.0951      0.13445           -0           -0           -0           -0
     11348     0.073672    -0.073672           -0           -0           -0           -0           -0
     11354       1.6207      0.41144      0.39992       1.5157           -0           -0           -0
     11359      0.47966      0.47861     0.031745           -0           -0           -0           -0
     11363       12.412       6.7175       6.7051       4.2399       6.4308       2.1554           -0
     11366       4.4586       3.2377       1.3285       2.7624           -0           -0           -0
     11378       4.9677       1.3976       1.7429        4.437           -0           -0           -0
     11388       9.8681       7.2597       4.5771       4.8709           -0           -0           -0
     11391      0.35735           -0      0.35735           -0           -0           -0           -0
     11398       4.7888       3.6494       3.1008           -0           -0           -0           -0
     11402       11.768       6.8287       9.1808      0.69163       2.6615           -0           -0
     11403      0.39919      0.39265     0.071966           -0           -0           -0           -0
     11411       6.1025       4.0406       3.1644       3.3016           -0           -0           -0
     11412       1.9171      0.91894       1.2447        1.132           -0           -0           -0
     11415       10.703       8.4518       6.5467      0.51375           -0           -0           -0
     11418       12.187       4.2545       5.1912       5.1276       7.2883       4.9044           -0
     11421       2.3378    -0.069591       2.3368           -0           -0           -0           -0
     11424        2.931       1.1707     0.089465       2.6856           -0           -0           -0
     11438        1.182       1.1816     0.030048           -0           -0           -0           -0
     11449       13.125        8.966       9.0046       3.2844           -0           -0           -0
     11451       2.0684       2.0676     0.037859     0.043837           -0           -0           -0
     11455       2.0399       1.2378     0.030856       1.6211           -0           -0           -0
     11461       9.9348       5.8991       4.4838       6.6179   9.1959e-08           -0           -0
     11464       10.437       4.7077       5.2561       4.3709       6.3276           -0           -0
     11466       1.6006       1.6004     0.025968           -0           -0           -0           -0
     11469       7.8005      0.92024       2.2117       7.1209       2.0979           -0           -0
     11481       33.259       22.523       20.102       11.294       8.2011           -0           -0
     11494       20.449       13.972       13.405       6.0477       2.5829           -0           -0
     11499       23.424       4.3122       13.368       15.654       8.7571       5.0684       1.9945
     11513       2.6775       0.4277       2.6431           -0           -0           -0           -0
     11514       1.4079       1.4069      0.05264           -0           -0           -0           -0
     11520       31.074    0.0001366       4.8169       12.252       25.783       11.105       2.0427
     11521       1.6746       1.5485      0.63768           -0           -0           -0           -0
     11522      0.67046    -0.069719      0.66683           -0           -0           -0           -0
     11533       5.5205       2.9409       3.5981       2.9802           -0           -0           -0
     11541       5.9674      0.28175      0.84913       1.3425       1.9059       5.3622      0.78841
     11542        1.145      0.77903      0.83916           -0           -0           -0           -0
     11543       1.8759   5.6106e-05       1.8759           -0           -0           -0           -0
     11545       4.0221       1.5136       2.4182       2.8352           -0           -0           -0
     11546      0.21431      0.20522      0.06178           -0           -0           -0           -0
     11550       8.5329       8.0165       2.9233           -0           -0           -0           -0
     11563       25.345       13.723       12.866       15.182       7.6162           -0           -0
     11564       2.6784       2.1365       1.6153           -0           -0           -0           -0
     11580       59.597       15.231       36.577       33.197       23.566       13.749       11.641
     11596            0           -0           -0           -0           -0           -0           -0
     11604       19.635       15.121       12.132       3.1188           -0           -0           -0
     11605       0.7271      0.72535     0.050286           -0           -0           -0           -0
     11608       2.4545        1.335       2.0598    1.064e-07           -0           -0           -0
     11610       3.2991      0.80231       2.3456       2.1769           -0           -0           -0
     11613       2.3424       1.9199     0.085092       1.3392           -0           -0           -0
     11617       3.0617       1.1021       2.8565           -0           -0           -0           -0
     11620       21.611       10.164       9.9536       14.519        7.338           -0           -0
     11622       17.991       13.258       10.488       6.1573           -0           -0           -0
     11627       2.7346       2.2911        1.493           -0           -0           -0           -0
     11630     0.091281     2.16e-05     0.091281           -0           -0           -0           -0
     11633       3.1216       1.4118        2.784           -0           -0           -0           -0
     11635       2.0875       1.3782       1.5679           -0           -0           -0           -0
     11654       8.5798       3.9792       7.6012   1.7337e-07           -0           -0           -0
     11658       18.891       2.4483   0.00014708       10.913       13.289       7.4181      0.39076
     11659      0.67851      0.53358      0.11714           -0           -0           -0      0.40243
     11665       3.0585      0.68591       1.5114       2.5689           -0           -0           -0
     11675       2.8948       1.7795       2.2833           -0           -0           -0           -0
     11688            0           -0           -0           -0           -0           -0           -0
     11710       24.431       10.264       15.511       13.916       7.5678           -0           -0
     11717        3.094       2.5206       1.7942           -0           -0           -0           -0
     11735       111.27       81.019       65.824       36.072       13.427       1.8895           -0
     11736        3.886       2.1291       3.2508           -0           -0           -0           -0
     11737       11.168       5.9328       6.8686       6.2915       1.6625           -0           -0
     11740            0           -0           -0           -0           -0           -0           -0
     11742       4.4565       3.6292       2.5864           -0           -0           -0           -0
     11743       1.0143       1.0118     0.071581           -0           -0           -0           -0
     11744        1.388        1.388           -0           -0           -0           -0           -0
     11747       5.4416       2.7346       4.7045           -0           -0           -0           -0
     11750      0.74406      0.66776      0.32822           -0           -0           -0           -0
     11752       4.6533       2.0314       4.1865           -0           -0           -0           -0
     11754       6.6937        3.293       4.5393       3.6547           -0           -0           -0
     11756       5.0818       1.2849       2.2321       3.2555       2.9314           -0           -0
     11758        20.32     0.097855       5.3574       12.703       11.903        7.512       4.9714
     11760       4.1902      0.96581       4.0774   1.5369e-07           -0           -0           -0
     11764       51.414       29.414       32.101       14.137       19.815       11.549       4.6725
     11793        3.882     0.025821      0.06771       1.8579       1.8077           -0       2.8888
     11795       3.1265      0.67468       3.0528           -0           -0           -0           -0
     11797       3.4115       1.6347       2.9944           -0           -0           -0           -0
     11807       34.639       25.442       20.552       10.639       4.1255           -0           -0
     11808       37.335       33.746       14.372       4.4864       5.3314           -0           -0
     11810       8.5975       2.2938       3.6292       5.9408        3.806   9.9424e-08       2.3885
     11827       9.3396       8.5624       2.3999       2.8556           -0           -0           -0
     11828       36.901       30.949       17.649       4.9701       8.2258           -0           -0
     11832        3.957       3.1817       2.3526           -0           -0           -0           -0
     11842       2.0162      0.92012        1.794           -0           -0           -0           -0
     11848       3.4995      0.35079       2.2808      0.67275    0.0031428           -0       2.5433
     11854       18.849       6.4352       6.2863       13.499        9.598           -0           -0
     11855       1.5756       1.5691      0.14323   1.0161e-07           -0           -0           -0
     11859       2.1878        2.186     0.088119           -0           -0           -0           -0
     11863       4.4262       2.0597       3.9178           -0           -0           -0           -0
     11880       9.7568       7.6242       5.1687       3.2174           -0           -0           -0
     11889        4.687        3.016       2.2231        2.816           -0           -0           -0
     11891        10.16       5.0411       7.9568       3.8077           -0           -0           -0
     11900       4.1589       2.5007       3.3231           -0           -0           -0           -0
     11905       9.0359       4.7402        7.017       3.1527           -0           -0           -0
