#       id        snrIR       snr100       snr160       snr250       snr350       snr500       snr1160
#
      2979      0.99093      0.99093           -0           -0           -0           -0           -0
      2992         1.89       1.4314       1.2341           -0           -0           -0           -0
      2994       14.706       3.1327       4.8087       9.5879       8.0527      0.87769       5.0767
      3001       13.067       6.6062   8.2355e-05       6.0931       5.0843       8.0079           -0
      3012       10.523       2.3609       4.6931       8.5185       3.2511           -0           -0
      3022       6.5609        4.891       4.2498       1.0313           -0           -0           -0
      3028         2.77       2.3719       1.4307           -0           -0           -0           -0
      3029        2.303          2.3      0.11833           -0           -0           -0           -0
      3037       10.774       6.2661       7.2393       4.9413           -0           -0           -0
      3039       3.1122       3.1122           -0           -0           -0           -0           -0
      3063       5.1665       2.3012       4.6257           -0           -0           -0           -0
      3066       3.5244        2.215       1.9351       1.9418           -0           -0           -0
      3069       36.438       19.408         22.9       19.511       6.7797           -0           -0
      3071     0.088217    -0.088217           -0           -0           -0           -0           -0
      3074       3.0135       1.4489      0.84456       1.4272       2.0571           -0           -0
      3075       12.891       8.2135       8.0376       5.8415           -0           -0           -0
      3078       2.1577       1.1062       1.8526           -0           -0           -0           -0
      3081       6.0285       3.2814       4.4769       2.3521           -0           -0           -0
      3083       13.534       4.6702        5.734        8.487       7.5126           -0           -0
      3084       4.5915       2.8521       3.5982           -0           -0           -0           -0
      3085      0.53207      0.53207           -0           -0           -0           -0           -0
      3087        42.07       18.569       23.026       25.463       14.138       6.8235           -0
      3089      0.75295      0.75295           -0           -0           -0           -0           -0
      3093       4.6938        3.253       1.7004       2.9255           -0           -0           -0
      3099       1.5425      0.86801       1.2751           -0           -0           -0           -0
      3101       6.8437       4.6811       4.8978      0.96726           -0           -0           -0
      3103        3.749       2.1532        3.069           -0           -0           -0           -0
      3112       6.1619       3.5929        5.006           -0           -0           -0           -0
      3114       1.3031        1.184     0.090663      0.17232           -0   3.2606e-07      0.50812
      3119       7.3879       3.6543   0.00011278       5.7458       2.8658           -0           -0
      3121      0.84082      0.84082           -0           -0           -0           -0           -0
      3125       12.882       10.532       6.6903       3.2046           -0           -0           -0
      3140       6.8669       2.2156       4.0912       5.0505           -0           -0           -0
      3143       3.9028       2.9506       2.1052       1.4468           -0           -0           -0
      3145       27.374       16.096       19.191       9.2582       6.0241           -0           -0
      3165       4.1742       2.1097       2.7174       2.3642           -0           -0           -0
      3171       2.2511       1.9224       1.1713           -0           -0           -0           -0
      3188       4.1386       1.4598       2.5331       2.9293           -0           -0           -0
      3196       30.417       24.085       16.569       6.8343       4.8883           -0           -0
      3207      0.57071      0.55656      0.12628           -0           -0           -0           -0
      3220       6.0185       3.9104        4.575           -0           -0           -0           -0
      3229       4.9407       4.1979       2.6054           -0           -0           -0           -0
      3236       10.957       5.3264       7.6799        5.718           -0           -0           -0
      3247       2.9823        2.204       2.0091           -0           -0           -0           -0
      3263       1.2112       1.2042      0.13023           -0           -0           -0           -0
      3265       6.8039       3.4014       5.8927           -0           -0           -0           -0
      3267       6.0484      0.32114      0.68509       6.0009           -0           -0           -0
      3276       9.1278       4.6805       3.2793       1.9222       1.2849           -0       6.7313
      3280        1.792      0.98707       1.4957           -0           -0           -0           -0
      3281      0.60302      0.60302           -0           -0           -0           -0           -0
      3288        2.197       1.8215       1.1497   1.1903e-07           -0           -0      0.43256
      3289       30.619       11.692        13.47       20.102       12.648        6.122       4.2236
      3296       13.602       5.7184       6.0139       9.4859       5.1164           -0           -0
      3304       5.8298       2.0803       2.5175       4.8292           -0           -0           -0
      3306       4.2249        3.184        2.777           -0           -0           -0           -0
      3307       2.2555       2.2543     0.073558           -0           -0           -0           -0
      3310       3.9421       2.4891       1.6382       1.8049       1.8447           -0           -0
      3316      0.66627      0.66627           -0           -0           -0           -0           -0
      3326            0           -0           -0           -0           -0           -0           -0
      3332       8.2055       3.3644       2.4555       7.0698           -0           -0           -0
      3337       4.1084       3.4242       0.9396       2.0666           -0           -0           -0
      3347       5.6324         3.86       2.7205       3.0699           -0           -0           -0
      3349       2.4963       2.4963           -0           -0           -0           -0           -0
      3355     0.040779    -0.040779           -0           -0           -0           -0           -0
      3358      0.88971      0.16945     0.038089       0.8726           -0           -0           -0
      3367       7.1076       2.5471       1.6987       5.3821       3.4897           -0           -0
      3376       5.6897        4.424       3.5779           -0           -0           -0           -0
      3380     0.047709     0.013799      0.04567           -0           -0           -0           -0
      3393       9.5003       2.9818        3.294       7.1768       3.9988      0.94613       1.4565
      3401       5.1355      0.98381       5.0404           -0           -0           -0           -0
      3403       4.2016       3.1737       2.3043       1.5069           -0           -0           -0
      3413          2.3    -0.041647       2.2997           -0           -0           -0           -0
      3417       16.724        11.95       9.9367       5.2992       3.1731           -0           -0
      3429       1.1114       1.1114           -0           -0           -0           -0           -0
      3441       1.0886    -0.064767       1.0867           -0           -0           -0           -0
      3442       2.8759       1.3958       2.5145           -0           -0           -0           -0
      3444       2.6039       1.7965       1.8849           -0           -0           -0           -0
      3452      0.34899      0.34508     0.052056           -0           -0           -0           -0
      3455       13.983       1.7751       8.0618       8.3577       6.0086       1.7647        4.279
      3460       5.1459       1.3936       2.8454       4.0549           -0           -0           -0
      3463       4.8434       1.6456       2.5005       3.8077           -0           -0           -0
      3484       5.3313       4.2839       3.1615      0.27444           -0           -0           -0
      3487       1.7755       1.6472      0.66265           -0           -0           -0           -0
      3492       1.3309       1.3309           -0           -0           -0           -0           -0
      3500       0.1515       0.1515           -0           -0           -0           -0           -0
      3526       10.684       3.5937       8.1545       5.8934           -0           -0           -0
      3527        2.488        1.985          1.5           -0           -0           -0           -0
      3532       26.707       3.3866        8.633       13.805       13.739       6.8111       14.197
      3535       2.8662    -0.094682       2.8446      0.33808           -0           -0           -0
      3560       7.7721       4.6548        6.224           -0           -0           -0           -0
      3568       1.8206       1.8205     0.025132           -0           -0           -0           -0
      3570       3.3818       1.0562       3.2126           -0           -0           -0           -0
      3572       31.166       26.109       15.308        6.264       1.7364        3.614           -0
      3584       1.5784      0.27387       1.5544           -0           -0           -0           -0
      3587       0.1403    -0.079697      0.11547           -0           -0           -0           -0
      3588       1.6873       1.6873           -0           -0           -0           -0           -0
      3595       1.1869      0.60493       1.0211           -0           -0           -0           -0
      3620       1.3205       1.3205           -0           -0           -0           -0           -0
      3626       4.1419       3.0422       2.8109           -0           -0           -0           -0
      3627       19.373       5.4979       9.0564       11.042       10.414       5.7162           -0
      3638       4.7367       3.3003       3.3977           -0           -0           -0           -0
      3648       2.9095       2.1737       1.9339           -0           -0           -0           -0
      3651      0.89431    -0.052802      0.89275           -0           -0           -0           -0
      3652       3.8175       1.7606       3.3872   2.6854e-07           -0           -0           -0
      3654       3.2874      0.78465     0.061591    0.0016342   6.1094e-08           -0       3.1918
      3658       17.421       6.8443       11.175       11.053        3.095           -0           -0
      3661      0.57258     -0.07925      0.12334           -0           -0      0.11087      0.54227
      3668        43.24       21.038       27.936        19.27       16.593   1.0058e-07           -0
      3676            0           -0           -0           -0           -0           -0           -0
      3677       1.4122    -0.095522        1.409           -0           -0           -0           -0
      3679       13.345       11.844       5.1418       3.3714           -0           -0           -0
      3680        1.511      0.80172       1.2807           -0           -0           -0           -0
      3686       3.2596       3.1451      0.85655           -0           -0           -0           -0
      3696      0.81808      0.71267      0.40169           -0           -0           -0           -0
      3699       2.7929      0.72008       2.1618        1.615    4.549e-08           -0           -0
      3703       1.7044       1.6892      0.22671           -0           -0           -0           -0
      3704       1.6277       1.0311       1.2595           -0           -0           -0           -0
      3709       3.1459       2.1547       1.8157       1.3989           -0           -0           -0
      3712       10.178       1.6032       7.6773       6.4868           -0           -0           -0
      3718       10.809        8.682       5.6463        1.805       2.5125           -0           -0
      3721      0.79292      0.79292           -0           -0           -0           -0           -0
      3739      0.29311      0.29311           -0           -0           -0           -0           -0
      3742       22.606       14.883       13.255       10.257       2.9449           -0           -0
      3758       17.655       5.3561        6.678       12.082       8.1685       4.0147       3.0989
      3760      0.35168      0.35168           -0           -0           -0           -0           -0
      3763       3.1632       2.1522       2.3181           -0           -0           -0           -0
      3769     0.067232    -0.067232           -0           -0           -0           -0           -0
      3775       5.5094       4.0544       3.7303           -0           -0           -0           -0
      3780       2.3232    -0.054358      0.12101           -0   3.0757e-07           -0       2.3194
      3781       2.4597       2.3722       0.6501           -0           -0           -0           -0
      3792       6.3631       4.6815       1.9016       2.5916       2.8706           -0           -0
      3793       6.0065       3.0167      0.22053       4.8737       1.7821           -0           -0
      3806      0.19254      0.19254           -0           -0           -0           -0           -0
      3807       3.3796        3.373      0.21025           -0           -0           -0           -0
      3811       2.2693       1.6088       1.6005           -0           -0           -0           -0
      3812        2.687        2.687           -0           -0           -0           -0           -0
      3813       16.081        11.55       9.8513       5.3037           -0           -0           -0
      3817       5.7929      0.99274       3.2596       4.6848           -0           -0           -0
      3821       18.136       5.1115       9.0802        10.39        9.751       4.1102      0.64192
      3823       2.7006       2.2591       1.4797           -0           -0           -0           -0
      3827        15.79       4.2722       4.2751       5.4076       9.5108       9.5316       1.5012
      3836       6.2274       4.1621       4.5856      0.65575           -0           -0           -0
      3849       8.8218       1.6448       3.6041       7.8822           -0           -0           -0
      3870       70.892       59.295       25.541       25.146       14.274       4.6144           -0
      3880        2.091    0.0099578        2.091           -0           -0           -0           -0
      3882      0.28472      0.28472           -0           -0           -0           -0           -0
      3883        14.18       6.3281       9.6962       7.9747       1.8515           -0           -0
      3887        8.781       7.1123        4.845       1.7455           -0           -0           -0
      3888       7.9658       2.6152       6.1325       4.3598           -0           -0           -0
      3894       2.4835       2.4717      0.24196           -0           -0           -0           -0
      3901       1.5937      0.88958       1.3224           -0           -0           -0           -0
      3902      0.73486    -0.084904      0.72994           -0           -0           -0           -0
      3913       0.9647       0.9647           -0           -0           -0           -0           -0
      3914       40.306       14.406       23.654        27.94       8.1773       3.1706           -0
      3917      0.73444      0.73444           -0           -0           -0           -0           -0
      3920     0.067543    -0.067543           -0           -0           -0           -0           -0
      3928       1.3825      0.15003     0.066952       1.3728           -0           -0           -0
      3935       5.0794       1.8737       4.7212           -0           -0           -0           -0
      3940       1.9555       1.2457       1.5074           -0           -0           -0           -0
      3941      0.46382      0.43703      0.15535           -0           -0           -0           -0
      3952      0.47116      0.47116           -0           -0           -0           -0           -0
      3954      0.48929      0.22666      0.43362           -0           -0           -0           -0
      3955       4.2983      0.79512       3.9788       1.4187           -0           -0           -0
      3966       2.3929       1.8817       1.4781           -0           -0           -0           -0
      3969       4.1887        1.627       3.8597           -0           -0           -0           -0
      3978       4.8106       4.3509       2.0522           -0           -0           -0           -0
      3981        9.342       6.2049       5.7993       3.8912           -0           -0           -0
      3991       7.9621       7.5417       2.5532           -0           -0           -0           -0
      3996       2.2229       2.1349      0.61925           -0           -0           -0           -0
      4004        8.101       2.3098       3.5221       2.9076       2.1129       1.4023       5.7446
      4012            0           -0           -0           -0           -0           -0           -0
      4022       10.688       6.1554       8.4394       2.2649           -0           -0           -0
      4032       3.4762       3.2816       1.1466           -0           -0           -0           -0
      4043       2.0808       2.0808           -0           -0           -0           -0           -0
      4046      0.82543      0.82543           -0           -0           -0           -0           -0
      4048       4.5969       3.5903       2.8709   2.4992e-07           -0           -0           -0
      4050       10.531       7.2504       4.7467       5.9829           -0           -0           -0
      4056       1.7027       1.6997      0.10157           -0           -0           -0           -0
      4057       2.9872       1.3529       2.6633           -0           -0           -0           -0
      4068       3.4079       2.7602       1.9988           -0           -0           -0           -0
      4077      0.11376     0.048128      0.10308           -0           -0           -0           -0
      4079       2.6813       2.4084      0.69501      0.95188           -0           -0           -0
      4083       9.3321       2.2066       3.3368       7.5074       3.8374           -0           -0
      4108       31.283       16.016       25.417       7.5779       4.3159           -0           -0
      4110       1.4696       1.2104      0.83337           -0           -0           -0           -0
      4111       1.6181      0.77698       1.4193           -0           -0           -0           -0
      4116       8.2588       1.0973       1.9284        5.295       5.3834       2.4509       0.5111
      4145       12.958       9.4883       6.9935       3.9278        3.679           -0           -0
      4149       4.3407      0.76616       3.0941       2.9463           -0           -0           -0
      4189       4.1976       3.8949       1.5651           -0           -0           -0           -0
      4203       6.1081       3.2318       3.3031       3.9942           -0           -0           -0
      4211       32.781       22.263       19.548       13.507       3.7915           -0           -0
      4214       5.8815      0.71087       2.9944       5.0121           -0           -0           -0
      4215       1.0116    -0.073409       1.0089           -0           -0           -0           -0
      4222       11.845       1.8136       1.1379       8.4421       8.0278           -0           -0
      4226       6.7686       3.6505       5.6998           -0           -0           -0           -0
      4235       24.582       14.389       15.026       12.204       4.7415           -0           -0
      4239       3.4145        2.752       2.0212           -0           -0           -0           -0
      4247       2.6756       2.6512      0.36007           -0           -0           -0           -0
      4254       2.3598       1.2925       1.9743           -0           -0           -0           -0
      4255        8.604        7.802       3.6274           -0           -0           -0           -0
      4260       1.2992       1.2948      0.10658           -0           -0           -0           -0
      4266       12.365       2.5859       2.1429       1.9925       10.272       5.6674           -0
      4267       11.255       8.6423       6.7399       2.5618           -0           -0           -0
      4268       10.125       7.6321       5.9074       3.0595           -0           -0           -0
      4270       11.858       4.7493        5.771        8.441        3.576      0.61162      0.57963
      4290      0.26235      0.26235           -0           -0           -0           -0           -0
      4297       1.3833       1.0007      0.95497           -0           -0           -0           -0
      4308       13.097        4.017       4.5698       9.4525        6.721           -0           -0
      4309      0.38426      0.36366      0.12411           -0           -0           -0           -0
      4312       26.209       5.4391       13.647       14.818       11.285       5.1236       9.8952
      4314       24.081       15.784       16.586       5.1233        5.423           -0           -0
      4320       14.805       3.2631        5.194       11.246       7.3843      0.74813           -0
      4321       4.0335       3.0343       1.8462       1.9114           -0           -0           -0
      4322       1.3513       1.2318      0.55556           -0           -0           -0           -0
      4325       2.9459      0.32834       2.8607   3.2109e-07           -0           -0      0.62202
      4344       3.3463       3.2639      0.73777           -0           -0           -0           -0
      4362       2.6283    -0.076463       1.4931       2.1616           -0           -0           -0
      4363       2.8244       2.4032       1.4035      0.48162           -0           -0           -0
      4367      0.80285      0.80285           -0           -0           -0           -0           -0
      4371       3.9567       3.4053       2.0148           -0           -0           -0           -0
      4379       5.4074       3.8889        1.888       3.2484           -0           -0           -0
      4389       1.0588      0.54714      0.90648           -0           -0           -0           -0
      4404        1.641        1.641           -0           -0           -0           -0           -0
      4419       2.6568       2.6152      0.46816           -0           -0           -0           -0
      4432       2.5881      0.70206       1.1915       2.1877           -0           -0           -0
      4442       4.6036        0.709       1.8983       3.2733       2.5242           -0           -0
      4449       21.046       5.7415       4.4015       4.2114       9.2536       14.704       8.4272
      4451        2.217       1.8047       1.2876           -0           -0           -0           -0
      4456       17.627       6.6627       6.8749       13.595       5.6022       1.6295      0.42229
      4469       4.5124       3.9415        2.197           -0           -0           -0           -0
      4474     0.060326    -0.060326           -0           -0           -0           -0           -0
      4480       1.7861       1.6121      0.76903           -0           -0           -0           -0
      4486         35.2       17.643       26.062       14.337       6.5568           -0           -0
      4499       6.6675       5.1586       4.2242           -0           -0           -0           -0
      4500        23.62       1.8137       3.0947        12.64       15.391       12.009       2.0369
      4503       1.4218    -0.055896       1.4207           -0           -0           -0           -0
      4504      0.76414      0.76238     0.051768           -0           -0           -0           -0
      4520      0.12175    -0.054666      0.10878           -0           -0           -0           -0
      4528       6.2241       3.2531       2.0756       4.8835           -0           -0           -0
      4531       4.0217       3.9978      0.43753           -0           -0           -0           -0
      4537       2.5007       2.4637      0.42846           -0           -0           -0           -0
      4542       2.0715       2.0715           -0           -0           -0           -0           -0
      4546       1.8061       1.5719       0.8894           -0           -0           -0           -0
      4550       3.5419    -0.038479     0.082337       3.5407           -0           -0           -0
      4558      0.58548      0.57325      0.11906           -0           -0           -0           -0
      4563       1.9954        1.893      0.63118           -0           -0           -0           -0
      4564       3.7269       1.1624        2.677       2.3178           -0           -0           -0
      4575       1.7066       1.7066           -0           -0           -0           -0           -0
      4580       19.818       5.7348       9.2079       13.867       9.0976           -0           -0
      4589       8.6831       6.5025       5.7544           -0           -0           -0           -0
      4592       17.367       13.063       9.4693       6.4271           -0           -0           -0
      4598       3.8909       2.3416       3.1074           -0           -0           -0           -0
      4601       5.7989      0.50019       2.0748       4.0372       2.2701       1.3431       2.4116
      4603            0           -0           -0           -0           -0           -0           -0
      4612       3.5893      0.66601       2.9239       1.9725           -0           -0           -0
      4625        28.55       22.358       15.512       8.2569       2.5298           -0           -0
      4627       3.2312       2.5299       2.0101           -0           -0           -0           -0
      4633       7.9064       1.9672       5.5137       5.3142           -0           -0           -0
      4654       7.3872       3.7919       6.3397           -0           -0           -0           -0
      4656       24.574       18.983       11.842       9.4537       3.7288           -0           -0
      4663       34.684       21.552       23.109       13.266        5.332           -0           -0
      4676       3.0329       1.3261       2.7276           -0           -0           -0           -0
      4681            0           -0           -0           -0           -0           -0           -0
      4694       5.4871       2.3636       3.5159       3.4872           -0           -0           -0
      4701       1.5232       1.5232           -0           -0           -0           -0           -0
      4703       2.1925    -0.040712       2.1921           -0           -0           -0           -0
      4707       4.6082       2.6318       3.7827           -0           -0           -0           -0
      4722        7.537       4.8959       5.7304           -0           -0           -0           -0
      4738       4.2531       4.2531           -0           -0           -0           -0           -0
      4744       3.7589    -0.082609       1.9728       3.1985           -0           -0           -0
      4751       5.4224       2.9575       4.5449           -0           -0           -0           -0
      4759     0.064484     0.064484           -0           -0           -0           -0           -0
      4760       3.5463       1.7507       3.0841    2.639e-07           -0           -0           -0
      4762       7.1792      0.70408       5.3611       2.7155       2.3816        0.772       2.9429
      4774       12.912       4.6291       8.5577       7.6203       3.6872      0.61999           -0
      4777       11.166       6.7174       7.4422        4.917           -0           -0           -0
      4779       4.7495       3.1786       1.3444      0.82418       3.1573           -0           -0
      4787       5.9679       2.6033        2.231       4.8848           -0           -0           -0
      4789       3.8672       3.1374       2.2592   1.1307e-07     0.087985           -0           -0
      4793       2.0818       2.0813     0.048844           -0           -0           -0           -0
      4799       92.962       43.276       65.131       41.271       27.184       8.3575       3.8392
      4804       3.0222        2.707       1.3438           -0           -0           -0           -0
      4806       4.7433    3.753e-05       3.2273       3.4761           -0           -0           -0
      4815     0.083251    -0.065083     0.051911           -0           -0           -0           -0
      4826       19.013       4.2539       8.9751       15.362       5.1837           -0           -0
      4828       1.7571       1.2128       1.2714           -0           -0           -0           -0
      4832       13.901       13.041       4.8133           -0           -0           -0           -0
      4839       3.2414       1.3559       2.9442           -0           -0           -0           -0
      4846       7.3423       2.8565       6.7639           -0           -0           -0           -0
      4847      0.65108      0.65108           -0           -0           -0           -0           -0
      4849        3.863    -0.093237        3.807   2.4055e-07           -0           -0      0.64857
      4858       3.5229       1.8173        3.018           -0           -0           -0           -0
      4860       2.0607     0.042287       2.0603           -0           -0           -0           -0
      4865       16.971       12.577       10.693       3.9344           -0           -0           -0
      4868       7.2247       4.1914       3.8307       4.4669           -0           -0           -0
      4874       2.7045      0.50548       1.9926        1.646      0.61576           -0           -0
      4887       1.8245       1.3911       1.1804           -0           -0           -0           -0
      4888       9.4476       2.3084       3.9955       7.4291       3.5741           -0           -0
      4891            0           -0           -0           -0           -0           -0           -0
      4901       4.2153       2.9924       2.9688           -0           -0           -0           -0
      4905       10.071        7.182       5.7198       4.1388           -0           -0           -0
      4912       4.3465       3.9649        1.781           -0           -0           -0           -0
      4916     0.031785     0.031785           -0           -0           -0           -0           -0
      4917       9.3941       5.9171       2.8866        6.701           -0           -0           -0
      4919       2.7916       2.5148        1.212           -0           -0           -0           -0
      4924       4.8395       4.8395     0.021833   1.1158e-07           -0           -0           -0
      4937       15.641       5.6998       10.783       9.3372        2.946           -0           -0
      4945       6.7603       2.1561       3.8214       4.7264       2.0275           -0           -0
      4954       8.8865       1.1984       8.3659        2.747   1.2335e-07           -0           -0
      4955       23.679       13.614       15.782       10.445       4.1437           -0           -0
      4974       12.496        7.584       9.1568       3.0474       2.3475           -0           -0
      4986       10.518       5.9648       7.7378       2.9947       2.4902           -0           -0
      4990        23.04         2.64       1.1715       10.414       13.881       8.7352       12.044
      4991       2.5131       1.4922       2.0222           -0           -0           -0           -0
      4993     0.077618    -0.077618           -0           -0           -0           -0           -0
      4995       3.7071       1.4913      0.76667      0.96276       1.1274      0.22953       2.9463
      4996        4.508       3.2972       1.7321       2.5397           -0           -0           -0
      4997       3.4955       1.6702       0.5442        2.794      0.22672      0.85918      0.73268
      4999       3.3706       3.2199      0.99669           -0           -0           -0           -0
      5000      0.47594      0.46383      0.10666           -0           -0           -0           -0
      5007       15.912       9.9143       8.5138        8.525        3.121           -0           -0
      5010        2.523        1.892       1.6692           -0           -0           -0           -0
      5012       4.2159       1.8894       3.7688           -0           -0           -0           -0
      5016       1.4229       1.4099      0.19233           -0           -0           -0           -0
      5023       101.52        87.12       46.035       16.812       16.417       6.6879           -0
      5026       2.6378      0.44564       1.1716        2.321           -0           -0           -0
      5028       52.472       35.415       34.209       17.716        3.871           -0           -0
      5029       4.8804       4.8804           -0           -0           -0           -0           -0
      5033       2.2263      0.24868       2.2124           -0           -0           -0           -0
      5034      0.54103       0.3752       0.3898           -0           -0           -0           -0
      5042     0.072445    -0.072445           -0           -0           -0           -0           -0
      5050            0           -0           -0           -0           -0           -0           -0
      5055       22.492       9.3379        15.59       12.892       3.0709           -0           -0
      5057       1.8959      0.43735       1.8448           -0           -0           -0           -0
      5064       2.5956       2.5861      0.22099           -0           -0           -0           -0
      5067       7.1651        4.277       5.0873       1.0506      0.68933       2.1035       1.0777
      5070      0.55851      0.55851           -0           -0           -0           -0           -0
      5080       3.8406      0.90806       3.7317           -0           -0           -0           -0
      5089       8.0378          6.2       4.0098       1.4492        2.656      0.83131      0.49132
      5090       7.8943      0.84003        5.567       4.5859       0.4604       1.3916       2.7283
      5095      0.56938      0.56904      0.01981           -0           -0           -0           -0
      5097       13.915        13.03       2.4098       4.2481           -0           -0           -0
      5101        4.168       3.2997       2.5464           -0           -0           -0           -0
      5114       3.7693       2.7343       2.5944           -0           -0           -0           -0
      5122        1.723       1.1981      0.44855       1.1543           -0           -0           -0
      5125       3.8231       2.0133         3.25           -0           -0           -0           -0
      5129       1.6802       1.1153       1.2566           -0           -0           -0           -0
      5133       12.289       7.8286       9.2617       1.9863           -0           -0           -0
      5138        8.736       4.1266       5.3811       5.5075           -0           -0           -0
      5146     0.082218    -0.082218           -0           -0           -0           -0           -0
      5147       10.479       8.4786       4.5061       4.0096       1.2428           -0           -0
      5148        9.755       1.4156       1.9407       5.9378       4.6561       3.5223       4.4772
      5155       1.5757    -0.071892       1.5741           -0           -0           -0           -0
      5156       5.1477       1.3089     0.057673       2.1291        1.181       1.9453        3.882
      5162       2.7682       2.5184       1.1493           -0           -0           -0           -0
      5168       20.531       13.005       15.165       4.7342           -0           -0           -0
      5170       10.613       7.9382       6.8996       1.4234           -0           -0           -0
      5171       1.8717     -0.06565       1.6511      0.83747   7.0957e-08           -0      0.26775
      5177       8.5929       4.4713       4.5808       4.9209       2.7863   1.0177e-07      0.93967
      5185     0.085192    -0.085192           -0           -0           -0           -0           -0
      5187       29.136       25.121       14.594       2.2002           -0           -0           -0
      5205       4.2063       4.2043      0.12999           -0           -0           -0           -0
      5206       1.8843      0.83687       1.6883           -0           -0           -0           -0
      5211        16.32       3.5296       4.6258       10.525       8.7638       6.6657      0.68821
      5215       102.93       7.3791       11.656        11.85       97.891       25.817       3.7723
      5218       1.5149      0.66056       1.3633           -0           -0           -0           -0
      5225       2.5391       2.2623      0.69738      0.91814           -0           -0           -0
      5238       10.414       10.289       1.5384      0.48413           -0           -0           -0
      5242      0.99475      0.99475           -0           -0           -0           -0           -0
      5245     0.074793    -0.074793           -0           -0           -0           -0           -0
      5255       2.6413       2.6409     0.048549           -0           -0           -0           -0
      5256       6.9832        3.273         3.95       4.7381           -0           -0           -0
      5258        1.211           -0           -0           -0           -0           -0        1.211
      5265       8.8532       5.1815       4.1181       5.3674       2.1804      0.88819      0.46969
      5270       16.743       13.606       8.3609       5.0304           -0           -0           -0
      5273       3.5545       2.1848       2.8038           -0           -0           -0           -0
      5293       2.0876      0.42998       2.0428           -0           -0           -0           -0
      5296       4.9472        3.243        3.736           -0           -0           -0           -0
      5309       1.8092       1.2919       1.2665           -0           -0           -0           -0
      5321       17.387       11.647       11.555       4.7796       3.2089           -0           -0
      5325       85.519       42.805       56.159         43.6       17.486        10.97      0.62475
      5329       3.8498       1.8173       3.3938           -0           -0           -0           -0
      5337       9.5919       8.0493       4.6605        1.428       1.6178      0.91473           -0
      5342       1.0531    -0.070922       1.0507           -0           -0           -0           -0
      5346       57.114       39.236       38.925       14.327       1.4276           -0           -0
      5347       11.968        6.415       7.5623          6.7           -0           -0           -0
      5348       34.561       12.427       20.198       21.129       12.033       6.3935           -0
      5350       2.6776      0.60261       2.6089   8.1241e-08           -0           -0           -0
      5358       8.6145       5.2666       6.2484       2.7256           -0           -0           -0
      5359       4.4215       4.3177       0.9525           -0           -0           -0           -0
      5363       1.2996      0.16935     0.085506       1.2857           -0           -0           -0
      5366       1.5824      0.57873       1.4727           -0           -0           -0           -0
      5371      0.97443      0.97443           -0           -0           -0           -0           -0
      5372      0.12561      0.12561           -0           -0           -0           -0           -0
      5374       2.4384       1.3176       2.0517           -0           -0           -0           -0
      5375       10.247       6.2872       5.0033       6.3586           -0           -0           -0
      5382      0.50454    -0.063068      0.50058           -0           -0           -0           -0
      5395       11.786       6.5768       4.9171       7.3688       4.1446           -0           -0
      5402       1.1634      0.63228      0.97659           -0           -0           -0           -0
      5411       8.5983       1.0448      0.10495       8.5339           -0           -0           -0
      5424       4.2864       2.3058        2.294       2.7917           -0           -0           -0
      5426       4.3621       2.5372       2.9353       1.9937           -0           -0           -0
      5427       1.2895        1.284      0.11836           -0           -0           -0           -0
      5435       3.5862       2.8172       1.8762       1.1849           -0           -0           -0
      5438       8.7076         5.23       3.0245       3.9444       4.8748           -0           -0
      5446       4.9212       3.9504     0.041127       2.9344           -0           -0           -0
      5450       3.9077      0.25815       3.8991           -0           -0           -0           -0
      5459            0           -0           -0           -0           -0           -0           -0
      5464      0.12792     0.087997     0.092849           -0           -0           -0           -0
      5484       5.0744       1.1137       1.6618       4.6634           -0           -0           -0
      5509       4.0644       4.0644           -0           -0           -0           -0           -0
      5512       20.131       9.8992       11.485       11.881       5.8462           -0           -0
      5515       10.313       8.8265       5.2902      0.67849           -0           -0           -0
      5518       1.7499       1.5126     0.030805      0.87948           -0           -0           -0
      5520            0           -0           -0           -0           -0           -0           -0
      5523            0           -0           -0           -0           -0           -0           -0
      5526           14       10.919       7.4562       4.5966      0.24278           -0           -0
      5529       3.0123      0.86038       2.8868           -0           -0           -0           -0
      5530       26.446       19.927       14.818       6.2636       6.5956           -0           -0
      5531       1.5153       1.5153           -0           -0           -0           -0           -0
      5537       1.4973       1.4973           -0           -0           -0           -0           -0
      5543       5.0116    -0.086628       2.6793       2.1672        2.319       0.7871       2.6899
      5545        7.351       4.1885       4.1865       4.3552           -0           -0           -0
      5552       4.1233       1.8292       3.6954           -0           -0           -0           -0
      5588       10.887       5.1237       7.1209       6.4466           -0           -0           -0
      5590      0.88138      0.38518      0.79276           -0           -0           -0           -0
      5604       12.828        6.801       8.4057       6.9023           -0           -0           -0
      5612      0.80133      0.73141      0.32737           -0           -0           -0           -0
      5620       1.9073       1.9032      0.12538           -0           -0           -0           -0
      5627       8.2419       5.2045       5.4436       3.3479           -0           -0           -0
      5634       2.7997      0.88952       2.3341      0.89534      0.89299           -0           -0
      5647     0.065159    -0.065159           -0           -0           -0           -0           -0
      5650       4.3941       4.0984       1.5845           -0           -0           -0           -0
      5655      0.71689      0.70968      0.10144           -0           -0           -0           -0
      5664            0           -0           -0           -0           -0           -0           -0
      5668       1.9943      0.66759       1.0262       1.5744           -0           -0           -0
      5671       6.0288       3.6152       1.9622       4.2492       1.1706           -0           -0
