#i_Bootstrap        CSFRD_Vmax_Bootstrap         CSFRD_Vbin_Bootstrap
#
         1                   0.0431042                   0.0323814
         2                   0.0440521                   0.0312037
         3                   0.0394129                   0.0308437
         4                   0.0384602                   0.0327049
         5                   0.0440425                   0.0295507
         6                   0.0403384                   0.0318474
         7                   0.0470782                   0.0340164
         8                   0.0418532                   0.0313906
         9                   0.0397374                   0.0304041
        10                   0.0444518                   0.0312696
        11                   0.0375267                   0.0304658
        12                   0.0483925                   0.0349366
        13                   0.0391892                   0.0298809
        14                   0.0414604                   0.0343355
        15                   0.0367399                   0.0302444
        16                   0.0390269                   0.0312903
        17                   0.0413079                   0.0308687
        18                   0.0395984                   0.0352827
        19                   0.0386611                   0.0333851
        20                   0.0408135                   0.0324125
        21                   0.0419758                   0.0338021
        22                   0.0393273                   0.0321171
        23                   0.0387708                   0.0316172
        24                   0.0428825                   0.0356211
        25                   0.0402343                   0.0321265
        26                   0.0344562                   0.0279327
        27                   0.0489876                   0.0344458
        28                   0.0454038                   0.0312107
        29                   0.0410538                   0.0316338
        30                   0.0373012                   0.0296003
        31                   0.0334367                   0.0312946
        32                    0.041588                    0.032001
        33                   0.0444041                   0.0354795
        34                    0.041495                   0.0306466
        35                   0.0430772                   0.0309588
        36                   0.0395757                   0.0341482
        37                   0.0408895                   0.0313194
        38                   0.0401896                   0.0277497
        39                   0.0422162                   0.0344976
        40                   0.0389077                   0.0340812
        41                   0.0398336                   0.0335485
        42                   0.0452405                   0.0309255
        43                   0.0375882                   0.0329455
        44                   0.0406118                   0.0305272
        45                   0.0413046                   0.0311856
        46                   0.0402711                   0.0313177
        47                   0.0404236                   0.0302614
        48                   0.0380221                   0.0296514
        49                   0.0423544                   0.0314095
        50                   0.0423095                    0.033528
        51                   0.0396239                   0.0342907
        52                   0.0384842                   0.0313242
        53                   0.0435445                   0.0312255
        54                   0.0430745                   0.0309609
        55                   0.0463681                   0.0337408
        56                   0.0481064                   0.0323492
        57                   0.0362943                    0.030823
        58                   0.0376831                   0.0306566
        59                   0.0369699                   0.0308996
        60                   0.0426441                   0.0345939
        61                   0.0491412                   0.0295866
        62                   0.0403503                   0.0358872
        63                   0.0376579                   0.0302637
        64                   0.0457689                   0.0355861
        65                   0.0397162                   0.0310271
        66                   0.0376848                    0.029361
        67                     0.03949                   0.0311508
        68                   0.0460326                    0.032942
        69                     0.04057                   0.0311237
        70                   0.0404666                   0.0279546
        71                   0.0432678                   0.0329398
        72                   0.0454332                   0.0305111
        73                   0.0416143                   0.0299183
        74                   0.0406178                   0.0343325
        75                   0.0388399                    0.033195
        76                   0.0442064                   0.0329831
        77                   0.0430832                    0.034131
        78                   0.0403278                   0.0309757
        79                   0.0389384                   0.0294922
        80                   0.0388227                   0.0306694
        81                   0.0428032                   0.0348735
        82                   0.0465125                   0.0315133
        83                   0.0395243                   0.0309927
        84                   0.0421396                   0.0323771
        85                   0.0453164                   0.0335966
        86                   0.0352913                   0.0285348
        87                   0.0353223                    0.029523
        88                   0.0449015                   0.0342093
        89                   0.0434183                   0.0327173
        90                   0.0419835                   0.0305546
        91                   0.0422826                   0.0324667
        92                   0.0402975                   0.0363342
        93                   0.0395115                   0.0343916
        94                   0.0473141                   0.0318537
        95                   0.0385538                    0.032411
        96                   0.0405328                   0.0327071
        97                    0.037093                   0.0323155
        98                   0.0360225                   0.0297306
        99                   0.0414885                   0.0327112
       100                   0.0365759                   0.0331793
       101                   0.0446346                   0.0307889
       102                   0.0430713                   0.0327049
       103                   0.0463608                   0.0359905
       104                   0.0361722                   0.0297445
       105                   0.0407157                   0.0331913
       106                   0.0352252                   0.0305418
       107                   0.0426587                   0.0345868
       108                   0.0433326                   0.0307867
       109                   0.0420079                   0.0313388
       110                   0.0370283                   0.0335898
       111                   0.0389855                   0.0297428
       112                   0.0396586                   0.0330562
       113                   0.0453028                    0.030394
       114                   0.0417939                   0.0304821
       115                   0.0364358                   0.0315592
       116                   0.0420674                   0.0314369
       117                   0.0400904                   0.0318332
       118                   0.0449807                   0.0324249
       119                    0.042638                   0.0313571
       120                   0.0444726                   0.0339028
       121                    0.043438                    0.032793
       122                      0.0476                   0.0289303
       123                    0.039884                   0.0307332
       124                   0.0428936                   0.0317599
       125                   0.0431322                   0.0307749
       126                   0.0413435                   0.0320736
       127                   0.0474362                    0.033974
       128                    0.043643                   0.0348796
       129                   0.0458643                   0.0328933
       130                   0.0393014                   0.0298376
       131                    0.037638                   0.0306022
       132                    0.044708                   0.0316771
       133                   0.0386955                   0.0325422
       134                     0.03839                    0.034024
       135                    0.045069                   0.0316496
       136                   0.0409952                   0.0311572
       137                   0.0419781                   0.0320553
       138                   0.0354256                   0.0280103
       139                   0.0436966                   0.0354249
       140                   0.0370351                   0.0320249
       141                   0.0426585                   0.0326479
       142                   0.0385056                   0.0323671
       143                   0.0364821                   0.0346522
       144                   0.0420738                   0.0328661
       145                   0.0423878                   0.0318359
       146                   0.0419038                   0.0314693
       147                   0.0418066                   0.0318537
       148                   0.0412504                   0.0316116
       149                   0.0356978                   0.0293188
       150                   0.0392098                   0.0328617
       151                   0.0412779                   0.0328369
       152                   0.0395464                   0.0346403
       153                   0.0351407                   0.0312975
       154                   0.0430089                   0.0312877
       155                   0.0453415                   0.0345424
       156                   0.0398392                   0.0316623
       157                   0.0463505                   0.0297549
       158                   0.0389716                   0.0301123
       159                   0.0433568                   0.0309664
       160                   0.0427496                   0.0298263
       161                   0.0445853                   0.0319459
       162                   0.0364083                   0.0312228
       163                   0.0491534                   0.0332263
       164                   0.0427768                   0.0288824
       165                   0.0420159                    0.028751
       166                   0.0494623                   0.0371019
       167                   0.0387791                   0.0322381
       168                   0.0396087                   0.0337723
       169                   0.0391398                   0.0324093
       170                    0.049019                   0.0319392
       171                   0.0365688                   0.0289209
       172                   0.0415199                   0.0298733
       173                   0.0460929                   0.0314443
       174                   0.0360189                   0.0288744
       175                    0.040602                   0.0296516
       176                   0.0400357                   0.0282925
       177                   0.0464054                   0.0338933
       178                   0.0417919                   0.0344776
       179                   0.0379242                   0.0314628
       180                   0.0474044                   0.0363142
       181                     0.04209                   0.0330205
       182                   0.0387472                   0.0291415
       183                   0.0402596                   0.0322457
       184                   0.0485159                   0.0343079
       185                   0.0457871                    0.029696
       186                   0.0436282                   0.0331395
       187                   0.0427542                   0.0315246
       188                   0.0406671                   0.0333782
       189                   0.0403917                   0.0315526
       190                   0.0412704                   0.0300754
       191                   0.0396984                    0.029719
       192                   0.0427995                   0.0336825
