#   coo_zmin    coo_zmax    coo_zcen    coo_zdis         coo_zvol
#
      0.4000      0.4000      0.4000      0.0000               0
      0.4000      0.4040      0.4020      0.0040       383.42844
      0.4000      0.4080      0.4040      0.0080        772.9201
      0.4000      0.4120      0.4060      0.0120       1168.4954
      0.4000      0.4160      0.4080      0.0160       1570.1661
      0.4000      0.4200      0.4100      0.0200       1977.9608
      0.4000      0.4240      0.4120      0.0240       2391.8729
      0.4000      0.4280      0.4140      0.0280       2811.9462
      0.4000      0.4320      0.4160      0.0320       3238.1697
      0.4000      0.4360      0.4180      0.0360       3670.5753
      0.4000      0.4400      0.4200      0.0400       4109.1782
      0.4000      0.4440      0.4220      0.0440       4553.9631
      0.4000      0.4480      0.4240      0.0480       5004.9673
      0.4000      0.4520      0.4260      0.0520        5462.212
      0.4000      0.4560      0.4280      0.0560       5925.6814
      0.4000      0.4600      0.4300      0.0600       6395.4124
      0.4000      0.4640      0.4320      0.0640       6871.3609
      0.4000      0.4680      0.4340      0.0680       7353.6095
      0.4000      0.4720      0.4360      0.0720       7842.1086
      0.4000      0.4760      0.4380      0.0760       8336.9006
      0.4000      0.4800      0.4400      0.0800       8837.9939
      0.4000      0.4840      0.4420      0.0840       9345.3787
      0.4000      0.4880      0.4440      0.0880       9859.0583
      0.4000      0.4920      0.4460      0.0920       10379.003
      0.4000      0.4960      0.4480      0.0960       10905.297
      0.4000      0.5000      0.4500      0.1000       11437.943
      0.4000      0.5040      0.4520      0.1040       11976.841
      0.4000      0.5080      0.4540      0.1080       12522.122
      0.4000      0.5120      0.4560      0.1120        13073.68
      0.4000      0.5160      0.4580      0.1160       13631.605
      0.4000      0.5200      0.4600      0.1200       14195.877
      0.4000      0.5240      0.4620      0.1240       14766.396
      0.4000      0.5280      0.4640      0.1280       15343.303
      0.4000      0.5320      0.4660      0.1320       15926.624
      0.4000      0.5360      0.4680      0.1360       16516.185
      0.4000      0.5400      0.4700      0.1400       17112.044
      0.4000      0.5440      0.4720      0.1440       17714.291
      0.4000      0.5480      0.4740      0.1480       18322.889
      0.4000      0.5520      0.4760      0.1520       18937.777
      0.4000      0.5560      0.4780      0.1560       19559.037
      0.4000      0.5600      0.4800      0.1600       20186.568
      0.4000      0.5640      0.4820      0.1640       20820.439
      0.4000      0.5680      0.4840      0.1680       21460.658
      0.4000      0.5720      0.4860      0.1720       22107.198
      0.4000      0.5760      0.4880      0.1760       22760.011
      0.4000      0.5800      0.4900      0.1800       23419.157
      0.4000      0.5840      0.4920      0.1840       24084.563
      0.4000      0.5880      0.4940      0.1880       24756.354
      0.4000      0.5920      0.4960      0.1920       25434.311
      0.4000      0.5960      0.4980      0.1960       26118.707
      0.4000      0.6000      0.5000      0.2000       26809.242
