#        cooFIR         snrFIR             id         snr100          snr160
#
              0        2.27255           3535    5.64468e-05        2.27255
              1        5.87099           3560        4.35936         3.9325
              0        2.08211           3568        2.08211    9.35546e-06
              0        2.10516           3570       0.855372        1.92355
              1        28.3534           3572         24.413        14.4194
              0         2.0157           3584       0.251112              2
              0    5.52951e-05           3587    4.99337e-05    2.37524e-05
              0         1.6772           3588         1.6772    2.05121e-05
              0       0.779891           3595       0.760153       0.174349
              0        1.19839           3620        1.19839              0
              0        4.49595           3626        3.02692        3.32435
              1        9.29949           3627        5.65506        7.38246
              0          4.518           3638        3.06305        3.32115
              0        3.06364           3648        2.02236        2.30129
              0        1.27004           3651    4.50628e-05        1.27004
              0        3.68324           3652        1.64096         3.2975
              0        1.13887           3654       0.857491       0.749495
              1        12.3407           3658        6.43855        10.5279
              0              0           3661            -99            -99
              1        27.8286           3668        16.9393        22.0792
              0         1.2702           3676         1.2702    2.77915e-05
              0        1.17392           3677    5.64256e-05        1.17392
              1        13.1719           3679        12.0038        5.42289
              0         1.5198           3680       0.665415        1.36638
              0        2.95944           3686        2.91691       0.499927
              0        0.71403           3696       0.683774        0.20565
              0        2.27244           3699       0.709075        2.15898
              0        2.46909           3703        2.14306        1.22626
              0        2.57198           3704        2.12316        1.45165
              0        2.11767           3709        1.87341       0.987357
              1        5.11883           3712        1.86196        4.76818
              1        10.4258           3718        9.10934        5.07131
              0       0.532391           3721       0.532391            -99
              0       0.281138           3739       0.278551      0.0380494
              1        19.1061           3742        16.3265          9.924
              1        8.79338           3758        5.58002         6.7961
              0       0.193597           3760       0.193597            -99
              0        2.27764           3763        1.86783         1.3034
              0       0.443981           3769    4.33007e-05       0.443981
              0        4.61516           3775        3.49351        3.01581
              0      0.0323754           3780      0.0323754    2.47134e-05
              0        2.04605           3781        2.04605              0
              0        4.77102           3792        4.36244        1.93178
              0        2.94603           3793        2.94603    2.28777e-05
              0       0.210397           3806       0.210397     1.0464e-05
              0        2.79835           3807        2.78544       0.268551
              0        2.09752           3811        1.33742        1.61583
              0        2.47493           3812        2.39015       0.642222
              1        15.4802           3813        11.6295        10.2172
              0        2.75835           3817       0.901789        2.60677
              1        8.85936           3821        4.57286        7.58796
              0        2.26376           3823        2.15891       0.680982
              1        5.02763           3827        3.79242        3.30069
              1        5.72894           3836        4.22134        3.87312
              0        3.10985           3849         1.6397        2.64245
              1        69.7184           3870        65.9056          22.74
              0         1.8888           3880      0.0436761         1.8883
              0       0.101319           3882       0.101319            -99
              1        9.77415           3883        5.71348        7.93033
              1        7.69147           3887        6.19751        4.55516
              1        5.84048           3888        2.37849        5.33423
              0        2.17646           3894        2.12834        0.45513
              0        1.56437           3901       0.726748        1.38532
              0       0.906657           3902    5.70455e-05       0.906657
              0        1.24754           3913        1.24754            -99
              1         21.478           3914        15.9101        14.4283
              0       0.562128           3917       0.562128            -99
              0      0.0190306           3920      0.0190306            -99
              0       0.135052           3928       0.135052    1.84891e-05
              0        4.18822           3935        1.57081         3.8825
              0        1.33099           3940        1.05142       0.816119
              0       0.428599           3941       0.427039      0.0365295
              0        2.34593           3952       0.312042        2.32509
              0      0.0912806           3954      0.0912806              0
              0         3.1488           3955       0.799301        3.04566
              0        2.13317           3966        1.67795        1.31715
              0        4.52858           3969        1.95049        4.08701
              0        4.56372           3978        4.28526        1.56976
              1        9.12166           3981          7.998        4.38596
              1        7.38609           3991        7.07993         2.1045
              0        1.65051           3996        1.64987      0.0459537
              0        2.76929           4004        1.77406        2.12643
              0    4.24824e-05           4012    4.24824e-05            -99
              1        9.83584           4022        5.61609        8.07486
              0        3.18608           4032        2.83275         1.4583
              0        2.26471           4043        2.26471            -99
              0        0.62446           4046        0.62446            -99
              0        4.48773           4048        3.29762        3.04391
              1         9.0168           4050        7.51542        4.98207
              0        1.51361           4056        1.51361    2.08683e-05
              0        1.60104           4057        1.01678        1.23672
              0        3.42523           4068        2.77032        2.01434
              0    2.05265e-05           4077              0    2.05265e-05
              0        2.11924           4079        1.91212       0.913758
              0        2.96771           4083        1.94319        2.24306
              1        26.8987           4108        19.3807        18.6529
              0        1.12087           4110        1.00385       0.498637
              0       0.634278           4111        0.54555       0.323547
              0        2.97541           4116        1.19293        2.72579
              1        12.3733           4145        10.0888        7.16348
              0        2.25357           4149       0.543338        2.18709
              0        3.96281           4189        3.90963       0.647081
              1         5.8792           4203        3.14958        4.96439
              1        26.1308           4211        20.6089        16.0652
              0        2.54773           4214       0.588075        2.47893
              0        1.03536           4215    5.39012e-05        1.03536
              0        2.48058           4222        1.93332         1.5542
              1        5.49673           4226        3.40573        4.31452
              1        18.4495           4235        13.3546        12.7295
              0        2.63573           4239         2.3038        1.28047
              0        2.60937           4247        2.54466       0.577539
              0        1.62586           4254        1.16673        1.13233
              1        10.6397           4255         9.3813        5.01931
              0        1.51231           4260        1.51231            -99
              0        3.42137           4266        2.64616        2.16877
              1        11.0833           4267        8.00355          7.667
              1        11.4398           4268        9.16256        6.84963
              1        7.23346           4270        4.55989        5.61519
              0       0.263145           4290       0.263145    1.54641e-05
              0       0.896589           4297       0.830357       0.338199
              1        6.24111           4308        3.71809         5.0127
              0       0.516493           4309       0.352296       0.377694
              1        10.4321           4312        5.79285        8.67587
              1        21.9517           4314        16.4143        14.5756
              1        5.05251           4320        3.16774        3.93615
              0        3.87647           4321        3.19702        2.19228
              0         1.3288           4322        1.26831       0.396328
              0        2.71541           4325       0.348821        2.69291
              0        3.10901           4344        3.04172       0.643334
              0      0.0279185           4362    5.04523e-05      0.0279185
              0        2.61588           4363        2.48654        0.81239
              0       0.904016           4367       0.530731       0.731826
              0        3.25366           4371        2.96975        1.32923
              0        4.08012           4379        3.89241        1.22335
              0        0.56643           4389       0.389217       0.411525
              0        1.74403           4404        1.74403            -99
              0        2.53873           4419        2.47158       0.580048
              0         1.2549           4432       0.624533        1.08846
              0        1.06349           4442       0.605435        0.87433
              1        8.19299           4449        6.41402         5.0976
              0        1.73997           4451        1.64889       0.555573
              1         8.1844           4456        6.00145         5.5648
              0         3.7214           4469        3.40589        1.49958
              0    4.90236e-05           4474    4.69451e-05    1.41233e-05
              0        1.76383           4480        1.60117       0.739831
              1        35.2707           4486        25.3471        24.5265
              1        6.69351           4499        5.87211        3.21269
              0        3.55215           4500        1.40079        3.26429
              0        1.57325           4503    3.81266e-05        1.57325
              0       0.817616           4504       0.817616    1.34372e-05
              0    5.32322e-05           4520    4.98345e-05    1.87133e-05
              0        3.50273           4528        3.06201        1.70095
              0        3.70895           4531        3.70895              0
              0        2.62472           4537        2.56419       0.560396
              0        1.67188           4542        1.67188            -99
              0          2.346           4546        1.59164        1.72349
              0    3.85716e-05           4550    3.32597e-05    1.95336e-05
              0       0.573458           4558       0.394509       0.416193
              0        1.84645           4563        1.65135       0.826093
              0        3.08481           4564        1.12428        2.87263
              0        1.50676           4575        1.50514      0.0698406
              1        10.6291           4580         6.1587        8.66305
              1        8.52835           4589        6.61873        5.37821
              1        14.1276           4592        11.5673        8.11095
              0        2.80933           4598        1.98438        1.98861
              0        1.55957           4601        0.33182        1.52386
              0    5.57159e-05           4603    5.57159e-05            -99
              0        2.26382           4612       0.585979        2.18666
              1        26.8544           4625        20.6843        17.1265
              0        3.13919           4627        2.57275        1.79875
              0        4.89701           4633        1.79845        4.55481
              1        6.12755           4654        3.66897         4.9077
              1        22.0369           4656        19.4206        10.4147
              1        26.4449           4663        19.9608        17.3465
              0        2.41389           4676        1.17353        2.10942
              0        1.70751           4681        1.69794       0.180558
              0        2.89832           4694        2.05134         2.0475
              0        1.56046           4701        1.56046            -99
              0        2.80525           4703      0.0225501        2.80516
              0        3.74735           4707        2.04415        3.14072
              1        5.52191           4722        4.26975        3.50154
              1        6.23272           4738        4.07267        4.71807
              0    5.76711e-05           4744    5.48035e-05    1.79591e-05
              1          5.083           4751        3.47974        3.70518
              0       0.145001           4759       0.145001            -99
              0        1.96937           4760        1.73842       0.925364
              0        3.73815           4762       0.615231        3.68718
              1        9.37682           4774        4.59211        8.17541
              1        9.00958           4777        6.68641        6.03858
              0        4.34505           4779        3.54167        2.51715
              0        3.24916           4787        2.56115         1.9994
              0        4.13999           4789        3.13134        2.70817
              0        1.87394           4793        1.87394    1.47767e-05
              1        82.8784           4799        44.0402        70.2089
              0        3.28862           4804        2.65253        1.94399
              0         2.4043           4806     3.7176e-06         2.4043
              0     4.5239e-05           4815    4.27962e-05    1.46644e-05
              1        9.00227           4826        3.57773         8.2608
              0        1.30638           4828        1.04286       0.786818
              1        11.8511           4832        11.2956        3.58578
              0        3.07825           4839        1.19347        2.83748
              1        5.52318           4846        2.44601        4.95202
              0       0.442293           4847       0.442293    2.13485e-05
              0         2.7931           4849     5.3178e-05         2.7931
              0         3.9385           4858        1.52049        3.63317
              0         2.9794           4860     5.4329e-05         2.9794
              1        17.8321           4865        13.1076        12.0902
              0        4.55216           4868        3.85166        2.42629
              0        2.00814           4874        0.43066        1.96142
              0        1.69443           4887        1.47572        0.83268
              1        5.67654           4888        2.72609        4.97912
              0    5.46048e-05           4891    5.46048e-05            -99
              0        3.35869           4901        2.52852        2.21074
              1        9.69927           4905        7.16135        6.54148
              0         4.4796           4912        4.10192        1.80029
              0              0           4916              0            -99
              1        6.64606           4917        5.29678        4.01426
              0        2.14186           4919        2.14186    1.34867e-05
              1        5.50817           4924        5.50817    9.22013e-06
              1        11.5614           4937         6.1827         9.7694
              0        3.89307           4945        2.11728        3.26697
              1        8.81305           4954       0.945497        8.76219
              1        17.6624           4955        12.5046        12.4737
              1         12.474           4974         7.3513        10.0777
              1        8.14876           4986        4.99872        6.43545
              0        2.76074           4990        2.47714        1.21881
              0        2.39796           4991        1.38607        1.95679
              0       0.452414           4993    5.15048e-05       0.452414
              0        2.04272           4995        1.43381        1.45496
              0        4.82772           4996        4.73958       0.918295
              0        1.76623           4997        1.57599       0.797391
              0        3.21002           4999        3.08035       0.903139
              0        1.22609           5000       0.292057         1.1908
              1        13.0306           5007         10.812        7.27306
              0         1.9487           5010        1.81858       0.700141
              0        4.84866           5012        1.69892        4.54128
              0        1.78665           5016        1.77771       0.178478
              1        107.557           5023        85.1102        65.7633
              0        1.17344           5026       0.312123        1.13117
              1         48.862           5028        39.2003         29.169
              0        4.53667           5029        4.35907        1.25695
              0        2.17819           5033      0.0937872        2.17617
              0        0.22685           5034        0.22685              0
              0    5.69807e-05           5042    5.69807e-05            -99
              0    6.20008e-05           5050    6.20008e-05            -99
              1        17.4819           5055         11.185        13.4355
              0        1.38428           5057       0.285999        1.35442
              0        2.21698           5064        2.21698              0
              1        6.68669           5067        4.66216        4.79333
              0       0.541817           5070       0.541817            -99
              1        5.28041           5080       0.817853        5.21669
              1        6.71447           5089        5.93699        3.13628
              1         5.3987           5090       0.779446        5.34214
              0       0.682196           5095       0.562555       0.385906
              1        12.2744           5097        11.9373        2.85703
              0        3.79693           5101        3.25017        1.96293
              0        2.88695           5114        2.29561        1.75061
              0        1.19008           5122        1.18997      0.0164562
              0        3.28347           5125        1.74326        2.78248
              0        1.08045           5129      0.0810931         1.0774
              1        11.3231           5133        7.21549        8.72636
              1        5.51666           5138        3.73124        4.06341
              0    4.38173e-05           5146    4.38173e-05            -99
              1        14.1972           5147        10.4824          9.575
              0        3.32815           5148        1.63352        2.89969
              0        2.08744           5155    4.87852e-05        2.08744
              0        1.22263           5156        1.22263    1.52248e-05
              0        3.57735           5162        3.41598        1.06233
              1        18.1319           5168        13.1428        12.4913
              1        9.56783           5170        7.10379        6.40934
              0        2.01354           5171    4.39836e-05        2.01354
              1         7.4036           5177        4.85752        5.58729
              0       0.555711           5185    4.93124e-05       0.555711
              1        29.5422           5187        25.8772        14.2517
              0        4.19899           5205        4.16881       0.502574
              0        1.04501           5206       0.832497       0.631653
              1         5.2652           5211         3.0678        4.27913
              1          11.01           5215        7.13915        8.38175
              0        1.37814           5218       0.247646         1.3557
              0        2.61106           5225        2.45282       0.895147
              1        12.0518           5238        11.9172        1.79597
              0        1.08564           5242        1.08564    1.79371e-05
              0     4.6799e-05           5245    4.47948e-05     1.3549e-05
              0        2.69862           5255        2.69862    1.33881e-05
              0        4.61075           5256        3.30633        3.21359
              0       0.856874           5258       0.856874    8.94448e-06
              1         5.4067           5265        4.47363        3.03629
              1        19.4999           5270        18.5367        6.05293
              0        3.11108           5273        2.25702        2.14119
              0        2.92956           5293       0.556877        2.87615
              1        5.69717           5296        3.64997        4.37441
              0        1.40848           5309        1.40848     1.5417e-05
              1        16.9649           5321        12.3294        11.6531
              1        61.7731           5325        41.3049        45.9327
              0        2.49615           5329        1.45042        2.03152
              1        9.76988           5337        8.09034        5.47693
              0        1.23668           5342    4.90714e-05        1.23668
              1         42.894           5346        39.3757        17.0132
              1        8.28086           5347        6.39747        5.25785
              1        17.7317           5348        13.4247         11.584
              0        2.47285           5350       0.576365        2.40475
              1        7.73273           5358        4.79059        6.07003
              0        4.05474           5359        4.05344       0.102415
              0       0.124458           5363       0.124458    2.06887e-05
              0        1.55703           5366       0.610363        1.43241
              0        2.43324           5371       0.812721         2.2935
              0        3.23426           5372      0.0896572        3.23302
              0        2.51883           5374        1.27583        2.17181
              1        9.39441           5375        7.31096        5.89956
              0      0.0156392           5382      0.0156392              0
              1        8.46859           5395        6.73077        5.13943
              0        1.91735           5402       0.655516        1.80181
              0       0.865593           5411       0.865593    2.19461e-05
              0        2.41711           5424        2.18852        1.02606
              0        3.85319           5426        2.52799        2.90798
              0        1.08846           5427        1.08846    2.82086e-05
              0        2.83872           5435        2.37955        1.54794
              1         6.2567           5438        4.77384        4.04435
              0        3.52074           5446        3.52074     9.5133e-06
              0        2.82916           5450       0.170212        2.82403
              0        2.14457           5459        2.14457            -99
              0      0.0687584           5464      0.0687584            -99
              0        1.84184           5484         0.9686        1.56659
              0         3.4584           5509        3.33264       0.924139
              1        14.3009           5512        9.41236        10.7668
              1        9.84003           5515         7.8034        5.99443
              0        1.67344           5518        1.67344    1.02733e-05
              0    4.35764e-05           5520    4.35764e-05              0
              0    5.94939e-05           5523    5.53473e-05     2.1822e-05
              1        12.9235           5526        9.98955        8.19907
              0        1.52531           5529       0.769081        1.31722
              1        22.8016           5530        19.6423        11.5799
              0        1.50172           5531        1.50172            -99
              0        1.27694           5537        1.22693       0.353841
              0        2.25269           5543    5.52053e-05        2.25269
              0        4.70339           5545        3.49233        3.15047
              0        4.03026           5552        1.70144        3.65351
              1        6.97391           5588        4.66843        5.18085
              0       0.461244           5590       0.242125       0.392583
              1        9.38352           5604        5.78585        7.38745
              0        3.32098           5612       0.810438        3.22057
              0        1.92669           5620        1.92669    2.58099e-05
              1        7.68248           5627        6.18301        4.55971
              0        2.52177           5634       0.759989        2.40452
              0    5.62993e-05           5647    5.03174e-05    2.52541e-05
              0        4.45495           5650        3.79882        2.32712
              0        0.65917           5655       0.656157      0.0629531
              0      0.0694485           5664    5.16638e-05      0.0694484
              0        1.18321           5668       0.615715        1.01039
              0        4.64993           5671        3.96337        2.43178
              0        1.52845           5672    5.07241e-05        1.52845
              0       0.490728           5675       0.490728    2.36604e-05
              0        1.41218           5682      0.0990657         1.4087
              0        3.26011           5685        1.23739        3.01615
              0       0.710843           5686       0.617115       0.352798
              0        1.04873           5691       0.764869       0.717498
              0        2.99066           5692        2.13623        2.09299
              0        3.39676           5705        3.36347       0.474409
              0        2.22605           5710    4.86906e-05        2.22605
              0        1.91934           5712        1.37982        1.33415
              0        4.14615           5726       0.687232         4.0888
              1        29.0598           5730        15.1999        24.7677
              1        10.7846           5735        9.66758        4.77975
              0        1.18665           5744        1.18665    2.36261e-05
              1        8.35967           5747        6.04587        5.77335
              1         8.5623           5766        5.51701        6.54795
              0        2.00718           5770         1.0958        1.68166
              0    6.72622e-05           5779    6.72622e-05            -99
              0       0.666134           5789       0.450869       0.490358
              0        4.88319           5797        2.93968        3.89921
              0      0.0832173           5799              0      0.0832173
              0        0.91738           5801        0.91738    2.06421e-05
              0        4.18295           5802        2.78748        3.11883
              0        3.03403           5805         1.0187         2.8579
              0        1.94792           5809        1.31677        1.43545
              1        8.73873           5814        7.38683        4.66905
              0        1.68778           5816       0.735143        1.51926
              1        23.7119           5822        19.2602        13.8312
              0        1.54742           5829         1.4639       0.501493
              0        2.21035           5830       0.581086         2.1326
              0        1.86297           5835        1.19255        1.43125
              0        4.99443           5836        4.42944        2.30748
              0          4.475           5837        3.97273        2.05987
              0       0.771046           5841       0.565558       0.524077
              0        1.94111           5847        1.41425        1.32959
              1        6.90134           5849        4.51077        5.22317
              1        22.6608           5853        17.7994        14.0247
              0       0.583031           5862     6.9146e-05       0.583031
              0        3.31113           5869        1.50184        2.95094
              1        13.2135           5879        8.91427        9.75355
              0         2.1802           5880         2.1802    1.43164e-05
              1        6.24656           5882        5.13074          3.563
              1        5.43681           5898        4.98861        2.16163
              0        2.86413           5907        0.43133        2.83146
              0        3.89451           5916        1.90594        3.39626
              0        4.62393           5917        3.51755        3.00126
              0       0.384236           5921       0.384236    1.94481e-05
              0        3.18994           5922        2.15706        2.35007
              0        2.72759           5925        2.50849        1.07109
              0       0.646308           5941       0.641217      0.0809636
              0       0.823031           5966       0.823031    2.89723e-05
              0        0.99303           5969       0.896658       0.426746
              0        4.52251           5974        1.91733        4.09596
              0        4.65295           5976        2.66667        3.81299
              0        4.02387           5977        3.57003        1.85644
              0              0           5982            -99            -99
              0        1.44502           5997        1.44502    1.83342e-05
              0       0.824351           6000       0.675055       0.473134
              0        2.01286           6003       0.971109        1.76311
              1        41.4305           6005        37.2535         18.129
              0        4.20496           6006        2.27093        3.53901
              0        1.86155           6011        1.23474        1.39312
              1         11.179           6012        7.84946        7.95965
              1        9.28586           6015        7.27574        5.76982
              0        2.18459           6025              0        2.18459
              0        3.69363           6037        2.96708        2.19984
              1        18.2876           6061           12.5        13.3486
              1        7.40317           6065        6.36479        3.78105
              0       0.954302           6072       0.798259       0.522948
              1        6.63222           6073        3.58407        5.58039
              0     5.7132e-05           6075     5.7132e-05            -99
              0        2.90593           6078        2.31837        1.75203
              0        1.22596           6081        1.22596    2.08387e-05
              1        44.6347           6084        38.7324        22.1823
              1        6.20231           6085        4.51006         4.2577
              1        28.0715           6090        24.2625        14.1189
              0        4.01313           6091        2.77308        2.90091
              1        5.97155           6092        2.08689        5.59502
              1        7.84073           6094        5.66549        5.42026
              1        6.15688           6096        4.33132        4.37571
              0        2.83736           6102        2.83736    2.48939e-05
              0        3.17756           6107        1.23448        2.92796
              0        2.71836           6110        2.68331        0.43511
              0        3.51453           6114        1.15157        3.32052
              1        6.73153           6121         6.0697        2.91071
              0       0.708677           6127       0.708677    1.80298e-05
              0        3.91367           6141        3.00768        2.50413
              1        5.42848           6147        4.96472        2.19544
              0        1.33538           6151        1.14968       0.679309
              0        1.39558           6152        1.19921       0.713826
              0       0.518059           6155       0.518059    9.77333e-06
              0         1.2285           6156         1.2285    1.34004e-05
              0        3.21265           6158       0.490107        3.17504
              0    3.93871e-05           6166    3.61238e-05    1.56976e-05
              1        10.8385           6186        7.99451         7.3185
              0        2.08963           6197        2.08963    3.64645e-07
              0       0.772437           6216       0.772437    3.29586e-05
              1        5.95529           6221        5.19337        2.91451
              0         1.0191           6233       0.636947       0.795528
              0        2.80425           6242              0        2.80425
              0        2.65066           6245        1.58883         2.1217
              0        3.97219           6249        2.90422        2.70994
              1        12.8284           6251        9.59876        8.51064
              0       0.954883           6256      0.0547461       0.953312
              0          1.771           6262          1.771            -99
              1        8.77184           6265        5.27597         7.0078
              1        9.70354           6287        5.14008        8.23033
              0        4.88299           6289        4.44039        2.03138
              1        8.73815           6290        5.89606        6.44917
              0        4.71334           6292        3.43054        3.23217
              1        36.4082           6296        27.3479        24.0343
              1        18.8721           6308        8.28897        16.9543
              1        6.66265           6311        6.24953        2.30959
              0        1.62943           6315       0.779459         1.4309
              0        1.37963           6319       0.182368        1.36753
              0        1.91386           6324       0.514795        1.84333
              0         1.4064           6329        1.32301       0.477101
              0        3.44814           6330        1.38443        3.15801
              0    2.79133e-05           6332    2.46602e-05    1.30776e-05
              1        14.6185           6333        12.6459         7.3335
              0        3.84806           6350        3.73514       0.925373
              1        8.64079           6352        7.88663        3.53049
              0        2.08162           6363         2.0214       0.497071
              0      0.0841748           6368      0.0841748            -99
              0        2.72206           6381        1.77242        2.06595
              1        32.3356           6383        25.8956        19.3651
              0        2.41416           6385        2.29977       0.734305
              1        13.9555           6386         9.8142        9.92162
              0        1.36843           6394      0.0840682        1.36584
              0      0.0287934           6395    5.43682e-05      0.0287934
              0        1.27677           6398        1.27677    2.77599e-05
              0        1.61691           6401       0.717957        1.44877
              0        1.27729           6403        1.27729    9.68936e-06
              0        1.14211           6406       0.771565       0.842077
              1        7.79349           6409        4.53569        6.33767
              0        1.07784           6412        1.07784            -99
              0         2.7649           6429         2.7649    5.62664e-07
              1         6.1824           6438        5.16094        3.40392
              0        1.79427           6445       0.259701        1.77538
              0    6.01861e-05           6448    5.23098e-05    2.97665e-05
              0       0.652522           6460    4.90554e-05       0.652522
              1        6.87799           6464        5.60148        3.99126
              0    4.52951e-05           6466    4.31025e-05    1.39221e-05
              0        2.47964           6486    3.86948e-05        2.47964
              1        6.53206           6489        4.16398         5.0328
              1        11.2327           6509        6.35808        9.25999
              1        7.79554           6517        5.40439        5.61811
              0        2.54864           6519        1.02023        2.33553
              0        3.77219           6522        2.32332         2.9718
              1        11.9079           6537         6.4482         10.011
              1        15.2793           6547        5.32986        14.3195
              0        3.00952           6548        2.98478       0.385097
              0        2.04466           6553       0.391566        2.00681
              0        1.77219           6558       0.847753        1.55626
              0        2.00012           6580        1.76312       0.944391
              0        3.18608           6592       0.969739        3.03492
              0        1.28398           6614        1.28398    1.41779e-05
              0        4.78055           6617        4.65113        1.10486
              0    4.78045e-05           6620    4.30163e-05    2.08535e-05
              0        3.37182           6629       0.537087        3.32877
              0        1.14945           6634       0.907394       0.705599
              0        1.36945           6638        1.23543       0.590853
              1        5.96469           6641        5.03601        3.19626
              0        1.39298           6643         0.8125        1.13147
              0        1.13656           6650        1.13656    1.88118e-05
              0        4.36031           6662        4.18327        1.22987
              1        21.2313           6665        13.6941        16.2247
              0        1.30019           6672       0.560391        1.17323
              0        4.32197           6676        2.55793        3.48374
              0     4.6055e-05           6677     4.6055e-05            -99
              0        3.93674           6693        2.18402        3.27536
              0        4.91791           6694        3.97415        2.89689
              0        3.35221           6695    5.22917e-05        3.35221
              1        5.04785           6700        2.82976        4.18011
              0        2.32985           6707    5.46246e-05        2.32985
              1        19.5269           6710        13.6502        13.9632
              0       0.438037           6712    5.63623e-05       0.438037
              1        19.1129           6714        17.1138        8.51012
              1        7.63153           6724         4.3233        6.28883
              0        1.47243           6745        1.47243    3.15608e-05
              1        12.4381           6768        7.97379        9.54595
              0        3.87953           6770        2.43062        3.02371
              0        1.87336           6775       0.929011        1.62678
              0        2.42119           6778         1.5345        1.87282
              0    4.73764e-05           6782    4.39965e-05    1.75737e-05
              1         8.9267           6787        6.87718        5.69125
              1        13.5312           6789        13.1998        2.97643
              0        3.82889           6790        1.73535        3.41306
              0    6.14899e-05           6801    5.25105e-05    3.19948e-05
              0        1.97298           6820        1.16928        1.58915
              0         3.1653           6827         0.8218        3.05676
              1        6.78197           6828        5.73384        3.62189
              1        17.0233           6845        15.4642        7.11679
              0       0.842708           6856       0.842708    2.51458e-05
              0        2.30063           6871        2.30051      0.0229723
              0        3.60624           6882        2.87058        2.18284
              0        1.88167           6887        1.81637       0.491423
              0       0.988756           6888       0.988756            -99
              1        13.5307           6891        4.95232        12.5918
              0    3.18954e-05           6914    2.81601e-05    1.49775e-05
              0        3.15364           6917        2.75181        1.54045
              0       0.420635           6922       0.420635              0
              0        2.28233           6928    1.54335e-05        2.28233
              0        4.94884           6934        3.92539         3.0137
              0        2.29353           6944        1.94708        1.21209
              0        3.43366           6945       0.512693        3.39517
              0        2.16449           6950       0.074406        2.16321
              0        2.36779           6963        2.25734       0.714742
              0        2.71483           6969        1.37253        2.34232
              0        4.79196           6973        4.54097        1.53053
              1        5.12933           6977        4.93308        1.40525
              0        2.81896           6983        1.72142        2.23231
              1        5.94962           6984        4.94813        3.30364
              0        2.71786           7006        2.71786            -99
              0        2.78616           7008    4.34256e-05        2.78616
              1        15.7874           7009        8.07176         13.568
              0        2.35836           7038        2.03669        1.18901
              1        13.7095           7041        11.2149        7.88518
              1        9.17937           7045        8.15609        4.21176
              1        101.622           7052        75.3166        68.2241
              1        11.1224           7053        7.14534        8.52363
              1         29.871           7054        16.2174        25.0853
              0        1.67401           7063        1.67401    1.37523e-05
              1        17.7128           7065        12.8271        12.2152
              0        4.72273           7079        4.11554        2.31658
              0       0.519038           7092       0.519038    1.65407e-05
              0          2.196           7093       0.457667        2.14778
              0        1.26595           7098        1.26595    5.21523e-06
              1        8.19246           7099        7.41812        3.47675
              0        2.22278           7101        2.21017        0.23642
              0        1.49061           7107       0.260941        1.46759
              1        7.67138           7114        6.35087         4.3031
              0        2.60072           7131        2.09222        1.54478
              0        1.11489           7132        1.11489            -99
              0        1.04812           7140        1.04812            -99
              0       0.702575           7143    4.49552e-05       0.702575
              0        4.12286           7145        3.50734        2.16714
              0        2.74971           7149     4.6055e-05        2.74971
              0        2.95123           7150        2.58693         1.4204
              0        1.15086           7151    3.55608e-05        1.15086
              0        4.43655           7156        4.11506        1.65808
              0        3.79241           7157        3.00299        2.31611
              0    1.07681e-05           7169    1.04438e-05    2.62254e-06
