#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         50.3799         3.28267       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         43.8742         4.53084         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5         38.1402         6.24241         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         33.0616         8.57617        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9         28.5317         11.7299        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1         24.4515         15.9322        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3          20.732         21.4097        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         17.3007          28.316         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         14.1183         36.6227         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9          11.209         46.0823         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         8.69035         55.8045         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         6.74179          64.116         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         5.39343         71.8813         7.13199         13.3276         4.87071              11         102.083               0           1e-30
           10.7         4.19911         74.2109         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         2.53316         56.1737         14.7642         22.1753         12.2347               4         86.6648               0           1e-30
           11.1        0.833824         21.9535         21.2427         26.3287         19.3906               2         28.1825               0           1e-30
           11.3       0.0983718         2.90977          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5      0.00272906       0.0858145         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7     1.19656e-05     0.000378479         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9     2.44609e-09     7.36442e-08         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1     2.36785e-15     6.42066e-14         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     4.26197e-25     9.84908e-24         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     9.33734e-41     1.74007e-39         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7      8.6419e-66     1.22889e-64         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9    1.11121e-105    1.14093e-104          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1    4.05402e-169    2.84386e-168         807.627         7.01492         1939.06               0           1e-30               0           1e-30
