#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1          359.59         47.1233        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         296.743         61.6324        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5          245.01         80.6513        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         202.346         105.566        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         167.082         138.152         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         137.851          180.65         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         113.529         235.795         2.88381         2.07696         1.14313               1         43.4002               1         43.4002
            9.5         93.1958         306.778         4.14922         3.29176         1.81174               2         47.7666               1         30.6264
            9.7         76.0992         397.016         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         61.6311         509.598         8.58947         8.26853         4.55088               8         268.446               3         142.024
           10.1          49.309         646.182         12.3585         13.1047         7.21265              22         636.921               0           1e-30
           10.3         38.7529         804.882         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         29.6456         974.807         25.5839          32.882         18.1174              30         1282.93               1         114.844
           10.7         21.6838         1087.29           36.81         50.1429         28.7141              30         1469.91               0           1e-30
           10.9         14.5949            1056         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1         8.37765         827.626          76.202         98.7898         72.1265              11         653.064               0           1e-30
           11.3         3.62252         462.354         109.639         127.633         114.313               3         260.192               0           1e-30
           11.5         1.02945         160.628         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7        0.201401         36.3518         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9       0.0422145         8.34023         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1        0.010126         2.07208         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3      0.00198082        0.397251         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5     0.000235141       0.0437318         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     1.16078e-05       0.0018944         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     1.45722e-07     1.97469e-05         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1     2.63627e-10     2.80681e-08         2897.12         106.469         7212.65               0           1e-30               0           1e-30
