#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         1119.41         715.798         1.41662         0.63944        0.738765               0           1e-30               0           1e-30
            8.3         668.133         677.116         2.03823         1.01344         1.17086               0           1e-30               0           1e-30
            8.5         398.714         640.414          2.9326          1.6062         1.85569               0           1e-30               0           1e-30
            8.7         237.871         605.538         4.21942         2.54566         2.94108               0           1e-30               0           1e-30
            8.9         141.852         572.314          6.0709          4.0346          4.6613               0           1e-30               0           1e-30
            9.1          84.534         540.544          8.7348          6.3944         7.38765               0           1e-30               0           1e-30
            9.3          50.322         509.986         12.5676         10.1344         11.7086               0           1e-30               0           1e-30
            9.5         29.9048         480.331         18.0823          16.062         18.5569               0           1e-30               0           1e-30
            9.7         17.7232         451.172         26.0168         25.4566         29.4108               0           1e-30               0           1e-30
            9.9         10.4586         421.963         37.4329          40.346          46.613               0           1e-30               0           1e-30
           10.1         6.12973          391.96         53.8584          63.944         73.8765               0           1e-30               0           1e-30
           10.3         3.55394         360.173         77.4913         101.344         117.086               0           1e-30               0           1e-30
           10.5         2.02551         325.337         111.494          160.62         185.569               1         1315.11               1         1315.11
           10.7         1.12345         285.993         160.418         254.566         294.108               0           1e-30               0           1e-30
           10.9        0.596859         240.809         230.809          403.46          466.13               0           1e-30               0           1e-30
           11.1        0.296173         189.385         332.088          639.44         738.765               0           1e-30               0           1e-30
           11.3        0.131897          133.67         477.808         1013.44         1170.86               0           1e-30               0           1e-30
           11.5       0.0494839          79.481         687.469          1606.2         1855.69               1         921.254               0           1e-30
           11.7       0.0141474         35.8032         989.129         2530.72         2941.08               1         702.773               0           1e-30
           11.9      0.00262935         10.0004         1423.16         3803.39          4661.3               0           1e-30               0           1e-30
           12.1     0.000246933          1.3356         2047.64         5408.74         7387.65               0           1e-30               0           1e-30
           12.3     7.86112e-06       0.0572144         2946.14         7278.16         11708.6               0           1e-30               0           1e-30
           12.5     4.50572e-08     0.000417553          4238.9         9267.17         18556.9               0           1e-30               0           1e-30
           12.7     1.70567e-11     1.90444e-07         6098.92         11165.4         29410.8               0           1e-30               0           1e-30
           12.9     8.70183e-17     1.10767e-12         8775.12         12729.1           46613               0           1e-30               0           1e-30
           13.1     4.81862e-25     6.61678e-21         12625.6         13731.7         73876.5               0           1e-30               0           1e-30
