#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         356.542         82.8808        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         282.938          104.24         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         224.291         130.965         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         177.496          164.26         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9          140.08         205.456         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         110.081         255.891         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         85.9473         316.647         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         66.4743         388.148          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         50.7598         469.746         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9          38.181         560.004         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         28.3622         659.299         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3          21.072         776.336         44.2091          36.842         26.5442               4          654.99               2         475.221
           10.5         15.9607         931.953         63.6079         58.3906         42.0698              17         2487.71               1         411.156
           10.7         12.1893         1128.04          91.519         92.5429         66.6761              14         2489.67               1         469.132
           10.9         8.51935         1249.01         131.677         146.609         105.674              14         2509.57               1         464.786
           11.1         4.54757         1020.88         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3          1.5462         502.913         272.591         325.258         265.442               7         1673.58               0           1e-30
           11.5        0.344816         153.762         392.203         445.926         420.698               3          904.49               0           1e-30
           11.7       0.0785575         45.4448         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9       0.0202616         14.3881         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1      0.00430374         3.54986         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3     0.000537378        0.487168         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     2.45237e-05       0.0231217         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7      1.9959e-07     0.000185185         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     9.66462e-11        8.35e-08         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     5.03653e-16     3.83414e-13         7202.96         761.265         16748.3               0           1e-30               0           1e-30
