#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         19.0204         5.53192         1.04066        0.290841        0.232645               0           1e-30               0           1e-30
            8.3         18.6588          8.6008          1.4973        0.460952        0.368718               0           1e-30               0           1e-30
            8.5         18.3153         13.3804         2.15431        0.730559        0.584379               0           1e-30               0           1e-30
            8.7         17.9825         20.8212         3.09962         1.15786        0.926178               0           1e-30               0           1e-30
            8.9         17.6521          32.393         4.45973         1.83508         1.46789               0           1e-30               0           1e-30
            9.1         17.3139         50.3557         6.41665         2.90841         2.32645               0           1e-30               0           1e-30
            9.3         16.9539         78.1493         9.23227         4.60952         3.68718               0           1e-30               0           1e-30
            9.5         16.5527         120.927         13.2834         7.30559         5.84379               0           1e-30               0           1e-30
            9.7         16.0817         186.203         19.1121         11.5786         9.26178               0           1e-30               0           1e-30
            9.9         15.4997         284.432         27.4985         18.3508         14.6789               1         178.801               1         178.801
           10.1         14.7483         428.941         39.5648         29.0841         23.2645               0           1e-30               0           1e-30
           10.3         13.7491         633.766         56.9257         46.0952         36.8718               3         488.588               0           1e-30
           10.5         12.4071         906.413         81.9047         73.0559         58.4379               3         693.451               0           1e-30
           10.7         10.6324         1231.08         117.844         115.786         92.6178               5          1516.9               0           1e-30
           10.9         8.39468         1540.49         169.554         183.508         146.789               5          1925.4               1         1170.55
           11.1         5.82049         1688.27         243.954         290.056         232.645               1         463.548               0           1e-30
           11.3         3.28479         1443.73         351.001          439.52         368.718               4         1385.67               0           1e-30
           11.5         1.33799         843.196          505.02         630.196         584.379               0           1e-30               0           1e-30
           11.7         0.32548          278.29         726.622         855.012         926.178               0           1e-30               0           1e-30
           11.9       0.0353131         38.7619         1045.46         1097.66         1467.89               0           1e-30               0           1e-30
           12.1      0.00120913         1.61227         1504.21         1333.42         2326.45               0           1e-30               0           1e-30
           12.3     3.15204e-05       0.0483119         2164.26         1532.72         3687.18               0           1e-30               0           1e-30
           12.5     1.33827e-06      0.00223102         3113.93         1667.09         5843.79               0           1e-30               0           1e-30
           12.7     1.25161e-08     2.14745e-05         4480.32         1715.75         9261.78               0           1e-30               0           1e-30
           12.9     8.74027e-12     1.46042e-08         6446.27         1670.91         14678.9               0           1e-30               0           1e-30
           13.1     9.98509e-17     1.53745e-13         9274.89         1539.74         23264.5               0           1e-30               0           1e-30
