#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         272.528         25.4805        0.174031       0.0934969       0.0382321               1         14.0478               1         14.0478
            8.3         220.091         32.6136        0.250395        0.148183       0.0605938               1         7.73956               1         7.73956
            8.5         177.755         41.7463        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         143.545         53.4301        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         115.873         68.3564        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1          93.457         87.3794         1.07306        0.934969        0.382321               3         38.6409               3         38.6409
            9.3         75.2668         111.532         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         60.4749         142.027          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         48.4193         180.225         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9         38.5727          227.55          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         30.5113         285.271         6.61646         9.34969         3.82321              50         796.016               5         251.361
           10.3         23.8767         352.092         9.51976         14.7463         6.05938              53         765.705               2          98.635
           10.5         18.3241         407.033          13.697          22.213         9.60348              47          788.71               0           1e-30
           10.7         13.4857         426.978         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         9.04565         386.275         28.3548         42.7029         24.1228              20         835.356               2         293.207
           11.1         5.03078         274.168         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         2.01891         132.869         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5         0.51311         38.5871         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7       0.0910818         7.40609         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9       0.0183075         1.52304         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1      0.00426577        0.343561         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3     0.000797443       0.0588344         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5     8.98077e-05      0.00574342         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     4.49857e-06      0.00023597         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9     6.97075e-08     2.83783e-06         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     1.70598e-10     5.10042e-09         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
