#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         158.205         101.163         1.41662         0.63944        0.738765               0           1e-30               0           1e-30
            8.3         119.044         120.645         2.03823         1.01344         1.17086               0           1e-30               0           1e-30
            8.5         89.4893         143.738          2.9326          1.6062         1.85569               0           1e-30               0           1e-30
            8.7         67.1585         170.963         4.21942         2.54566         2.94108               0           1e-30               0           1e-30
            8.9         50.2582         202.771          6.0709          4.0346          4.6613               0           1e-30               0           1e-30
            9.1         37.4375          239.39          8.7348          6.3944         7.38765               0           1e-30               0           1e-30
            9.3         27.6796         280.518         12.5676         10.1344         11.7086               0           1e-30               0           1e-30
            9.5         20.2211         324.791         18.0823          16.062         18.5569               0           1e-30               0           1e-30
            9.7         14.4927         368.934         26.0168         25.4566         29.4108               0           1e-30               0           1e-30
            9.9         10.0778         406.597         37.4329          40.346          46.613               0           1e-30               0           1e-30
           10.1         6.68328         427.356         53.8584          63.944         73.8765               0           1e-30               0           1e-30
           10.3         4.11801         417.337         77.4913         101.344         117.086               0           1e-30               0           1e-30
           10.5          2.2678         364.254         111.494          160.62         185.569               1         1315.11               1         1315.11
           10.7         1.05491         268.544         160.418         254.566         294.108               0           1e-30               0           1e-30
           10.9        0.381693         153.998         230.809          403.46          466.13               0           1e-30               0           1e-30
           11.1       0.0945061          60.431         332.088          639.44         738.765               0           1e-30               0           1e-30
           11.3       0.0128861         13.0594         477.808         1013.44         1170.86               0           1e-30               0           1e-30
           11.5     0.000669526         1.07539         687.469          1606.2         1855.69               1         921.254               0           1e-30
           11.7     7.37266e-06       0.0186582         989.129         2530.72         2941.08               1         702.773               0           1e-30
           11.9        6.89e-09     2.62053e-05         1423.16         3803.39          4661.3               0           1e-30               0           1e-30
           12.1     1.29015e-13     6.97807e-10         2047.64         5408.74         7387.65               0           1e-30               0           1e-30
           12.3     4.91617e-21     3.57806e-17         2946.14         7278.16         11708.6               0           1e-30               0           1e-30
           12.5      1.0162e-32     9.41731e-29          4238.9         9267.17         18556.9               0           1e-30               0           1e-30
           12.7     3.64552e-51     4.07036e-47         6098.92         11165.4         29410.8               0           1e-30               0           1e-30
           12.9     2.52204e-80     3.21034e-76         8775.12         12729.1           46613               0           1e-30               0           1e-30
           13.1     1.8195e-126    2.49848e-122         12625.6         13731.7         73876.5               0           1e-30               0           1e-30
